test_case,Ticker,Reported_Date,Actual_Label,Aggregated_Predicted_Label,Num_Models,Vote_Count_0,Vote_Count_1
F_2018-03-31,F,2018-03-31,0,0,39,39,0
GLW_2018-03-31,GLW,2018-03-31,0,0,39,39,0
GLW_2021-06-30,GLW,2021-06-30,0,0,39,39,0
GM_2017-03-31,GM,2017-03-31,0,0,39,39,0
GM_2020-09-30,GM,2020-09-30,1,1,39,12,27
GRMN_2017-03-31,GRMN,2017-03-31,0,0,39,39,0
GRMN_2017-06-30,GRMN,2017-06-30,0,0,39,39,0
GRMN_2022-06-30,GRMN,2022-06-30,0,0,39,35,4
GS_2017-06-30,GS,2017-06-30,0,0,39,39,0
GS_2022-06-30,GS,2022-06-30,0,0,39,39,0
GS_2023-12-31,GS,2023-12-31,0,0,39,39,0
HAS_2020-09-30,HAS,2020-09-30,0,0,39,36,3
HBAN_2023-12-31,HBAN,2023-12-31,0,0,39,37,2
HPQ_2016-09-30,HPQ,2016-09-30,1,0,39,39,0
HPQ_2018-03-31,HPQ,2018-03-31,0,0,39,37,2
HPQ_2019-03-31,HPQ,2019-03-31,0,0,39,39,0
HPQ_2022-06-30,HPQ,2022-06-30,0,0,39,34,5
IBM_2015-09-30,IBM,2015-09-30,0,0,39,39,0
IBM_2016-09-30,IBM,2016-09-30,1,0,39,39,0
IBM_2018-03-31,IBM,2018-03-31,0,0,39,39,0
IBM_2018-12-31,IBM,2018-12-31,0,0,39,37,2
INTC_2019-03-31,INTC,2019-03-31,0,0,39,39,0
INTC_2019-06-30,INTC,2019-06-30,0,0,39,39,0
INTC_2019-09-30,INTC,2019-09-30,1,0,39,38,1
INTC_2019-12-31,INTC,2019-12-31,0,0,39,39,0
INTC_2020-06-30,INTC,2020-06-30,0,0,39,31,8
INTC_2022-03-31,INTC,2022-03-31,0,0,39,38,1
INTU_2023-09-30,INTU,2023-09-30,1,0,39,34,5
IVZ_2023-12-31,IVZ,2023-12-31,0,0,39,37,2
JPM_2016-09-30,JPM,2016-09-30,1,0,39,38,1
JPM_2016-12-31,JPM,2016-12-31,0,0,39,39,0
JPM_2020-12-31,JPM,2020-12-31,1,1,39,6,33
JPM_2022-03-31,JPM,2022-03-31,1,0,39,39,0
JPM_2022-12-31,JPM,2022-12-31,0,0,39,37,2
KEY_2016-09-30,KEY,2016-09-30,1,0,39,39,0
KEY_2017-03-31,KEY,2017-03-31,0,0,39,39,0
KEY_2018-06-30,KEY,2018-06-30,0,0,39,39,0
KKR_2018-09-30,KKR,2018-09-30,0,0,39,39,0
KKR_2023-09-30,KKR,2023-09-30,1,0,39,39,0
LEN_2015-12-31,LEN,2015-12-31,0,0,39,39,0
LEN_2023-06-30,LEN,2023-06-30,0,0,39,39,0
LEN_2023-09-30,LEN,2023-09-30,1,0,39,37,2
LEN_2023-12-31,LEN,2023-12-31,0,0,39,38,1
LRCX_2017-12-31,LRCX,2017-12-31,0,0,39,37,2
MA_2023-03-31,MA,2023-03-31,0,0,39,39,0
MA_2023-12-31,MA,2023-12-31,0,0,39,39,0
MCD_2023-12-31,MCD,2023-12-31,0,0,39,39,0
MCO_2017-03-31,MCO,2017-03-31,0,0,39,39,0
MCO_2017-06-30,MCO,2017-06-30,0,0,39,39,0
MCO_2023-06-30,MCO,2023-06-30,0,0,39,39,0
MCO_2023-09-30,MCO,2023-09-30,1,0,39,38,1
MET_2023-12-31,MET,2023-12-31,0,0,39,39,0
MGM_2021-09-30,MGM,2021-09-30,0,0,39,38,1
MGM_2023-09-30,MGM,2023-09-30,1,0,39,35,4
MSCI_2023-12-31,MSCI,2023-12-31,0,0,39,39,0
MSFT_2015-09-30,MSFT,2015-09-30,1,0,39,39,0
MSFT_2016-12-31,MSFT,2016-12-31,0,0,39,39,0
MSFT_2017-09-30,MSFT,2017-09-30,0,0,39,39,0
MSFT_2017-12-31,MSFT,2017-12-31,1,0,39,39,0
MSFT_2019-03-31,MSFT,2019-03-31,0,0,39,39,0
MSFT_2019-06-30,MSFT,2019-06-30,0,0,39,39,0
MSFT_2019-09-30,MSFT,2019-09-30,0,0,39,39,0
MS_2016-03-31,MS,2016-03-31,0,0,39,39,0
MS_2016-06-30,MS,2016-06-30,1,0,39,39,0
MS_2017-06-30,MS,2017-06-30,0,0,39,39,0
MS_2021-09-30,MS,2021-09-30,0,0,39,39,0
MS_2021-12-31,MS,2021-12-31,0,0,39,39,0
NKE_2018-12-31,NKE,2018-12-31,0,0,39,36,3
NKE_2023-12-31,NKE,2023-12-31,0,0,39,38,1
NVDA_2018-06-30,NVDA,2018-06-30,1,0,39,34,5
NVDA_2021-09-30,NVDA,2021-09-30,1,1,39,11,28
NVDA_2022-03-31,NVDA,2022-03-31,0,0,39,35,4
NVDA_2023-12-31,NVDA,2023-12-31,1,0,39,36,3
ORCL_2017-03-31,ORCL,2017-03-31,0,0,39,39,0
ORCL_2021-09-30,ORCL,2021-09-30,0,0,39,39,0
ORCL_2022-06-30,ORCL,2022-06-30,0,0,39,39,0
PHM_2023-09-30,PHM,2023-09-30,1,0,39,37,2
QCOM_2017-03-31,QCOM,2017-03-31,1,0,39,38,1
SBUX_2016-09-30,SBUX,2016-09-30,0,0,39,39,0
SBUX_2022-06-30,SBUX,2022-06-30,0,0,39,37,2
SCHW_2023-12-31,SCHW,2023-12-31,0,0,39,39,0
SNPS_2023-09-30,SNPS,2023-09-30,1,0,39,39,0
TSLA_2018-03-31,TSLA,2018-03-31,0,0,39,22,17
WFC_2016-03-31,WFC,2016-03-31,0,0,39,39,0
WFC_2018-03-31,WFC,2018-03-31,0,0,39,39,0
WFC_2021-06-30,WFC,2021-06-30,1,0,39,35,4
YUM_2018-03-31,YUM,2018-03-31,0,0,39,39,0
