ticker,fact_count,avg_attention_score,std_attention_score,avg_sentiment,std_sentiment,total_attention_impact,attention_efficiency
PTC,2,1.000000,0.000000,0.600000,0.100000,2.000000,0.999508
ROST,2,1.000000,0.000000,0.550000,0.050000,2.000000,0.999508
ULTA,1,1.000000,0.000000,0.700000,0.000000,1.000000,0.999754
WTW,3,0.861389,0.196025,0.200000,0.326599,2.584168,0.860753
TROW,8,0.823537,0.239162,0.400000,0.287228,6.588295,0.821915
APH,2,0.814539,0.185461,0.400000,0.300000,1.629077,0.814138
GL,5,0.800000,0.245060,0.340000,0.162481,4.000000,0.799015
ROP,2,0.768990,0.231010,0.200000,0.700000,1.537979,0.768611
ZBRA,3,0.766037,0.166440,0.733333,0.047140,2.298111,0.765471
VRSN,4,0.759500,0.242209,0.425000,0.129904,3.038000,0.758752
MKTX,7,0.754004,0.227003,0.257143,0.159079,5.278025,0.752704
LOW,6,0.750933,0.208694,0.200000,0.374166,4.505598,0.749823
AZO,3,0.748566,0.177791,0.000000,0.355903,2.245697,0.748013
AKAM,17,0.735523,0.253478,0.276471,0.338734,12.503899,0.732444
MSI,2,0.725772,0.066266,-0.050000,0.650000,1.451544,0.725414
PRU,13,0.702102,0.201366,0.415385,0.367625,9.127324,0.699854
KMX,3,0.697862,0.213644,-0.433333,0.659966,2.093586,0.697347
INTU,19,0.685108,0.233466,0.207895,0.478557,13.017053,0.681903
IT,15,0.665082,0.280286,0.073333,0.490533,9.976229,0.662625
ORLY,2,0.637387,0.087839,0.300000,0.200000,1.274774,0.637073
TJX,6,0.620871,0.301793,0.333333,0.402768,3.725226,0.619954
TPR,4,0.612554,0.116789,0.550000,0.229129,2.450216,0.611951
FI,3,0.606972,0.292187,0.066667,0.188562,1.820915,0.606523
ADSK,18,0.599884,0.263439,0.338889,0.521897,10.797920,0.597226
STX,4,0.571969,0.264670,0.450000,0.229129,2.287876,0.571406
MCO,17,0.566601,0.257126,0.405882,0.363756,9.632223,0.564229
BKNG,32,0.565860,0.337032,0.315625,0.481605,18.107530,0.561401
NTAP,11,0.542393,0.283058,0.490909,0.435795,5.966325,0.540924
POOL,2,0.542092,0.011425,0.800000,0.000000,1.084184,0.541825
ANSS,16,0.531382,0.347855,0.593750,0.349050,8.502110,0.529288
SPGI,7,0.515366,0.218950,0.471429,0.376883,3.607563,0.514478
