ticker,fact_count,avg_attention_score,std_attention_score,avg_sentiment,std_sentiment,total_attention_impact,attention_efficiency
WDC,11,0.513330,0.190465,0.145455,0.336732,5.646634,0.511940
TYL,6,0.507529,0.265511,0.600000,0.223607,3.045172,0.506779
FFIV,16,0.498691,0.293325,0.425000,0.408503,7.979055,0.496726
MPWR,9,0.488002,0.283058,0.311111,0.331476,4.392015,0.486920
RJF,7,0.484684,0.074107,0.671429,0.218529,3.392785,0.483848
TER,5,0.478999,0.280401,0.580000,0.097980,2.394997,0.478410
FICO,3,0.475028,0.049935,0.633333,0.094281,1.425085,0.474677
AJG,10,0.470516,0.356476,0.520000,0.354401,4.705156,0.469357
EG,2,0.451724,0.000104,0.500000,0.000000,0.903449,0.451502
STT,19,0.448910,0.228717,0.410526,0.451774,8.529281,0.446809
TRV,23,0.441303,0.318610,0.139130,0.514772,10.149979,0.438804
ERIE,5,0.439121,0.281235,0.740000,0.120000,2.195606,0.438580
RF,8,0.429045,0.271808,-0.237500,0.705226,3.432361,0.428200
MTB,25,0.425889,0.230136,-0.092000,0.639950,10.647217,0.423267
COF,46,0.425424,0.271501,0.180435,0.463737,19.569481,0.420605
HD,35,0.424208,0.249116,0.542857,0.269694,14.847290,0.420552
MMC,20,0.423986,0.234418,0.520000,0.224944,8.479718,0.421898
NTRS,13,0.421395,0.331562,0.138462,0.587745,5.478133,0.420046
HBAN,22,0.419009,0.328379,0.050000,0.558203,9.218190,0.416739
HIG,11,0.415797,0.115322,0.627273,0.200413,4.573770,0.414671
IVZ,8,0.410076,0.263809,0.450000,0.234521,3.280610,0.409268
L,2,0.393206,0.098344,0.350000,0.150000,0.786412,0.393013
SWKS,22,0.383073,0.331733,0.018182,0.520172,8.427612,0.380998
JNPR,16,0.369379,0.292195,0.262500,0.404467,5.910057,0.367923
ON,41,0.358992,0.253236,0.270732,0.516670,14.718668,0.355368
PFG,15,0.350484,0.371828,-0.053333,0.230555,5.257258,0.349189
AXP,92,0.343068,0.309836,0.193478,0.507724,31.562259,0.335296
AIZ,17,0.331658,0.211824,0.594118,0.215490,5.638183,0.330269
FDS,11,0.272727,0.037502,0.236364,0.290056,3.000000,0.271989
CB,49,0.271506,0.292888,0.259184,0.350462,13.303782,0.268230
JBL,15,0.265684,0.367164,0.566667,0.257337,3.985262,0.264703
MCHP,30,0.260869,0.271008,0.283333,0.481721,7.826057,0.258941
WRB,9,0.257566,0.088701,0.744444,0.068493,2.318092,0.256995
SCHW,84,0.249983,0.299540,0.340476,0.412056,20.998569,0.244812
LULU,60,0.249559,0.337783,0.649167,0.340281,14.973524,0.245872
PNC,85,0.246869,0.270234,0.276471,0.502616,20.983850,0.241702
YUM,47,0.240928,0.170927,0.217021,0.411184,11.323632,0.238140
TFC,25,0.236256,0.146013,-0.020000,0.573411,5.906404,0.234802
BK,128,0.233724,0.278080,-0.063281,0.605814,29.916667,0.226357
TXN,89,0.226839,0.227070,0.524719,0.373950,20.188684,0.221868
CTSH,117,0.217600,0.283484,0.248120,0.433688,25.459192,0.211331
KLAC,52,0.216099,0.243206,0.380769,0.525517,11.237151,0.213332
SBUX,197,0.213569,0.259174,0.302284,0.444318,42.073033,0.203208
EXPE,67,0.212688,0.330663,0.481343,0.477856,14.250082,0.209179
ALL,107,0.209593,0.325914,0.365421,0.386961,22.426422,0.204070
V,382,0.208049,0.275077,0.422513,0.430105,79.474892,0.188479
CINF,43,0.207298,0.322288,0.118605,0.593866,8.913809,0.205103
SNPS,105,0.204392,0.270597,0.613333,0.250358,21.461196,0.199108
MA,238,0.202554,0.247430,0.450000,0.388571,48.207919,0.190683
MSCI,157,0.198425,0.330032,0.238854,0.444736,31.152750,0.190754
NKE,160,0.185216,0.295563,0.421250,0.497165,29.634514,0.177918
FITB,142,0.180331,0.283525,0.384859,0.439029,25.606996,0.174025
MAR,50,0.174347,0.289213,0.540000,0.402989,8.717350,0.172200
PHM,21,0.173924,0.262973,0.057143,0.636637,3.652395,0.173024
AON,91,0.173084,0.285674,0.295604,0.429646,15.750606,0.169205
LRCX,126,0.173002,0.223894,0.417063,0.538780,21.798262,0.167634
AIG,241,0.172920,0.284616,0.343983,0.412028,41.673819,0.162658
ADI,172,0.172035,0.250204,0.402907,0.418389,29.589994,0.164748
GRMN,64,0.170549,0.238266,0.503906,0.459475,10.915162,0.167862
AMP,17,0.167323,0.151161,0.264706,0.237490,2.844490,0.166623
CDNS,122,0.166495,0.244658,0.640164,0.255965,20.312343,0.161493
MU,127,0.165419,0.195667,0.169685,0.567810,21.008203,0.160246
MET,218,0.156662,0.260663,0.304128,0.501494,34.152292,0.148252
FTNT,82,0.150910,0.244038,0.521951,0.350618,12.374631,0.147863
ORCL,439,0.149284,0.218230,0.313098,0.439966,65.535673,0.133146
WYNN,37,0.148667,0.186187,0.297297,0.617531,5.500680,0.147313
CSCO,438,0.148096,0.226836,0.230799,0.419863,64.865882,0.132123
CBOE,107,0.141933,0.275185,0.122430,0.533251,15.186809,0.138193
LVS,21,0.141399,0.108448,0.430952,0.596114,2.969377,0.140668
KEY,215,0.140557,0.264502,-0.032093,0.589791,30.219785,0.133116
IBM,658,0.136062,0.193512,0.173009,0.469716,89.529058,0.114016
ACN,624,0.132646,0.253508,0.401042,0.437837,82.771178,0.112264
CME,164,0.130891,0.255760,0.364634,0.361525,21.466177,0.125605
FIS,67,0.126162,0.231012,0.086567,0.551496,8.452860,0.124081
HPQ,528,0.123170,0.234460,0.253409,0.520442,65.033572,0.107155
CRM,526,0.120460,0.178227,0.313593,0.460751,63.362009,0.104858
DPZ,362,0.120002,0.239943,0.418508,0.410400,43.440727,0.109305
AFL,117,0.118107,0.237867,0.359402,0.396455,13.818500,0.114704
GLW,116,0.117647,0.249550,0.491379,0.407752,13.647026,0.114286
QCOM,451,0.117497,0.157598,0.243459,0.511483,52.990938,0.104448
AMAT,414,0.117128,0.225949,0.509058,0.425369,48.490979,0.105187
MS,651,0.114095,0.210067,0.213978,0.472074,74.275568,0.095805
BX,310,0.113613,0.222268,0.372258,0.407911,35.219946,0.104940
CCL,111,0.111971,0.232395,0.296396,0.641216,12.428745,0.108910
GS,1136,0.108411,0.197249,0.277685,0.476463,123.155357,0.078085
DHI,104,0.105702,0.231100,0.449038,0.480984,10.993033,0.102995
CMG,456,0.105530,0.215224,0.261491,0.518852,48.121755,0.093680
PGR,64,0.104858,0.152852,-0.062500,0.580275,6.710888,0.103205
MCD,378,0.104277,0.163846,0.251058,0.431806,39.416658,0.094571
BRO,129,0.098879,0.207038,0.664729,0.231393,12.755382,0.095738
ADBE,1067,0.096702,0.203050,0.482259,0.418943,103.180913,0.071294
WFC,1217,0.096493,0.217792,0.143632,0.492034,117.431594,0.067576
FSLR,209,0.094774,0.226729,0.509091,0.430604,19.807834,0.089897
ACGL,264,0.093606,0.231543,0.667992,0.248572,24.711975,0.087521
F,406,0.091903,0.207436,-0.034483,0.512629,37.312585,0.082715
BEN,88,0.089412,0.210134,0.211364,0.420884,7.868237,0.087474
DRI,172,0.087710,0.193903,0.400581,0.442837,15.086097,0.083995
NVR,36,0.086792,0.223808,0.536111,0.354458,3.124512,0.086023
APTV,113,0.086574,0.200929,0.565487,0.344558,9.782818,0.084165
TSLA,1022,0.084656,0.175028,0.176370,0.541386,86.518795,0.063352
JPM,1830,0.082539,0.182911,0.210137,0.493280,151.046974,0.045345
BAC,1490,0.081934,0.179459,0.223087,0.476055,122.081548,0.051872
MGM,217,0.081077,0.193302,0.338018,0.525299,17.593736,0.076745
LEN,128,0.078570,0.209282,0.416406,0.487464,10.057002,0.076094
HAS,242,0.078424,0.208889,0.021074,0.576117,18.978697,0.073751
KKR,290,0.077946,0.194483,0.335172,0.417304,22.604423,0.072380
EBAY,628,0.074502,0.176414,0.211290,0.471169,46.787563,0.062981
GM,596,0.070738,0.168430,0.036661,0.549522,42.159552,0.060356
RCL,46,0.069200,0.110799,0.397826,0.585509,3.183192,0.068416
C,1560,0.068574,0.169232,0.179936,0.476272,106.975389,0.042232
MSFT,3688,0.064917,0.153049,0.399902,0.415837,239.412241,0.005963
INTC,2035,0.063246,0.157987,0.143317,0.521020,128.705071,0.031553
AAPL,4061,0.060718,0.152004,0.372051,0.450511,246.576161,0.000000
AMZN,3242,0.055849,0.143867,0.380783,0.436098,181.063678,0.011263
NVDA,3130,0.052083,0.135110,0.420990,0.452939,163.020739,0.011940
AMD,3202,0.043799,0.128572,0.331621,0.478792,140.245118,0.009265
