ticker,fact_count,avg_attention_score,std_attention_score,avg_sentiment,std_sentiment,total_attention_impact,attention_efficiency
PTC,2,1.000000,0.000000,0.600000,0.100000,2.000000,0.999508
ROST,2,1.000000,0.000000,0.550000,0.050000,2.000000,0.999508
ULTA,1,1.000000,0.000000,0.700000,0.000000,1.000000,0.999754
WTW,3,0.861952,0.195230,0.200000,0.326599,2.585855,0.861315
APH,2,0.825575,0.174425,0.400000,0.300000,1.651151,0.825169
TROW,8,0.821108,0.241315,0.400000,0.287228,6.568868,0.819491
GL,5,0.800000,0.244956,0.340000,0.162481,4.000000,0.799015
ROP,2,0.769082,0.230918,0.200000,0.700000,1.538164,0.768703
VRSN,4,0.765966,0.236048,0.425000,0.129904,3.063866,0.765212
ZBRA,3,0.763029,0.167755,0.733333,0.047140,2.289088,0.762466
MKTX,7,0.753554,0.226517,0.257143,0.159079,5.274879,0.752255
LOW,6,0.749346,0.217476,0.200000,0.374166,4.496078,0.748239
AKAM,17,0.737055,0.250735,0.276471,0.338734,12.529932,0.733969
AZO,3,0.726072,0.193696,0.000000,0.355903,2.178216,0.725536
MSI,2,0.712324,0.043427,-0.050000,0.650000,1.424649,0.711974
KMX,3,0.706838,0.207297,-0.433333,0.659966,2.120515,0.706316
PRU,13,0.702160,0.202441,0.415385,0.367625,9.128076,0.699912
INTU,19,0.683613,0.235996,0.207895,0.478557,12.988654,0.680415
IT,15,0.665087,0.280427,0.073333,0.490533,9.976307,0.662631
ORLY,2,0.643070,0.070791,0.300000,0.200000,1.286139,0.642753
TJX,6,0.618977,0.301613,0.333333,0.402768,3.713861,0.618062
TPR,4,0.618059,0.122031,0.550000,0.229129,2.472236,0.617450
FI,3,0.611143,0.290220,0.066667,0.188562,1.833430,0.610692
ADSK,18,0.601559,0.262293,0.338889,0.521897,10.828061,0.598893
STX,4,0.573961,0.265887,0.450000,0.229129,2.295845,0.573396
MCO,17,0.566525,0.259277,0.405882,0.363756,9.630923,0.564153
BKNG,32,0.565084,0.336987,0.315625,0.481605,18.082683,0.560631
NTAP,11,0.545092,0.285347,0.490909,0.435795,5.996014,0.543616
POOL,2,0.538979,0.000233,0.800000,0.000000,1.077958,0.538714
ANSS,16,0.529108,0.348801,0.593750,0.349050,8.465731,0.527024
SPGI,7,0.515517,0.218966,0.471429,0.376883,3.608621,0.514629
