cluster_id,positive_samples,negative_samples,total_samples,positive_percentage,negative_percentage,enrichment_ratio
30,10,2,12,12.658227848101266,1.8018018018018018,7.025316455696203
54,9,5,14,11.39240506329114,4.504504504504505,2.529113924050633
5,24,14,38,30.37974683544304,12.612612612612612,2.40867992766727
12,10,7,17,12.658227848101266,6.306306306306306,2.007233273056058
43,19,14,33,24.050632911392405,12.612612612612612,1.9068716094032552
13,29,25,54,36.708860759493675,22.52252252252252,1.6298734177215193
39,30,27,57,37.9746835443038,24.324324324324326,1.5611814345991561
8,16,15,31,20.253164556962027,13.513513513513514,1.4987341772151899
25,42,40,82,53.16455696202531,36.03603603603604,1.4753164556962022
28,32,31,63,40.50632911392405,27.927927927927925,1.450387913434055
20,34,34,68,43.037974683544306,30.630630630630627,1.4050632911392407
22,44,44,88,55.69620253164557,39.63963963963964,1.4050632911392404
46,32,33,65,40.50632911392405,29.72972972972973,1.3624856156501728
7,21,22,43,26.582278481012654,19.81981981981982,1.3411967779056384
23,51,54,105,64.55696202531645,48.64864864864865,1.3270042194092826
38,47,52,99,59.49367088607595,46.846846846846844,1.2699610516066213
1,60,69,129,75.9493670886076,62.16216216216216,1.2217941662080354
55,38,44,82,48.10126582278481,39.63963963963964,1.213463751438435
24,25,29,54,31.645569620253166,26.126126126126124,1.2112614578786558
40,49,57,106,62.0253164556962,51.35135135135135,1.2078614257161893
16,24,28,52,30.37974683544304,25.225225225225223,1.204339963833635
10,66,77,143,83.54430379746836,69.36936936936937,1.204339963833635
34,68,80,148,86.07594936708861,72.07207207207207,1.1943037974683544
49,16,19,35,20.253164556962027,17.117117117117118,1.1832111925383078
37,57,69,126,72.15189873417721,62.16216216216216,1.1607044578976333
19,18,22,40,22.78481012658228,19.81981981981982,1.1495972382048332
9,72,88,160,91.13924050632912,79.27927927927928,1.1495972382048332
35,4,5,9,5.063291139240507,4.504504504504505,1.1240506329113924
21,23,29,52,29.11392405063291,26.126126126126124,1.1143605412483633
42,30,38,68,37.9746835443038,34.234234234234236,1.1092604930046637
47,44,56,100,55.69620253164557,50.45045045045045,1.1039783001808319
31,40,51,91,50.63291139240506,45.94594594594595,1.1020104244229336
53,76,98,174,96.20253164556962,88.28828828828829,1.089640919659003
29,48,62,110,60.75949367088608,55.85585585585585,1.0877909350755413
59,51,67,118,64.55696202531645,60.36036036036037,1.0695257887776306
0,49,65,114,62.0253164556962,58.55855855855856,1.059201557935735
45,9,12,21,11.39240506329114,10.81081081081081,1.0537974683544304
32,70,94,164,88.60759493670885,84.68468468468468,1.046323727444115
57,27,37,64,34.177215189873415,33.33333333333333,1.0253164556962027
14,20,28,48,25.31645569620253,25.225225225225223,1.003616636528029
50,27,38,65,34.177215189873415,34.234234234234236,0.9983344437041971
17,78,110,188,98.73417721518987,99.09909909909909,0.9963176064441888
36,37,53,90,46.835443037974684,47.74774774774775,0.980893240983998
4,61,90,151,77.21518987341773,81.08108108108108,0.9523206751054853
51,46,68,114,58.22784810126582,61.261261261261254,0.9504839910647804
2,60,90,150,75.9493670886076,81.08108108108108,0.9367088607594938
33,42,63,105,53.16455696202531,56.75675675675676,0.9367088607594936
26,17,26,43,21.518987341772153,23.423423423423422,0.9186952288218112
11,16,25,41,20.253164556962027,22.52252252252252,0.899240506329114
18,22,35,57,27.848101265822784,31.53153153153153,0.8831826401446654
3,22,35,57,27.848101265822784,31.53153153153153,0.8831826401446654
44,32,51,83,40.50632911392405,45.94594594594595,0.8816083395383469
48,15,24,39,18.9873417721519,21.62162162162162,0.8781645569620254
27,8,13,21,10.126582278481013,11.711711711711711,0.8646543330087635
15,42,72,114,53.16455696202531,64.86486486486487,0.8196202531645568
56,4,7,11,5.063291139240507,6.306306306306306,0.8028933092224233
58,18,32,50,22.78481012658228,28.82882882882883,0.7903481012658228
6,44,80,124,55.69620253164557,72.07207207207207,0.7727848101265822
52,12,23,35,15.18987341772152,20.72072072072072,0.7330764997248211
41,4,8,12,5.063291139240507,7.207207207207207,0.7025316455696203
