cluster_id,positive_samples,negative_samples,total_samples,positive_percentage,negative_percentage,enrichment_ratio
30,9,3,12,11.538461538461538,2.6785714285714284,4.307692307692308
54,9,5,14,11.538461538461538,4.464285714285714,2.5846153846153843
5,24,14,38,30.76923076923077,12.5,2.4615384615384617
12,10,7,17,12.82051282051282,6.25,2.051282051282051
43,18,15,33,23.076923076923077,13.392857142857142,1.7230769230769232
46,35,30,65,44.871794871794876,26.785714285714285,1.6752136752136755
24,28,26,54,35.8974358974359,23.214285714285715,1.5463510848126232
49,18,17,35,23.076923076923077,15.178571428571427,1.5203619909502264
25,42,40,82,53.84615384615385,35.714285714285715,1.5076923076923077
7,22,21,43,28.205128205128204,18.75,1.5042735042735043
13,27,27,54,34.61538461538461,24.107142857142858,1.4358974358974357
23,52,53,105,66.66666666666666,47.32142857142857,1.4088050314465408
39,28,29,57,35.8974358974359,25.892857142857146,1.3863837312113172
38,48,51,99,61.53846153846154,45.535714285714285,1.3514328808446456
8,15,16,31,19.230769230769234,14.285714285714285,1.3461538461538465
28,30,33,63,38.46153846153847,29.464285714285715,1.3053613053613056
45,10,11,21,12.82051282051282,9.821428571428571,1.3053613053613053
55,38,44,82,48.717948717948715,39.285714285714285,1.24009324009324
20,31,37,68,39.743589743589745,33.035714285714285,1.203049203049203
22,40,48,88,51.28205128205128,42.857142857142854,1.1965811965811965
40,48,58,106,61.53846153846154,51.78571428571429,1.1883289124668435
19,18,22,40,23.076923076923077,19.642857142857142,1.1748251748251748
34,66,82,148,84.61538461538461,73.21428571428571,1.155722326454034
37,56,70,126,71.7948717948718,62.5,1.1487179487179486
35,4,5,9,5.128205128205128,4.464285714285714,1.1487179487179486
9,71,89,160,91.02564102564102,79.46428571428571,1.1454912129069432
21,23,29,52,29.48717948717949,25.892857142857146,1.138815207780725
16,23,29,52,29.48717948717949,25.892857142857146,1.138815207780725
1,57,72,129,73.07692307692307,64.28571428571429,1.1367521367521365
47,44,56,100,56.41025641025641,50.0,1.1282051282051282
10,62,81,143,79.48717948717949,72.32142857142857,1.0990819879708769
53,75,99,174,96.15384615384616,88.39285714285714,1.087801087801088
0,49,65,114,62.82051282051282,58.03571428571429,1.0824457593688361
29,47,63,110,60.256410256410255,56.25,1.0712250712250713
59,50,68,118,64.1025641025641,60.71428571428571,1.0558069381598794
32,69,95,164,88.46153846153845,84.82142857142857,1.042914979757085
31,38,53,91,48.717948717948715,47.32142857142857,1.0295113691340105
17,77,111,188,98.71794871794873,99.10714285714286,0.9960729960729962
2,60,90,150,76.92307692307693,80.35714285714286,0.9572649572649573
52,14,21,35,17.94871794871795,18.75,0.9572649572649573
58,20,30,50,25.64102564102564,26.785714285714285,0.9572649572649572
4,60,91,151,76.92307692307693,81.25,0.9467455621301777
33,41,64,105,52.56410256410257,57.14285714285714,0.919871794871795
36,35,55,90,44.871794871794876,49.107142857142854,0.9137529137529139
51,44,70,114,56.41025641025641,62.5,0.9025641025641026
18,22,35,57,28.205128205128204,31.25,0.9025641025641026
48,15,24,39,19.230769230769234,21.428571428571427,0.8974358974358976
50,25,40,65,32.05128205128205,35.714285714285715,0.8974358974358974
42,26,42,68,33.33333333333333,37.5,0.8888888888888887
6,47,77,124,60.256410256410255,68.75,0.8764568764568764
57,24,40,64,30.76923076923077,35.714285714285715,0.8615384615384616
14,18,30,48,23.076923076923077,26.785714285714285,0.8615384615384616
44,31,52,83,39.743589743589745,46.42857142857143,0.8560157790927021
3,21,36,57,26.923076923076923,32.142857142857146,0.8376068376068375
11,15,26,41,19.230769230769234,23.214285714285715,0.8284023668639054
56,4,7,11,5.128205128205128,6.25,0.8205128205128205
15,41,73,114,52.56410256410257,65.17857142857143,0.8064629434492449
41,4,8,12,5.128205128205128,7.142857142857142,0.717948717948718
27,7,14,21,8.974358974358974,12.5,0.717948717948718
26,14,29,43,17.94871794871795,25.892857142857146,0.6931918656056586
