ticker,fact_count,avg_attention_score,std_attention_score,avg_sentiment,std_sentiment,total_attention_impact,attention_efficiency
PTC,2,1.000000,0.000000,0.600000,0.100000,2.000000,0.999508
ROST,2,1.000000,0.000000,0.550000,0.050000,2.000000,0.999508
ULTA,1,1.000000,0.000000,0.700000,0.000000,1.000000,0.999754
WTW,3,0.859887,0.198150,0.200000,0.326599,2.579660,0.859251
TROW,8,0.818806,0.243590,0.400000,0.287228,6.550447,0.817193
APH,2,0.815149,0.184851,0.400000,0.300000,1.630297,0.814747
GL,5,0.800000,0.244993,0.340000,0.162481,4.000000,0.799015
VRSN,4,0.770188,0.232377,0.425000,0.129904,3.080751,0.769429
ROP,2,0.769316,0.230684,0.200000,0.700000,1.538632,0.768937
ZBRA,3,0.757964,0.171775,0.733333,0.047140,2.273893,0.757404
MKTX,7,0.752804,0.226164,0.257143,0.159079,5.269628,0.751506
LOW,6,0.752537,0.212508,0.200000,0.374166,4.515225,0.751426
AZO,3,0.741101,0.183071,0.000000,0.355903,2.223303,0.740554
AKAM,17,0.736112,0.251531,0.276471,0.338734,12.513905,0.733031
MSI,2,0.714234,0.033291,-0.050000,0.650000,1.428468,0.713882
PRU,13,0.700472,0.202480,0.415385,0.367625,9.106130,0.698229
KMX,3,0.700359,0.211878,-0.433333,0.659966,2.101076,0.699841
INTU,19,0.685088,0.231127,0.207895,0.478557,13.016674,0.681883
IT,15,0.665049,0.280400,0.073333,0.490533,9.975734,0.662592
ORLY,2,0.630026,0.109921,0.300000,0.200000,1.260053,0.629716
TJX,6,0.623325,0.302725,0.333333,0.402768,3.739948,0.622404
TPR,4,0.614784,0.117929,0.550000,0.229129,2.459135,0.614178
ADSK,18,0.598021,0.263564,0.338889,0.521897,10.764374,0.595370
FI,3,0.597945,0.287106,0.066667,0.188562,1.793834,0.597503
STX,4,0.575830,0.262821,0.450000,0.229129,2.303320,0.575263
MCO,17,0.567444,0.258760,0.405882,0.363756,9.646554,0.565069
BKNG,32,0.564600,0.337288,0.315625,0.481605,18.067194,0.560151
NTAP,11,0.543513,0.278374,0.490909,0.435795,5.978645,0.542041
POOL,2,0.533824,0.000779,0.800000,0.000000,1.067647,0.533561
ANSS,16,0.529997,0.350190,0.593750,0.349050,8.479944,0.527908
SPGI,7,0.515530,0.219006,0.471429,0.376883,3.608710,0.514641
