cluster_id,positive_samples,negative_samples,total_samples,positive_percentage,negative_percentage,enrichment_ratio
30,9,3,12,11.11111111111111,2.7522935779816518,4.037037037037036
5,26,12,38,32.098765432098766,11.009174311926607,2.9156378600823043
12,10,7,17,12.345679012345679,6.422018348623854,1.9223985890652555
43,19,14,33,23.456790123456788,12.844036697247708,1.8262786596119926
54,8,6,14,9.876543209876543,5.5045871559633035,1.7942386831275716
46,36,29,65,44.44444444444444,26.605504587155966,1.6704980842911874
39,31,26,57,38.2716049382716,23.853211009174313,1.6044634377967708
13,29,25,54,35.80246913580247,22.93577981651376,1.5609876543209875
25,43,39,82,53.086419753086425,35.77981651376147,1.4836973725862617
28,33,30,63,40.74074074074074,27.522935779816514,1.480246913580247
8,16,15,31,19.753086419753085,13.761467889908257,1.4353909465020576
49,18,17,35,22.22222222222222,15.59633027522936,1.4248366013071894
7,22,21,43,27.160493827160494,19.26605504587156,1.4097589653145208
38,50,49,99,61.72839506172839,44.95412844036697,1.3731418493323255
24,27,27,54,33.33333333333333,24.770642201834864,1.3456790123456788
23,51,54,105,62.96296296296296,49.54128440366973,1.2709190672153634
22,42,46,88,51.85185185185185,42.201834862385326,1.22866344605475
45,10,11,21,12.345679012345679,10.091743119266056,1.22334455667789
19,19,21,40,23.456790123456788,19.26605504587156,1.217519106407995
40,50,56,106,61.72839506172839,51.37614678899083,1.2014991181657846
20,32,36,68,39.50617283950617,33.02752293577982,1.1961591220850478
47,47,53,100,58.0246913580247,48.62385321100918,1.1933379920801306
9,75,85,160,92.5925925925926,77.98165137614679,1.187363834422658
37,59,67,126,72.8395061728395,61.46788990825688,1.1850009213193293
1,60,69,129,74.07407407407408,63.30275229357798,1.1701556629092862
31,42,49,91,51.85185185185185,44.95412844036697,1.1534391534391533
10,66,77,143,81.48148148148148,70.64220183486239,1.1534391534391533
34,68,80,148,83.9506172839506,73.39449541284404,1.143827160493827
55,37,45,82,45.67901234567901,41.284403669724774,1.1064471879286693
59,53,65,118,65.4320987654321,59.63302752293578,1.0972459639126306
0,51,63,114,62.96296296296296,57.798165137614674,1.0893592004703117
29,49,61,110,60.49382716049383,55.96330275229357,1.080955272212103
32,73,91,164,90.12345679012346,83.4862385321101,1.0795007461674129
35,4,5,9,4.938271604938271,4.587155963302752,1.076543209876543
53,77,97,174,95.06172839506173,88.9908256880734,1.0682194221713122
21,23,29,52,28.39506172839506,26.605504587155966,1.0672626649638142
16,23,29,52,28.39506172839506,26.605504587155966,1.0672626649638142
42,29,39,68,35.80246913580247,35.77981651376147,1.0006331117442229
17,80,108,188,98.76543209876543,99.08256880733946,0.9967992684042066
36,38,52,90,46.913580246913575,47.706422018348626,0.9833808167141499
51,48,66,114,59.25925925925925,60.550458715596335,0.9786756453423118
58,21,29,50,25.925925925925924,26.605504587155966,0.974457215836526
50,27,38,65,33.33333333333333,34.862385321100916,0.9561403508771928
4,62,89,151,76.5432098765432,81.65137614678899,0.937439311971147
48,16,23,39,19.753086419753085,21.100917431192663,0.9361245303274287
44,34,49,83,41.9753086419753,44.95412844036697,0.9337364575459812
33,43,62,105,53.086419753086425,56.88073394495413,0.9332935085623258
2,61,89,150,75.30864197530865,81.65137614678899,0.9223193230683868
3,23,34,57,28.39506172839506,31.19266055045872,0.910312273057371
18,23,34,57,28.39506172839506,31.19266055045872,0.910312273057371
52,14,21,35,17.28395061728395,19.26605504587156,0.8971193415637859
11,16,25,41,19.753086419753085,22.93577981651376,0.8612345679012345
6,48,76,124,59.25925925925925,69.72477064220183,0.8499025341130604
27,8,13,21,9.876543209876543,11.926605504587156,0.8281101614434947
57,24,40,64,29.629629629629626,36.69724770642202,0.8074074074074074
14,18,30,48,22.22222222222222,27.522935779816514,0.8074074074074074
26,16,27,43,19.753086419753085,24.770642201834864,0.7974394147233652
56,4,7,11,4.938271604938271,6.422018348623854,0.7689594356261021
15,41,73,114,50.617283950617285,66.97247706422019,0.7557923220023677
41,4,8,12,4.938271604938271,7.339449541284404,0.6728395061728394
