ticker,fact_count,avg_attention_score,std_attention_score,avg_sentiment,std_sentiment,total_attention_impact,attention_efficiency
PTC,2,1.000000,0.000000,0.600000,0.100000,2.000000,0.999508
ROST,2,1.000000,0.000000,0.550000,0.050000,2.000000,0.999508
ULTA,1,1.000000,0.000000,0.700000,0.000000,1.000000,0.999754
WTW,3,0.859929,0.198090,0.200000,0.326599,2.579788,0.859294
TROW,8,0.825381,0.238320,0.400000,0.287228,6.603046,0.823755
APH,2,0.803855,0.196145,0.400000,0.300000,1.607710,0.803459
GL,5,0.800000,0.244962,0.340000,0.162481,4.000000,0.799015
ZBRA,3,0.775674,0.160295,0.733333,0.047140,2.327023,0.775101
VRSN,4,0.774031,0.228311,0.425000,0.129904,3.096124,0.773269
ROP,2,0.761399,0.238601,0.200000,0.700000,1.522799,0.761025
MKTX,7,0.755347,0.226009,0.257143,0.159079,5.287429,0.754045
AZO,3,0.743538,0.181873,0.000000,0.355903,2.230614,0.742989
LOW,6,0.740462,0.220396,0.200000,0.374166,4.442775,0.739368
AKAM,17,0.736198,0.251937,0.276471,0.338734,12.515367,0.733116
PRU,13,0.703314,0.201635,0.415385,0.367625,9.143082,0.701063
KMX,3,0.698235,0.213380,-0.433333,0.659966,2.094706,0.697719
MSI,2,0.692551,0.029845,-0.050000,0.650000,1.385102,0.692210
INTU,19,0.683235,0.236229,0.207895,0.478557,12.981462,0.680038
IT,15,0.666668,0.279313,0.073333,0.490533,10.000026,0.664206
TJX,6,0.625143,0.303450,0.333333,0.402768,3.750857,0.624219
ORLY,2,0.624571,0.126286,0.300000,0.200000,1.249143,0.624264
TPR,4,0.619920,0.122800,0.550000,0.229129,2.479681,0.619310
FI,3,0.608085,0.294133,0.066667,0.188562,1.824255,0.607636
ADSK,18,0.600946,0.261957,0.338889,0.521897,10.817035,0.598283
STX,4,0.577153,0.266607,0.450000,0.229129,2.308614,0.576585
BKNG,32,0.565936,0.336293,0.315625,0.481605,18.109957,0.561477
MCO,17,0.563632,0.261624,0.405882,0.363756,9.581743,0.561272
NTAP,11,0.544853,0.280114,0.490909,0.435795,5.993379,0.543377
POOL,2,0.536745,0.010884,0.800000,0.000000,1.073489,0.536480
ANSS,16,0.529442,0.349784,0.593750,0.349050,8.471078,0.527356
WDC,11,0.519446,0.186982,0.145455,0.336732,5.713911,0.518039
