cluster_id,positive_samples,negative_samples,total_samples,positive_percentage,negative_percentage,enrichment_ratio
30,10,2,12,12.048192771084338,1.8691588785046727,6.445783132530122
5,27,11,38,32.53012048192771,10.2803738317757,3.164293537787514
12,10,7,17,12.048192771084338,6.5420560747663545,1.8416523235800346
43,19,14,33,22.89156626506024,13.084112149532709,1.7495697074010328
54,8,6,14,9.63855421686747,5.607476635514018,1.7188755020080324
46,37,28,65,44.57831325301205,26.168224299065418,1.703528399311532
25,46,36,82,55.42168674698795,33.64485981308411,1.6472556894243642
13,30,24,54,36.144578313253014,22.429906542056074,1.6114457831325302
20,37,31,68,44.57831325301205,28.971962616822427,1.5386708122813837
7,23,20,43,27.710843373493976,18.69158878504673,1.4825301204819277
40,56,50,106,67.46987951807229,46.728971962616825,1.443855421686747
39,30,27,57,36.144578313253014,25.233644859813083,1.4323962516733602
38,52,47,99,62.65060240963856,43.925233644859816,1.42630094847475
8,16,15,31,19.27710843373494,14.018691588785046,1.3751004016064259
49,18,17,35,21.686746987951807,15.887850467289718,1.3649893692416726
22,45,43,88,54.21686746987952,40.18691588785047,1.3491173998318857
23,53,52,105,63.85542168674698,48.598130841121495,1.3139481000926783
21,26,26,52,31.32530120481928,24.299065420560748,1.2891566265060241
24,27,27,54,32.53012048192771,25.233644859813083,1.2891566265060241
28,31,32,63,37.34939759036144,29.906542056074763,1.2488704819277108
47,49,51,100,59.036144578313255,47.66355140186916,1.2386014646822585
1,63,66,129,75.90361445783132,61.6822429906542,1.2305585980284777
55,40,42,82,48.19277108433735,39.25233644859813,1.2277682157200231
37,61,65,126,73.49397590361446,60.747663551401864,1.2098239110287303
45,10,11,21,12.048192771084338,10.2803738317757,1.1719605695509312
19,19,21,40,22.89156626506024,19.626168224299064,1.166379804934022
0,54,60,114,65.06024096385542,56.074766355140184,1.1602409638554216
34,70,78,148,84.33734939759037,72.89719626168224,1.156935434043868
29,52,58,110,62.65060240963856,54.20560747663551,1.155795596177815
10,67,76,143,80.72289156626506,71.02803738317756,1.1364933417882057
59,55,63,118,66.26506024096386,58.87850467289719,1.1254541977433545
53,81,93,174,97.59036144578313,86.91588785046729,1.1228138359891178
11,19,22,41,22.89156626506024,20.5607476635514,1.1133625410733845
9,74,86,160,89.1566265060241,80.37383177570094,1.1092743065284394
50,30,35,65,36.144578313253014,32.71028037383177,1.104991394148021
48,18,21,39,21.686746987951807,19.626168224299064,1.1049913941480207
31,42,49,91,50.602409638554214,45.794392523364486,1.1049913941480205
14,22,26,48,26.506024096385545,24.299065420560748,1.0908248378127898
51,51,63,114,61.44578313253012,58.87850467289719,1.0436029833620195
32,73,91,164,87.95180722891565,85.04672897196261,1.0341586124718656
35,4,5,9,4.819277108433735,4.672897196261682,1.0313253012048194
16,23,29,52,27.710843373493976,27.102803738317753,1.0224345658496055
33,46,59,105,55.42168674698795,55.140186915887845,1.0051051664284256
17,82,106,188,98.79518072289156,99.06542056074767,0.9972721072971128
4,65,86,151,78.3132530120482,80.37383177570094,0.9743625665452508
27,9,12,21,10.843373493975903,11.214953271028037,0.9668674698795181
2,64,86,150,77.10843373493977,80.37383177570094,0.9593723732137854
36,38,52,90,45.78313253012048,48.598130841121495,0.9420759962928638
18,24,33,57,28.915662650602407,30.8411214953271,0.9375684556407448
41,5,7,12,6.024096385542169,6.5420560747663545,0.9208261617900173
42,28,40,68,33.734939759036145,37.38317757009346,0.9024096385542169
57,26,38,64,31.32530120481928,35.51401869158878,0.8820545339251745
15,46,68,114,55.42168674698795,63.55140186915887,0.8720765414599575
58,20,30,50,24.096385542168676,28.037383177570092,0.8594377510040161
26,17,26,43,20.481927710843372,24.299065420560748,0.8429101019462465
6,48,76,124,57.831325301204814,71.02803738317756,0.8142041851616995
3,22,35,57,26.506024096385545,32.71028037383177,0.8103270223752154
44,32,51,83,38.55421686746988,47.66355140186916,0.8088825891802505
52,13,22,35,15.66265060240964,20.5607476635514,0.7617743702081052
56,4,7,11,4.819277108433735,6.5420560747663545,0.7366609294320139
