cluster_id,positive_samples,negative_samples,total_samples,positive_percentage,negative_percentage,enrichment_ratio
30,9,3,12,12.676056338028168,2.5210084033613445,5.028169014084507
54,8,6,14,11.267605633802818,5.042016806722689,2.234741784037559
12,9,8,17,12.676056338028168,6.722689075630252,1.88556338028169
5,20,18,38,28.169014084507044,15.126050420168067,1.8622848200312991
8,16,15,31,22.535211267605636,12.605042016806722,1.787793427230047
24,27,27,54,38.028169014084504,22.689075630252102,1.6760563380281688
39,28,29,57,39.436619718309856,24.369747899159663,1.6182612918892667
43,16,17,33,22.535211267605636,14.285714285714285,1.5774647887323947
25,39,43,82,54.929577464788736,36.134453781512605,1.5201441205371766
46,30,35,65,42.25352112676056,29.411764705882355,1.436619718309859
28,29,34,63,40.845070422535215,28.57142857142857,1.4295774647887327
19,18,22,40,25.352112676056336,18.487394957983195,1.3713188220230472
13,24,30,54,33.80281690140845,25.210084033613445,1.3408450704225352
22,39,49,88,54.929577464788736,41.17647058823529,1.3340040241448694
7,19,24,43,26.76056338028169,20.168067226890756,1.3268779342723005
40,46,60,106,64.7887323943662,50.42016806722689,1.2849765258215964
55,35,47,82,49.29577464788733,39.49579831932773,1.2481270602337429
38,42,57,99,59.154929577464785,47.89915966386555,1.234988880652335
10,60,83,143,84.50704225352112,69.74789915966386,1.2116069913456644
23,44,61,105,61.97183098591549,51.26050420168067,1.2089586700531056
34,62,86,148,87.32394366197182,72.26890756302521,1.2083196855551916
47,41,59,100,57.74647887323944,49.57983193277311,1.1647171162568632
9,65,95,160,91.54929577464789,79.83193277310924,1.1467753891771684
37,51,75,126,71.83098591549296,63.02521008403361,1.139718309859155
16,21,31,52,29.577464788732392,26.05042016806723,1.1353930031803723
0,46,68,114,64.7887323943662,57.14285714285714,1.1338028169014087
59,47,71,118,66.19718309859155,59.66386554621849,1.1095020829200555
20,27,41,68,38.028169014084504,34.45378151260504,1.1037444177258673
1,51,78,129,71.83098591549296,65.54621848739495,1.0958829902491876
53,68,106,174,95.77464788732394,89.07563025210085,1.0752059526973157
48,15,24,39,21.12676056338028,20.168067226890756,1.0475352112676055
32,63,101,164,88.73239436619718,84.87394957983193,1.0454608841165807
27,8,13,21,11.267605633802818,10.92436974789916,1.0314192849404118
36,34,56,90,47.88732394366197,47.05882352941176,1.017605633802817
4,57,94,151,80.28169014084507,78.99159663865547,1.016332034761762
29,41,69,110,57.74647887323944,57.98319327731093,0.9959175341906511
17,70,118,188,98.59154929577466,99.15966386554622,0.9942707089997613
49,13,22,35,18.30985915492958,18.487394957983195,0.9903969270166454
50,24,41,65,33.80281690140845,34.45378151260504,0.9811061490896599
56,4,7,11,5.633802816901409,5.88235294117647,0.9577464788732396
31,33,58,91,46.478873239436616,48.739495798319325,0.9536182612918892
2,54,96,150,76.05633802816901,80.67226890756302,0.942781690140845
14,17,31,48,23.943661971830984,26.05042016806723,0.9191276692412538
33,37,68,105,52.112676056338024,57.14285714285714,0.9119718309859155
3,20,37,57,28.169014084507044,31.092436974789916,0.9059763989341455
21,18,34,52,25.352112676056336,28.57142857142857,0.8873239436619719
51,39,75,114,54.929577464788736,63.02521008403361,0.871549295774648
58,17,33,50,23.943661971830984,27.73109243697479,0.8634229620145112
44,28,55,83,39.436619718309856,46.21848739495798,0.8532650448143405
41,4,8,12,5.633802816901409,6.722689075630252,0.8380281690140846
45,7,14,21,9.859154929577464,11.76470588235294,0.8380281690140845
18,19,38,57,26.76056338028169,31.932773109243694,0.8380281690140845
35,3,6,9,4.225352112676056,5.042016806722689,0.8380281690140845
6,41,83,124,57.74647887323944,69.74789915966386,0.8279314440862041
42,22,46,68,30.985915492957744,38.655462184873954,0.8015921616656458
11,13,28,41,18.30985915492958,23.52941176470588,0.7781690140845072
15,36,78,114,50.70422535211267,65.54621848739495,0.7735644637053087
57,20,44,64,28.169014084507044,36.97478991596639,0.7618437900128041
26,13,30,43,18.30985915492958,25.210084033613445,0.7262910798122066
52,9,26,35,12.676056338028168,21.84873949579832,0.5801733477789816
