ticker,fact_count,avg_attention_score,std_attention_score,avg_sentiment,std_sentiment,total_attention_impact,attention_efficiency
PTC,2,1.000000,0.000000,0.600000,0.100000,2.000000,0.999508
ROST,2,1.000000,0.000000,0.550000,0.050000,2.000000,0.999508
ULTA,1,1.000000,0.000000,0.700000,0.000000,1.000000,0.999754
WTW,3,0.859103,0.199259,0.200000,0.326599,2.577308,0.858468
TROW,8,0.824417,0.238291,0.400000,0.287228,6.595338,0.822793
GL,5,0.800000,0.244967,0.340000,0.162481,4.000000,0.799015
APH,2,0.797187,0.202813,0.400000,0.300000,1.594375,0.796795
VRSN,4,0.773494,0.228405,0.425000,0.129904,3.093977,0.772732
ROP,2,0.770025,0.229975,0.200000,0.700000,1.540050,0.769646
ZBRA,3,0.764658,0.166525,0.733333,0.047140,2.293975,0.764094
MKTX,7,0.756302,0.226705,0.257143,0.159079,5.294112,0.754998
AZO,3,0.740924,0.184046,0.000000,0.355903,2.222771,0.740376
LOW,6,0.739060,0.217021,0.200000,0.374166,4.434360,0.737968
AKAM,17,0.738097,0.251060,0.276471,0.338734,12.547647,0.735007
MSI,2,0.713519,0.039662,-0.050000,0.650000,1.427039,0.713168
PRU,13,0.702066,0.201744,0.415385,0.367625,9.126853,0.699818
KMX,3,0.700558,0.211738,-0.433333,0.659966,2.101674,0.700040
INTU,19,0.684944,0.233488,0.207895,0.478557,13.013927,0.681739
IT,15,0.666521,0.279485,0.073333,0.490533,9.997813,0.664059
TJX,6,0.626109,0.303828,0.333333,0.402768,3.756653,0.625184
ORLY,2,0.621673,0.134980,0.300000,0.200000,1.243347,0.621367
TPR,4,0.620319,0.123492,0.550000,0.229129,2.481276,0.619708
FI,3,0.608217,0.288864,0.066667,0.188562,1.824650,0.607767
ADSK,18,0.596372,0.264149,0.338889,0.521897,10.734702,0.593729
STX,4,0.573453,0.267008,0.450000,0.229129,2.293813,0.572888
BKNG,32,0.564471,0.337090,0.315625,0.481605,18.063065,0.560023
MCO,17,0.564125,0.260714,0.405882,0.363756,9.590133,0.561764
NTAP,11,0.542983,0.279646,0.490909,0.435795,5.972813,0.541512
POOL,2,0.533283,0.004368,0.800000,0.000000,1.066566,0.533021
ANSS,16,0.526673,0.352609,0.593750,0.349050,8.426765,0.524598
SPGI,7,0.514239,0.218877,0.471429,0.376883,3.599671,0.513352
