ticker,fact_count,avg_attention_score,std_attention_score,avg_sentiment,std_sentiment,total_attention_impact,attention_efficiency
TYL,6,0.509944,0.263608,0.600000,0.223607,3.059662,0.509190
WDC,11,0.509900,0.188572,0.145455,0.336732,5.608898,0.508519
FFIV,16,0.497080,0.297426,0.425000,0.408503,7.953280,0.495122
MPWR,9,0.484383,0.284225,0.311111,0.331476,4.359446,0.483309
FICO,3,0.482825,0.065851,0.633333,0.094281,1.448475,0.482468
TER,5,0.480035,0.281089,0.580000,0.097980,2.400177,0.479444
RJF,7,0.477646,0.074015,0.671429,0.218529,3.343519,0.476822
AJG,10,0.470153,0.357005,0.520000,0.354401,4.701533,0.468996
STT,19,0.453977,0.226638,0.410526,0.451774,8.625571,0.451853
ERIE,5,0.453390,0.273517,0.740000,0.120000,2.266949,0.452832
TRV,23,0.441208,0.317656,0.139130,0.514772,10.147777,0.438709
EG,2,0.435862,0.000165,0.500000,0.000000,0.871724,0.435647
MTB,25,0.431156,0.227591,-0.092000,0.639950,10.778903,0.428502
HD,35,0.427584,0.247945,0.542857,0.269694,14.965456,0.423899
RF,8,0.425905,0.273938,-0.237500,0.705226,3.407236,0.425066
NTRS,13,0.425812,0.329531,0.138462,0.587745,5.535551,0.424448
COF,46,0.423952,0.273065,0.180435,0.463737,19.501770,0.419149
MMC,20,0.421337,0.232205,0.520000,0.224944,8.426736,0.419262
HBAN,22,0.419572,0.326936,0.050000,0.558203,9.230584,0.417299
HIG,11,0.412356,0.118962,0.627273,0.200413,4.535916,0.411239
IVZ,8,0.408877,0.264644,0.450000,0.234521,3.271018,0.408072
L,2,0.392814,0.116385,0.350000,0.150000,0.785627,0.392620
SWKS,22,0.382078,0.331235,0.018182,0.520172,8.405716,0.380008
JNPR,16,0.369282,0.294959,0.262500,0.404467,5.908514,0.367827
ON,41,0.352406,0.251091,0.270732,0.516670,14.448629,0.348848
PFG,15,0.349785,0.372042,-0.053333,0.230555,5.246774,0.348493
AXP,92,0.341967,0.312229,0.193478,0.507724,31.460988,0.334220
AIZ,17,0.337028,0.211393,0.594118,0.215490,5.729478,0.335617
CB,49,0.277264,0.295490,0.259184,0.350462,13.585912,0.273918
FDS,11,0.272727,0.037867,0.236364,0.290056,3.000000,0.271989
JBL,15,0.265872,0.367073,0.566667,0.257337,3.988075,0.264890
WRB,9,0.261544,0.078941,0.744444,0.068493,2.353899,0.260965
MCHP,30,0.257785,0.269317,0.283333,0.481721,7.733547,0.255881
LULU,60,0.250390,0.337946,0.649167,0.340281,15.023417,0.246691
SCHW,84,0.249767,0.299119,0.340476,0.412056,20.980399,0.244600
PNC,85,0.246608,0.270568,0.276471,0.502616,20.961694,0.241446
YUM,47,0.240853,0.168588,0.217021,0.411184,11.320070,0.238065
TFC,25,0.239041,0.147088,-0.020000,0.573411,5.976029,0.237570
BK,128,0.233943,0.278107,-0.063281,0.605814,29.944757,0.226570
TXN,89,0.229668,0.227593,0.524719,0.373950,20.440426,0.224634
CTSH,117,0.217685,0.283137,0.248120,0.433688,25.469109,0.211413
KLAC,52,0.214022,0.243624,0.380769,0.525517,11.129120,0.211281
EXPE,67,0.211526,0.329955,0.481343,0.477856,14.172270,0.208037
ALL,107,0.210390,0.326038,0.365421,0.386961,22.511716,0.204846
SBUX,197,0.209752,0.256826,0.302284,0.444318,41.321210,0.199577
CINF,43,0.207199,0.321343,0.118605,0.593866,8.909575,0.205005
V,382,0.207134,0.275847,0.422513,0.430105,79.125209,0.187650
SNPS,105,0.204765,0.270684,0.613333,0.250358,21.500295,0.199470
MA,238,0.201496,0.247830,0.450000,0.388571,47.956009,0.189687
MSCI,157,0.198292,0.330122,0.238854,0.444736,31.131772,0.190626
NKE,160,0.185824,0.295994,0.421250,0.497165,29.731902,0.178503
FITB,142,0.181134,0.284638,0.384859,0.439029,25.721069,0.174801
MAR,50,0.174482,0.290273,0.540000,0.402989,8.724087,0.172333
AIG,241,0.174449,0.284925,0.343983,0.412028,42.042195,0.164096
PHM,21,0.173484,0.261637,0.057143,0.636637,3.643158,0.172587
LRCX,126,0.173057,0.223633,0.417063,0.538780,21.805192,0.167688
ADI,172,0.172742,0.249544,0.402907,0.418389,29.711545,0.165425
AON,91,0.171268,0.285549,0.295604,0.429646,15.585414,0.167430
GRMN,64,0.170784,0.238075,0.503906,0.459475,10.930154,0.168092
AMP,17,0.166448,0.152741,0.264706,0.237490,2.829619,0.165751
MU,127,0.166038,0.195527,0.169685,0.567810,21.086791,0.160845
CDNS,122,0.165909,0.243978,0.640164,0.255965,20.240850,0.160924
MET,218,0.155957,0.259186,0.304128,0.501494,33.998592,0.147585
FTNT,82,0.151835,0.244315,0.521951,0.350618,12.450452,0.148769
ORCL,439,0.150201,0.219351,0.313098,0.439966,65.938131,0.133964
CSCO,438,0.148869,0.227028,0.230799,0.419863,65.204780,0.132813
WYNN,37,0.147528,0.187758,0.297297,0.617531,5.458533,0.146184
CBOE,107,0.143793,0.277617,0.122430,0.533251,15.385807,0.140004
LVS,21,0.143591,0.110564,0.430952,0.596114,3.015421,0.142849
KEY,215,0.141469,0.264391,-0.032093,0.589791,30.415856,0.133979
IBM,658,0.136346,0.193733,0.173009,0.469716,89.715534,0.114254
ACN,624,0.132380,0.253882,0.401042,0.437837,82.605385,0.112039
CME,164,0.130760,0.255362,0.364634,0.361525,21.444638,0.125479
FIS,67,0.126719,0.232165,0.086567,0.551496,8.490157,0.124628
HPQ,528,0.123543,0.234729,0.253409,0.520442,65.230580,0.107480
DPZ,362,0.120208,0.239278,0.418508,0.410400,43.515457,0.109493
AFL,117,0.118507,0.238119,0.359402,0.396455,13.865316,0.115093
GLW,116,0.118480,0.249840,0.491379,0.407752,13.743713,0.115096
CRM,526,0.118395,0.177614,0.313593,0.460751,62.275618,0.103060
QCOM,451,0.117453,0.157687,0.243459,0.511483,52.971162,0.104409
AMAT,414,0.116547,0.225665,0.509058,0.425369,48.250406,0.104665
BX,310,0.113620,0.222680,0.372258,0.407911,35.222062,0.104946
MS,651,0.113071,0.209778,0.213978,0.472074,73.609537,0.094946
CCL,111,0.112346,0.232319,0.296396,0.641216,12.470352,0.109275
GS,1136,0.107092,0.196831,0.277685,0.476463,121.656382,0.077135
PGR,64,0.106597,0.155658,-0.062500,0.580275,6.822190,0.104917
DHI,104,0.105480,0.231343,0.449038,0.480984,10.969917,0.102779
CMG,456,0.105151,0.215199,0.261491,0.518852,47.949027,0.093344
MCD,378,0.104619,0.164778,0.251058,0.431806,39.545801,0.094881
BRO,129,0.098767,0.207634,0.664729,0.231393,12.740890,0.095629
ADBE,1067,0.096575,0.203092,0.482259,0.418943,103.045894,0.071201
WFC,1217,0.096475,0.217758,0.143632,0.492034,117.410297,0.067564
FSLR,209,0.094340,0.226096,0.509091,0.430604,19.717048,0.089485
ACGL,264,0.093817,0.231774,0.667992,0.248572,24.767681,0.087718
F,406,0.092346,0.207018,-0.034483,0.512629,37.492531,0.083114
BEN,88,0.089709,0.210470,0.211364,0.420884,7.894422,0.087765
DRI,172,0.089417,0.195206,0.400581,0.442837,15.379784,0.085630
APTV,113,0.086442,0.200858,0.565487,0.344558,9.767938,0.084037
NVR,36,0.085878,0.223896,0.536111,0.354458,3.091625,0.085117
TSLA,1022,0.084098,0.174851,0.176370,0.541386,85.948524,0.062934
JPM,1830,0.082239,0.182833,0.210137,0.493280,150.498265,0.045180
BAC,1490,0.081563,0.179241,0.223087,0.476055,121.528625,0.051637
MGM,217,0.081118,0.193595,0.338018,0.525299,17.602678,0.076784
LEN,128,0.079158,0.209671,0.416406,0.487464,10.132236,0.076663
HAS,242,0.078178,0.209741,0.021074,0.576117,18.919167,0.073520
KKR,290,0.077967,0.194328,0.335172,0.417304,22.610526,0.072400
EBAY,628,0.074804,0.177206,0.211290,0.471169,46.976963,0.063236
GM,596,0.071141,0.168596,0.036661,0.549522,42.400316,0.060701
RCL,46,0.069674,0.111108,0.397826,0.585509,3.204991,0.068885
C,1560,0.068608,0.169154,0.179936,0.476272,107.028554,0.042253
MSFT,3688,0.065291,0.153025,0.399902,0.415837,240.793503,0.005997
INTC,2035,0.063488,0.157758,0.143317,0.521020,129.198790,0.031674
AAPL,4061,0.061258,0.152322,0.372051,0.450511,248.770411,0.000000
AMZN,3242,0.055755,0.143650,0.380783,0.436098,180.757789,0.011244
NVDA,3130,0.051799,0.134330,0.420990,0.452939,162.131892,0.011875
AMD,3202,0.043344,0.127640,0.331621,0.478792,138.786127,0.009168
