cluster_id,positive_samples,negative_samples,total_samples,positive_percentage,negative_percentage,enrichment_ratio
30,9,3,12,11.688311688311687,2.6548672566371683,4.402597402597402
5,23,15,38,29.87012987012987,13.274336283185843,2.25021645021645
54,8,6,14,10.38961038961039,5.3097345132743365,1.9567099567099566
12,9,8,17,11.688311688311687,7.079646017699115,1.6509740259740258
43,17,16,33,22.07792207792208,14.15929203539823,1.5592532467532467
46,32,33,65,41.55844155844156,29.20353982300885,1.4230617866981503
22,43,45,88,55.84415584415584,39.823008849557525,1.4023088023088022
7,21,22,43,27.27272727272727,19.469026548672566,1.4008264462809916
25,40,42,82,51.94805194805194,37.16814159292036,1.3976499690785402
24,26,28,54,33.76623376623377,24.778761061946902,1.362708719851577
13,26,28,54,33.76623376623377,24.778761061946902,1.362708719851577
28,30,33,63,38.961038961038966,29.20353982300885,1.334120425029516
39,27,30,57,35.064935064935064,26.548672566371685,1.3207792207792206
38,46,53,99,59.74025974025974,46.902654867256636,1.2737074246508209
23,48,57,105,62.33766233766234,50.442477876106196,1.235816814764183
40,48,58,106,62.33766233766234,51.32743362831859,1.2145096283027317
34,67,81,148,87.01298701298701,71.68141592920354,1.2138848805515472
8,14,17,31,18.181818181818183,15.04424778761062,1.2085561497326203
19,18,22,40,23.376623376623375,19.469026548672566,1.2007083825265643
35,4,5,9,5.194805194805195,4.424778761061947,1.174025974025974
16,23,29,52,29.87012987012987,25.663716814159294,1.1639050604567844
20,30,38,68,38.961038961038966,33.6283185840708,1.158578263841422
47,44,56,100,57.14285714285714,49.557522123893804,1.1530612244897958
55,36,46,82,46.75324675324675,40.707964601769916,1.1485036702428004
9,70,90,160,90.9090909090909,79.64601769911505,1.1414141414141412
37,55,71,126,71.42857142857143,62.83185840707964,1.13682092555332
10,62,81,143,80.51948051948052,71.68141592920354,1.12329645662979
49,15,20,35,19.480519480519483,17.699115044247787,1.1006493506493509
45,9,12,21,11.688311688311687,10.619469026548673,1.1006493506493504
1,55,74,129,71.42857142857143,65.48672566371681,1.0907335907335909
0,48,66,114,62.33766233766234,58.4070796460177,1.0672963400236128
32,69,95,164,89.6103896103896,84.070796460177,1.065892002734108
53,73,101,174,94.8051948051948,89.38053097345133,1.0606917834640606
42,28,40,68,36.36363636363637,35.39823008849557,1.0272727272727273
36,37,53,90,48.05194805194805,46.902654867256636,1.0245037980887037
59,48,70,118,62.33766233766234,61.94690265486725,1.0063079777365493
31,37,54,91,48.05194805194805,47.78761061946903,1.0055315055315055
17,76,112,188,98.7012987012987,99.11504424778761,0.9958256029684601
4,61,90,151,79.22077922077922,79.64601769911505,0.9946608946608946
21,21,31,52,27.27272727272727,27.43362831858407,0.9941348973607037
18,23,34,57,29.87012987012987,30.08849557522124,0.9927425515660808
50,26,39,65,33.76623376623377,34.51327433628318,0.9783549783549785
29,44,66,110,57.14285714285714,58.4070796460177,0.9783549783549783
33,42,63,105,54.54545454545454,55.75221238938053,0.9783549783549782
48,15,24,39,19.480519480519483,21.238938053097346,0.9172077922077922
27,8,13,21,10.38961038961039,11.504424778761061,0.9030969030969032
2,57,93,150,74.02597402597402,82.30088495575221,0.8994553833263511
57,24,40,64,31.16883116883117,35.39823008849557,0.8805194805194806
14,18,30,48,23.376623376623375,26.548672566371685,0.8805194805194804
51,42,72,114,54.54545454545454,63.716814159292035,0.856060606060606
56,4,7,11,5.194805194805195,6.1946902654867255,0.8385899814471243
6,45,79,124,58.44155844155844,69.91150442477876,0.8359362156830512
44,30,53,83,38.961038961038966,46.902654867256636,0.8306787552070573
58,18,32,50,23.376623376623375,28.31858407079646,0.8254870129870129
3,20,37,57,25.97402597402597,32.743362831858406,0.7932607932607931
15,40,74,114,51.94805194805194,65.48672566371681,0.7932607932607931
11,14,27,41,18.181818181818183,23.893805309734514,0.760942760942761
41,4,8,12,5.194805194805195,7.079646017699115,0.7337662337662337
52,11,24,35,14.285714285714285,21.238938053097346,0.6726190476190476
26,13,30,43,16.883116883116884,26.548672566371685,0.6359307359307359
