ticker,fact_count,avg_attention_score,std_attention_score,avg_sentiment,std_sentiment,total_attention_impact,attention_efficiency
PTC,2,1.000000,0.000000,0.600000,0.100000,2.000000,0.999508
ROST,2,1.000000,0.000000,0.550000,0.050000,2.000000,0.999508
ULTA,1,1.000000,0.000000,0.700000,0.000000,1.000000,0.999754
WTW,3,0.863508,0.193028,0.200000,0.326599,2.590525,0.862870
APH,2,0.831184,0.168816,0.400000,0.300000,1.662368,0.830775
TROW,8,0.824670,0.238969,0.400000,0.287228,6.597363,0.823046
GL,5,0.800000,0.244950,0.340000,0.162481,4.000000,0.799015
VRSN,4,0.779609,0.222975,0.425000,0.129904,3.118437,0.778841
ZBRA,3,0.767337,0.165281,0.733333,0.047140,2.302011,0.766770
ROP,2,0.766688,0.233312,0.200000,0.700000,1.533375,0.766310
LOW,6,0.759946,0.212766,0.200000,0.374166,4.559677,0.758823
MKTX,7,0.758656,0.225265,0.257143,0.159079,5.310595,0.757349
AZO,3,0.744027,0.181236,0.000000,0.355903,2.232082,0.743478
AKAM,17,0.741089,0.247728,0.276471,0.338734,12.598514,0.737987
KMX,3,0.704147,0.209200,-0.433333,0.659966,2.112442,0.703627
PRU,13,0.701663,0.200962,0.415385,0.367625,9.121623,0.699417
MSI,2,0.696936,0.033275,-0.050000,0.650000,1.393873,0.696593
INTU,19,0.690695,0.228981,0.207895,0.478557,13.123204,0.687463
IT,15,0.664617,0.280674,0.073333,0.490533,9.969258,0.662162
ORLY,2,0.639804,0.080589,0.300000,0.200000,1.279607,0.639489
TJX,6,0.620065,0.301534,0.333333,0.402768,3.720393,0.619149
TPR,4,0.617421,0.120407,0.550000,0.229129,2.469683,0.616813
FI,3,0.610728,0.285057,0.066667,0.188562,1.832184,0.610277
ADSK,18,0.599795,0.264147,0.338889,0.521897,10.796310,0.597136
STX,4,0.576849,0.264792,0.450000,0.229129,2.307394,0.576280
BKNG,32,0.567773,0.336041,0.315625,0.481605,18.168736,0.563299
MCO,17,0.565087,0.261899,0.405882,0.363756,9.606478,0.562721
NTAP,11,0.563423,0.268924,0.490909,0.435795,6.197655,0.561897
POOL,2,0.538209,0.003150,0.800000,0.000000,1.076419,0.537944
ANSS,16,0.529456,0.349223,0.593750,0.349050,8.471298,0.527370
SPGI,7,0.514478,0.218877,0.471429,0.376883,3.601346,0.513591
