cluster_id,positive_samples,negative_samples,total_samples,positive_percentage,negative_percentage,enrichment_ratio
30,10,2,12,11.494252873563218,1.9417475728155338,5.919540229885058
5,27,11,38,31.03448275862069,10.679611650485436,2.9059561128526648
12,10,7,17,11.494252873563218,6.796116504854369,1.6912972085385878
46,38,27,65,43.67816091954023,26.21359223300971,1.6662409535972755
43,19,14,33,21.839080459770116,13.592233009708737,1.6067323481116587
13,31,23,54,35.63218390804598,22.330097087378643,1.5957021489255372
54,8,6,14,9.195402298850574,5.825242718446602,1.5785440613026818
39,32,25,57,36.7816091954023,24.271844660194176,1.5154022988505744
25,45,37,82,51.724137931034484,35.92233009708738,1.439888164026095
22,48,40,88,55.172413793103445,38.83495145631068,1.4206896551724137
28,34,29,63,39.08045977011494,28.155339805825243,1.3880301228695997
38,53,46,99,60.91954022988506,44.66019417475729,1.3640679660169914
23,56,49,105,64.36781609195403,47.57281553398058,1.3530377668308704
20,36,32,68,41.37931034482759,31.06796116504854,1.3318965517241381
47,52,48,100,59.77011494252874,46.601941747572816,1.2825670498084292
40,55,51,106,63.2183908045977,49.51456310679612,1.2767635789948164
8,16,15,31,18.39080459770115,14.563106796116504,1.2628352490421457
49,18,17,35,20.689655172413794,16.50485436893204,1.2535496957403651
7,22,21,43,25.287356321839084,20.388349514563107,1.2402846195949646
31,46,45,91,52.87356321839081,43.689320388349515,1.2102171136653896
10,72,71,143,82.75862068965517,68.93203883495146,1.2005828071879554
0,57,57,114,65.51724137931035,55.33980582524271,1.1839080459770117
55,41,41,82,47.12643678160919,39.80582524271845,1.1839080459770115
14,24,24,48,27.586206896551722,23.300970873786408,1.1839080459770115
37,63,63,126,72.41379310344827,61.165048543689316,1.1839080459770115
1,64,65,129,73.5632183908046,63.10679611650486,1.1656940760389034
9,78,82,160,89.65517241379311,79.6116504854369,1.126156433978133
34,72,76,148,82.75862068965517,73.7864077669903,1.1215970961887478
42,33,35,68,37.93103448275862,33.980582524271846,1.116256157635468
24,26,28,54,29.88505747126437,27.184466019417474,1.0993431855500824
21,25,27,52,28.735632183908045,26.21359223300971,1.096211153682418
36,43,47,90,49.42528735632184,45.63106796116505,1.0831499144044998
45,10,11,21,11.494252873563218,10.679611650485436,1.0762800417972833
32,78,86,164,89.65517241379311,83.49514563106796,1.0737770649558942
59,56,62,118,64.36781609195403,60.19417475728155,1.0693362995921396
53,82,92,174,94.25287356321839,89.32038834951457,1.055222388805597
51,53,61,114,60.91954022988506,59.22330097087378,1.02864141699642
29,51,59,110,58.620689655172406,57.28155339805825,1.0233781414377556
16,24,28,52,27.586206896551722,27.184466019417474,1.0147783251231528
17,86,102,188,98.85057471264368,99.02912621359224,0.9981969799414018
4,68,83,151,78.16091954022988,80.58252427184466,0.9699487605594793
19,18,22,40,20.689655172413794,21.35922330097087,0.968652037617555
33,47,58,105,54.02298850574713,56.310679611650485,0.9593737613951645
2,67,83,150,77.01149425287356,80.58252427184466,0.9556848081983105
35,4,5,9,4.597701149425287,4.854368932038835,0.9471264367816092
11,18,23,41,20.689655172413794,22.330097087378643,0.9265367316341828
48,17,22,39,19.54022988505747,21.35922330097087,0.9148380355276908
44,36,47,83,41.37931034482759,45.63106796116505,0.9068231841526045
57,27,37,64,31.03448275862069,35.92233009708738,0.863932898415657
3,24,33,57,27.586206896551722,32.038834951456316,0.8610240334378263
15,48,66,114,55.172413793103445,64.07766990291263,0.8610240334378263
18,24,33,57,27.586206896551722,32.038834951456316,0.8610240334378263
58,21,29,50,24.137931034482758,28.155339805825243,0.8573127229488704
41,5,7,12,5.747126436781609,6.796116504854369,0.8456486042692939
50,27,38,65,31.03448275862069,36.89320388349515,0.8411978221415608
6,50,74,124,57.47126436781609,71.84466019417476,0.799937868903386
52,14,21,35,16.091954022988507,20.388349514563107,0.789272030651341
26,17,26,43,19.54022988505747,25.24271844660194,0.7740937223695844
56,4,7,11,4.597701149425287,6.796116504854369,0.6765188834154351
27,7,14,21,8.045977011494253,13.592233009708737,0.5919540229885059
