cluster_id,fact_count_TP,fact_count_TN,fact_count_FP,fact_count_FN,average_attention_rank_positive,average_attention_rank_negative
0,2,62,0,13,36.0,23
1,9,470,6,42,10.0,34
2,367,1170,11,47,45.0,43
3,2,10,1,8,22.0,27
4,1280,1776,14,282,51.0,53
5,1,10,1,2,32.0,3
6,4,357,52,139,28.0,42
7,1,7,0,4,12.0,25
8,0,11,0,1,,13
9,132,110,4,45,48.0,29
10,456,799,167,371,50.0,44
11,1,8,0,1,1.0,33
12,0,3,0,3,,21
13,3,11,13,0,19.0,11
14,4,26,0,9,35.0,12
15,9,478,3,34,27.0,47
16,2,55,3,32,7.0,35
17,27,1076,33,297,26.0,50
18,0,16,0,1,,31
19,3,7,0,9,42.0,18
20,3,21,0,8,15.0,22
21,1,5,0,6,39.0,4
22,4,262,4,11,6.0,51
23,3,90,1,26,37.0,38
24,1,87,0,6,20.0,32
25,4,22,3,3,31.0,2
26,3,10,3,0,14.0,17
27,0,38,0,2,,28
28,1,32,0,7,29.0,19
29,12,149,4,20,11.0,26
30,5,3,0,5,38.0,20
31,1,17,3,1,33.0,14
32,213,379,9,269,43.0,45
33,3,141,1,7,30.0,30
34,35,2282,32,198,18.0,52
35,0,1,1,0,2.0,60
36,2,22,3,4,8.0,8
37,4,309,92,9,44.0,48
38,39,41,4,8,34.0,6
39,711,11,1,0,53.0,24
40,5,286,6,4,24.0,49
41,0,3,0,0,,1
42,2,53,1,64,9.0,40
43,5,5,4,1,13.0,9
44,0,9,0,3,,58
45,2,8,1,0,5.0,10
46,2,57,3,1,4.0,46
47,4,83,5,13,16.0,36
48,104,53,173,2,49.0,37
49,4,10,0,3,17.0,5
50,71,1543,0,1,47.0,59
51,6,648,3,27,3.0,39
52,293,6,0,154,52.0,56
53,119,1801,14,2237,25.0,55
54,3,85,1,0,21.0,57
55,9,42,52,7,41.0,7
56,0,3,0,0,,16
57,3,21,0,4,40.0,15
58,2,48,1,2,23.0,54
59,377,996,5,226,46.0,41
