Ticker,Reported_Date,Actual_Label,Probability,Predicted_Label,fact_ids
AIG,2017-03-31,0.0,0.46344328,0,"[248682, 51549, 23011, 51553, 23010, 23009, 22990, 22995, 22991, 22998, 51551, 51541, 51542, 51543, 51548, 51544, 51533, 51538, 134519, 51522, 51528, 51523, 22955, 22954, 22956, 51517, 51518, 51516, 51514, 51509, 51507, 51506, 134313, 51498, 51497, 51495, 51490, 51493, 51491, 51472, 51488, 51469, 51471, 51460, 51458, 51457, 51456, 51455, 51453, 51475, 51451, 51450, 51439, 51440, 51438, 51441, 51449, 51444, 51448, 51443, 51436, 51435, 51434, 51428, 51431, 51430, 51429, 61489, 51412, 51409, 51408, 51421, 51407, 51406, 51405, 51403, 51401, 51402, 51400, 51395, 51393, 51384, 51388, 51382, 51386, 51385, 51381, 51379, 51377, 51376, 51373, 51372, 51363, 51364, 51374, 51371, 51367, 51366, 51365, 51361, 51357, 51358, 51355, 51351, 51352, 51350]"
ADI,2017-12-31,0.0,0.47993767,0,"[42395, 42396, 42390, 42391, 42385, 42389, 42384, 42383, 42382, 42366, 42365, 42369, 36691, 42362, 42357, 36689, 36665, 36666, 36669, 42361, 42359, 42353, 42355, 42349, 42352, 42347, 42343, 42344, 42346, 42341, 42340, 42338, 42337, 36604, 42329, 42327, 36601, 42332, 42325, 42326, 42323, 42308, 42306, 66893, 42314, 66894, 42300, 42290, 42305, 42291, 42294, 42292, 42283, 42285, 42288, 42287, 42276, 42274, 42280, 42282, 42277, 42281, 42279, 170208, 42272, 42269, 66858, 42270, 42268, 42271, 42262, 42261, 42258, 42257, 42263, 42256, 42255, 42249, 42251, 42250, 42242, 42245, 42237, 42240, 36294, 66801, 42238, 42235, 42234, 42232, 42228, 42230, 42225, 42227, 42217, 42219, 42216, 42223, 42221, 42222]"
KKR,2021-12-31,0.0,0.47571144,0,"[204605, 274301, 274302, 274298, 274296, 233317, 120240, 120243, 274295, 274294, 120232, 274293, 120234, 274289, 120227, 120212, 274288, 120184, 274285, 274287, 106771, 274281, 274284, 274277, 274279, 274271, 120162, 274265, 120161, 274264, 120149, 274260, 274259, 274261, 274255, 120147, 274257, 274251, 274254, 274252, 274249, 274250, 274247, 274248, 274246, 274235, 274236, 274239, 274243, 274241, 274233, 232974, 274232, 274226, 274224, 274222, 274221, 274216, 274219, 274212, 274218, 274210, 274213, 274208, 274203, 274198, 274199, 274200, 274202, 274205, 274197, 274190, 274194, 274196, 274186, 274187, 274183, 274184, 274178, 232926, 120102, 49638, 274177, 274176, 274173, 274174, 232894, 274169, 274168, 274164, 274163, 106753, 274172, 274170, 274157, 274165, 274167, 274162, 274159, 274156, 274154, 274153, 274152, 274149, 274150, 274151, 214246, 274146, 274140, 274143, 274144, 232832, 120065, 274137, 232803, 274134, 232805, 120058, 106747, 25320, 274129, 274133, 274130]"
AMAT,2017-06-30,0.0,0.39913866,0,"[68088, 68086, 37127, 37138, 68082, 68081, 68079, 37131, 68072, 68064, 68075, 68065, 68063, 68060, 68058, 68056, 42617, 68055, 68053, 42614, 133897, 68044, 68047, 68042, 68040, 68049, 68037, 68036, 68032, 68029, 68016, 68026, 68022, 68020, 68018, 68017, 37106, 224093, 68015, 68012, 37094, 68014, 68011, 22925, 68005, 68007, 68003, 68002, 67999, 67995, 67994, 67992, 67982, 67991, 67986, 226850, 67980, 67977, 67976, 67975, 67978, 67974, 67973, 67970, 67969, 67963, 67966, 67959, 67961, 67957, 67955, 45479, 67949, 67941, 45469, 67933, 67936, 67938, 67930, 67937, 67946, 67944, 67939, 67924, 67926, 67925, 67921, 67917, 67919, 67923, 37058, 67915, 67913, 67911, 67910, 67909, 67907, 67906, 67898, 67894, 67901, 67890, 67886, 67885, 67883, 67881, 67878, 67875, 67879, 67869, 67868, 42516, 67872, 67871, 67866, 67865, 67864, 67860, 67857, 67859, 67855, 67840, 67851, 67842, 67854, 67838, 67836, 67843, 67827, 67828, 67829, 67830, 67831, 67832, 67825, 67824, 174719, 67823, 67819, 174720, 67821, 67817, 67818, 67816, 67815, 67814, 67810, 67813, 67812, 67803, 67805, 67809, 67807, 67802, 67800, 67798, 36988, 67793, 67796, 67797, 67789, 67791, 67785, 67787, 67780, 67782, 67781, 67770, 67773, 67769, 67779, 67774, 67768, 67764, 67766, 61397]"
AFL,2023-03-31,0.0,0.48291737,0,"[46588, 46587, 46586, 46585, 46580, 46579, 46583, 46575, 46574, 46571, 46567, 46569, 46566, 46565, 13508, 46554, 46557, 46547, 46552, 46546, 46549, 46545, 46542, 46534, 46530, 46532, 46528, 46531, 46525, 46524, 46523, 46522, 46520, 46517, 46515, 46513, 46509, 46508, 46497, 46499, 46492, 46488, 46490, 46487, 46491, 46479, 46481, 46473, 46477, 46476, 46472, 46464, 46462, 46465, 46461, 46459]"
ACN,2022-03-31,0.0,0.4861546,0,"[25308, 25306, 25305, 25298, 232736, 25297, 25296, 25295, 25286, 25289, 25274, 25283, 25281, 25278, 165547, 25279, 25270, 25272, 25275, 25265, 25269, 165518, 25262, 25263, 25259, 25260, 25257, 25249, 25248, 25252, 25246, 25239, 25241, 25242, 25244, 25235, 25237, 25238, 25233, 25234, 25232, 25230, 25223, 25228, 25225, 25222, 25224, 25215, 25218, 25219, 25212, 25211, 25208, 25204, 25207, 25203, 25202, 25200, 25195, 25196, 25198, 25197, 25193, 25191, 25190, 25189, 25186, 25184, 25177, 25183, 25181, 25180, 25179, 25176, 25175, 25173, 25168, 25170, 25169, 25166, 25165, 25157, 25159, 25161, 25163, 25160, 25155, 25156, 25153, 25145, 25152, 25149, 25151, 25148, 25147, 25141, 25140, 25139, 25134, 25131, 25130, 25136, 25135, 25133, 25125, 25098, 25124, 25128, 25116, 126553, 25110, 25105, 25102, 25115, 25090, 25089, 25088, 25087, 25091, 40831, 25086, 25085]"
KEY,2023-09-30,1.0,0.47212216,0,"[271083, 7571, 229131, 271078, 271080, 180517, 271075, 59825, 271076, 271073, 106250, 271069, 271067, 97553, 271065, 271061, 109250, 271057, 271055, 271060, 271062, 271040, 271052, 271051, 271034, 271041, 271048, 271037, 271047, 271044, 271043, 271039, 271035, 118663, 271026, 271029, 271033, 271032, 271024, 271023, 271025, 271020, 271022, 162859, 271021, 271019, 97245, 39292, 39312, 271015, 271016, 271014, 271012, 106213, 271008, 271009, 271007, 210244, 271005, 56827, 271004, 271002, 271003, 72095, 270995, 39242, 175699, 106180, 175704, 270988, 175718, 270990, 270989, 228721, 270998, 270993, 270992, 175660, 175667, 270987, 63170, 5673, 63193, 63197, 63184, 270986, 270983, 63158, 242544, 210237, 5564, 270981, 270971, 270964, 109149, 270975, 39197, 39211, 5415, 63107, 270962, 270960, 270958, 270957, 270952, 270956, 270951, 270950, 270949, 210211, 118548, 210213, 4934, 270947, 246374, 270946, 270948, 4427, 270944, 4490, 4248, 4326, 270942, 270937, 270939, 30068, 270938, 246371, 249278, 249282, 202963, 48876, 270935, 270936, 270934, 270932, 270933, 246369, 246366, 270928, 270930, 270924, 270925, 270927, 270926, 270916]"
GLW,2017-06-30,0.0,0.42367622,0,"[224124, 224127, 224122, 224121, 224120, 224119, 224115, 224117, 224112, 111614, 224114, 224111, 224101, 224104, 224100, 224099, 224098, 224097, 224094, 224080, 224088, 224091, 224089, 224060, 224082, 224063, 224061, 224062, 224055, 27250, 224052, 224050, 224049, 224051, 224046, 224047, 224048, 107682, 224045, 224037, 224040, 224038, 224035, 224028, 224034, 224024, 224025, 224023, 224022, 224021, 224020, 51255, 224018, 224014, 224015, 224016, 224017]"
AIG,2022-06-30,0.0,0.44707236,0,"[248157, 49539, 49538, 49536, 49534, 49532, 49530, 49527, 49523, 49521, 49520, 49518, 49514, 49513, 49517, 49510, 49506, 49504, 49502, 49501, 49488, 49495, 49497, 49498, 49491, 248141, 49480, 49484, 49492, 49477, 49476, 49473, 49472, 49471, 49466, 49469, 76581, 49464, 49459, 49460, 49461, 49456, 49453, 49449, 49454, 49441, 49442, 49435, 49428, 49426, 49424, 49422, 49423, 49417]"
SBUX,2018-06-30,0.0,0.44048738,0,"[186099, 87904, 130802, 238875, 192111, 182837, 182828, 248535, 192043, 87658, 199229, 269513, 199216, 26671, 26670, 116193, 152988, 121831, 174478, 152957, 116138, 269268, 152935, 111187, 182776, 186058, 152907, 152908, 130527, 152906, 182736, 182735, 182737, 116104, 191895, 152905, 226371, 182718, 182721, 182719]"
ACN,2022-09-30,0.0,0.49664944,0,"[24923, 20275, 24916, 24920, 24918, 24903, 24901, 24899, 24896, 24906, 24894, 24893, 24887, 24886, 24885, 24883, 24882, 24878, 24881, 24877, 24875, 24876, 24874, 24865, 24864, 24871, 24857, 24862, 24856, 24855, 24854, 24848, 24851, 24850, 24847, 24838, 24839, 24836, 24842, 24841, 24837, 24833, 24832, 24828, 24825, 24819, 24820, 24800, 24810, 24813, 24809, 24818, 24816, 24787, 24795, 24785, 24788, 24793, 24792, 24783, 24791, 24778, 24780, 24775, 24772, 24770, 24767, 24766, 24763, 24755, 24752]"
INTC,2023-03-31,0.0,0.4151318,0,"[74573, 74570, 249666, 260129, 260128, 260130, 14163, 14161, 74552, 74554, 74556, 74553, 14154, 14156, 260126, 14157, 74558, 164132, 74547, 14043, 260125, 260124, 260123, 260122, 74549, 74541, 74536, 260116, 260118, 260119, 260120, 74512, 74518, 260111, 74516, 260112, 260113, 74520, 39779, 260110, 260103, 260105, 13902, 74514, 13924, 13900, 249663, 74513, 74515, 13889, 74508, 74504, 74509, 13857, 260094, 260090, 260091, 74500, 260092, 260096, 13827, 260084, 260087, 13741, 13749, 13774, 260079, 260088, 74484, 74486, 113865, 13703, 74478, 74480, 13705, 74474, 260078, 13700, 13694, 13697, 13668, 74471, 74472, 74473, 260083, 260082, 260080, 13665, 260076, 260075, 260073, 63685, 13589, 13626, 13580, 260069, 260071, 74462, 74437, 260068, 260064, 260057, 74438, 100993, 260059, 100992, 260065, 74443, 74434, 260067, 74440, 260054, 260049, 260050, 74429, 13466, 13467, 13474, 74430, 74403, 260026, 74398, 74419, 260047, 74427, 260030, 260041, 260036, 74397, 260028, 39746, 260013, 260017, 74380, 74381, 74384, 74388, 260018, 260020, 260021, 13362, 74346, 74360, 74364, 13353, 74347, 13349, 13331, 259982, 260009, 74335, 13294, 260003, 260008, 259996, 259977, 259984, 259997, 259986, 259988, 259991, 74337, 259998, 260000, 260001, 74341, 259985, 13261, 13266, 13272, 259933, 259952, 13279, 63658, 74317, 74319, 74324, 74325, 259950, 63654, 259949, 74320, 259944, 259946, 259956, 259959, 259963, 259965, 259966, 259961, 259974, 259979, 259929, 259935, 259941, 259971, 74314, 74316, 259927, 259928, 259922, 259926, 259924, 259914, 259923, 259921, 259918, 259925, 13178, 259911, 259912, 13184, 13183, 13180, 259905, 74309, 259909, 74304, 259917, 259906, 259915, 74298, 259916, 74278, 259894, 259895, 74271, 259897, 74288, 74295, 74297, 259896, 74277, 74218, 259899, 74284, 259904, 13038, 259903, 13035, 259901, 259902, 74276, 163963, 259900, 13105, 13090, 13089, 13088, 13087, 13122, 259880, 74244, 74222, 74242, 259891, 259889, 259884, 259881, 74215, 259890, 74250, 173827, 74264, 74263, 74246, 74236, 74257, 74255, 74254, 74258, 259866, 12922, 259871, 259872, 259873, 259875, 259862, 259867, 230300, 259865, 259869, 259868, 230298, 74209, 74202, 74204, 74205, 74207, 259870, 259864, 74197, 259860, 259859, 259852, 74195, 74186, 74188, 74189, 259851, 74180, 74179, 74177, 74175, 74176, 259857, 259854, 74160, 259858, 74173, 74156, 74161, 74158, 74145, 259848, 74139, 74137, 259850, 74129, 259847, 74125, 259845, 74127, 259841, 259842, 259844, 74120, 74118, 12616, 259836, 259838, 259839, 259840, 149698, 12614, 12589, 259831, 12598, 259833, 12594, 259832, 74106, 74110, 259834, 259829, 12563, 259825, 74103, 259823, 12533, 259822, 213537, 74084, 213528, 12476, 74091, 74097, 74092, 142581, 259821, 74072, 74070, 259819, 259817, 12376, 259804, 259813, 12350, 12336, 259805, 259803, 259801, 259798, 259796, 74058, 163834, 259800, 74034, 225474, 259789, 74032, 188347, 74015, 74040, 74035, 74021, 259795, 74012, 259792, 259791, 259790, 12273, 259788, 188344, 259786, 259785, 259783, 259775, 259794, 259771, 259773, 259774, 259779, 259769, 259770, 259767, 259757, 259748, 259764, 259749, 259768, 259766, 259751, 259763, 259762, 259756, 259760, 259750, 259765, 259741, 63582, 259744, 259743, 259742, 259740, 12142, 259737, 259739, 73999, 73997, 73996, 259746, 259723, 259728, 259731, 259732, 259733, 259724, 259735, 259727, 259720, 259719, 259734, 73989, 12068, 180680, 180679, 259714, 259711, 12034, 259708, 259703, 259707, 73971, 173796, 73953, 259702, 259701, 259699, 259696, 73947, 259683, 259684, 259687, 11846, 11854, 63554, 259681, 259680, 11842, 100751, 100749, 39591, 259673, 39585, 259675, 259676, 259659, 163669, 230033, 259664, 230031, 73887, 73897, 259662, 259663, 73894, 259666, 73893, 259658, 259657, 73876, 73860, 73849, 73856, 73848, 259651, 100564, 73841, 259644, 259646, 259647, 11626, 11628, 259642, 259643, 73805, 73803, 259640, 11543, 259634, 259639, 259635, 259636, 73782, 73783, 73776, 259632, 259629, 142521, 73775, 259627, 73759, 259625, 259619, 259618, 73747, 73750, 259616, 73738, 259612, 259615, 73746]"
SNPS,2023-12-31,0.0,0.40967098,0,"[142237, 142236, 142238, 142232, 142231, 62978, 162292, 24008, 258270, 142221, 142222, 71214, 142215, 142216, 162257, 100832, 71199, 142174, 142179, 142185, 142180, 142184, 29679, 142156, 113195, 258057, 142153, 100821, 258010, 222041, 222040, 142143, 142139, 142138, 62816, 62811, 29587, 29577, 29575, 29572, 43558, 29571, 39062, 29555, 931, 29540, 29534, 29502, 162080, 29499, 29489, 29491, 29488, 142105, 257785, 118171, 276124, 142094, 70339, 70349, 70356, 70361, 70362, 70297]"
AMZN,2016-03-31,1.0,0.47172222,0,"[172140, 172139, 217114, 37810, 172133, 172136, 172138, 155880, 172128, 193993, 193992, 172126, 172127, 155863, 155862, 193988, 193986, 200377, 193983, 193982, 217094, 193976, 193981, 193978, 155803, 193959, 193945, 193951, 193952, 193932, 193931, 193930, 136866, 193920, 136853, 172112, 155755, 68834, 200358, 200360, 200359, 193906, 193907, 242331, 242344, 193905, 193899, 193898, 252848, 45639, 183931, 155684, 136686, 136684, 37788, 252835, 58875, 227235, 172037, 193884, 193885, 216995, 193878, 193880, 183900, 200303, 111981, 111979, 193870, 193868, 193865, 37761, 68783, 193854, 172029, 193853, 172030, 200284, 37740, 58858, 58857, 200280, 200282, 136531, 183876, 193845, 200278, 200271, 200268, 193838, 193839, 136478, 193830, 136459, 252788, 193820]"
MA,2022-09-30,1.0,0.5362843,0,"[276827, 125560, 125558, 231441, 231439, 24894, 208879, 276819, 19711, 19685, 222548, 24886, 19496, 19490, 125244, 158849, 249848, 249846, 19294, 19007, 208862, 231280, 188565, 188567, 32008, 18114, 249783, 114017, 208851, 208853, 222531, 63908, 17511, 124962, 124961, 124964, 124968, 17362, 17364, 17291, 17225]"
AAPL,2018-09-30,0.0,0.42296785,0,"[238558, 169565, 268934, 87299, 26576, 268912, 66106, 268923, 268926, 268927, 191860, 268874, 268888, 268873, 223706, 191837, 191836, 277481, 222190, 152864, 152856, 55869, 130370, 268845, 268858, 268856, 147252, 271976, 105927, 105929, 55866, 55876, 130368, 130353, 130365, 268848, 268815, 268806, 268833, 268816, 87258, 66097, 87247, 251257, 87249, 182699, 130267, 35725, 35726, 130298, 215267, 268797, 251247, 268791, 169534, 268790, 251249, 169535, 45158, 45148, 41902, 191813, 268786, 251242, 191776, 191782, 191786, 268750, 116071, 66086, 251238, 41898, 251240, 41897, 251228, 277478, 147239, 107281, 159850, 35692, 223684, 268707, 223687, 268703, 223688, 247100, 226366, 191721, 152832, 152836, 104198, 209477, 177678, 223690, 238441, 268700, 41887, 87167, 191716, 191718, 268579, 147232, 251233, 87165, 215246, 251225, 215248, 215253, 41872, 41871, 130139, 35680, 22836, 191688, 191695, 191701, 191702, 191698, 191696, 191691, 191690, 191689, 191699, 152790, 238415, 191700, 87119, 238409, 226352, 221108, 182655, 221104, 226344, 226346, 35649, 221112, 87113, 58197, 221109, 47400, 47397, 268587, 208207, 208209, 268588, 223662, 50631, 87103, 130113, 35640, 130114, 268566, 226342, 55844, 268561, 251217, 35631, 238385, 238376, 238380, 238378, 87097, 209461, 238383, 152774, 238382, 238377, 268549, 277467, 277462, 277460, 221092, 251210, 66067, 251209, 238372, 238371, 238374, 87081, 35615, 268517, 130102, 35609, 35614, 130088, 130084, 130078, 35598, 268505, 275379, 130070, 238355, 238358, 238362, 221065, 226333, 268480, 111129, 268481, 268477, 268478, 268479, 130068, 268451, 226325, 226326, 251188, 226329, 177624, 185988, 251183, 177622, 238346, 41852, 199051, 185992, 251182, 22824, 182634, 268441, 147216, 86988, 35588, 140203, 86972, 45132, 35578, 35582, 268425, 268426, 268427, 66011, 86962, 238326, 268413, 268414, 268415, 191645, 215227, 226315, 226319, 268406, 191658, 191646, 86918, 169443, 268399, 221022, 86903, 86894, 185972, 277433, 221015, 86899, 238316, 221018, 174421, 226311, 86883, 86889, 226305, 169416, 191641, 86870, 169399, 185964, 169392, 220990, 177579, 215225, 204902, 220997, 268375, 268376, 268377, 35538, 169380, 58184, 223637, 223638, 86833, 86822, 86826, 191635, 86814, 268362, 226301, 226300, 226295, 226302, 86801, 238276, 268353, 268356, 238272, 86782, 35525, 268348, 65979, 169374, 35520, 226286, 226287, 35517, 226288, 86777, 86775, 86767, 86756, 238256, 238255, 238254, 86780, 169350, 211126, 169338, 238253, 26534, 182598, 177544, 169332, 177547, 121664, 177541, 211127, 177548, 211128, 211129, 185930, 86739, 174415, 268318, 268316, 35480, 86716, 147207, 169305, 129934, 268278, 268279, 86701, 111122, 191616, 169295, 169294, 220962, 35469, 268282, 129930, 220961, 22806, 22809, 26523, 169286, 268271, 268272, 182590, 220965, 169293, 268259, 169276, 268270, 268250, 169256, 26513, 268241, 268238, 268240, 268239, 169253, 220953, 169249, 169244, 35444]"
ALL,2023-12-31,0.0,0.42767578,0,"[59744, 59743, 46248, 59740, 59735, 48847, 59732, 59738, 59723, 59730, 59729, 59724, 59720, 59716, 59715, 21563, 59714, 258059, 46210, 48818, 48820, 59709, 59713, 55162, 59712, 59710, 228018, 59707, 59706, 59703, 59702, 94153, 55125, 59699, 59700, 59689, 59688, 59690, 59692, 59687, 21448, 21450, 124109, 59683, 59684, 59682, 59678, 59679, 59673, 59674, 59672]"
JPM,2020-09-30,1.0,0.4768537,0,"[57887, 57891, 57897, 127391, 127394, 236511, 127383, 264967, 264970, 264962, 264958, 127372, 127374, 236493, 127367, 127363, 127364, 127355, 127350, 127336, 236489, 127356, 127352, 127343, 127340, 127345, 236481, 127339, 127334, 50103, 127337, 127322, 127321, 236480, 127316, 127319, 127314, 127279, 127281, 127233, 127289, 127296, 127282, 127306, 34066, 34069, 127301, 127278, 127297, 127268, 127272, 127263, 236474, 127284, 127276, 127239, 127242, 127244, 236466, 127249, 127253, 127257, 127258, 127265, 127248, 127235, 236417, 236416, 127225, 236460, 127231, 127232, 236392, 127228, 127210, 127211, 190352, 127208, 127221, 110656, 110657, 127205, 127199, 127196, 110646, 127194, 110652, 110654, 127191, 127192, 127188, 127189, 110648, 127186, 281452, 127185, 127165, 236345, 127164, 127162, 236351, 110640, 110641, 127158, 236334, 274960, 281436, 127153, 127151, 127134, 34027, 127139, 34028, 127140, 236311, 236314, 127128, 127129, 151538, 127116, 127113, 159396, 236294, 159400, 159401, 159398, 159402, 127100, 127097, 127105, 127101, 25973, 127093, 127085, 82101, 127076, 127082, 236270, 127089, 236255, 222662, 236257, 159390, 159392, 181727, 236253, 110628, 110626, 236241, 264662, 50023, 222656, 222658, 236227, 236235, 139945, 110619, 236229, 236223, 159385, 159388, 236221, 236220, 214755, 159383, 236216, 236206, 271697, 236209, 167609, 159368, 159371, 236181, 65313, 274903, 236188, 236176, 236174, 120910, 246900, 236157, 33867, 105645, 110602, 110603, 110608, 139935, 110598, 110580, 110587, 110581, 81810, 110590, 81803, 110577, 110584, 110574, 110562, 110565, 110568, 146766, 110571, 146768, 110550, 110560, 236122, 159358, 25918, 25888, 25885, 110554, 209187, 209183, 65272, 65280]"
HAS,2017-09-30,0.0,0.47331622,0,"[244832, 244835, 244833, 244834, 244831, 244830, 244828, 244826, 244824, 244815, 244820, 90091, 153865, 90076, 244798, 244813, 244800, 244805, 244806, 244809, 244810, 244812, 244801, 244796, 216051, 244794, 244797, 244790, 244792, 244789, 244787, 244780, 244786, 244784, 244781, 244783, 244782, 244778, 244777, 244774, 244771, 244773, 244770, 244767, 244766, 244765, 147571, 244753, 244754, 244764, 244758, 244759, 244752, 244750, 244749, 244746, 244740, 244734, 244736, 244735, 244732, 244730, 67391, 244724, 244728, 244725, 67382, 244727, 67364, 244717]"
EBAY,2018-12-31,1.0,0.4516968,0,"[191606, 191599, 191603, 191597, 191595, 191593, 191590, 191589, 191579, 271900, 191588, 191580, 191581, 191583, 191575, 191562, 191563, 191561, 191566, 191574, 191572, 191549, 191550, 191551, 191552, 191554, 191556, 191548, 191539, 191544, 191543, 191541, 191538, 169191, 169185, 129732, 191535, 191536, 191527, 191530, 191533, 191534, 191517, 191520, 191522, 191519, 191524, 191525, 191526, 191523, 191511, 191513, 191516, 191508, 191502, 191501, 86396, 191506, 191500, 191494, 191491, 191493, 191490, 191489, 191486, 191488, 191485, 191473, 191479, 191483, 191484, 191461, 191466, 191468, 191470, 191463, 191457, 191451, 191456, 191442, 191443, 191437, 191438, 169131, 267837, 191427, 191436, 191431, 191429, 191428, 191425, 191424, 191423, 191422, 191418, 191419, 191420, 191413, 191411, 191417, 35228, 35230, 191406, 35219, 191408, 191402, 191394, 191401, 191392, 191385, 191384, 191383, 191381, 191390, 191375, 191368, 191369, 191367, 191370, 191361, 191356, 191350, 191346, 191344, 191340, 85953, 191327, 191332, 191333, 191335, 191334, 191330, 191328]"
AAPL,2020-12-31,0.0,0.428642,0,"[236050, 264493, 167489, 281298, 151475, 81741, 264463, 181652, 181640, 181665, 57845, 81724, 81675, 264452, 264458, 81694, 235962, 235967, 235971, 235976, 235982, 235987, 235997, 264448, 235991, 235934, 250533, 264443, 264444, 235943, 264446, 264438, 264445, 264436, 264437, 235939, 235921, 235899, 235928, 235895, 222143, 281271, 235915, 235907, 264433, 250529, 264424, 264422, 264423, 235859, 264418, 264407, 223354, 264409, 264397, 235840, 81614, 264383, 264376, 264370, 264367, 264364, 81620, 264358, 235825, 235829, 264347, 115188, 81579, 81583, 81594, 243533, 243538, 81601, 115192, 243543, 243522, 115180, 243529, 81535, 81542, 81520, 81530, 49988, 49960, 81562, 49992, 49965, 49982, 49973, 81496, 235818, 264333, 81481, 190092, 220437, 235796, 235798, 235797, 220429, 225937, 65239, 264326, 49950, 49947, 81447, 33814, 33812, 167446, 81452, 264319, 264318, 264317, 264316, 49954, 167440, 264308, 264310, 33822, 167437, 167438, 81491, 120870, 214652, 214665, 235768, 214660, 264315, 198406, 44624, 110535, 44628, 214640, 65237, 264296, 235749, 65238, 151384, 151381, 81422, 235743, 235747, 167416, 167411, 33793, 33794, 33792, 33791, 33790, 33789, 264278, 264276, 81411, 264280, 264281, 264283, 264284, 33796, 81409, 176947, 151375, 176941, 176960, 185325, 81398, 264263, 264265, 264266, 235709, 81389, 115155, 264253, 235712, 264255, 264256, 264241, 264239, 264240, 190061, 264233, 264229, 49923, 115138, 81374, 250517, 250519, 264214, 264219, 264220, 264216, 198386, 81364, 264204, 264193, 235635, 264180, 167340, 167329, 167319, 167318, 264172, 190032, 167250, 264148, 264132, 264125, 264142, 264128, 264119, 264140, 264137, 264123, 81308, 264116, 264109, 159287, 235587, 264131, 167245, 81310, 167235, 243496, 264107, 81289, 167220, 264100, 81275, 250508, 264091, 264089, 81270, 264086, 264083, 81271, 81272, 81265, 198364, 264078, 33690, 214581, 81242, 223332, 190012, 65184, 65186, 264049, 264047, 264045, 81229, 81223, 264036, 33672, 264018, 264014, 264016, 264024, 235450, 264023, 264021, 264022, 57787, 167176, 65175, 81170, 81166, 60639, 60642, 263997, 263973, 263974, 181578, 81162, 250502]"
QCOM,2020-12-31,0.0,0.4079793,0,"[264492, 264477, 264463, 81719, 264452, 264454, 264444, 235929, 235908, 264421, 264422, 264408, 264407, 264410, 264406, 81623, 81563, 81562, 81560, 60665, 44628, 44627, 198410, 198401, 65238, 65236, 264291, 81423, 65233, 65232, 264283, 264279, 81412, 176956, 264270, 264265, 264264, 264230, 190060, 190061, 81373, 264216, 264214, 81359, 235585, 264112, 264101, 264089, 264090, 281173, 33702, 264084, 264086, 81271, 264047, 264049, 81228, 81203, 81164, 81161]"
MS,2020-12-31,1.0,0.35095772,0,"[236033, 236049, 236048, 236046, 236038, 236030, 274856, 281295, 236026, 81737, 236013, 181651, 181642, 181641, 181644, 236001, 236000, 235981, 235985, 235983, 235959, 235980, 264442, 235933, 235940, 235954, 174159, 235916, 235866, 235865, 104003, 22625, 264394, 235849, 235845, 235847, 144889, 235827, 235828, 235820, 57830, 81504, 81510, 235809, 235784, 235791, 22622, 235763, 235762, 235775, 235779, 235787, 235771, 235766, 120866, 214654, 235737, 206016, 274825, 176953, 235733, 235734, 235735, 167396, 167385, 167377, 22615, 115139, 235697, 22613, 49926, 110528, 235688, 22609, 235682, 214608, 235661, 235645, 81346, 235655, 235642, 235643, 235641, 44612, 235633, 120840, 235601, 235599, 167240, 146730, 235556, 106923, 235557, 235544, 81249, 214586, 235536, 25813, 235531, 235533, 235535, 120797, 235534, 235511, 235475, 235500, 235517, 235513, 235505, 209163, 235498, 235494, 235491, 235484, 235477, 235503, 146717, 235469, 235461, 264024, 235463, 81180]"
FIS,2023-03-31,0.0,0.47305092,0,"[208806, 208803, 208802, 208801, 208796, 208795, 208793, 208791, 208792, 208781, 208776, 208782, 12528, 12538, 12541, 12546, 208786, 208784, 208785, 208780, 208788, 208790, 208774, 12548, 208777, 208775, 208771, 208768, 208767, 208764, 208765, 208766, 208763, 208761, 208757, 208758, 208759, 208753, 208752, 208748, 208747, 208749, 208746, 208751, 208750, 208743, 208738, 208737, 208739, 208740, 210441, 142516]"
EXPE,2021-12-31,1.0,0.45243147,0,"[198128, 198129, 198126, 198123, 198118, 198117, 198116, 198115, 198112, 114656, 114655, 198106, 198105, 198101, 198098, 198102, 198089, 198110, 198096, 198091, 198092, 198088, 198084, 114633, 114636, 114626, 198081, 198078, 198074, 198073, 198075, 189165, 198071, 198068, 114596, 64459, 64457, 198067, 198066, 114580, 198064, 198061, 198052, 181222, 198054, 198039, 198046, 198034, 198043, 198048, 114550, 198033, 114540, 114547, 198030]"
GLW,2017-09-30,0.0,0.45377234,0,"[224011, 224010, 224012, 224009, 224008, 224006, 224005, 224007, 133015, 224002, 224000, 223999, 223997, 223996, 223998, 223990, 223988, 223991, 223985, 223987, 223983, 223984, 58569, 223982, 223977, 223979, 223981, 223978, 223980, 132859, 51162, 223973, 223971, 223970, 223956, 223958, 223954, 223947, 223948, 223949, 223951, 223945, 223944, 223940]"
MA,2022-06-30,0.0,0.43905362,0,"[114365, 40750, 158955, 77193, 126172, 126171, 188830, 32315, 208935, 181059, 276863, 76802, 208910, 197883, 197885, 208901, 242981, 242988, 114220, 125895, 222559, 260997, 76557, 21373, 21310, 21300, 21298, 21178, 21168, 21133, 21131, 125737, 21018, 125724, 21016, 164842, 114154, 114153, 24975, 20642, 125652, 188660, 20528, 188656, 20480]"
