Ticker,Form Type,Filed Date,Reporting Date,URL,Accession Number,Query,quarterly_raw_eps,quarterly_diluted_eps
AON,10-Q (Quarterly report),2014-07-25,2014-06-30,https://www.sec.gov/Archives/edgar/data/315293/000144530514002885/q22014aonplc10-q.htm,0001445305-14-002885,AON/0001445305-14-002885,1.02,1.01
AON,10-Q (Quarterly report),2014-04-25,2014-03-31,https://www.sec.gov/Archives/edgar/data/315293/000144530514001467/q12014aonplc10-q.htm,0001445305-14-001467,AON/0001445305-14-001467,1.07,1.06
AON,10-Q (Quarterly report),2013-10-25,2013-09-30,https://www.sec.gov/Archives/edgar/data/315293/000144530513002517/q32013aonplc10-q.htm,0001445305-13-002517,AON/0001445305-13-002517,0.83,0.82
AON,10-Q (Quarterly report),2013-07-26,2013-06-30,https://www.sec.gov/Archives/edgar/data/315293/000144530513001716/q22013aonplc10-q.htm,0001445305-13-001716,AON/0001445305-13-001716,0.77,0.76
AON,10-Q (Quarterly report),2013-05-01,2013-03-31,https://www.sec.gov/Archives/edgar/data/315293/000144530513001035/aonplc10-q.htm,0001445305-13-001035,AON/0001445305-13-001035,0.82,0.82
AON,10-Q (Quarterly report),2012-10-31,2012-09-30,https://www.sec.gov/Archives/edgar/data/315293/000110465912072700/a12-19884_110q.htm,0001104659-12-072700,AON/0001104659-12-072700,0.62,0.62
AON,10-Q (Quarterly report),2012-08-08,2012-06-30,https://www.sec.gov/Archives/edgar/data/315293/000110465912055980/a12-13662_110q.htm,0001104659-12-055980,AON/0001104659-12-055980,0.74,0.73
AON,10-Q (Quarterly report),2012-05-08,2012-03-31,https://www.sec.gov/Archives/edgar/data/315293/000110465912034478/a12-6844_110q.htm,0001104659-12-034478,AON/0001104659-12-034478,0.72,0.71
IBM,10-Q (Quarterly report),2024-10-30,2024-09-30,https://www.sec.gov/Archives/edgar/data/51143/000005114324000049/ibm-20240930.htm,0000051143-24-000049,IBM/0000051143-24-000049,-0.36,-0.36
IBM,10-Q (Quarterly report),2024-07-30,2024-06-30,https://www.sec.gov/Archives/edgar/data/51143/000005114324000039/ibm-20240630.htm,0000051143-24-000039,IBM/0000051143-24-000039,1.99,1.96
IBM,10-Q (Quarterly report),2024-04-30,2024-03-31,https://www.sec.gov/Archives/edgar/data/51143/000005114324000025/ibm-20240331.htm,0000051143-24-000025,IBM/0000051143-24-000025,1.75,1.72
IBM,10-Q (Quarterly report),2023-10-31,2023-09-30,https://www.sec.gov/Archives/edgar/data/51143/000005114323000032/ibm-20230930.htm,0000051143-23-000032,IBM/0000051143-23-000032,1.87,1.84
IBM,10-Q (Quarterly report),2023-07-25,2023-06-30,https://www.sec.gov/Archives/edgar/data/51143/000005114323000021/ibm-20230630.htm,0000051143-23-000021,IBM/0000051143-23-000021,1.74,1.72
IBM,10-Q (Quarterly report),2023-04-25,2023-03-31,https://www.sec.gov/Archives/edgar/data/51143/000155837023006656/ibm-20230331x10q.htm,0001558370-23-006656,IBM/0001558370-23-006656,1.02,1.01
IBM,10-Q (Quarterly report),2022-10-25,2022-09-30,https://www.sec.gov/Archives/edgar/data/51143/000155837022015322/ibm-20220930x10q.htm,0001558370-22-015322,IBM/0001558370-22-015322,-3.54,-3.54
IBM,10-Q (Quarterly report),2022-07-25,2022-06-30,https://www.sec.gov/Archives/edgar/data/51143/000155837022010985/ibm-20220630x10q.htm,0001558370-22-010985,IBM/0001558370-22-010985,1.54,1.53
IBM,10-Q (Quarterly report),2022-04-26,2022-03-31,https://www.sec.gov/Archives/edgar/data/51143/000155837022005983/ibm-20220331x10q.htm,0001558370-22-005983,IBM/0001558370-22-005983,0.82,0.81
IBM,10-Q (Quarterly report),2021-11-05,2021-09-30,https://www.sec.gov/Archives/edgar/data/51143/000155837021014734/ibm-20210930x10q.htm,0001558370-21-014734,IBM/0001558370-21-014734,1.26,1.25
IBM,10-Q (Quarterly report),2021-07-27,2021-06-30,https://www.sec.gov/Archives/edgar/data/51143/000155837021009351/ibm-20210630x10q.htm,0001558370-21-009351,IBM/0001558370-21-009351,1.48,1.47
IBM,10-Q (Quarterly report),2021-04-27,2021-03-31,https://www.sec.gov/Archives/edgar/data/51143/000155837021004922/ibm-20210331x10q.htm,0001558370-21-004922,IBM/0001558370-21-004922,1.07,1.06
IBM,10-Q (Quarterly report),2020-10-27,2020-09-30,https://www.sec.gov/Archives/edgar/data/51143/000155837020011799/ibm-20200930x10q.htm,0001558370-20-011799,IBM/0001558370-20-011799,1.9,1.89
IBM,10-Q (Quarterly report),2020-07-28,2020-06-30,https://www.sec.gov/Archives/edgar/data/51143/000155837020008516/ibm-20200630x10q.htm,0001558370-20-008516,IBM/0001558370-20-008516,1.53,1.52
IBM,10-Q (Quarterly report),2020-04-28,2020-03-31,https://www.sec.gov/Archives/edgar/data/51143/000155837020004491/ibm-20200331x10q.htm,0001558370-20-004491,IBM/0001558370-20-004491,1.32,1.31
IBM,10-Q (Quarterly report),2019-10-29,2019-09-30,https://www.sec.gov/Archives/edgar/data/51143/000155837019009324/ibm-20190930x10q.htm,0001558370-19-009324,IBM/0001558370-19-009324,1.89,1.87
IBM,10-Q (Quarterly report),2019-07-30,2019-06-30,https://www.sec.gov/Archives/edgar/data/51143/000155837019006560/ibm-20190630x10q.htm,0001558370-19-006560,IBM/0001558370-19-006560,2.82,2.81
IBM,10-Q (Quarterly report),2019-04-30,2019-03-31,https://www.sec.gov/Archives/edgar/data/51143/000110465919025328/a19-6867_110q.htm,0001104659-19-025328,IBM/0001104659-19-025328,1.79,1.78
IBM,10-Q (Quarterly report),2018-10-30,2018-09-30,https://www.sec.gov/Archives/edgar/data/51143/000110465918064673/a18-19046_110q.htm,0001104659-18-064673,IBM/0001104659-18-064673,2.95,2.94
IBM,10-Q (Quarterly report),2018-07-31,2018-06-30,https://www.sec.gov/Archives/edgar/data/51143/000110465918048404/a18-14112_110q.htm,0001104659-18-048404,IBM/0001104659-18-048404,2.63,2.61
IBM,10-Q (Quarterly report),2018-04-24,2018-03-31,https://www.sec.gov/Archives/edgar/data/51143/000110465918026178/a18-8695_110q.htm,0001104659-18-026178,IBM/0001104659-18-026178,1.82,1.81
IBM,10-Q (Quarterly report),2017-10-31,2017-09-30,https://www.sec.gov/Archives/edgar/data/51143/000110465917064968/a17-21131_110q.htm,0001104659-17-064968,IBM/0001104659-17-064968,2.93,2.92
IBM,10-Q (Quarterly report),2017-07-25,2017-06-30,https://www.sec.gov/Archives/edgar/data/51143/000110465917046808/a17-13367_110q.htm,0001104659-17-046808,IBM/0001104659-17-046808,2.49,2.48
IBM,10-Q (Quarterly report),2017-04-25,2017-03-31,https://www.sec.gov/Archives/edgar/data/51143/000110465917025881/a17-8917_110q.htm,0001104659-17-025881,IBM/0001104659-17-025881,1.86,1.85
IBM,10-Q (Quarterly report),2016-10-25,2016-09-30,https://www.sec.gov/Archives/edgar/data/51143/000110465916151931/a16-17246_110q.htm,0001104659-16-151931,IBM/0001104659-16-151931,2.99,2.98
IBM,10-Q (Quarterly report),2016-07-26,2016-06-30,https://www.sec.gov/Archives/edgar/data/51143/000110465916134367/a16-12780_110q.htm,0001104659-16-134367,IBM/0001104659-16-134367,2.62,2.61
IBM,10-Q (Quarterly report),2016-04-26,2016-03-31,https://www.sec.gov/Archives/edgar/data/51143/000005114316000013/ibm16q1_10q.htm,0000051143-16-000013,IBM/0000051143-16-000013,2.09,2.09
IBM,10-Q (Quarterly report),2015-10-27,2015-09-30,https://www.sec.gov/Archives/edgar/data/51143/000005114315000009/ibm15q3_10q.htm,0000051143-15-000009,IBM/0000051143-15-000009,3.04,3.02
IBM,10-Q (Quarterly report),2015-07-28,2015-06-30,https://www.sec.gov/Archives/edgar/data/51143/000005114315000005/ibm15q2_10q.htm,0000051143-15-000005,IBM/0000051143-15-000005,3.59,3.58
IBM,10-Q (Quarterly report),2015-04-28,2015-03-31,https://www.sec.gov/Archives/edgar/data/51143/000005114315000003/ibm15q1_10q.htm,0000051143-15-000003,IBM/0000051143-15-000003,2.45,2.44
IBM,10-Q (Quarterly report),2014-10-28,2014-09-30,https://www.sec.gov/Archives/edgar/data/51143/000005114314000010/ibm14q3_10q.htm,0000051143-14-000010,IBM/0000051143-14-000010,3.48,3.46
IBM,10-Q (Quarterly report),2014-07-29,2014-06-30,https://www.sec.gov/Archives/edgar/data/51143/000005114314000007/ibm14q2_10q.htm,0000051143-14-000007,IBM/0000051143-14-000007,4.14,4.12
IBM,10-Q (Quarterly report),2014-04-29,2014-04-29,https://www.sec.gov/Archives/edgar/data/51143/000005114314000004/ibm14q1_10q.htm,0000051143-14-000004,IBM/0000051143-14-000004,2.3,2.29
IBM,10-Q (Quarterly report),2013-10-29,2013-09-30,https://www.sec.gov/Archives/edgar/data/51143/000005114313000007/ibm13q3_10q.htm,0000051143-13-000007,IBM/0000051143-13-000007,3.7,3.68
IBM,10-Q (Quarterly report),2013-07-31,2013-06-30,https://www.sec.gov/Archives/edgar/data/51143/000110465913058041/a13-13617_110q.htm,0001104659-13-058041,IBM/0001104659-13-058041,2.93,2.91
IBM,10-Q (Quarterly report),2013-04-30,2013-03-31,https://www.sec.gov/Archives/edgar/data/51143/000110465913035106/a13-7778_110q.htm,0001104659-13-035106,IBM/0001104659-13-035106,2.72,2.7
IBM,10-Q (Quarterly report),2012-10-30,2012-09-30,https://www.sec.gov/Archives/edgar/data/51143/000110465912072210/a12-20368_110q.htm,0001104659-12-072210,IBM/0001104659-12-072210,3.36,3.33
IBM,10-Q (Quarterly report),2012-07-31,2012-06-30,https://www.sec.gov/Archives/edgar/data/51143/000110465912052637/a12-10636_110q.htm,0001104659-12-052637,IBM/0001104659-12-052637,3.38,3.34
IBM,10-Q (Quarterly report),2012-04-24,2012-03-31,https://www.sec.gov/Archives/edgar/data/51143/000110465912027715/a12-7383_110q.htm,0001104659-12-027715,IBM/0001104659-12-027715,2.65,2.61
LULU,10-Q (Quarterly report),2024-12-05,2024-10-27,https://www.sec.gov/Archives/edgar/data/1397187/000139718724000041/lulu-20241027.htm,0001397187-24-000041,LULU/0001397187-24-000041,2.87,2.87
LULU,10-Q (Quarterly report),2024-08-29,2024-07-28,https://www.sec.gov/Archives/edgar/data/1397187/000139718724000034/lulu-20240728.htm,0001397187-24-000034,LULU/0001397187-24-000034,3.15,3.15
LULU,10-Q (Quarterly report),2024-06-05,2024-04-28,https://www.sec.gov/Archives/edgar/data/1397187/000139718724000024/lulu-20240428.htm,0001397187-24-000024,LULU/0001397187-24-000024,2.55,2.54
LULU,10-Q (Quarterly report),2023-12-07,2023-10-29,https://www.sec.gov/Archives/edgar/data/1397187/000139718723000052/lulu-20231029.htm,0001397187-23-000052,LULU/0001397187-23-000052,1.97,1.96
LULU,10-Q (Quarterly report),2023-08-31,2023-07-30,https://www.sec.gov/Archives/edgar/data/1397187/000139718723000044/lulu-20230730.htm,0001397187-23-000044,LULU/0001397187-23-000044,2.69,2.68
LULU,10-Q (Quarterly report),2023-06-01,2023-04-30,https://www.sec.gov/Archives/edgar/data/1397187/000139718723000027/lulu-20230430.htm,0001397187-23-000027,LULU/0001397187-23-000027,2.28,2.28
LULU,10-Q (Quarterly report),2022-12-08,2022-10-30,https://www.sec.gov/Archives/edgar/data/1397187/000139718722000049/lulu-20221030.htm,0001397187-22-000049,LULU/0001397187-22-000049,2.0,2.0
LULU,10-Q (Quarterly report),2022-09-01,2022-07-31,https://www.sec.gov/Archives/edgar/data/1397187/000139718722000040/lulu-20220731.htm,0001397187-22-000040,LULU/0001397187-22-000040,2.27,2.26
LULU,10-Q (Quarterly report),2022-06-02,2022-05-01,https://www.sec.gov/Archives/edgar/data/1397187/000139718722000031/lulu-20220501.htm,0001397187-22-000031,LULU/0001397187-22-000031,1.48,1.48
LULU,10-Q (Quarterly report),2021-12-09,2021-10-31,https://www.sec.gov/Archives/edgar/data/1397187/000139718721000039/lulu-20211031.htm,0001397187-21-000039,LULU/0001397187-21-000039,1.45,1.44
LULU,10-Q (Quarterly report),2021-09-08,2021-08-01,https://www.sec.gov/Archives/edgar/data/1397187/000139718721000027/lulu-20210801.htm,0001397187-21-000027,LULU/0001397187-21-000027,1.6,1.59
LULU,10-Q (Quarterly report),2021-06-03,2021-05-02,https://www.sec.gov/Archives/edgar/data/1397187/000139718721000018/lulu-20210502.htm,0001397187-21-000018,LULU/0001397187-21-000018,1.11,1.11
LULU,10-Q (Quarterly report),2020-12-10,2020-11-01,https://www.sec.gov/Archives/edgar/data/1397187/000139718720000057/lulu-20201101.htm,0001397187-20-000057,LULU/0001397187-20-000057,1.1,1.1
LULU,10-Q (Quarterly report),2020-09-08,2020-08-02,https://www.sec.gov/Archives/edgar/data/1397187/000139718720000043/lulu-20200802.htm,0001397187-20-000043,LULU/0001397187-20-000043,0.67,0.66
LULU,10-Q (Quarterly report),2020-06-11,2020-05-03,https://www.sec.gov/Archives/edgar/data/1397187/000139718720000032/lulu-20200503x10q.htm,0001397187-20-000032,LULU/0001397187-20-000032,0.22,0.22
LULU,10-Q (Quarterly report),2019-12-11,2019-11-03,https://www.sec.gov/Archives/edgar/data/1397187/000139718719000072/lulu-20191103x10q.htm,0001397187-19-000072,LULU/0001397187-19-000072,0.97,0.96
LULU,10-Q (Quarterly report),2019-09-05,2019-08-04,https://www.sec.gov/Archives/edgar/data/1397187/000139718719000064/lulu-20190804x10q.htm,0001397187-19-000064,LULU/0001397187-19-000064,0.96,0.96
LULU,10-Q (Quarterly report),2019-06-12,2019-05-05,https://www.sec.gov/Archives/edgar/data/1397187/000139718719000044/lulu-20190505x10q.htm,0001397187-19-000044,LULU/0001397187-19-000044,0.74,0.74
LULU,10-Q (Quarterly report),2018-12-06,2018-10-28,https://www.sec.gov/Archives/edgar/data/1397187/000139718718000053/lulu-20181028x10q.htm,0001397187-18-000053,LULU/0001397187-18-000053,0.71,0.71
LULU,10-Q (Quarterly report),2018-08-30,2018-07-29,https://www.sec.gov/Archives/edgar/data/1397187/000139718718000047/lulu-20180729x10q.htm,0001397187-18-000047,LULU/0001397187-18-000047,0.71,0.71
LULU,10-Q (Quarterly report),2018-05-31,2018-04-29,https://www.sec.gov/Archives/edgar/data/1397187/000139718718000030/lulu-20180429x10q.htm,0001397187-18-000030,LULU/0001397187-18-000030,0.55,0.55
LULU,10-Q (Quarterly report),2017-12-06,2017-10-29,https://www.sec.gov/Archives/edgar/data/1397187/000139718717000048/lulu-20171029x10q.htm,0001397187-17-000048,LULU/0001397187-17-000048,0.44,0.43
LULU,10-Q (Quarterly report),2017-08-31,2017-07-30,https://www.sec.gov/Archives/edgar/data/1397187/000139718717000039/lulu-20170730x10q.htm,0001397187-17-000039,LULU/0001397187-17-000039,0.36,0.36
LULU,10-Q (Quarterly report),2017-06-01,2017-04-30,https://www.sec.gov/Archives/edgar/data/1397187/000139718717000027/lulu-20170430x10q.htm,0001397187-17-000027,LULU/0001397187-17-000027,0.23,0.23
LULU,10-Q (Quarterly report),2016-12-07,2016-10-30,https://www.sec.gov/Archives/edgar/data/1397187/000139718716000134/lulu-20161030x10q.htm,0001397187-16-000134,LULU/0001397187-16-000134,0.5,0.5
LULU,10-Q (Quarterly report),2016-09-01,2016-07-31,https://www.sec.gov/Archives/edgar/data/1397187/000139718716000127/lulu-20160731x10q.htm,0001397187-16-000127,LULU/0001397187-16-000127,0.39,0.39
LULU,10-Q (Quarterly report),2016-06-08,2016-05-01,https://www.sec.gov/Archives/edgar/data/1397187/000139718716000108/lulu-20160501x10q.htm,0001397187-16-000108,LULU/0001397187-16-000108,0.33,0.33
LULU,10-Q (Quarterly report),2015-12-09,2015-11-01,https://www.sec.gov/Archives/edgar/data/1397187/000139718715000071/lulu-20151101x10q.htm,0001397187-15-000071,LULU/0001397187-15-000071,0.38,0.38
LULU,10-Q (Quarterly report),2015-09-10,2015-08-02,https://www.sec.gov/Archives/edgar/data/1397187/000139718715000060/lulu-20150802x10q.htm,0001397187-15-000060,LULU/0001397187-15-000060,0.34,0.34
LULU,10-Q (Quarterly report),2015-06-09,2015-05-03,https://www.sec.gov/Archives/edgar/data/1397187/000139718715000045/lulu-20150503x10q.htm,0001397187-15-000045,LULU/0001397187-15-000045,0.34,0.34
LULU,10-Q (Quarterly report),2014-12-11,2014-11-02,https://www.sec.gov/Archives/edgar/data/1397187/000139718714000077/lulu-20141102x10q.htm,0001397187-14-000077,LULU/0001397187-14-000077,0.42,0.42
LULU,10-Q (Quarterly report),2014-09-11,2014-08-03,https://www.sec.gov/Archives/edgar/data/1397187/000139718714000058/lulu-20140803x10q.htm,0001397187-14-000058,LULU/0001397187-14-000058,0.34,0.33
LULU,10-Q (Quarterly report),2014-06-12,2014-05-04,https://www.sec.gov/Archives/edgar/data/1397187/000139718714000039/lulu-20140504x10q.htm,0001397187-14-000039,LULU/0001397187-14-000039,0.13,0.13
LULU,10-Q (Quarterly report),2013-12-12,2013-11-03,https://www.sec.gov/Archives/edgar/data/1397187/000139718713000047/lulu-20131103x10q.htm,0001397187-13-000047,LULU/0001397187-13-000047,0.46,0.45
LULU,10-Q (Quarterly report),2013-09-12,2013-08-04,https://www.sec.gov/Archives/edgar/data/1397187/000139718713000022/lulu-201384x10q.htm,0001397187-13-000022,LULU/0001397187-13-000022,0.39,0.39
LULU,10-Q (Quarterly report),2013-06-10,2013-05-05,https://www.sec.gov/Archives/edgar/data/1397187/000119312513253430/d534167d10q.htm,0001193125-13-253430,LULU/0001193125-13-253430,0.33,0.32
LULU,10-Q (Quarterly report),2012-12-06,2012-10-28,https://www.sec.gov/Archives/edgar/data/1397187/000119312512492935/d423946d10q.htm,0001193125-12-492935,LULU/0001193125-12-492935,0.4,0.39
LULU,10-Q (Quarterly report),2012-09-07,2012-07-29,https://www.sec.gov/Archives/edgar/data/1397187/000119312512383973/d391957d10q.htm,0001193125-12-383973,LULU/0001193125-12-383973,0.4,0.39
LULU,10-Q (Quarterly report),2012-06-07,2012-04-29,https://www.sec.gov/Archives/edgar/data/1397187/000119312512262708/d336449d10q.htm,0001193125-12-262708,LULU/0001193125-12-262708,0.32,0.32
MS,10-Q (Quarterly report),2024-11-04,2024-09-30,https://www.sec.gov/Archives/edgar/data/895421/000089542124000491/ms-20240930.htm,0000895421-24-000491,MS/0000895421-24-000491,1.91,1.88
MS,10-Q (Quarterly report),2024-08-05,2024-06-30,https://www.sec.gov/Archives/edgar/data/895421/000089542124000403/ms-20240630.htm,0000895421-24-000403,MS/0000895421-24-000403,1.85,1.82
MS,10-Q (Quarterly report),2024-05-03,2024-03-31,https://www.sec.gov/Archives/edgar/data/895421/000089542124000322/ms-20240331.htm,0000895421-24-000322,MS/0000895421-24-000322,2.04,2.02
MS,10-Q (Quarterly report),2023-11-03,2023-09-30,https://www.sec.gov/Archives/edgar/data/895421/000089542123000441/ms-20230930.htm,0000895421-23-000441,MS/0000895421-23-000441,1.39,1.38
MS,10-Q (Quarterly report),2023-08-03,2023-06-30,https://www.sec.gov/Archives/edgar/data/895421/000089542123000374/ms-20230630.htm,0000895421-23-000374,MS/0000895421-23-000374,1.25,1.24
MS,10-Q (Quarterly report),2023-05-02,2023-03-31,https://www.sec.gov/Archives/edgar/data/895421/000089542123000315/ms-20230331.htm,0000895421-23-000315,MS/0000895421-23-000315,1.72,1.7
MS,10-Q (Quarterly report),2022-11-03,2022-09-30,https://www.sec.gov/Archives/edgar/data/895421/000089542122000587/ms-20220930.htm,0000895421-22-000587,MS/0000895421-22-000587,1.49,1.47
MS,10-Q (Quarterly report),2022-08-05,2022-06-30,https://www.sec.gov/Archives/edgar/data/895421/000089542122000515/ms-20220630.htm,0000895421-22-000515,MS/0000895421-22-000515,1.4,1.39
MS,10-Q (Quarterly report),2022-05-04,2022-03-31,https://www.sec.gov/Archives/edgar/data/895421/000089542122000442/ms-20220331.htm,0000895421-22-000442,MS/0000895421-22-000442,2.04,2.02
MS,10-Q (Quarterly report),2021-11-03,2021-09-30,https://www.sec.gov/Archives/edgar/data/895421/000089542121000532/ms-20210930.htm,0000895421-21-000532,MS/0000895421-21-000532,2.01,1.98
MS,10-Q (Quarterly report),2021-08-02,2021-06-30,https://www.sec.gov/Archives/edgar/data/895421/000089542121000425/ms-20210630.htm,0000895421-21-000425,MS/0000895421-21-000425,1.88,1.85
MS,10-Q (Quarterly report),2021-05-03,2021-03-31,https://www.sec.gov/Archives/edgar/data/895421/000089542121000334/ms-20210331.htm,0000895421-21-000334,MS/0000895421-21-000334,2.22,2.19
MS,10-Q (Quarterly report),2020-11-03,2020-09-30,https://www.sec.gov/Archives/edgar/data/895421/000089542120000527/msq3202010q.htm,0000895421-20-000527,MS/0000895421-20-000527,1.68,1.66
MS,10-Q (Quarterly report),2020-08-04,2020-06-30,https://www.sec.gov/Archives/edgar/data/895421/000089542120000429/msq2202010q.htm,0000895421-20-000429,MS/0000895421-20-000429,1.98,1.96
MS,10-Q (Quarterly report),2020-05-05,2020-03-31,https://www.sec.gov/Archives/edgar/data/895421/000089542120000323/msq1202010q.htm,0000895421-20-000323,MS/0000895421-20-000323,1.02,1.01
MS,10-Q (Quarterly report),2019-11-05,2019-09-30,https://www.sec.gov/Archives/edgar/data/895421/000162828019013331/msq30930201910-q.htm,0001628280-19-013331,MS/0001628280-19-013331,1.28,1.27
MS,10-Q (Quarterly report),2019-08-05,2019-06-30,https://www.sec.gov/Archives/edgar/data/895421/000162828019009973/msq20630201910-q.htm,0001628280-19-009973,MS/0001628280-19-009973,1.24,1.23
MS,10-Q (Quarterly report),2019-05-03,2019-03-31,https://www.sec.gov/Archives/edgar/data/895421/000119312519136929/d673523d10q.htm,0001193125-19-136929,MS/0001193125-19-136929,1.41,1.39
MS,10-Q (Quarterly report),2018-11-05,2018-09-30,https://www.sec.gov/Archives/edgar/data/895421/000119312518318377/d645593d10q.htm,0001193125-18-318377,MS/0001193125-18-318377,,
MS,10-Q (Quarterly report),2018-08-03,2018-06-30,https://www.sec.gov/Archives/edgar/data/895421/000119312518238269/d576100d10q.htm,0001193125-18-238269,MS/0001193125-18-238269,0.43,0.42
MS,10-Q (Quarterly report),2018-05-04,2018-03-31,https://www.sec.gov/Archives/edgar/data/895421/000119312518152899/d556270d10q.htm,0001193125-18-152899,MS/0001193125-18-152899,0.43,0.42
MS,10-Q (Quarterly report),2017-11-03,2017-09-30,https://www.sec.gov/Archives/edgar/data/895421/000119312517331902/d437627d10q.htm,0001193125-17-331902,MS/0001193125-17-331902,0.55,0.53
MS,10-Q (Quarterly report),2017-08-03,2017-06-30,https://www.sec.gov/Archives/edgar/data/895421/000119312517247402/d421308d10q.htm,0001193125-17-247402,MS/0001193125-17-247402,0.63,0.61
MS,10-Q (Quarterly report),2017-05-04,2017-03-31,https://www.sec.gov/Archives/edgar/data/895421/000119312517158668/d372076d10q.htm,0001193125-17-158668,MS/0001193125-17-158668,1.21,1.18
MS,10-Q (Quarterly report),2016-11-02,2016-09-30,https://www.sec.gov/Archives/edgar/data/895421/000119312516757027/d272293d10q.htm,0001193125-16-757027,MS/0001193125-16-757027,0.45,0.43
MS,10-Q (Quarterly report),2016-08-03,2016-06-30,https://www.sec.gov/Archives/edgar/data/895421/000119312516670066/d212576d10q.htm,0001193125-16-670066,MS/0001193125-16-670066,0.53,0.52
MS,10-Q (Quarterly report),2016-05-04,2016-03-31,https://www.sec.gov/Archives/edgar/data/895421/000119312516577875/d137631d10q.htm,0001193125-16-577875,MS/0001193125-16-577875,0.45,0.43
MS,10-Q (Quarterly report),2015-11-03,2015-09-30,https://www.sec.gov/Archives/edgar/data/895421/000119312515364313/d97616d10q.htm,0001193125-15-364313,MS/0001193125-15-364313,0.43,0.42
MS,10-Q (Quarterly report),2015-08-04,2015-06-30,https://www.sec.gov/Archives/edgar/data/895421/000119312515276529/d52951d10q.htm,0001193125-15-276529,MS/0001193125-15-276529,0.45,0.43
MS,10-Q (Quarterly report),2015-05-04,2015-03-31,https://www.sec.gov/Archives/edgar/data/895421/000119312515169056/d915441d10q.htm,0001193125-15-169056,MS/0001193125-15-169056,,
MS,10-Q (Quarterly report),2014-11-04,2014-09-30,https://www.sec.gov/Archives/edgar/data/895421/000119312514396227/d812414d10q.htm,0001193125-14-396227,MS/0001193125-14-396227,,
MS,10-Q (Quarterly report),2014-08-05,2014-06-30,https://www.sec.gov/Archives/edgar/data/895421/000119312514295874/d763478d10q.htm,0001193125-14-295874,MS/0001193125-14-295874,,
MS,10-Q (Quarterly report),2014-05-06,2014-03-31,https://www.sec.gov/Archives/edgar/data/895421/000119312514184868/d710773d10q.htm,0001193125-14-184868,MS/0001193125-14-184868,,
MS,10-Q (Quarterly report),2013-11-04,2013-09-30,https://www.sec.gov/Archives/edgar/data/895421/000119312513425422/d619078d10q.htm,0001193125-13-425422,MS/0001193125-13-425422,,
MS,10-Q (Quarterly report),2013-08-02,2013-06-30,https://www.sec.gov/Archives/edgar/data/895421/000119312513317186/d542053d10q.htm,0001193125-13-317186,MS/0001193125-13-317186,,
MS,10-Q (Quarterly report),2013-05-07,2013-03-31,https://www.sec.gov/Archives/edgar/data/895421/000119312513204446/d521750d10q.htm,0001193125-13-204446,MS/0001193125-13-204446,,
MS,10-Q (Quarterly report),2012-11-06,2012-09-30,https://www.sec.gov/Archives/edgar/data/895421/000119312512454838/d432415d10q.htm,0001193125-12-454838,MS/0001193125-12-454838,,
MS,10-Q (Quarterly report),2012-08-06,2012-06-30,https://www.sec.gov/Archives/edgar/data/895421/000119312512337734/d387870d10q.htm,0001193125-12-337734,MS/0001193125-12-337734,,
MS,10-Q (Quarterly report),2012-05-07,2012-03-31,https://www.sec.gov/Archives/edgar/data/895421/000119312512215012/d343889d10q.htm,0001193125-12-215012,MS/0001193125-12-215012,,
SCHW,10-Q (Quarterly report),2024-11-08,2024-09-30,https://www.sec.gov/Archives/edgar/data/316709/000031670924000069/schw-20240930.htm,0000316709-24-000069,SCHW/0000316709-24-000069,0.71,0.71
SCHW,10-Q (Quarterly report),2024-08-08,2024-06-30,https://www.sec.gov/Archives/edgar/data/316709/000031670924000060/schw-20240630.htm,0000316709-24-000060,SCHW/0000316709-24-000060,0.66,0.66
SCHW,10-Q (Quarterly report),2024-05-09,2024-03-31,https://www.sec.gov/Archives/edgar/data/316709/000031670924000044/schw-20240331.htm,0000316709-24-000044,SCHW/0000316709-24-000044,0.69,0.68
SCHW,10-Q (Quarterly report),2023-11-08,2023-09-30,https://www.sec.gov/Archives/edgar/data/316709/000031670923000062/schw-20230930.htm,0000316709-23-000062,SCHW/0000316709-23-000062,0.56,0.56
SCHW,10-Q (Quarterly report),2023-08-08,2023-06-30,https://www.sec.gov/Archives/edgar/data/316709/000031670923000037/schw-20230630.htm,0000316709-23-000037,SCHW/0000316709-23-000037,0.64,0.64
SCHW,10-Q (Quarterly report),2023-05-08,2023-03-31,https://www.sec.gov/Archives/edgar/data/316709/000031670923000026/schw-20230331.htm,0000316709-23-000026,SCHW/0000316709-23-000026,0.84,0.83
SCHW,10-Q (Quarterly report),2022-11-08,2022-09-30,https://www.sec.gov/Archives/edgar/data/316709/000031670922000045/schw-20220930.htm,0000316709-22-000045,SCHW/0000316709-22-000045,1.0,0.99
SCHW,10-Q (Quarterly report),2022-08-08,2022-06-30,https://www.sec.gov/Archives/edgar/data/316709/000031670922000028/schw-20220630.htm,0000316709-22-000028,SCHW/0000316709-22-000028,0.87,0.87
SCHW,10-Q (Quarterly report),2022-05-09,2022-03-31,https://www.sec.gov/Archives/edgar/data/316709/000031670922000018/schw-20220331.htm,0000316709-22-000018,SCHW/0000316709-22-000018,0.67,0.67
SCHW,10-Q (Quarterly report),2021-11-08,2021-09-30,https://www.sec.gov/Archives/edgar/data/316709/000031670921000081/schw-20210930.htm,0000316709-21-000081,SCHW/0000316709-21-000081,0.74,0.74
