Ticker,Form Type,Filed Date,Reporting Date,URL,Accession Number,Query,annual_raw_eps,annual_diluted_eps
CTSH,10-K (Annual report),2015-02-27,2014-12-31,https://www.sec.gov/Archives/edgar/data/1058290/000105829015000006/ctsh20141231-10k.htm,0001058290-15-000006,CTSH/0001058290-15-000006,,
CTSH,10-K (Annual report),2014-02-25,2013-12-31,https://www.sec.gov/Archives/edgar/data/1058290/000119312514067531/d675333d10k.htm,0001193125-14-067531,CTSH/0001193125-14-067531,,
CTSH,10-K (Annual report),2013-02-26,2012-12-31,https://www.sec.gov/Archives/edgar/data/1058290/000119312513077271/d450416d10k.htm,0001193125-13-077271,CTSH/0001193125-13-077271,,
CTSH,10-K (Annual report),2012-02-27,2011-12-31,https://www.sec.gov/Archives/edgar/data/1058290/000119312512081638/d255156d10k.htm,0001193125-12-081638,CTSH/0001193125-12-081638,,
ULTA,10-K (Annual report),2024-03-26,2024-02-03,https://www.sec.gov/Archives/edgar/data/1403568/000155837024003941/ulta-20240203x10k.htm,0001558370-24-003941,ULTA/0001558370-24-003941,,
ULTA,10-K (Annual report),2023-03-24,2023-01-28,https://www.sec.gov/Archives/edgar/data/1403568/000155837023004581/ulta-20230128x10k.htm,0001558370-23-004581,ULTA/0001558370-23-004581,,
ULTA,10-K (Annual report),2022-03-25,2022-01-29,https://www.sec.gov/Archives/edgar/data/1403568/000155837022004330/ulta-20220129x10k.htm,0001558370-22-004330,ULTA/0001558370-22-004330,,
ULTA,10-K (Annual report),2021-03-26,2021-01-30,https://www.sec.gov/Archives/edgar/data/1403568/000155837021003523/ulta-20210130x10k.htm,0001558370-21-003523,ULTA/0001558370-21-003523,,
ULTA,10-K (Annual report),2020-03-27,2020-02-01,https://www.sec.gov/Archives/edgar/data/1403568/000155837020003272/ulta-20200201x10k11b4b7.htm,0001558370-20-003272,ULTA/0001558370-20-003272,,
ULTA,10-K (Annual report),2019-04-02,2019-02-02,https://www.sec.gov/Archives/edgar/data/1403568/000155837019002739/ulta-20190202x10k.htm,0001558370-19-002739,ULTA/0001558370-19-002739,,
ULTA,10-K (Annual report),2018-04-03,2018-02-03,https://www.sec.gov/Archives/edgar/data/1403568/000155837018002733/ulta-20180203x10k.htm,0001558370-18-002733,ULTA/0001558370-18-002733,,
ULTA,10-K (Annual report),2017-03-28,2017-01-28,https://www.sec.gov/Archives/edgar/data/1403568/000119312517099261/d329810d10k.htm,0001193125-17-099261,ULTA/0001193125-17-099261,,
ULTA,10-K (Annual report),2016-03-30,2016-01-30,https://www.sec.gov/Archives/edgar/data/1403568/000119312516523101/d101485d10k.htm,0001193125-16-523101,ULTA/0001193125-16-523101,,
ULTA,10-K (Annual report),2015-04-01,2015-01-31,https://www.sec.gov/Archives/edgar/data/1403568/000119312515115602/d842591d10k.htm,0001193125-15-115602,ULTA/0001193125-15-115602,,
ULTA,10-K (Annual report),2014-04-02,2014-02-01,https://www.sec.gov/Archives/edgar/data/1403568/000119312514127781/d661459d10k.htm,0001193125-14-127781,ULTA/0001193125-14-127781,,
ULTA,10-K (Annual report),2013-04-03,2013-02-02,https://www.sec.gov/Archives/edgar/data/1403568/000119312513140116/d466694d10k.htm,0001193125-13-140116,ULTA/0001193125-13-140116,,
ULTA,10-K (Annual report),2012-03-28,2012-01-28,https://www.sec.gov/Archives/edgar/data/1403568/000119312512136579/d265737d10k.htm,0001193125-12-136579,ULTA/0001193125-12-136579,,
AIG,10-K (Annual report),2024-02-14,2023-12-31,https://www.sec.gov/Archives/edgar/data/5272/000000527224000023/aig-20231231.htm,0000005272-24-000023,AIG/0000005272-24-000023,,
AIG,10-K (Annual report),2023-02-17,2022-12-31,https://www.sec.gov/Archives/edgar/data/5272/000000527223000007/aig-20221231.htm,0000005272-23-000007,AIG/0000005272-23-000007,,
AIG,10-K (Annual report),2022-02-17,2021-12-31,https://www.sec.gov/Archives/edgar/data/5272/000110465922024701/aig-20211231.htm,0001104659-22-024701,AIG/0001104659-22-024701,,
AIG,10-K (Annual report),2021-02-19,2020-12-31,https://www.sec.gov/Archives/edgar/data/5272/000110465921025742/aig-20201231.htm,0001104659-21-025742,AIG/0001104659-21-025742,,
AIG,10-K (Annual report),2020-02-21,2019-12-31,https://www.sec.gov/Archives/edgar/data/5272/000110465920023889/aig-20191231.htm,0001104659-20-023889,AIG/0001104659-20-023889,,
AIG,10-K (Annual report),2019-02-15,2018-12-31,https://www.sec.gov/Archives/edgar/data/5272/000000527219000023/maindocument001.htm,0000005272-19-000023,AIG/0000005272-19-000023,,
AIG,10-K (Annual report),2018-02-16,2017-12-31,https://www.sec.gov/Archives/edgar/data/5272/000000527218000022/maindocument001.htm,0000005272-18-000022,AIG/0000005272-18-000022,,
AIG,10-K (Annual report),2017-02-23,2016-12-31,https://www.sec.gov/Archives/edgar/data/5272/000000527217000017/maindocument001.htm,0000005272-17-000017,AIG/0000005272-17-000017,,
AIG,10-K (Annual report),2016-02-19,2015-12-31,https://www.sec.gov/Archives/edgar/data/5272/000000527216000035/maindocument001.htm,0000005272-16-000035,AIG/0000005272-16-000035,,
AIG,10-K (Annual report),2015-02-20,2014-12-31,https://www.sec.gov/Archives/edgar/data/5272/000000527215000002/maindocument001.htm,0000005272-15-000002,AIG/0000005272-15-000002,,
AIG,10-K (Annual report),2014-02-20,2013-12-31,https://www.sec.gov/Archives/edgar/data/5272/000104746914001096/a2218248z10-k.htm,0001047469-14-001096,AIG/0001047469-14-001096,,
AIG,10-K (Annual report),2013-02-21,2012-12-31,https://www.sec.gov/Archives/edgar/data/5272/000104746913001390/a2212976z10-k.htm,0001047469-13-001390,AIG/0001047469-13-001390,,
AIG,10-K (Annual report),2012-02-23,2011-12-31,https://www.sec.gov/Archives/edgar/data/5272/000104746912001369/a2207458z10-k.htm,0001047469-12-001369,AIG/0001047469-12-001369,,
GRMN,10-K (Annual report),2024-02-21,2023-12-30,https://www.sec.gov/Archives/edgar/data/1121788/000095017024017559/grmn-20231230.htm,0000950170-24-017559,GRMN/0000950170-24-017559,,
GRMN,10-K (Annual report),2023-02-22,2022-12-31,https://www.sec.gov/Archives/edgar/data/1121788/000095017023003566/grmn-20221231.htm,0000950170-23-003566,GRMN/0000950170-23-003566,,
GRMN,10-K (Annual report),2022-02-16,2021-12-25,https://www.sec.gov/Archives/edgar/data/1121788/000095017022001303/grmn-20211225.htm,0000950170-22-001303,GRMN/0000950170-22-001303,,
GRMN,10-K (Annual report),2021-02-17,2020-12-26,https://www.sec.gov/Archives/edgar/data/1121788/000156459021006192/grmn-10k_20201226.htm,0001564590-21-006192,GRMN/0001564590-21-006192,,
GRMN,10-K (Annual report),2020-02-19,2019-12-28,https://www.sec.gov/Archives/edgar/data/1121788/000156459020005133/grmn-10k_20191228.htm,0001564590-20-005133,GRMN/0001564590-20-005133,,
GRMN,10-K (Annual report),2019-02-20,2018-12-29,https://www.sec.gov/Archives/edgar/data/1121788/000161577419002739/s116041_10k.htm,0001615774-19-002739,GRMN/0001615774-19-002739,,
GRMN,10-K (Annual report),2018-02-21,2017-12-30,https://www.sec.gov/Archives/edgar/data/1121788/000161577418001344/s109029_10k.htm,0001615774-18-001344,GRMN/0001615774-18-001344,,
GRMN,10-K (Annual report),2017-02-22,2016-12-31,https://www.sec.gov/Archives/edgar/data/1121788/000161577417000765/s105240_10k.htm,0001615774-17-000765,GRMN/0001615774-17-000765,,
GRMN,10-K (Annual report),2016-02-17,2015-12-26,https://www.sec.gov/Archives/edgar/data/1121788/000161577416004243/s102606_10k.htm,0001615774-16-004243,GRMN/0001615774-16-004243,,
GRMN,10-K (Annual report),2015-02-18,2014-12-27,https://www.sec.gov/Archives/edgar/data/1121788/000114420415010586/v400231_10k.htm,0001144204-15-010586,GRMN/0001144204-15-010586,,
GRMN,10-K (Annual report),2014-02-19,2013-12-28,https://www.sec.gov/Archives/edgar/data/1121788/000114420414010483/v367065_10k.htm,0001144204-14-010483,GRMN/0001144204-14-010483,,
GRMN,10-K (Annual report),2013-02-27,2012-12-29,https://www.sec.gov/Archives/edgar/data/1121788/000114420413011527/v332085_10k.htm,0001144204-13-011527,GRMN/0001144204-13-011527,,
GRMN,10-K (Annual report),2012-02-29,2011-12-31,https://www.sec.gov/Archives/edgar/data/1121788/000114420412012007/v303209_10k.htm,0001144204-12-012007,GRMN/0001144204-12-012007,,
EG,10-K (Annual report),2024-02-28,2023-12-31,https://www.sec.gov/Archives/edgar/data/1095073/000109507324000009/eg-20231231.htm,0001095073-24-000009,EG/0001095073-24-000009,,
EG,10-K (Annual report),2023-02-24,2022-12-31,https://www.sec.gov/Archives/edgar/data/1095073/000109507323000007/re-20221231.htm,0001095073-23-000007,EG/0001095073-23-000007,,
EG,10-K (Annual report),2022-02-28,2021-12-31,https://www.sec.gov/Archives/edgar/data/1095073/000109507322000005/re-20211231.htm,0001095073-22-000005,EG/0001095073-22-000005,,
EG,10-K (Annual report),2021-03-01,2020-12-31,https://www.sec.gov/Archives/edgar/data/1095073/000109507321000006/re-20201231.htm,0001095073-21-000006,EG/0001095073-21-000006,,
EG,10-K (Annual report),2020-03-02,2019-12-31,https://www.sec.gov/Archives/edgar/data/1095073/000109507320000006/re-20191231.htm,0001095073-20-000006,EG/0001095073-20-000006,,
EG,10-K (Annual report),2019-03-01,2018-12-31,https://www.sec.gov/Archives/edgar/data/1095073/000109507319000011/group10k2018.htm,0001095073-19-000011,EG/0001095073-19-000011,,
EG,10-K (Annual report),2018-03-01,2017-12-31,https://www.sec.gov/Archives/edgar/data/1095073/000109507318000008/group10k2017.htm,0001095073-18-000008,EG/0001095073-18-000008,,
EG,10-K (Annual report),2017-03-01,2016-12-31,https://www.sec.gov/Archives/edgar/data/1095073/000109507317000011/group10k2016.htm,0001095073-17-000011,EG/0001095073-17-000011,,
EG,10-K (Annual report),2016-02-29,2015-12-31,https://www.sec.gov/Archives/edgar/data/1095073/000109507316000071/group10k2015.htm,0001095073-16-000071,EG/0001095073-16-000071,,
EG,10-K (Annual report),2015-03-02,2014-12-31,https://www.sec.gov/Archives/edgar/data/1095073/000109507315000007/group10k2014.htm,0001095073-15-000007,EG/0001095073-15-000007,,
EG,10-K (Annual report),2014-03-03,2013-12-31,https://www.sec.gov/Archives/edgar/data/1095073/000109507314000008/group10k2013.htm,0001095073-14-000008,EG/0001095073-14-000008,,
EG,10-K (Annual report),2013-03-01,2012-12-31,https://www.sec.gov/Archives/edgar/data/1095073/000109507313000015/group10k2012.htm,0001095073-13-000015,EG/0001095073-13-000015,,
EG,10-K (Annual report),2012-02-29,2011-12-31,https://www.sec.gov/Archives/edgar/data/1095073/000109507312000013/group10k.htm,0001095073-12-000013,EG/0001095073-12-000013,,
CSCO,10-K (Annual report),2024-09-05,2024-07-27,https://www.sec.gov/Archives/edgar/data/858877/000085887724000017/csco-20240727.htm,0000858877-24-000017,CSCO/0000858877-24-000017,,
CSCO,10-K (Annual report),2023-09-07,2023-07-29,https://www.sec.gov/Archives/edgar/data/858877/000085887723000023/csco-20230729.htm,0000858877-23-000023,CSCO/0000858877-23-000023,,
CSCO,10-K (Annual report),2022-09-08,2022-07-30,https://www.sec.gov/Archives/edgar/data/858877/000085887722000013/csco-20220730.htm,0000858877-22-000013,CSCO/0000858877-22-000013,,
CSCO,10-K (Annual report),2021-09-09,2021-07-31,https://www.sec.gov/Archives/edgar/data/858877/000085887721000013/csco-20210731.htm,0000858877-21-000013,CSCO/0000858877-21-000013,,
CSCO,10-K (Annual report),2020-09-03,2020-07-25,https://www.sec.gov/Archives/edgar/data/858877/000085887720000010/csco-2020725x10k.htm,0000858877-20-000010,CSCO/0000858877-20-000010,,
CSCO,10-K (Annual report),2019-09-05,2019-07-27,https://www.sec.gov/Archives/edgar/data/858877/000085887719000012/csco-2019727x10k.htm,0000858877-19-000012,CSCO/0000858877-19-000012,,
CSCO,10-K (Annual report),2018-09-06,2018-07-28,https://www.sec.gov/Archives/edgar/data/858877/000085887718000011/csco-2018728x10k.htm,0000858877-18-000011,CSCO/0000858877-18-000011,,
CSCO,10-K (Annual report),2017-09-07,2017-07-29,https://www.sec.gov/Archives/edgar/data/858877/000085887717000016/csco-2017729x10k.htm,0000858877-17-000016,CSCO/0000858877-17-000016,,
CSCO,10-K (Annual report),2016-09-08,2016-07-30,https://www.sec.gov/Archives/edgar/data/858877/000085887716000117/csco-2016730x10k.htm,0000858877-16-000117,CSCO/0000858877-16-000117,,
CSCO,10-K (Annual report),2015-09-08,2015-07-25,https://www.sec.gov/Archives/edgar/data/858877/000085887715000070/csco-2015725x10k.htm,0000858877-15-000070,CSCO/0000858877-15-000070,,
CSCO,10-K (Annual report),2014-09-09,2014-07-26,https://www.sec.gov/Archives/edgar/data/858877/000085887714000029/csco-2014726x10k.htm,0000858877-14-000029,CSCO/0000858877-14-000029,,
CSCO,10-K (Annual report),2013-09-10,2013-07-27,https://www.sec.gov/Archives/edgar/data/858877/000085887713000049/csco-2013727x10k.htm,0000858877-13-000049,CSCO/0000858877-13-000049,,
CSCO,10-K (Annual report),2012-09-12,2012-07-28,https://www.sec.gov/Archives/edgar/data/858877/000119312512388590/d365054d10k.htm,0001193125-12-388590,CSCO/0001193125-12-388590,,
CBOE,10-K (Annual report),2024-02-16,2023-12-31,https://www.sec.gov/Archives/edgar/data/1374310/000155837024001277/cboe-20231231x10k.htm,0001558370-24-001277,CBOE/0001558370-24-001277,,
CBOE,10-K (Annual report),2023-02-17,2022-12-31,https://www.sec.gov/Archives/edgar/data/1374310/000155837023001489/cboe-20221231x10k.htm,0001558370-23-001489,CBOE/0001558370-23-001489,,
CBOE,10-K (Annual report),2022-02-18,2021-12-31,https://www.sec.gov/Archives/edgar/data/1374310/000155837022001386/cboe-20211231x10k.htm,0001558370-22-001386,CBOE/0001558370-22-001386,,
CBOE,10-K (Annual report),2021-02-19,2020-12-31,https://www.sec.gov/Archives/edgar/data/1374310/000155837021001286/cboe-20201231x10k.htm,0001558370-21-001286,CBOE/0001558370-21-001286,,
CBOE,10-K (Annual report),2020-02-21,2019-12-31,https://www.sec.gov/Archives/edgar/data/1374310/000155837020001127/cboe-20191231x10k3d7487.htm,0001558370-20-001127,CBOE/0001558370-20-001127,,
CBOE,10-K (Annual report),2019-02-22,2018-12-31,https://www.sec.gov/Archives/edgar/data/1374310/000155837019000884/cboe-20181231x10k.htm,0001558370-19-000884,CBOE/0001558370-19-000884,,
CBOE,10-K (Annual report),2018-02-22,2017-12-31,https://www.sec.gov/Archives/edgar/data/1374310/000155837018000953/cboe-20171231x10k.htm,0001558370-18-000953,CBOE/0001558370-18-000953,,
CBOE,10-K (Annual report),2017-02-21,2016-12-31,https://www.sec.gov/Archives/edgar/data/1374310/000137431017000006/cboe-1231201610k.htm,0001374310-17-000006,CBOE/0001374310-17-000006,,
CBOE,10-K (Annual report),2016-02-19,2015-12-31,https://www.sec.gov/Archives/edgar/data/1374310/000137431016000038/cboe-1231201510k.htm,0001374310-16-000038,CBOE/0001374310-16-000038,,
CBOE,10-K (Annual report),2015-02-20,2014-12-31,https://www.sec.gov/Archives/edgar/data/1374310/000137431015000005/cboe-1231201410k.htm,0001374310-15-000005,CBOE/0001374310-15-000005,,
CBOE,10-K (Annual report),2014-02-21,2013-12-31,https://www.sec.gov/Archives/edgar/data/1374310/000137431014000008/cboe-1231201310k.htm,0001374310-14-000008,CBOE/0001374310-14-000008,,
CBOE,10-K (Annual report),2013-02-28,2012-12-31,https://www.sec.gov/Archives/edgar/data/1374310/000137431013000008/cboe-12312012x10k.htm,0001374310-13-000008,CBOE/0001374310-13-000008,,
CBOE,10-K (Annual report),2012-02-28,2011-12-31,https://www.sec.gov/Archives/edgar/data/1374310/000144530512000485/cboe-12312011x10k.htm,0001445305-12-000485,CBOE/0001445305-12-000485,,
FI,10-K (Annual report),2024-02-22,2023-12-31,https://www.sec.gov/Archives/edgar/data/798354/000079835424000037/fi-20231231.htm,0000798354-24-000037,FI/0000798354-24-000037,,
FI,10-K (Annual report),2023-02-23,2022-12-31,https://www.sec.gov/Archives/edgar/data/798354/000079835423000004/fisv-20221231.htm,0000798354-23-000004,FI/0000798354-23-000004,,
FI,10-K (Annual report),2022-02-24,2021-12-31,https://www.sec.gov/Archives/edgar/data/798354/000079835422000004/fisv-20211231.htm,0000798354-22-000004,FI/0000798354-22-000004,,
FI,10-K (Annual report),2021-02-26,2020-12-31,https://www.sec.gov/Archives/edgar/data/798354/000079835421000004/fisv-20201231.htm,0000798354-21-000004,FI/0000798354-21-000004,,
FI,10-K (Annual report),2020-02-27,2019-12-31,https://www.sec.gov/Archives/edgar/data/798354/000079835420000006/fisv1231201910-k.htm,0000798354-20-000006,FI/0000798354-20-000006,,
FI,10-K (Annual report),2019-02-21,2018-12-31,https://www.sec.gov/Archives/edgar/data/798354/000079835419000005/fisv1231201810-k.htm,0000798354-19-000005,FI/0000798354-19-000005,,
FI,10-K (Annual report),2018-02-22,2017-12-31,https://www.sec.gov/Archives/edgar/data/798354/000079835418000005/fisv1231201710-k.htm,0000798354-18-000005,FI/0000798354-18-000005,,
FI,10-K (Annual report),2017-02-23,2016-12-31,https://www.sec.gov/Archives/edgar/data/798354/000079835417000006/fisv1231201610-k.htm,0000798354-17-000006,FI/0000798354-17-000006,,
FI,10-K (Annual report),2016-02-19,2015-12-31,https://www.sec.gov/Archives/edgar/data/798354/000162828016011435/fisv-12312015x10k.htm,0001628280-16-011435,FI/0001628280-16-011435,,
FI,10-K (Annual report),2015-02-20,2014-12-31,https://www.sec.gov/Archives/edgar/data/798354/000119312515056319/d825180d10k.htm,0001193125-15-056319,FI/0001193125-15-056319,,
FI,10-K (Annual report),2014-02-20,2013-12-31,https://www.sec.gov/Archives/edgar/data/798354/000119312514060861/d639873d10k.htm,0001193125-14-060861,FI/0001193125-14-060861,,
FI,10-K (Annual report),2013-02-22,2012-12-31,https://www.sec.gov/Archives/edgar/data/798354/000119312513071589/d453032d10k.htm,0001193125-13-071589,FI/0001193125-13-071589,,
FI,10-K (Annual report),2012-02-24,2011-12-31,https://www.sec.gov/Archives/edgar/data/798354/000119312512077375/d271809d10k.htm,0001193125-12-077375,FI/0001193125-12-077375,,
ALL,10-K (Annual report),2024-02-21,2023-12-31,https://www.sec.gov/Archives/edgar/data/899051/000089905124000013/all-20231231.htm,0000899051-24-000013,ALL/0000899051-24-000013,,
ALL,10-K (Annual report),2023-02-16,2022-12-31,https://www.sec.gov/Archives/edgar/data/899051/000089905123000020/all-20221231.htm,0000899051-23-000020,ALL/0000899051-23-000020,,
ALL,10-K (Annual report),2022-02-18,2021-12-31,https://www.sec.gov/Archives/edgar/data/899051/000089905122000015/all-20211231.htm,0000899051-22-000015,ALL/0000899051-22-000015,,
ALL,10-K (Annual report),2021-02-22,2020-12-31,https://www.sec.gov/Archives/edgar/data/899051/000089905121000011/all-20201231.htm,0000899051-21-000011,ALL/0000899051-21-000011,,
ALL,10-K (Annual report),2020-02-21,2019-12-31,https://www.sec.gov/Archives/edgar/data/899051/000089905120000013/allcorp-12311910xk.htm,0000899051-20-000013,ALL/0000899051-20-000013,,
ALL,10-K (Annual report),2019-02-15,2018-12-31,https://www.sec.gov/Archives/edgar/data/899051/000089905119000007/allcorp-12311810xk.htm,0000899051-19-000007,ALL/0000899051-19-000007,,
ALL,10-K (Annual report),2018-02-26,2017-12-31,https://www.sec.gov/Archives/edgar/data/899051/000089905118000007/allcorp-12311710xk.htm,0000899051-18-000007,ALL/0000899051-18-000007,,
ALL,10-K (Annual report),2017-02-17,2016-12-31,https://www.sec.gov/Archives/edgar/data/899051/000089905117000005/allcorp-12311610xk.htm,0000899051-17-000005,ALL/0000899051-17-000005,,
ALL,10-K (Annual report),2016-02-19,2015-12-31,https://www.sec.gov/Archives/edgar/data/899051/000089905116000040/allcorp-12311510xk.htm,0000899051-16-000040,ALL/0000899051-16-000040,,
ALL,10-K (Annual report),2015-02-19,2014-12-31,https://www.sec.gov/Archives/edgar/data/899051/000104746915000935/a2223004z10-k.htm,0001047469-15-000935,ALL/0001047469-15-000935,,
ALL,10-K (Annual report),2014-02-20,2013-12-31,https://www.sec.gov/Archives/edgar/data/899051/000104746914001083/a2218256z10-k.htm,0001047469-14-001083,ALL/0001047469-14-001083,,
ALL,10-K (Annual report),2013-02-20,2012-12-31,https://www.sec.gov/Archives/edgar/data/899051/000104746913001288/a2212802z10-k.htm,0001047469-13-001288,ALL/0001047469-13-001288,,
ALL,10-K (Annual report),2012-02-22,2011-12-31,https://www.sec.gov/Archives/edgar/data/899051/000104746912001250/a2207294z10-k.htm,0001047469-12-001250,ALL/0001047469-12-001250,,
WRB,10-K (Annual report),2024-02-23,2023-12-31,https://www.sec.gov/Archives/edgar/data/11544/000001154424000005/wrb-20231231.htm,0000011544-24-000005,WRB/0000011544-24-000005,,
WRB,10-K (Annual report),2023-02-24,2022-12-31,https://www.sec.gov/Archives/edgar/data/11544/000001154423000004/wrb-20221231.htm,0000011544-23-000004,WRB/0000011544-23-000004,,
WRB,10-K (Annual report),2022-02-24,2021-12-31,https://www.sec.gov/Archives/edgar/data/11544/000001154422000007/wrb-20211231.htm,0000011544-22-000007,WRB/0000011544-22-000007,,
WRB,10-K (Annual report),2021-02-18,2020-12-31,https://www.sec.gov/Archives/edgar/data/11544/000001154421000013/wrb-20201231.htm,0000011544-21-000013,WRB/0000011544-21-000013,,
WRB,10-K (Annual report),2020-02-20,2019-12-31,https://www.sec.gov/Archives/edgar/data/11544/000001154420000016/wrb1231201910-k.htm,0000011544-20-000016,WRB/0000011544-20-000016,,
WRB,10-K (Annual report),2019-02-22,2018-12-31,https://www.sec.gov/Archives/edgar/data/11544/000001154419000016/wrb1231201810-k.htm,0000011544-19-000016,WRB/0000011544-19-000016,,
WRB,10-K (Annual report),2018-02-23,2017-12-31,https://www.sec.gov/Archives/edgar/data/11544/000001154418000012/wrb1231201710k.htm,0000011544-18-000012,WRB/0000011544-18-000012,,
WRB,10-K (Annual report),2017-02-28,2016-12-31,https://www.sec.gov/Archives/edgar/data/11544/000001154417000009/wrb1231201610k.htm,0000011544-17-000009,WRB/0000011544-17-000009,,
WRB,10-K (Annual report),2016-02-22,2015-12-31,https://www.sec.gov/Archives/edgar/data/11544/000001154416000086/wrb1231201510k.htm,0000011544-16-000086,WRB/0000011544-16-000086,,
WRB,10-K (Annual report),2015-02-27,2014-12-31,https://www.sec.gov/Archives/edgar/data/11544/000001154415000010/wrb1231201410k.htm,0000011544-15-000010,WRB/0000011544-15-000010,,
WRB,10-K (Annual report),2014-02-28,2013-12-31,https://www.sec.gov/Archives/edgar/data/11544/000001154414000012/wrb1231201310k.htm,0000011544-14-000012,WRB/0000011544-14-000012,,
WRB,10-K (Annual report),2013-02-28,2012-12-31,https://www.sec.gov/Archives/edgar/data/11544/000001154413000018/wrb1231201210k.htm,0000011544-13-000018,WRB/0000011544-13-000018,,
WRB,10-K (Annual report),2012-02-28,2011-12-31,https://www.sec.gov/Archives/edgar/data/11544/000001154412000021/wrb1231201110k.htm,0000011544-12-000021,WRB/0000011544-12-000021,,
BX,10-K (Annual report),2024-02-23,2023-12-31,https://www.sec.gov/Archives/edgar/data/1393818/000119312524044485/d734131d10k.htm,0001193125-24-044485,BX/0001193125-24-044485,,
BX,10-K (Annual report),2023-02-24,2022-12-31,https://www.sec.gov/Archives/edgar/data/1393818/000119312523048733/d459795d10k.htm,0001193125-23-048733,BX/0001193125-23-048733,,
BX,10-K (Annual report),2022-02-25,2021-12-31,https://www.sec.gov/Archives/edgar/data/1393818/000119312522054433/d299999d10k.htm,0001193125-22-054433,BX/0001193125-22-054433,,
BX,10-K (Annual report),2021-02-26,2020-12-31,https://www.sec.gov/Archives/edgar/data/1393818/000119312521060361/d105584d10k.htm,0001193125-21-060361,BX/0001193125-21-060361,,
BX,10-K (Annual report),2020-02-28,2019-12-31,https://www.sec.gov/Archives/edgar/data/1393818/000119312520056733/d844019d10k.htm,0001193125-20-056733,BX/0001193125-20-056733,,
BX,10-K (Annual report),2019-03-01,2018-12-31,https://www.sec.gov/Archives/edgar/data/1393818/000119312519061011/d663205d10k.htm,0001193125-19-061011,BX/0001193125-19-061011,,
BX,10-K (Annual report),2018-03-01,2017-12-31,https://www.sec.gov/Archives/edgar/data/1393818/000119312518067079/d522506d10k.htm,0001193125-18-067079,BX/0001193125-18-067079,,
BX,10-K (Annual report),2017-02-24,2016-12-31,https://www.sec.gov/Archives/edgar/data/1393818/000119312517056300/d280098d10k.htm,0001193125-17-056300,BX/0001193125-17-056300,,
BX,10-K (Annual report),2016-02-26,2015-12-31,https://www.sec.gov/Archives/edgar/data/1393818/000119312516481948/d129194d10k.htm,0001193125-16-481948,BX/0001193125-16-481948,,
BX,10-K (Annual report),2015-02-27,2014-12-31,https://www.sec.gov/Archives/edgar/data/1393818/000119312515069653/d849048d10k.htm,0001193125-15-069653,BX/0001193125-15-069653,,
BX,10-K (Annual report),2014-02-28,2013-12-31,https://www.sec.gov/Archives/edgar/data/1393818/000119312514077145/d658841d10k.htm,0001193125-14-077145,BX/0001193125-14-077145,,
BX,10-K (Annual report),2013-03-01,2012-12-31,https://www.sec.gov/Archives/edgar/data/1393818/000119312513087702/d447995d10k.htm,0001193125-13-087702,BX/0001193125-13-087702,,
BX,10-K (Annual report),2012-02-28,2011-12-31,https://www.sec.gov/Archives/edgar/data/1393818/000119312512085636/d232355d10k.htm,0001193125-12-085636,BX/0001193125-12-085636,,
HBAN,10-K (Annual report),2024-02-16,2023-12-31,https://www.sec.gov/Archives/edgar/data/49196/000004919624000020/hban-20231231.htm,0000049196-24-000020,HBAN/0000049196-24-000020,,
HBAN,10-K (Annual report),2023-02-17,2022-12-31,https://www.sec.gov/Archives/edgar/data/49196/000004919623000020/hban-20221231.htm,0000049196-23-000020,HBAN/0000049196-23-000020,,
HBAN,10-K (Annual report),2022-02-18,2021-12-31,https://www.sec.gov/Archives/edgar/data/49196/000004919622000023/hban-20211231.htm,0000049196-22-000023,HBAN/0000049196-22-000023,,
HBAN,10-K (Annual report),2021-02-26,2020-12-31,https://www.sec.gov/Archives/edgar/data/49196/000004919621000018/hban-20201231.htm,0000049196-21-000018,HBAN/0000049196-21-000018,,
HBAN,10-K (Annual report),2020-02-14,2019-12-31,https://www.sec.gov/Archives/edgar/data/49196/000004919620000010/hban2019-12x31x10k.htm,0000049196-20-000010,HBAN/0000049196-20-000010,,
HBAN,10-K (Annual report),2019-02-15,2018-12-31,https://www.sec.gov/Archives/edgar/data/49196/000004919619000018/hban2018-12x31x10k.htm,0000049196-19-000018,HBAN/0000049196-19-000018,,
HBAN,10-K (Annual report),2018-02-16,2017-12-31,https://www.sec.gov/Archives/edgar/data/49196/000004919618000008/hban2017-12x31x10k.htm,0000049196-18-000008,HBAN/0000049196-18-000008,,
HBAN,10-K (Annual report),2017-02-22,2016-12-31,https://www.sec.gov/Archives/edgar/data/49196/000004919617000009/hban20161231_10k.htm,0000049196-17-000009,HBAN/0000049196-17-000009,,
HBAN,10-K (Annual report),2016-02-17,2015-12-31,https://www.sec.gov/Archives/edgar/data/49196/000004919616000032/hban-2015x1231x10k.htm,0000049196-16-000032,HBAN/0000049196-16-000032,,
HBAN,10-K (Annual report),2015-02-13,2014-12-31,https://www.sec.gov/Archives/edgar/data/49196/000119312515049355/d859562d10k.htm,0001193125-15-049355,HBAN/0001193125-15-049355,,
HBAN,10-K (Annual report),2014-02-14,2013-12-31,https://www.sec.gov/Archives/edgar/data/49196/000119312514054675/d670111d10k.htm,0001193125-14-054675,HBAN/0001193125-14-054675,,
HBAN,10-K (Annual report),2013-02-15,2012-12-31,https://www.sec.gov/Archives/edgar/data/49196/000119312513062480/d487106d10k.htm,0001193125-13-062480,HBAN/0001193125-13-062480,,
