Ticker,Form Type,Filed Date,Reporting Date,URL,Accession Number,Query,annual_raw_eps,annual_diluted_eps
APH,10-K (Annual report),2024-02-07,2023-12-31,https://www.sec.gov/Archives/edgar/data/820313/000155837024000866/aph-20231231x10k.htm,0001558370-24-000866,APH/0001558370-24-000866,3.23,3.11
APH,10-K (Annual report),2023-02-08,2022-12-31,https://www.sec.gov/Archives/edgar/data/820313/000155837023001036/aph-20221231x10k.htm,0001558370-23-001036,APH/0001558370-23-001036,3.19,3.06
APH,10-K (Annual report),2022-02-09,2021-12-31,https://www.sec.gov/Archives/edgar/data/820313/000155837022000961/aph-20211231x10k.htm,0001558370-22-000961,APH/0001558370-22-000961,2.66,2.54
APH,10-K (Annual report),2021-02-10,2020-12-31,https://www.sec.gov/Archives/edgar/data/820313/000155837021000881/aph-20201231x10k.htm,0001558370-21-000881,APH/0001558370-21-000881,4.04,3.91
APH,10-K (Annual report),2020-02-12,2019-12-31,https://www.sec.gov/Archives/edgar/data/820313/000155837020000728/aph-20191231x10k7e830b.htm,0001558370-20-000728,APH/0001558370-20-000728,3.88,3.75
APH,10-K (Annual report),2019-02-13,2018-12-31,https://www.sec.gov/Archives/edgar/data/820313/000155837019000636/aph-20181231x10k.htm,0001558370-19-000636,APH/0001558370-19-000636,4.0,3.85
APH,10-K (Annual report),2018-02-21,2017-12-31,https://www.sec.gov/Archives/edgar/data/820313/000155837018000871/aph-20171231x10k.htm,0001558370-18-000871,APH/0001558370-18-000871,2.13,2.06
APH,10-K (Annual report),2017-02-17,2016-12-31,https://www.sec.gov/Archives/edgar/data/820313/000155837017000659/aph-20161231x10k.htm,0001558370-17-000659,APH/0001558370-17-000659,2.67,2.61
APH,10-K (Annual report),2016-02-19,2015-12-31,https://www.sec.gov/Archives/edgar/data/820313/000110465916098503/a15-23486_110k.htm,0001104659-16-098503,APH/0001104659-16-098503,2.47,2.41
APH,10-K (Annual report),2015-02-20,2014-12-31,https://www.sec.gov/Archives/edgar/data/820313/000110465915012575/a14-25561_110k.htm,0001104659-15-012575,APH/0001104659-15-012575,2.26,2.21
APH,10-K (Annual report),2014-02-21,2013-12-31,https://www.sec.gov/Archives/edgar/data/820313/000110465914012225/a13-24862_110k.htm,0001104659-14-012225,APH/0001104659-14-012225,4.0,3.92
APH,10-K (Annual report),2013-02-22,2012-12-31,https://www.sec.gov/Archives/edgar/data/820313/000110465913013180/a12-28965_110k.htm,0001104659-13-013180,APH/0001104659-13-013180,3.44,3.39
APH,10-K (Annual report),2012-02-24,2011-12-31,https://www.sec.gov/Archives/edgar/data/820313/000110465912012448/a12-1044_110k.htm,0001104659-12-012448,APH/0001104659-12-012448,3.09,3.05
RCL,10-K (Annual report),2024-02-21,2023-12-31,https://www.sec.gov/Archives/edgar/data/884887/000088488724000075/rcl-20231231.htm,0000884887-24-000075,RCL/0000884887-24-000075,6.63,6.31
RCL,10-K (Annual report),2023-02-23,2022-12-31,https://www.sec.gov/Archives/edgar/data/884887/000088488723000006/rcl-20221231.htm,0000884887-23-000006,RCL/0000884887-23-000006,-8.45,-8.45
RCL,10-K (Annual report),2022-03-01,2021-12-31,https://www.sec.gov/Archives/edgar/data/884887/000088488722000008/rcl-20211231.htm,0000884887-22-000008,RCL/0000884887-22-000008,-20.89,-20.89
RCL,10-K (Annual report),2021-02-26,2020-12-31,https://www.sec.gov/Archives/edgar/data/884887/000088488721000006/rcl-20201231.htm,0000884887-21-000006,RCL/0000884887-21-000006,-27.05,-27.05
RCL,10-K (Annual report),2020-02-25,2019-12-31,https://www.sec.gov/Archives/edgar/data/884887/000088488720000009/rcl-20191231.htm,0000884887-20-000009,RCL/0000884887-20-000009,8.97,8.95
RCL,10-K (Annual report),2019-02-22,2018-12-31,https://www.sec.gov/Archives/edgar/data/884887/000088488719000017/rcl-20181231x10k.htm,0000884887-19-000017,RCL/0000884887-19-000017,8.6,8.56
RCL,10-K (Annual report),2018-02-21,2017-12-31,https://www.sec.gov/Archives/edgar/data/884887/000088488718000017/rcl-20171231x10k.htm,0000884887-18-000017,RCL/0000884887-18-000017,7.57,7.53
RCL,10-K (Annual report),2017-02-23,2016-12-31,https://www.sec.gov/Archives/edgar/data/884887/000088488717000020/rcl-20161231x10k.htm,0000884887-17-000020,RCL/0000884887-17-000020,,
RCL,10-K (Annual report),2016-02-22,2015-12-31,https://www.sec.gov/Archives/edgar/data/884887/000088488716000126/rcl-20151231x10k.htm,0000884887-16-000126,RCL/0000884887-16-000126,,
RCL,10-K (Annual report),2015-02-23,2014-12-31,https://www.sec.gov/Archives/edgar/data/884887/000088488715000025/rcl-20141231x10k.htm,0000884887-15-000025,RCL/0000884887-15-000025,,
RCL,10-K (Annual report),2014-02-20,2013-12-31,https://www.sec.gov/Archives/edgar/data/884887/000088488714000023/rcl-20131231x10k.htm,0000884887-14-000023,RCL/0000884887-14-000023,,
RCL,10-K (Annual report),2013-02-25,2012-12-31,https://www.sec.gov/Archives/edgar/data/884887/000104746913001567/a2213132z10-k.htm,0001047469-13-001567,RCL/0001047469-13-001567,,
RCL,10-K (Annual report),2012-02-29,2011-12-31,https://www.sec.gov/Archives/edgar/data/884887/000119312512087322/d254924d10k.htm,0001193125-12-087322,RCL/0001193125-12-087322,,
MPWR,10-K (Annual report),2024-02-29,2023-12-31,https://www.sec.gov/Archives/edgar/data/1280452/000143774924006133/mpwr20231231_10k.htm,0001437749-24-006133,MPWR/0001437749-24-006133,,
MPWR,10-K (Annual report),2023-02-24,2022-12-31,https://www.sec.gov/Archives/edgar/data/1280452/000143774923004540/mpwr20221231_10k.htm,0001437749-23-004540,MPWR/0001437749-23-004540,,
MPWR,10-K (Annual report),2022-02-25,2021-12-31,https://www.sec.gov/Archives/edgar/data/1280452/000143774922004460/mpwr20211231_10k.htm,0001437749-22-004460,MPWR/0001437749-22-004460,,
MPWR,10-K (Annual report),2021-03-01,2020-12-31,https://www.sec.gov/Archives/edgar/data/1280452/000143774921004587/mpwr20201231_10k.htm,0001437749-21-004587,MPWR/0001437749-21-004587,,
MPWR,10-K (Annual report),2020-02-28,2019-12-31,https://www.sec.gov/Archives/edgar/data/1280452/000143774920003943/mpwr20191231_10k.htm,0001437749-20-003943,MPWR/0001437749-20-003943,,
MPWR,10-K (Annual report),2019-03-01,2018-12-31,https://www.sec.gov/Archives/edgar/data/1280452/000143774919003798/mpwr20181231_10k.htm,0001437749-19-003798,MPWR/0001437749-19-003798,,
MPWR,10-K (Annual report),2018-03-01,2017-12-31,https://www.sec.gov/Archives/edgar/data/1280452/000143774918003639/mpwr20171231_10k.htm,0001437749-18-003639,MPWR/0001437749-18-003639,,
MPWR,10-K (Annual report),2017-03-01,2016-12-31,https://www.sec.gov/Archives/edgar/data/1280452/000143774917003558/mpwr20161231_10k.htm,0001437749-17-003558,MPWR/0001437749-17-003558,,
MPWR,10-K (Annual report),2016-02-29,2015-12-31,https://www.sec.gov/Archives/edgar/data/1280452/000143774916026344/mpwr20151119_10k.htm,0001437749-16-026344,MPWR/0001437749-16-026344,,
MPWR,10-K (Annual report),2015-03-02,2014-12-31,https://www.sec.gov/Archives/edgar/data/1280452/000143774915003820/mpwr20141231_10k.htm,0001437749-15-003820,MPWR/0001437749-15-003820,,
MPWR,10-K (Annual report),2014-03-10,2013-12-31,https://www.sec.gov/Archives/edgar/data/1280452/000143774914003761/mpwr20131231_10k.htm,0001437749-14-003761,MPWR/0001437749-14-003761,,
MPWR,10-K (Annual report),2013-03-05,2012-12-31,https://www.sec.gov/Archives/edgar/data/1280452/000143774913002333/monolithic_10k-123112.htm,0001437749-13-002333,MPWR/0001437749-13-002333,,
MPWR,10-K (Annual report),2012-03-12,2011-12-31,https://www.sec.gov/Archives/edgar/data/1280452/000143774912002162/mps_10k-123111.htm,0001437749-12-002162,MPWR/0001437749-12-002162,,
TER,10-K (Annual report),2024-02-22,2023-12-31,https://www.sec.gov/Archives/edgar/data/97210/000095017024018701/ter-20231231.htm,0000950170-24-018701,TER/0000950170-24-018701,,
TER,10-K (Annual report),2023-02-22,2022-12-31,https://www.sec.gov/Archives/edgar/data/97210/000119312523044711/d414778d10k.htm,0001193125-23-044711,TER/0001193125-23-044711,,
TER,10-K (Annual report),2022-02-23,2021-12-31,https://www.sec.gov/Archives/edgar/data/97210/000119312522049828/d213661d10k.htm,0001193125-22-049828,TER/0001193125-22-049828,,
TER,10-K (Annual report),2021-02-22,2020-12-31,https://www.sec.gov/Archives/edgar/data/97210/000119312521050735/d69963d10k.htm,0001193125-21-050735,TER/0001193125-21-050735,,
TER,10-K (Annual report),2020-03-02,2019-12-31,https://www.sec.gov/Archives/edgar/data/97210/000119312520058676/d860886d10k.htm,0001193125-20-058676,TER/0001193125-20-058676,,
TER,10-K (Annual report),2019-03-01,2018-12-31,https://www.sec.gov/Archives/edgar/data/97210/000119312519059974/d652525d10k.htm,0001193125-19-059974,TER/0001193125-19-059974,,
TER,10-K (Annual report),2018-03-01,2017-12-31,https://www.sec.gov/Archives/edgar/data/97210/000119312518066579/d504255d10k.htm,0001193125-18-066579,TER/0001193125-18-066579,,
TER,10-K (Annual report),2017-03-01,2016-12-31,https://www.sec.gov/Archives/edgar/data/97210/000119312517064638/d274101d10k.htm,0001193125-17-064638,TER/0001193125-17-064638,,
TER,10-K (Annual report),2016-02-29,2015-12-31,https://www.sec.gov/Archives/edgar/data/97210/000119312516484381/d126262d10k.htm,0001193125-16-484381,TER/0001193125-16-484381,,
TER,10-K (Annual report),2015-02-27,2014-12-31,https://www.sec.gov/Archives/edgar/data/97210/000119312515067671/d829718d10k.htm,0001193125-15-067671,TER/0001193125-15-067671,,
TER,10-K (Annual report),2014-02-28,2013-12-31,https://www.sec.gov/Archives/edgar/data/97210/000119312514077218/d651046d10k.htm,0001193125-14-077218,TER/0001193125-14-077218,,
TER,10-K (Annual report),2013-03-01,2012-12-31,https://www.sec.gov/Archives/edgar/data/97210/000119312513087821/d440736d10k.htm,0001193125-13-087821,TER/0001193125-13-087821,,
TER,10-K (Annual report),2012-02-29,2011-12-30,https://www.sec.gov/Archives/edgar/data/97210/000119312512087457/d263943d10k.htm,0001193125-12-087457,TER/0001193125-12-087457,,
TDY,10-K (Annual report),2024-02-23,2023-12-31,https://www.sec.gov/Archives/edgar/data/1094285/000109428524000044/tdy-20231231.htm,0001094285-24-000044,TDY/0001094285-24-000044,,
TDY,10-K (Annual report),2023-02-24,2023-01-01,https://www.sec.gov/Archives/edgar/data/1094285/000109428523000053/tdy-20230101.htm,0001094285-23-000053,TDY/0001094285-23-000053,,
TDY,10-K (Annual report),2022-02-25,2022-01-02,https://www.sec.gov/Archives/edgar/data/1094285/000109428522000049/tdy-20220102.htm,0001094285-22-000049,TDY/0001094285-22-000049,,
TDY,10-K (Annual report),2021-02-26,2021-01-03,https://www.sec.gov/Archives/edgar/data/1094285/000109428521000066/tdy-20210103.htm,0001094285-21-000066,TDY/0001094285-21-000066,,
TDY,10-K (Annual report),2020-02-24,2019-12-29,https://www.sec.gov/Archives/edgar/data/1094285/000109428520000045/tdy-20191229.htm,0001094285-20-000045,TDY/0001094285-20-000045,,
TDY,10-K (Annual report),2019-02-25,2018-12-30,https://www.sec.gov/Archives/edgar/data/1094285/000109428519000064/tdy-2018x10k.htm,0001094285-19-000064,TDY/0001094285-19-000064,,
TDY,10-K (Annual report),2018-02-27,2017-12-31,https://www.sec.gov/Archives/edgar/data/1094285/000109428518000053/tdy-2017x10k.htm,0001094285-18-000053,TDY/0001094285-18-000053,,
TDY,10-K (Annual report),2017-03-02,2017-01-01,https://www.sec.gov/Archives/edgar/data/1094285/000109428517000031/tdy-2016x10k.htm,0001094285-17-000031,TDY/0001094285-17-000031,,
TDY,10-K (Annual report),2016-03-01,2016-01-03,https://www.sec.gov/Archives/edgar/data/1094285/000109428516000177/tdy-20160103x10k.htm,0001094285-16-000177,TDY/0001094285-16-000177,,
TDY,10-K (Annual report),2015-02-26,2014-12-28,https://www.sec.gov/Archives/edgar/data/1094285/000109428515000037/tdy-20141228x10k.htm,0001094285-15-000037,TDY/0001094285-15-000037,,
TDY,10-K (Annual report),2014-02-25,2013-12-29,https://www.sec.gov/Archives/edgar/data/1094285/000109428514000072/tdy-20131229x10k.htm,0001094285-14-000072,TDY/0001094285-14-000072,,
TDY,10-K (Annual report),2013-02-26,2012-12-30,https://www.sec.gov/Archives/edgar/data/1094285/000109428513000064/tdy-20121230x10k.htm,0001094285-13-000064,TDY/0001094285-13-000064,,
TDY,10-K (Annual report),2012-02-29,2012-01-01,https://www.sec.gov/Archives/edgar/data/1094285/000119312512089549/d245373d10k.htm,0001193125-12-089549,TDY/0001193125-12-089549,,
WDC,10-K (Annual report),2024-08-20,2024-06-28,https://www.sec.gov/Archives/edgar/data/106040/000010604024000031/wdc-20240628.htm,0000106040-24-000031,WDC/0000106040-24-000031,,
WDC,10-K (Annual report),2023-08-22,2023-06-30,https://www.sec.gov/Archives/edgar/data/106040/000010604023000024/wdc-20230630.htm,0000106040-23-000024,WDC/0000106040-23-000024,,
WDC,10-K (Annual report),2022-08-25,2022-07-01,https://www.sec.gov/Archives/edgar/data/106040/000010604022000055/wdc-20220701.htm,0000106040-22-000055,WDC/0000106040-22-000055,,
WDC,10-K (Annual report),2021-08-27,2021-07-02,https://www.sec.gov/Archives/edgar/data/106040/000010604021000040/wdc-20210702.htm,0000106040-21-000040,WDC/0000106040-21-000040,,
WDC,10-K (Annual report),2020-08-28,2020-07-03,https://www.sec.gov/Archives/edgar/data/106040/000010604020000049/wdc-20200703.htm,0000106040-20-000049,WDC/0000106040-20-000049,,
WDC,10-K (Annual report),2019-08-27,2019-06-28,https://www.sec.gov/Archives/edgar/data/106040/000010604019000058/wdc-2019q410xkdoc.htm,0000106040-19-000058,WDC/0000106040-19-000058,,
WDC,10-K (Annual report),2018-08-24,2018-06-29,https://www.sec.gov/Archives/edgar/data/106040/000010604018000029/wdc-2018q410xkdoc.htm,0000106040-18-000029,WDC/0000106040-18-000029,,
WDC,10-K (Annual report),2017-08-29,2017-06-30,https://www.sec.gov/Archives/edgar/data/106040/000010604017000027/wdc-2017q410xkxdoc.htm,0000106040-17-000027,WDC/0000106040-17-000027,,
WDC,10-K (Annual report),2016-08-29,2016-07-01,https://www.sec.gov/Archives/edgar/data/106040/000010604016000033/wdc-7116x10k.htm,0000106040-16-000033,WDC/0000106040-16-000033,,
WDC,10-K (Annual report),2015-08-21,2015-07-03,https://www.sec.gov/Archives/edgar/data/106040/000010604015000010/wdc731510k.htm,0000106040-15-000010,WDC/0000106040-15-000010,,
WDC,10-K (Annual report),2014-08-15,2014-06-27,https://www.sec.gov/Archives/edgar/data/106040/000010604014000015/wdc6271410k.htm,0000106040-14-000015,WDC/0000106040-14-000015,,
WDC,10-K (Annual report),2013-08-19,2013-06-28,https://www.sec.gov/Archives/edgar/data/106040/000119312513338607/d547947d10k.htm,0001193125-13-338607,WDC/0001193125-13-338607,,
WDC,10-K (Annual report),2012-08-20,2012-06-29,https://www.sec.gov/Archives/edgar/data/106040/000119312512361018/d356205d10k.htm,0001193125-12-361018,WDC/0001193125-12-361018,,
LRCX,10-K (Annual report),2024-08-29,2024-06-30,https://www.sec.gov/Archives/edgar/data/707549/000070754924000106/lrcx-20240630.htm,0000707549-24-000106,LRCX/0000707549-24-000106,,
LRCX,10-K (Annual report),2023-08-15,2023-06-25,https://www.sec.gov/Archives/edgar/data/707549/000070754923000102/lrcx-20230625.htm,0000707549-23-000102,LRCX/0000707549-23-000102,,
LRCX,10-K (Annual report),2022-08-24,2022-06-26,https://www.sec.gov/Archives/edgar/data/707549/000070754922000107/lrcx-20220626.htm,0000707549-22-000107,LRCX/0000707549-22-000107,,
LRCX,10-K (Annual report),2021-08-17,2021-06-27,https://www.sec.gov/Archives/edgar/data/707549/000070754921000136/lrcx-20210627.htm,0000707549-21-000136,LRCX/0000707549-21-000136,,
LRCX,10-K (Annual report),2020-08-18,2020-06-28,https://www.sec.gov/Archives/edgar/data/707549/000070754920000138/lrcx10k2020document.htm,0000707549-20-000138,LRCX/0000707549-20-000138,,
LRCX,10-K (Annual report),2019-08-20,2019-06-30,https://www.sec.gov/Archives/edgar/data/707549/000070754919000124/lrcx10k2019document.htm,0000707549-19-000124,LRCX/0000707549-19-000124,,
LRCX,10-K (Annual report),2018-08-14,2018-06-24,https://www.sec.gov/Archives/edgar/data/707549/000070754918000115/lrcx_10kx2018xdocument.htm,0000707549-18-000115,LRCX/0000707549-18-000115,,
LRCX,10-K (Annual report),2017-08-15,2017-06-25,https://www.sec.gov/Archives/edgar/data/707549/000070754917000100/lrcx_10kx2017xdocument.htm,0000707549-17-000100,LRCX/0000707549-17-000100,,
LRCX,10-K (Annual report),2016-08-17,2016-06-26,https://www.sec.gov/Archives/edgar/data/707549/000070754916000050/lrcx_10kx2016xdocument.htm,0000707549-16-000050,LRCX/0000707549-16-000050,,
LRCX,10-K (Annual report),2015-08-13,2015-06-28,https://www.sec.gov/Archives/edgar/data/707549/000119312515290023/d937085d10k.htm,0001193125-15-290023,LRCX/0001193125-15-290023,,
LRCX,10-K (Annual report),2014-08-26,2014-06-29,https://www.sec.gov/Archives/edgar/data/707549/000119312514321759/d741932d10k.htm,0001193125-14-321759,LRCX/0001193125-14-321759,,
LRCX,10-K (Annual report),2013-08-27,2013-06-30,https://www.sec.gov/Archives/edgar/data/707549/000119312513348269/d556924d10k.htm,0001193125-13-348269,LRCX/0001193125-13-348269,,
LRCX,10-K (Annual report),2012-08-22,2012-06-24,https://www.sec.gov/Archives/edgar/data/707549/000119312512365446/d365655d10k.htm,0001193125-12-365446,LRCX/0001193125-12-365446,,
WFC,10-K (Annual report),2024-02-20,2023-12-31,https://www.sec.gov/Archives/edgar/data/72971/000007297124000064/wfc-20231231.htm,0000072971-24-000064,WFC/0000072971-24-000064,,
WFC,10-K (Annual report),2023-02-21,2022-12-31,https://www.sec.gov/Archives/edgar/data/72971/000007297123000071/wfc-20221231.htm,0000072971-23-000071,WFC/0000072971-23-000071,,
WFC,10-K (Annual report),2022-02-22,2021-12-31,https://www.sec.gov/Archives/edgar/data/72971/000007297122000096/wfc-20211231.htm,0000072971-22-000096,WFC/0000072971-22-000096,,
WFC,10-K (Annual report),2021-02-23,2020-12-31,https://www.sec.gov/Archives/edgar/data/72971/000007297121000197/wfc-20201231.htm,0000072971-21-000197,WFC/0000072971-21-000197,,
WFC,10-K (Annual report),2020-02-27,2019-12-31,https://www.sec.gov/Archives/edgar/data/72971/000007297120000217/wfc-12312019x10k.htm,0000072971-20-000217,WFC/0000072971-20-000217,,
WFC,10-K (Annual report),2019-02-27,2018-12-31,https://www.sec.gov/Archives/edgar/data/72971/000007297119000227/wfc-12312018x10k.htm,0000072971-19-000227,WFC/0000072971-19-000227,,
WFC,10-K (Annual report),2018-03-01,2017-12-31,https://www.sec.gov/Archives/edgar/data/72971/000007297118000272/wfc-12312017x10k.htm,0000072971-18-000272,WFC/0000072971-18-000272,,
WFC,10-K (Annual report),2017-03-01,2016-12-31,https://www.sec.gov/Archives/edgar/data/72971/000007297117000278/wfc-12312016x10k.htm,0000072971-17-000278,WFC/0000072971-17-000278,,
WFC,10-K (Annual report),2016-02-24,2015-12-31,https://www.sec.gov/Archives/edgar/data/72971/000007297116001045/wfc-12312015x10k.htm,0000072971-16-001045,WFC/0000072971-16-001045,,
WFC,10-K (Annual report),2015-02-25,2014-12-31,https://www.sec.gov/Archives/edgar/data/72971/000007297115000449/wfc-12312014x10k.htm,0000072971-15-000449,WFC/0000072971-15-000449,,
WFC,10-K (Annual report),2014-02-26,2013-12-31,https://www.sec.gov/Archives/edgar/data/72971/000007297114000337/wfc10k_20131231.htm,0000072971-14-000337,WFC/0000072971-14-000337,,
WFC,10-K (Annual report),2013-02-27,2012-12-31,https://www.sec.gov/Archives/edgar/data/72971/000119312513078820/d450230d10k.htm,0001193125-13-078820,WFC/0001193125-13-078820,,
WFC,10-K (Annual report),2012-02-28,2011-12-31,https://www.sec.gov/Archives/edgar/data/72971/000119312512084528/d280360d10k.htm,0001193125-12-084528,WFC/0001193125-12-084528,,
YUM,10-K (Annual report),2024-02-20,2023-12-31,https://www.sec.gov/Archives/edgar/data/1041061/000104106124000011/yum-20231231.htm,0001041061-24-000011,YUM/0001041061-24-000011,,
YUM,10-K (Annual report),2023-02-27,2022-12-31,https://www.sec.gov/Archives/edgar/data/1041061/000104106123000009/yum-20221231.htm,0001041061-23-000009,YUM/0001041061-23-000009,,
YUM,10-K (Annual report),2022-02-23,2021-12-31,https://www.sec.gov/Archives/edgar/data/1041061/000104106122000009/yum-20211231.htm,0001041061-22-000009,YUM/0001041061-22-000009,,
YUM,10-K (Annual report),2021-02-22,2020-12-31,https://www.sec.gov/Archives/edgar/data/1041061/000104106121000012/yum-20201231.htm,0001041061-21-000012,YUM/0001041061-21-000012,,
YUM,10-K (Annual report),2020-02-20,2019-12-31,https://www.sec.gov/Archives/edgar/data/1041061/000104106120000015/yum10k12312019.htm,0001041061-20-000015,YUM/0001041061-20-000015,,
YUM,10-K (Annual report),2019-02-21,2018-12-31,https://www.sec.gov/Archives/edgar/data/1041061/000104106119000010/yum10k12312018.htm,0001041061-19-000010,YUM/0001041061-19-000010,,
YUM,10-K (Annual report),2018-02-22,2017-12-31,https://www.sec.gov/Archives/edgar/data/1041061/000104106118000013/yum10k12312017.htm,0001041061-18-000013,YUM/0001041061-18-000013,,
YUM,10-K (Annual report),2017-02-22,2016-12-31,https://www.sec.gov/Archives/edgar/data/1041061/000104106117000016/yum10k12312016.htm,0001041061-17-000016,YUM/0001041061-17-000016,,
YUM,10-K (Annual report),2016-02-16,2015-12-26,https://www.sec.gov/Archives/edgar/data/1041061/000104106116000056/yum10k12262015.htm,0001041061-16-000056,YUM/0001041061-16-000056,,
YUM,10-K (Annual report),2015-02-17,2014-12-27,https://www.sec.gov/Archives/edgar/data/1041061/000104106115000007/yum10k12272014.htm,0001041061-15-000007,YUM/0001041061-15-000007,,
YUM,10-K (Annual report),2014-02-18,2013-12-28,https://www.sec.gov/Archives/edgar/data/1041061/000104106114000007/yum10k12282013.htm,0001041061-14-000007,YUM/0001041061-14-000007,,
YUM,10-K (Annual report),2013-02-20,2012-12-29,https://www.sec.gov/Archives/edgar/data/1041061/000104106113000007/yum10k12292012.htm,0001041061-13-000007,YUM/0001041061-13-000007,,
YUM,10-K (Annual report),2012-02-21,2011-12-31,https://www.sec.gov/Archives/edgar/data/1041061/000104106112000005/yum10k123111.htm,0001041061-12-000005,YUM/0001041061-12-000005,,
ROST,10-K (Annual report),2024-04-02,2024-02-03,https://www.sec.gov/Archives/edgar/data/745732/000074573224000009/rost-20240203.htm,0000745732-24-000009,ROST/0000745732-24-000009,,
ROST,10-K (Annual report),2023-03-28,2023-01-28,https://www.sec.gov/Archives/edgar/data/745732/000074573223000013/rost-20230128.htm,0000745732-23-000013,ROST/0000745732-23-000013,,
ROST,10-K (Annual report),2022-03-29,2022-01-29,https://www.sec.gov/Archives/edgar/data/745732/000074573222000014/rost-20220129.htm,0000745732-22-000014,ROST/0000745732-22-000014,,
ROST,10-K (Annual report),2021-03-30,2021-01-30,https://www.sec.gov/Archives/edgar/data/745732/000074573221000017/rost-20210130.htm,0000745732-21-000017,ROST/0000745732-21-000017,,
ROST,10-K (Annual report),2020-03-31,2020-02-01,https://www.sec.gov/Archives/edgar/data/745732/000074573220000016/rost-20200201.htm,0000745732-20-000016,ROST/0000745732-20-000016,,
ROST,10-K (Annual report),2019-04-02,2019-02-02,https://www.sec.gov/Archives/edgar/data/745732/000074573219000009/rost-20190202x10k.htm,0000745732-19-000009,ROST/0000745732-19-000009,,
ROST,10-K (Annual report),2018-04-03,2018-02-03,https://www.sec.gov/Archives/edgar/data/745732/000074573218000004/rost-20180203x10k.htm,0000745732-18-000004,ROST/0000745732-18-000004,,
ROST,10-K (Annual report),2017-03-28,2017-01-28,https://www.sec.gov/Archives/edgar/data/745732/000074573217000009/rost-20170128x10k.htm,0000745732-17-000009,ROST/0000745732-17-000009,,
ROST,10-K (Annual report),2016-03-29,2016-01-30,https://www.sec.gov/Archives/edgar/data/745732/000074573216000037/rost-20160130x10k.htm,0000745732-16-000037,ROST/0000745732-16-000037,,
ROST,10-K (Annual report),2015-03-31,2015-01-31,https://www.sec.gov/Archives/edgar/data/745732/000074573215000009/rost-20150131x10k.htm,0000745732-15-000009,ROST/0000745732-15-000009,,
ROST,10-K (Annual report),2014-04-01,2014-02-01,https://www.sec.gov/Archives/edgar/data/745732/000074573214000006/rost-20140201x10k.htm,0000745732-14-000006,ROST/0000745732-14-000006,,
ROST,10-K (Annual report),2013-04-02,2013-02-02,https://www.sec.gov/Archives/edgar/data/745732/000074573213000006/rost-20130202x10k.htm,0000745732-13-000006,ROST/0000745732-13-000006,,
ROST,10-K (Annual report),2012-03-27,2012-01-28,https://www.sec.gov/Archives/edgar/data/745732/000120677412001210/rossstores_10k.htm,0001206774-12-001210,ROST/0001206774-12-001210,,
GEN,10-K (Annual report),2024-05-16,2024-03-29,https://www.sec.gov/Archives/edgar/data/849399/000084939924000036/gen-20240329.htm,0000849399-24-000036,GEN/0000849399-24-000036,,
GEN,10-K (Annual report),2023-05-25,2023-03-31,https://www.sec.gov/Archives/edgar/data/849399/000084939923000014/gen-20230331.htm,0000849399-23-000014,GEN/0000849399-23-000014,,
GEN,10-K (Annual report),2022-05-20,2022-04-01,https://www.sec.gov/Archives/edgar/data/849399/000084939922000013/nlok-20220401.htm,0000849399-22-000013,GEN/0000849399-22-000013,,
GEN,10-K (Annual report),2021-05-21,2021-04-02,https://www.sec.gov/Archives/edgar/data/849399/000084939921000010/nlok-20210402.htm,0000849399-21-000010,GEN/0000849399-21-000010,,
GEN,10-K (Annual report),2020-05-28,2020-04-03,https://www.sec.gov/Archives/edgar/data/849399/000084939920000004/nlokfy2010-k.htm,0000849399-20-000004,GEN/0000849399-20-000004,,
GEN,10-K (Annual report),2019-05-24,2019-03-29,https://www.sec.gov/Archives/edgar/data/849399/000084939919000005/symc32919-10k.htm,0000849399-19-000005,GEN/0000849399-19-000005,,
GEN,10-K (Annual report),2018-10-26,2018-03-30,https://www.sec.gov/Archives/edgar/data/849399/000119312518309091/d573170d10k.htm,0001193125-18-309091,GEN/0001193125-18-309091,,
GEN,10-K (Annual report),2017-05-19,2017-03-31,https://www.sec.gov/Archives/edgar/data/849399/000084939917000009/symc33117-10k.htm,0000849399-17-000009,GEN/0000849399-17-000009,,
GEN,10-K (Annual report),2016-05-20,2016-04-01,https://www.sec.gov/Archives/edgar/data/849399/000084939916000022/symc4116-10k.htm,0000849399-16-000022,GEN/0000849399-16-000022,,
GEN,10-K (Annual report),2015-05-22,2015-04-03,https://www.sec.gov/Archives/edgar/data/849399/000084939915000007/symc4315-10k.htm,0000849399-15-000007,GEN/0000849399-15-000007,,
GEN,10-K (Annual report),2014-05-16,2014-03-28,https://www.sec.gov/Archives/edgar/data/849399/000119312514202922/d714308d10k.htm,0001193125-14-202922,GEN/0001193125-14-202922,,
GEN,10-K (Annual report),2013-05-17,2013-03-29,https://www.sec.gov/Archives/edgar/data/849399/000119312513226119/d516182d10k.htm,0001193125-13-226119,GEN/0001193125-13-226119,,
GEN,10-K (Annual report),2012-05-21,2012-03-30,https://www.sec.gov/Archives/edgar/data/849399/000119312512241997/d318934d10k.htm,0001193125-12-241997,GEN/0001193125-12-241997,,
TROW,10-K (Annual report),2024-02-16,2023-12-31,https://www.sec.gov/Archives/edgar/data/1113169/000111316924000007/trow-20231231.htm,0001113169-24-000007,TROW/0001113169-24-000007,,
TROW,10-K (Annual report),2023-02-15,2022-12-31,https://www.sec.gov/Archives/edgar/data/1113169/000111316923000007/trow-20221231.htm,0001113169-23-000007,TROW/0001113169-23-000007,,
