symbol,period,year,quarter,actual,estimate,surprise,surprisePercent
RF,2021-06-30,2021,2,0.77,0.5427,0.2273,41.8832
RF,2021-03-31,2021,1,0.63,0.4885,0.1415,28.9662
RF,2020-12-31,2020,4,0.61,0.4342,0.1758,40.4883
RF,2020-09-30,2020,3,0.48,0.3414,0.1386,40.5975
RF,2020-06-30,2020,2,-0.24,0.0523,-0.2923,-558.891
RF,2020-03-31,2020,1,0.14,0.2303,-0.0903,-39.2097
RF,2019-12-31,2019,4,0.39,0.3994,-0.0094,-2.3535
RF,2019-09-30,2019,3,0.39,0.4024,-0.0124,-3.0815
RF,2019-06-30,2019,2,0.37,0.4023,-0.0323,-8.0288
RF,2019-03-31,2019,1,0.37,0.3798,-0.0098,-2.5803
RF,2018-12-31,2018,4,0.37,0.3942,-0.0242,-6.139
RF,2018-09-30,2018,3,0.37,0.3738,-0.0038,-1.0166
RF,2018-06-30,2018,2,0.32,0.3423,-0.0223,-6.5148
RF,2018-03-31,2018,1,0.35,0.3205,0.0295,9.2044
RF,2017-12-31,2017,4,0.36,0.2688,0.0912,33.9286
RF,2017-09-30,2017,3,0.25,0.2603,-0.0103,-3.957
RF,2017-06-30,2017,2,0.26,0.2477,0.0123,4.9657
RF,2017-03-31,2017,1,0.23,0.2311,-0.0011,-0.476
RF,2016-12-31,2016,4,0.23,0.2334,-0.0034,-1.4567
RF,2016-09-30,2016,3,0.24,0.22,0.02,9.0909
RF,2016-06-30,2016,2,0.2,0.2108,-0.0108,-5.1233
RF,2016-03-31,2016,1,0.18,0.1906,-0.0106,-5.5614
RF,2015-12-31,2015,4,0.21,0.2005,0.0095,4.7382
RF,2015-09-30,2015,3,0.18,0.2014,-0.0214,-10.6256
ROP,2024-12-31,2024,4,4.81,4.7775,0.0325,0.6803
ROP,2024-09-30,2024,3,4.62,4.5765,0.0435,0.9505
ROP,2024-06-30,2024,2,4.48,4.5071,-0.0271,-0.6013
ROP,2024-03-31,2024,1,4.41,4.3833,0.0267,0.6091
ROP,2023-12-31,2023,4,4.37,4.38,-0.01,-0.2283
ROP,2023-09-30,2023,3,4.32,4.2614,0.0586,1.3751
ROP,2023-06-30,2023,2,4.12,4.0338,0.0862,2.1369
ROP,2023-03-31,2023,1,3.9,3.8885,0.0115,0.2957
ROP,2022-12-31,2022,4,3.92,3.8069,0.1131,2.9709
ROP,2022-09-30,2022,3,3.67,3.4916,0.1784,5.1094
ROP,2022-06-30,2022,2,3.95,3.6293,0.3207,8.8364
ROP,2022-03-31,2022,1,3.77,3.7244,0.0456,1.2244
ROP,2021-12-31,2021,4,3.73,3.7058,0.0242,0.653
ROP,2021-09-30,2021,3,3.91,3.872,0.038,0.9814
ROP,2021-06-30,2021,2,3.76,3.7055,0.0545,1.4708
ROP,2021-03-31,2021,1,3.6,3.3488,0.2512,7.5012
ROP,2020-12-31,2020,4,3.56,3.519,0.041,1.1651
ROP,2020-09-30,2020,3,3.17,3.0798,0.0902,2.9288
ROP,2020-06-30,2020,2,2.94,2.7015,0.2385,8.8284
ROP,2020-03-31,2020,1,3.05,2.9357,0.1143,3.8934
ROP,2019-12-31,2019,4,3.39,3.381,0.009,0.2662
ROP,2019-09-30,2019,3,3.29,3.2244,0.0656,2.0345
ROP,2019-06-30,2019,2,3.07,3.0805,-0.0105,-0.3409
ROP,2019-03-31,2019,1,3.3,2.8058,0.4942,17.6135
ROP,2018-12-31,2018,4,3.22,3.1583,0.0617,1.9536
ROP,2018-09-30,2018,3,3.09,2.9694,0.1206,4.0614
ROP,2018-06-30,2018,2,2.89,2.7315,0.1585,5.8027
ROP,2018-03-31,2018,1,2.61,2.5194,0.0906,3.5961
ROP,2017-12-31,2017,4,2.7,2.6343,0.0657,2.494
ROP,2017-09-30,2017,3,2.36,2.3179,0.0421,1.8163
ROP,2017-06-30,2017,2,2.24,2.2402,-0.0002,-0.0089
ROP,2017-03-31,2017,1,2.11,2.0099,0.1001,4.9803
ROP,2016-12-31,2016,4,1.86,1.8534,0.0066,0.3561
ROP,2016-09-30,2016,3,1.65,1.6303,0.0197,1.2084
ROP,2016-06-30,2016,2,1.56,1.6278,-0.0678,-4.1651
ROP,2016-03-31,2016,1,1.5,1.4746,0.0254,1.7225
ROP,2015-12-31,2015,4,1.82,1.8841,-0.0641,-3.4022
ROP,2015-09-30,2015,3,1.61,1.5847,0.0253,1.5965
ROST,2024-03-31,2024,4,1.82,1.6867,0.1333,7.903
ROST,2023-12-31,2024,3,1.33,1.2455,0.0845,6.7844
ROST,2023-09-30,2024,2,1.32,1.1855,0.1345,11.3454
ROST,2023-06-30,2024,1,1.09,1.079,0.011,1.0195
ROST,2023-03-31,2023,4,1.31,1.2644,0.0456,3.6065
ROST,2022-12-31,2023,3,1,0.8281,0.1719,20.7584
ROST,2022-09-30,2023,2,1.11,1.0143,0.0957,9.4351
ROST,2022-06-30,2023,1,0.91,1.0182,-0.1082,-10.6266
ROST,2022-03-31,2022,4,1.04,0.9889,0.0511,5.1674
ROST,2021-12-31,2022,3,1.09,0.7996,0.2904,36.3182
ROST,2021-09-30,2022,2,1.39,0.997,0.393,39.4183
ROST,2021-06-30,2022,1,1.34,0.9014,0.4386,48.6576
ROST,2021-03-31,2021,4,0.67,1.0228,-0.3528,-34.4935
ROST,2020-12-31,2021,3,1.02,0.6216,0.3984,64.0927
ROST,2020-09-30,2021,2,0.06,-0.2711,0.3311,122.1321
ROST,2020-06-30,2021,1,-0.87,0.0314,-0.9014,-2870.7006
ROST,2020-03-31,2020,4,1.28,1.2803,-0.0003,-0.0234
ROST,2019-12-31,2020,3,1.03,0.9932,0.0368,3.7052
ROST,2019-09-30,2020,2,1.14,1.1384,0.0016,0.1405
ROST,2019-06-30,2020,1,1.15,1.1425,0.0075,0.6565
ROST,2019-03-31,2019,4,1.13,1.1529,-0.0229,-1.9863
ROST,2018-12-31,2019,3,0.91,0.9186,-0.0086,-0.9362
ROST,2018-09-30,2019,2,1.04,1.0267,0.0133,1.2954
ROST,2018-06-30,2019,1,0.92,1.089,-0.169,-15.5188
ROST,2018-03-31,2018,4,0.98,0.9461,0.0339,3.5831
ROST,2017-12-31,2018,3,0.72,0.6811,0.0389,5.7113
ROST,2017-09-30,2018,2,0.82,0.7822,0.0378,4.8325
ROST,2017-06-30,2018,1,0.82,0.8153,0.0047,0.5765
ROST,2017-03-31,2017,4,0.77,0.7691,0.0009,0.117
ROST,2016-12-31,2017,3,0.62,0.5707,0.0493,8.6385
ROST,2016-09-30,2017,2,0.71,0.6873,0.0227,3.3028
ROST,2016-06-30,2017,1,0.73,0.7472,-0.0172,-2.3019
ROST,2016-03-31,2016,4,0.66,0.6531,0.0069,1.0565
ROST,2015-12-31,2016,3,0.53,0.5102,0.0198,3.8808
ROST,2015-09-30,2016,2,0.63,0.6352,-0.0052,-0.8186
RCL,2024-12-31,2024,4,1.63,1.5124,0.1176,7.7757
RCL,2024-09-30,2024,3,5.2,5.0806,0.1194,2.3501
RCL,2024-06-30,2024,2,3.21,2.7823,0.4277,15.3722
RCL,2024-03-31,2024,1,1.77,1.3453,0.4247,31.5692
RCL,2023-12-31,2023,4,1.25,1.1409,0.1091,9.5626
RCL,2023-09-30,2023,3,3.85,3.4975,0.3525,10.0786
RCL,2023-06-30,2023,2,1.82,1.6069,0.2131,13.2616
RCL,2023-03-31,2023,1,-0.23,-0.7097,0.4797,67.5919
RCL,2022-12-31,2022,4,-1.12,-1.3544,0.2344,17.3066
RCL,2022-09-30,2022,3,0.26,0.1887,0.0713,37.7848
RCL,2022-06-30,2022,2,-2.08,-2.2186,0.1386,6.2472
RCL,2022-03-31,2022,1,-4.57,-4.5136,-0.0564,-1.2496
RCL,2021-12-31,2021,4,-4.78,-3.9625,-0.8175,-20.6309
RCL,2021-09-30,2021,3,-4.91,-4.4491,-0.4609,-10.3594
RCL,2021-06-30,2021,2,-5.06,-4.4343,-0.6257,-14.1105
RCL,2021-03-31,2021,1,-4.44,-4.6688,0.2288,4.9006
RCL,2020-12-31,2020,4,-5.02,-5.2481,0.2281,4.3463
RCL,2020-09-30,2020,3,-5.62,-5.1757,-0.4443,-8.5843
RCL,2020-06-30,2020,2,-6.13,-4.869,-1.261,-25.8985
RCL,2020-03-31,2020,1,-1.48,-0.636,-0.844,-132.7044
RCL,2019-12-31,2019,4,1.42,1.438,-0.018,-1.2517
RCL,2019-09-30,2019,3,4.27,4.3576,-0.0876,-2.0103
RCL,2019-06-30,2019,2,2.54,2.4725,0.0675,2.73
RCL,2019-03-31,2019,1,1.31,1.1193,0.1907,17.0374
RCL,2018-12-31,2018,4,1.53,1.5301,-0.0001,-0.0065
RCL,2018-09-30,2018,3,3.98,4.0063,-0.0263,-0.6565
RCL,2018-06-30,2018,2,2.27,2.034,0.236,11.6028
RCL,2018-03-31,2018,1,1.09,0.98,0.11,11.2245
RCL,2017-12-31,2017,4,1.34,1.2101,0.1299,10.7347
RCL,2017-09-30,2017,3,3.49,3.4297,0.0603,1.7582
RCL,2017-06-30,2017,2,1.71,1.6829,0.0271,1.6103
RCL,2017-03-31,2017,1,0.99,0.9283,0.0617,6.6466
RCL,2016-12-31,2016,4,1.23,1.2213,0.0087,0.7124
RCL,2016-09-30,2016,3,3.2,3.1319,0.0681,2.1744
RCL,2016-06-30,2016,2,1.09,1.0249,0.0651,6.3518
RCL,2016-03-31,2016,1,0.57,0.3141,0.2559,81.4709
RCL,2015-12-31,2015,4,0.94,0.9313,0.0087,0.9342
RCL,2015-09-30,2015,3,2.84,2.7374,0.1026,3.7481
SPGI,2024-12-31,2024,4,3.77,3.5484,0.2216,6.2451
SPGI,2024-09-30,2024,3,3.89,3.7159,0.1741,4.6853
SPGI,2024-06-30,2024,2,4.04,3.7225,0.3175,8.5292
SPGI,2024-03-31,2024,1,4.01,3.7377,0.2723,7.2852
SPGI,2023-12-31,2023,4,3.13,3.2097,-0.0797,-2.4831
SPGI,2023-09-30,2023,3,3.21,3.1062,0.1038,3.3417
SPGI,2023-06-30,2023,2,3.12,3.1996,-0.0796,-2.4878
SPGI,2023-03-31,2023,1,3.15,2.9729,0.1771,5.9571
SPGI,2022-12-31,2022,4,2.54,2.5263,0.0137,0.5423
SPGI,2022-09-30,2022,3,2.93,2.8503,0.0797,2.7962
SPGI,2022-06-30,2022,2,2.81,2.9939,-0.1839,-6.1425
SPGI,2022-03-31,2022,1,2.89,3.0439,-0.1539,-5.056
SPGI,2021-12-31,2021,4,3.15,3.1952,-0.0452,-1.4146
SPGI,2021-09-30,2021,3,3.54,3.2095,0.3305,10.2976
SPGI,2021-06-30,2021,2,3.62,3.3312,0.2888,8.6695
SPGI,2021-03-31,2021,1,3.39,3.1368,0.2532,8.0719
SPGI,2020-12-31,2020,4,2.71,2.5557,0.1543,6.0375
SPGI,2020-09-30,2020,3,2.85,2.6262,0.2238,8.5218
SPGI,2020-06-30,2020,2,3.4,2.7252,0.6748,24.7615
SPGI,2020-03-31,2020,1,2.73,2.3474,0.3826,16.2989
SPGI,2019-12-31,2019,4,2.53,2.4807,0.0493,1.9873
SPGI,2019-09-30,2019,3,2.46,2.3844,0.0756,3.1706
SPGI,2019-06-30,2019,2,2.43,2.3229,0.1071,4.6106
SPGI,2019-03-31,2019,1,2.11,2.1726,-0.0626,-2.8813
SPGI,2018-12-31,2018,4,2.22,2.2312,-0.0112,-0.502
SPGI,2018-09-30,2018,3,2.11,2.0799,0.0301,1.4472
SPGI,2018-06-30,2018,2,2.17,2.1706,-0.0006,-0.0276
SPGI,2018-03-31,2018,1,2,2.0048,-0.0048,-0.2394
SPGI,2017-12-31,2017,4,1.85,1.6444,0.2056,12.503
SPGI,2017-09-30,2017,3,1.71,1.5653,0.1447,9.2442
SPGI,2017-06-30,2017,2,1.72,1.6074,0.1126,7.0051
SPGI,2017-03-31,2017,1,1.62,1.422,0.198,13.9241
SPGI,2016-12-31,2016,4,1.28,1.2129,0.0671,5.5322
SPGI,2016-09-30,2016,3,1.43,1.3675,0.0625,4.5704
SPGI,2016-06-30,2016,2,1.44,1.3693,0.0707,5.1632
SPGI,2016-03-31,2016,1,1.2,1.1706,0.0294,2.5115
SPGI,2015-12-31,2015,4,1.04,1.0328,0.0072,0.6971
SPGI,2015-09-30,2015,3,1.19,1.0905,0.0995,9.1243
CRM,2024-03-31,2024,4,2.29,2.2867,0.0033,0.1443
CRM,2023-12-31,2024,3,2.11,2.0813,0.0287,1.3789
CRM,2023-09-30,2024,2,2.12,1.915,0.205,10.705
CRM,2023-06-30,2024,1,1.69,1.6257,0.0643,3.9552
CRM,2023-03-31,2023,4,1.68,1.3772,0.3028,21.9866
CRM,2022-12-31,2023,3,1.4,1.2271,0.1729,14.0901
CRM,2022-09-30,2023,2,1.19,1.0314,0.1586,15.3772
CRM,2022-06-30,2023,1,0.98,0.9457,0.0343,3.6269
CRM,2022-03-31,2022,4,0.84,0.7462,0.0938,12.5704
CRM,2021-12-31,2022,3,1.27,0.9295,0.3405,36.6326
CRM,2021-09-30,2022,2,1.48,0.9266,0.5534,59.7237
CRM,2021-06-30,2022,1,1.21,0.8938,0.3162,35.377
CRM,2021-03-31,2021,4,1.04,0.7554,0.2846,37.6754
CRM,2020-12-31,2021,3,1.74,0.7545,0.9855,130.6163
CRM,2020-09-30,2021,2,1.44,0.673,0.767,113.9673
CRM,2020-06-30,2021,1,0.7,0.7,0,0
CRM,2020-03-31,2020,4,0.66,0.5606,0.0994,17.731
CRM,2019-12-31,2020,3,0.75,0.6633,0.0867,13.071
CRM,2019-09-30,2020,2,0.66,0.473,0.187,39.5349
CRM,2019-06-30,2020,1,0.93,0.615,0.315,51.2195
CRM,2019-03-31,2019,4,0.7,0.5591,0.1409,25.2012
CRM,2018-12-31,2019,3,0.61,0.5051,0.1049,20.7682
CRM,2018-09-30,2019,2,0.53,0.4769,0.0531,11.1344
CRM,2018-06-30,2019,1,0.74,0.462,0.278,60.1732
CRM,2018-03-31,2018,4,0.35,0.3383,0.0117,3.4585
CRM,2017-12-31,2018,3,0.39,0.3698,0.0202,5.4624
CRM,2017-09-30,2018,2,0.33,0.3187,0.0113,3.5457
CRM,2017-06-30,2018,1,0.28,0.2614,0.0186,7.1155
CRM,2017-03-31,2017,4,0.28,0.2508,0.0292,11.6427
CRM,2016-12-31,2017,3,0.24,0.2145,0.0255,11.8881
CRM,2016-09-30,2017,2,0.24,0.2217,0.0183,8.2544
CRM,2016-06-30,2017,1,0.24,0.2355,0.0045,1.9108
CRM,2015-12-31,2016,3,0.21,0.1888,0.0212,11.2288
CRM,2015-09-30,2016,2,0.19,0.1765,0.0135,7.6487
CRM,2015-06-30,2016,1,0.16,0.1396,0.0204,14.6132
STX,2024-06-30,2024,4,1.05,0.7624,0.2876,37.723
STX,2024-03-31,2024,3,0.33,0.2899,0.0401,13.8324
STX,2023-12-31,2024,2,0.12,-0.0643,0.1843,286.6252
STX,2023-09-30,2024,1,-0.22,-0.2096,-0.0104,-4.9618
STX,2023-06-30,2023,4,-0.18,-0.2573,0.0773,30.0428
STX,2023-03-31,2023,3,-0.28,0.2124,-0.4924,-231.8267
STX,2022-12-31,2023,2,0.16,0.0979,0.0621,63.4321
STX,2022-09-30,2023,1,0.48,0.7282,-0.2482,-34.084
STX,2022-06-30,2022,4,1.59,1.9179,-0.3279,-17.0968
STX,2022-03-31,2022,3,1.81,1.8574,-0.0474,-2.552
STX,2021-12-31,2022,2,2.41,2.3892,0.0208,0.8706
STX,2021-09-30,2022,1,2.35,2.2437,0.1063,4.7377
STX,2021-06-30,2021,4,2,1.9044,0.0956,5.02
STX,2021-03-31,2021,3,1.48,1.3377,0.1423,10.6377
STX,2020-12-31,2021,2,1.29,1.1409,0.1491,13.0686
STX,2020-09-30,2021,1,0.93,0.8938,0.0362,4.0501
STX,2020-06-30,2020,4,1.2,1.3061,-0.1061,-8.1234
STX,2020-03-31,2020,3,1.38,1.3151,0.0649,4.935
STX,2019-12-31,2020,2,1.35,1.3374,0.0126,0.9421
STX,2019-09-30,2020,1,1.03,1.0179,0.0121,1.1887
STX,2019-06-30,2019,4,0.86,0.8462,0.0138,1.6308
STX,2019-03-31,2019,3,0.83,0.7208,0.1092,15.1498
STX,2018-12-31,2019,2,1.41,1.2861,0.1239,9.6338
STX,2018-09-30,2019,1,1.7,1.5635,0.1365,8.7304
STX,2018-06-30,2018,4,1.62,1.4629,0.1571,10.7389
STX,2018-03-31,2018,3,1.46,1.346,0.114,8.4695
STX,2017-12-31,2018,2,1.48,1.3612,0.1188,8.7276
STX,2017-09-30,2018,1,0.96,0.8678,0.0922,10.6246
STX,2017-06-30,2017,4,0.65,0.9909,-0.3409,-34.4031
STX,2017-03-31,2017,3,1.1,1.0826,0.0174,1.6072
STX,2016-12-31,2017,2,1.38,1.0876,0.2924,26.8849
STX,2016-09-30,2017,1,0.99,0.9105,0.0795,8.7315
STX,2016-06-30,2016,4,0.69,0.6091,0.0809,13.2819
STX,2016-03-31,2016,3,0.22,0.3721,-0.1521,-40.8761
STX,2015-12-31,2016,2,0.82,0.7152,0.1048,14.6532
STX,2015-09-30,2016,1,0.54,0.5082,0.0318,6.2574
SWKS,2024-09-30,2024,4,1.55,1.5538,-0.0038,-0.2446
SWKS,2024-06-30,2024,3,1.21,1.2369,-0.0269,-2.1748
SWKS,2024-03-31,2024,2,1.55,1.5547,-0.0047,-0.3023
SWKS,2023-12-31,2024,1,1.97,1.9936,-0.0236,-1.1838
SWKS,2023-09-30,2023,4,2.2,2.1435,0.0565,2.6359
SWKS,2023-06-30,2023,3,1.73,1.7325,-0.0025,-0.1443
SWKS,2023-03-31,2023,2,2.02,2.0643,-0.0443,-2.146
SWKS,2022-12-31,2023,1,2.59,2.666,-0.076,-2.8507
SWKS,2022-09-30,2022,4,3.02,2.9574,0.0626,2.1167
SWKS,2022-06-30,2022,3,2.44,2.4006,0.0394,1.6413
SWKS,2022-03-31,2022,2,2.63,2.6823,-0.0523,-1.9498
SWKS,2021-12-31,2022,1,3.14,3.1625,-0.0225,-0.7115
SWKS,2021-09-30,2021,4,2.62,2.5833,0.0367,1.4207
SWKS,2021-06-30,2021,3,2.15,2.1857,-0.0357,-1.6333
SWKS,2021-03-31,2021,2,2.37,2.3968,-0.0268,-1.1182
SWKS,2020-12-31,2021,1,3.36,2.1239,1.2361,58.1995
SWKS,2020-09-30,2020,4,1.85,1.5515,0.2985,19.2394
SWKS,2020-06-30,2020,3,1.25,1.1466,0.1034,9.018
SWKS,2020-03-31,2020,2,1.34,1.3585,-0.0185,-1.3618
SWKS,2019-12-31,2020,1,1.68,1.685,-0.005,-0.2967
SWKS,2019-09-30,2019,4,1.52,1.5268,-0.0068,-0.4454
SWKS,2019-06-30,2019,3,1.35,1.3892,-0.0392,-2.8218
SWKS,2019-03-31,2019,2,1.47,1.4587,0.0113,0.7747
SWKS,2018-12-31,2019,1,1.83,1.8762,-0.0462,-2.4624
SWKS,2018-09-30,2018,4,1.94,1.9537,-0.0137,-0.7012
SWKS,2018-06-30,2018,3,1.64,1.6278,0.0122,0.7495
SWKS,2018-03-31,2018,2,1.64,1.6334,0.0066,0.4041
SWKS,2017-12-31,2018,1,2,1.9599,0.0401,2.046
SWKS,2017-09-30,2017,4,1.82,1.7872,0.0328,1.8353
SWKS,2017-06-30,2017,3,1.57,1.5526,0.0174,1.1207
SWKS,2017-03-31,2017,2,1.45,1.4299,0.0201,1.4057
SWKS,2016-12-31,2017,1,1.61,1.6139,-0.0039,-0.2417
SWKS,2016-09-30,2016,4,1.47,1.459,0.011,0.7539
SWKS,2016-06-30,2016,3,1.24,1.2379,0.0021,0.1696
SWKS,2016-03-31,2016,2,1.25,1.2688,-0.0188,-1.4817
SWKS,2015-12-31,2016,1,1.6,1.6127,-0.0127,-0.7875
SWKS,2015-09-30,2015,4,1.52,1.545,-0.025,-1.6181
SBUX,2024-09-30,2024,4,0.8,1.0486,-0.2486,-23.7078
SBUX,2024-06-30,2024,3,0.93,0.9525,-0.0225,-2.3622
SBUX,2024-03-31,2024,2,0.68,0.8103,-0.1303,-16.0805
SBUX,2023-12-31,2024,1,0.9,0.9489,-0.0489,-5.1533
SBUX,2023-09-30,2023,4,1.06,0.9906,0.0694,7.0059
SBUX,2023-06-30,2023,3,1,0.9716,0.0284,2.923
SBUX,2023-03-31,2023,2,0.74,0.6622,0.0778,11.7487
SBUX,2022-12-31,2023,1,0.75,0.7865,-0.0365,-4.6408
SBUX,2022-09-30,2022,4,0.81,0.7364,0.0736,9.9946
SBUX,2022-06-30,2022,3,0.84,0.7679,0.0721,9.3892
SBUX,2022-03-31,2022,2,0.59,0.6051,-0.0151,-2.4955
SBUX,2021-12-31,2022,1,0.72,0.8125,-0.0925,-11.3846
SBUX,2021-09-30,2021,4,1,1.0121,-0.0121,-1.1955
SBUX,2021-06-30,2021,3,1.01,0.7958,0.2142,26.9163
SBUX,2021-03-31,2021,2,0.62,0.5399,0.0801,14.8361
SBUX,2020-12-31,2021,1,0.61,0.5643,0.0457,8.0985
SBUX,2020-09-30,2020,4,0.51,0.32,0.19,59.375
SBUX,2020-06-30,2020,3,-0.46,-0.6039,0.1439,23.8284
SBUX,2020-03-31,2020,2,0.32,0.349,-0.029,-8.3095
SBUX,2019-12-31,2020,1,0.79,0.7738,0.0162,2.0936
SBUX,2019-09-30,2019,4,0.7,0.7126,-0.0126,-1.7682
SBUX,2019-06-30,2019,3,0.78,0.7386,0.0414,5.6052
SBUX,2019-03-31,2019,2,0.6,0.5744,0.0256,4.4568
SBUX,2018-12-31,2019,1,0.68,0.6614,0.0186,2.8122
SBUX,2018-09-30,2018,4,0.62,0.611,0.009,1.473
SBUX,2018-06-30,2018,3,0.62,0.6198,0.0002,0.0323
SBUX,2018-03-31,2018,2,0.53,0.5406,-0.0106,-1.9608
SBUX,2017-12-31,2018,1,0.58,0.5829,-0.0029,-0.4975
SBUX,2017-09-30,2017,4,0.55,0.5573,-0.0073,-1.3099
SBUX,2017-06-30,2017,3,0.55,0.5621,-0.0121,-2.1526
SBUX,2017-03-31,2017,2,0.45,0.4576,-0.0076,-1.6608
SBUX,2016-12-31,2017,1,0.52,0.5304,-0.0104,-1.9608
SBUX,2016-09-30,2016,4,0.56,0.5591,0.0009,0.161
SBUX,2016-06-30,2016,3,0.49,0.4963,-0.0063,-1.2694
SBUX,2016-03-31,2016,2,0.39,0.3977,-0.0077,-1.9361
SBUX,2015-12-31,2016,1,0.46,0.4591,0.0009,0.196
SBUX,2015-09-30,2015,4,0.43,0.4426,-0.0126,-2.8468
STT,2024-12-31,2024,4,2.6,2.4587,0.1413,5.7469
STT,2024-09-30,2024,3,2.26,2.1403,0.1197,5.5927
STT,2024-06-30,2024,2,2.15,2.0463,0.1037,5.0677
STT,2024-03-31,2024,1,1.69,1.5102,0.1798,11.9057
STT,2023-12-31,2023,4,2.04,1.8503,0.1897,10.2524
STT,2023-09-30,2023,3,1.93,1.8303,0.0997,5.4472
STT,2023-06-30,2023,2,2.17,2.1235,0.0465,2.1898
STT,2023-03-31,2023,1,1.52,1.6592,-0.1392,-8.3896
STT,2022-12-31,2022,4,2.07,2.0029,0.0671,3.3501
STT,2022-09-30,2022,3,1.82,1.7983,0.0217,1.2067
STT,2022-06-30,2022,2,1.94,1.7437,0.1963,11.2577
STT,2022-03-31,2022,1,1.59,1.5058,0.0842,5.5917
STT,2021-12-31,2021,4,2,1.9018,0.0982,5.1635
STT,2021-09-30,2021,3,2,1.9349,0.0651,3.3645
STT,2021-06-30,2021,2,1.97,1.8082,0.1618,8.9481
STT,2021-03-31,2021,1,1.47,1.3678,0.1022,7.4719
STT,2020-12-31,2020,4,1.69,1.5778,0.1122,7.1112
STT,2020-09-30,2020,3,1.45,1.4288,0.0212,1.4838
STT,2020-06-30,2020,2,1.88,1.6272,0.2528,15.5359
STT,2020-03-31,2020,1,1.67,1.3609,0.3091,22.7129
STT,2019-12-31,2019,4,1.98,1.7119,0.2681,15.661
STT,2019-09-30,2019,3,1.51,1.4023,0.1077,7.6802
STT,2019-06-30,2019,2,1.45,1.4031,0.0469,3.3426
STT,2019-03-31,2019,1,1.24,1.2093,0.0307,2.5387
STT,2018-12-31,2018,4,1.68,1.6845,-0.0045,-0.2671
STT,2018-09-30,2018,3,1.87,1.9116,-0.0416,-2.1762
STT,2018-06-30,2018,2,2.05,2.0258,0.0242,1.1946
STT,2018-03-31,2018,1,1.62,1.608,0.012,0.7463
STT,2017-12-31,2017,4,1.83,1.7189,0.1111,6.4634
STT,2017-09-30,2017,3,1.71,1.6314,0.0786,4.8179
STT,2017-06-30,2017,2,1.67,1.5895,0.0805,5.0645
STT,2017-03-31,2017,1,1.21,1.1142,0.0958,8.5981
STT,2016-12-31,2016,4,1.35,1.3346,0.0154,1.1539
STT,2016-09-30,2016,3,1.35,1.2652,0.0848,6.7025
STT,2016-06-30,2016,2,1.46,1.2765,0.1835,14.3752
STT,2016-03-31,2016,1,0.98,0.9091,0.0709,7.7989
STT,2015-12-31,2015,4,1.21,1.1949,0.0151,1.2637
STT,2015-09-30,2015,3,1.16,1.2458,-0.0858,-6.8871
SNPS,2024-12-31,2024,4,3.4,3.3668,0.0332,0.9861
SNPS,2024-09-30,2024,3,3.43,3.3432,0.0868,2.5963
SNPS,2024-06-30,2024,2,3,3.0124,-0.0124,-0.4116
SNPS,2024-03-31,2024,1,3.56,3.4987,0.0613,1.7521
SNPS,2023-12-31,2023,4,3.17,3.0986,0.0714,2.3043
SNPS,2023-09-30,2023,3,2.88,2.7921,0.0879,3.1482
SNPS,2023-06-30,2023,2,2.54,2.5107,0.0293,1.167
SNPS,2023-03-31,2023,1,2.62,2.5548,0.0652,2.5521
SNPS,2022-12-31,2022,4,1.91,1.8819,0.0281,1.4932
SNPS,2022-09-30,2022,3,2.1,2.0278,0.0722,3.5605
SNPS,2022-06-30,2022,2,2.5,2.417,0.083,3.434
SNPS,2022-03-31,2022,1,2.4,2.4216,-0.0216,-0.892
SNPS,2021-12-31,2021,4,1.82,1.8183,0.0017,0.0935
SNPS,2021-09-30,2021,3,1.81,1.8137,-0.0037,-0.204
SNPS,2021-06-30,2021,2,1.7,1.5553,0.1447,9.3037
SNPS,2021-03-31,2021,1,1.52,1.5031,0.0169,1.1243
SNPS,2020-12-31,2020,4,1.58,1.6068,-0.0268,-1.6679
SNPS,2020-09-30,2020,3,1.74,1.372,0.368,26.8222
SNPS,2020-06-30,2020,2,1.22,1.0063,0.2137,21.2362
SNPS,2020-03-31,2020,1,1.01,0.9388,0.0712,7.5841
SNPS,2019-12-31,2019,4,1.15,1.1485,0.0015,0.1306
SNPS,2019-09-30,2019,3,1.18,1.1188,0.0612,5.4701
SNPS,2019-06-30,2019,2,1.16,1.1164,0.0436,3.9054
SNPS,2019-03-31,2019,1,1.08,0.9852,0.0948,9.6224
SNPS,2018-12-31,2018,4,0.78,0.7924,-0.0124,-1.5649
SNPS,2018-09-30,2018,3,0.95,0.9337,0.0163,1.7457
SNPS,2018-06-30,2018,2,1.08,1.103,-0.023,-2.0852
SNPS,2018-03-31,2018,1,1.1,1.0166,0.0834,8.2038
SNPS,2017-12-31,2017,4,0.69,0.584,0.106,18.1507
SNPS,2017-09-30,2017,3,0.92,0.9384,-0.0184,-1.9608
SNPS,2017-06-30,2017,2,0.88,0.8747,0.0053,0.6059
SNPS,2017-03-31,2017,1,0.94,0.7982,0.1418,17.765
SNPS,2016-12-31,2016,4,0.77,0.7828,-0.0128,-1.6352
SNPS,2016-09-30,2016,3,0.76,0.7523,0.0077,1.0235
SNPS,2016-06-30,2016,2,0.81,0.8043,0.0057,0.7087
SNPS,2016-03-31,2016,1,0.68,0.6273,0.0527,8.4011
SNPS,2015-12-31,2015,4,0.67,0.6687,0.0013,0.1944
