symbol,period,year,quarter,actual,estimate,surprise,surprisePercent
ACN,2024-09-30,2024,4,2.79,2.8091,-0.0191,-0.6799
ACN,2024-06-30,2024,3,3.13,3.1821,-0.0521,-1.6373
ACN,2024-03-31,2024,2,2.77,2.6893,0.0807,3.0008
ACN,2023-12-31,2024,1,3.27,3.1751,0.0949,2.9889
ACN,2023-09-30,2023,4,2.71,2.6833,0.0267,0.995
ACN,2023-06-30,2023,3,3.19,3.0689,0.1211,3.946
ACN,2023-03-31,2023,2,2.69,2.5228,0.1672,6.6276
ACN,2022-12-31,2023,1,3.08,2.9411,0.1389,4.7227
ACN,2022-09-30,2022,4,2.6,2.5963,0.0037,0.1425
ACN,2022-06-30,2022,3,2.94,2.8778,0.0622,2.1614
ACN,2022-03-31,2022,2,2.54,2.3943,0.1457,6.0853
ACN,2021-12-31,2022,1,2.78,2.6539,0.1261,4.7515
ACN,2021-09-30,2021,4,2.2,2.2122,-0.0122,-0.5515
ACN,2021-06-30,2021,3,2.4,2.2552,0.1448,6.4207
ACN,2021-03-31,2021,2,2.03,1.9167,0.1133,5.9112
ACN,2020-12-31,2021,1,2.32,2.0743,0.2457,11.845
ACN,2020-09-30,2020,4,1.7,1.7501,-0.0501,-2.8627
ACN,2020-06-30,2020,3,1.9,1.8646,0.0354,1.8985
ACN,2020-03-31,2020,2,1.91,1.7393,0.1707,9.8143
ACN,2019-12-31,2020,1,2.09,2.0152,0.0748,3.7118
ACN,2019-09-30,2019,4,1.74,1.7309,0.0091,0.5257
ACN,2019-06-30,2019,3,1.93,1.9107,0.0193,1.0101
ACN,2019-03-31,2019,2,1.73,1.5829,0.1471,9.2931
ACN,2018-12-31,2019,1,1.96,1.8769,0.0831,4.4275
ACN,2018-09-30,2018,4,1.58,1.571,0.009,0.5729
ACN,2018-06-30,2018,3,1.79,1.7369,0.0531,3.0572
ACN,2018-03-31,2018,2,1.58,1.5025,0.0775,5.1581
ACN,2017-12-31,2018,1,1.79,1.6826,0.1074,6.383
ACN,2017-09-30,2017,4,1.48,1.4797,0.0003,0.0203
ACN,2017-06-30,2017,3,1.52,1.5349,-0.0149,-0.9707
ACN,2017-03-31,2017,2,1.33,1.3121,0.0179,1.3642
ACN,2016-12-31,2017,1,1.58,1.5075,0.0725,4.8093
ACN,2016-09-30,2016,4,1.31,1.3123,-0.0023,-0.1753
ACN,2016-06-30,2016,3,1.41,1.4216,-0.0116,-0.816
ACN,2016-03-31,2016,2,1.34,1.1956,0.1444,12.0776
ACN,2015-12-31,2016,1,1.35,1.3312,0.0188,1.4123
ACN,2015-09-30,2015,4,1.15,1.1297,0.0203,1.7969
ADBE,2024-12-31,2024,4,4.81,4.7553,0.0547,1.1503
ADBE,2024-09-30,2024,3,4.65,4.6194,0.0306,0.6624
ADBE,2024-06-30,2024,2,4.48,4.4772,0.0028,0.0625
ADBE,2024-03-31,2024,1,4.48,4.467,0.013,0.291
ADBE,2023-12-31,2023,4,4.27,4.2199,0.0501,1.1872
ADBE,2023-09-30,2023,3,4.09,4.0584,0.0316,0.7786
ADBE,2023-06-30,2023,2,3.91,3.8625,0.0475,1.2298
ADBE,2023-03-31,2023,1,3.8,3.7541,0.0459,1.2227
ADBE,2022-12-31,2022,4,3.6,3.5731,0.0269,0.7528
ADBE,2022-09-30,2022,3,3.4,3.4005,-0.0005,-0.0147
ADBE,2022-06-30,2022,2,3.35,3.3754,-0.0254,-0.7525
ADBE,2022-03-31,2022,1,3.37,3.4104,-0.0404,-1.1846
ADBE,2021-12-31,2021,4,3.2,3.2611,-0.0611,-1.8736
ADBE,2021-09-30,2021,3,3.11,3.0717,0.0383,1.2469
ADBE,2021-06-30,2021,2,3.03,2.8687,0.1613,5.6228
ADBE,2021-03-31,2021,1,3.14,2.8406,0.2994,10.54
ADBE,2020-12-31,2020,4,2.81,2.7091,0.1009,3.7245
ADBE,2020-09-30,2020,3,2.57,2.4587,0.1113,4.5268
ADBE,2020-06-30,2020,2,2.45,2.377,0.073,3.0711
ADBE,2020-03-31,2020,1,2.2,2.2713,-0.0713,-3.1392
ADBE,2019-12-31,2019,4,2.29,2.3026,-0.0126,-0.5472
ADBE,2019-09-30,2019,3,2.05,2.0117,0.0383,1.9039
ADBE,2019-06-30,2019,2,1.83,1.8176,0.0124,0.6822
ADBE,2019-03-31,2019,1,1.65,1.6482,0.0018,0.1092
ADBE,2018-12-31,2018,4,1.9,1.9193,-0.0193,-1.0056
ADBE,2018-09-30,2018,3,1.73,1.7247,0.0053,0.3073
ADBE,2018-06-30,2018,2,1.66,1.573,0.087,5.5308
ADBE,2018-03-31,2018,1,1.55,1.4665,0.0835,5.6938
ADBE,2017-12-31,2017,4,1.26,1.1805,0.0795,6.7344
ADBE,2017-09-30,2017,3,1.1,1.0262,0.0738,7.1916
ADBE,2017-06-30,2017,2,1.02,0.9648,0.0552,5.7214
ADBE,2017-03-31,2017,1,0.94,0.8878,0.0522,5.8797
ADBE,2016-12-31,2016,4,0.9,0.8787,0.0213,2.424
ADBE,2016-09-30,2016,3,0.75,0.7377,0.0123,1.6673
ADBE,2016-06-30,2016,2,0.71,0.693,0.017,2.4531
ADBE,2016-03-31,2016,1,0.66,0.6188,0.0412,6.658
ADBE,2015-12-31,2015,4,0.62,0.6112,0.0088,1.4398
ADBE,2015-09-30,2015,3,0.54,0.5075,0.0325,6.4039
AMD,2024-12-31,2024,4,1.09,1.0885,0.0015,0.1378
AMD,2024-09-30,2024,3,0.92,0.9246,-0.0046,-0.4975
AMD,2024-06-30,2024,2,0.69,0.6829,0.0071,1.0397
AMD,2024-03-31,2024,1,0.62,0.6154,0.0046,0.7475
AMD,2023-12-31,2023,4,0.77,0.7802,-0.0102,-1.3074
AMD,2023-09-30,2023,3,0.7,0.6835,0.0165,2.414
AMD,2023-06-30,2023,2,0.58,0.5772,0.0028,0.4851
AMD,2023-03-31,2023,1,0.6,0.5697,0.0303,5.3186
AMD,2022-12-31,2022,4,0.69,0.6748,0.0152,2.2525
AMD,2022-09-30,2022,3,0.67,0.6915,-0.0215,-3.1092
AMD,2022-06-30,2022,2,1.05,1.0436,0.0064,0.6133
AMD,2022-03-31,2022,1,1.13,0.9191,0.2109,22.9464
AMD,2021-12-31,2021,4,0.92,0.7657,0.1543,20.1515
AMD,2021-09-30,2021,3,0.73,0.6763,0.0537,7.9403
AMD,2021-06-30,2021,2,0.63,0.5485,0.0815,14.8587
AMD,2021-03-31,2021,1,0.52,0.4445,0.0755,16.9854
AMD,2020-12-31,2020,4,0.52,0.4757,0.0443,9.3126
AMD,2020-09-30,2020,3,0.41,0.3599,0.0501,13.9205
AMD,2020-06-30,2020,2,0.18,0.1651,0.0149,9.0248
AMD,2020-03-31,2020,1,0.18,0.1816,-0.0016,-0.8811
AMD,2019-12-31,2019,4,0.32,0.3097,0.0103,3.3258
AMD,2019-09-30,2019,3,0.18,0.1849,-0.0049,-2.6501
AMD,2019-06-30,2019,2,0.08,0.0778,0.0022,2.8278
AMD,2019-03-31,2019,1,0.06,0.0519,0.0081,15.6069
AMD,2018-12-31,2018,4,0.08,0.0828,-0.0028,-3.3816
AMD,2018-09-30,2018,3,0.13,0.1256,0.0044,3.5032
AMD,2018-06-30,2018,2,0.14,0.1267,0.0133,10.4972
AMD,2018-03-31,2018,1,0.11,0.0896,0.0204,22.7679
AMD,2017-12-31,2017,4,0.08,0.0497,0.0303,60.9658
AMD,2017-09-30,2017,3,0.1,0.0764,0.0236,30.8901
AMD,2017-06-30,2017,2,0.02,-0.0003,0.0203,6766.6667
AMD,2017-03-31,2017,1,-0.04,-0.0419,0.0019,4.5346
AMD,2016-12-31,2016,4,-0.01,-0.0157,0.0057,36.3057
AMD,2016-09-30,2016,3,0.03,0.0039,0.0261,669.2308
AMD,2016-06-30,2016,2,-0.05,-0.0842,0.0342,40.6176
AMD,2016-03-31,2016,1,-0.12,-0.1291,0.0091,7.0488
AMD,2015-12-31,2015,4,-0.1,-0.1023,0.0023,2.2483
AMD,2015-09-30,2015,3,-0.17,-0.1171,-0.0529,-45.1751
AFL,2024-12-31,2024,4,1.57,1.6358,-0.0658,-4.0225
AFL,2024-09-30,2024,3,2.16,1.702,0.458,26.9095
AFL,2024-06-30,2024,2,1.83,1.615,0.215,13.3127
AFL,2024-03-31,2024,1,1.66,1.5982,0.0618,3.8669
AFL,2023-12-31,2023,4,1.25,1.4693,-0.2193,-14.9255
AFL,2023-09-30,2023,3,1.84,1.5071,0.3329,22.0888
AFL,2023-06-30,2023,2,1.62,1.4494,0.1706,11.7704
AFL,2023-03-31,2023,1,1.55,1.4116,0.1384,9.8045
AFL,2022-12-31,2022,4,1.4,1.2237,0.1763,14.4071
AFL,2022-09-30,2022,3,1.15,1.2267,-0.0767,-6.2525
AFL,2022-06-30,2022,2,1.46,1.2969,0.1631,12.5761
AFL,2022-03-31,2022,1,1.42,1.3816,0.0384,2.7794
AFL,2021-12-31,2021,4,1.28,1.2803,-0.0003,-0.0234
AFL,2021-09-30,2021,3,1.53,1.3326,0.1974,14.8131
AFL,2021-06-30,2021,2,1.59,1.2865,0.3035,23.5911
AFL,2021-03-31,2021,1,1.53,1.2259,0.3041,24.8063
AFL,2020-12-31,2020,4,1.07,1.0573,0.0127,1.2012
AFL,2020-09-30,2020,3,1.39,1.1482,0.2418,21.059
AFL,2020-06-30,2020,2,1.28,1.0766,0.2034,18.8928
AFL,2020-03-31,2020,1,1.21,1.1142,0.0958,8.5981
AFL,2019-12-31,2019,4,1.03,1.0302,-0.0002,-0.0194
AFL,2019-09-30,2019,3,1.16,1.0783,0.0817,7.5767
AFL,2019-06-30,2019,2,1.13,1.0814,0.0486,4.4942
AFL,2019-03-31,2019,1,1.12,1.0699,0.0501,4.6827
AFL,2018-12-31,2018,4,1.02,0.9529,0.0671,7.0417
AFL,2018-09-30,2018,3,1.03,1.0004,0.0296,2.9588
AFL,2018-06-30,2018,2,1.06,1.0017,0.0583,5.8201
AFL,2018-03-31,2018,1,1.02,0.9823,0.0377,3.8379
AFL,2017-12-31,2017,4,0.815,0.7839,0.0311,3.9673
AFL,2017-09-30,2017,3,0.85,0.8232,0.0268,3.2556
AFL,2017-06-30,2017,2,0.915,0.8387,0.0763,9.0974
AFL,2017-03-31,2017,1,0.835,0.8155,0.0195,2.3912
AFL,2016-12-31,2016,4,0.73,0.8218,-0.0918,-11.1706
AFL,2016-09-30,2016,3,0.91,0.88,0.03,3.4091
AFL,2016-06-30,2016,2,0.855,0.85,0.005,0.5882
AFL,2016-03-31,2016,1,0.865,0.8208,0.0442,5.385
AFL,2015-12-31,2015,4,0.78,0.7443,0.0357,4.7965
AFL,2015-09-30,2015,3,0.78,0.748,0.032,4.2781
AKAM,2024-12-31,2024,4,1.66,1.5413,0.1187,7.7013
AKAM,2024-09-30,2024,3,1.59,1.6204,-0.0304,-1.8761
AKAM,2024-06-30,2024,2,1.58,1.5632,0.0168,1.0747
AKAM,2024-03-31,2024,1,1.64,1.6368,0.0032,0.1955
AKAM,2023-12-31,2023,4,1.69,1.628,0.062,3.8084
AKAM,2023-09-30,2023,3,1.63,1.5268,0.1032,6.7592
AKAM,2023-06-30,2023,2,1.49,1.4339,0.0561,3.9124
AKAM,2023-03-31,2023,1,1.4,1.3466,0.0534,3.9655
AKAM,2022-12-31,2022,4,1.37,1.2986,0.0714,5.4982
AKAM,2022-09-30,2022,3,1.26,1.2476,0.0124,0.9939
AKAM,2022-06-30,2022,2,1.35,1.3319,0.0181,1.359
AKAM,2022-03-31,2022,1,1.39,1.4485,-0.0585,-4.0387
AKAM,2021-12-31,2021,4,1.49,1.4471,0.0429,2.9645
AKAM,2021-09-30,2021,3,1.45,1.4135,0.0365,2.5822
AKAM,2021-06-30,2021,2,1.42,1.4125,0.0075,0.531
AKAM,2021-03-31,2021,1,1.38,1.3292,0.0508,3.8218
AKAM,2020-12-31,2020,4,1.33,1.3398,-0.0098,-0.7315
AKAM,2020-09-30,2020,3,1.31,1.2535,0.0565,4.5074
AKAM,2020-06-30,2020,2,1.38,1.2385,0.1415,11.4251
AKAM,2020-03-31,2020,1,1.2,1.1803,0.0197,1.6691
AKAM,2019-12-31,2019,4,1.23,1.1527,0.0773,6.706
AKAM,2019-09-30,2019,3,1.1,1.0245,0.0755,7.3694
AKAM,2019-06-30,2019,2,1.07,1.0243,0.0457,4.4616
AKAM,2019-03-31,2019,1,1.1,1.0395,0.0605,5.8201
AKAM,2018-12-31,2018,4,1.07,1.017,0.053,5.2114
AKAM,2018-09-30,2018,3,0.94,0.8492,0.0908,10.6924
AKAM,2018-06-30,2018,2,0.83,0.8123,0.0177,2.179
AKAM,2018-03-31,2018,1,0.79,0.7108,0.0792,11.1424
AKAM,2017-12-31,2017,4,0.69,0.6415,0.0485,7.5604
AKAM,2017-09-30,2017,3,0.62,0.599,0.021,3.5058
AKAM,2017-06-30,2017,2,0.62,0.6158,0.0042,0.682
AKAM,2017-03-31,2017,1,0.69,0.6869,0.0031,0.4513
AKAM,2016-12-31,2016,4,0.72,0.6971,0.0229,3.285
AKAM,2016-09-30,2016,3,0.68,0.6207,0.0593,9.5537
AKAM,2016-06-30,2016,2,0.64,0.6486,-0.0086,-1.3259
AKAM,2016-03-31,2016,1,0.66,0.6429,0.0171,2.6598
AKAM,2015-12-31,2015,4,0.72,0.6358,0.0842,13.2432
AKAM,2015-09-30,2015,3,0.62,0.5863,0.0337,5.7479
ALL,2024-12-31,2024,4,7.67,6.3586,1.3114,20.624
ALL,2024-09-30,2024,3,3.91,2.3798,1.5302,64.2995
ALL,2024-06-30,2024,2,1.61,0.3718,1.2382,333.0285
ALL,2024-03-31,2024,1,5.13,3.98,1.15,28.8945
ALL,2023-12-31,2023,4,5.82,4.0339,1.7861,44.2773
ALL,2023-09-30,2023,3,0.81,0.4681,0.3419,73.0399
ALL,2023-06-30,2023,2,-4.42,-4.2209,-0.1991,-4.717
ALL,2023-03-31,2023,1,-1.3,-1.4369,0.1369,9.5275
ALL,2022-12-31,2022,4,-1.36,-1.3741,0.0141,1.0261
ALL,2022-09-30,2022,3,-1.56,-1.5313,-0.0287,-1.8742
ALL,2022-06-30,2022,2,-0.76,-1.2801,0.5201,40.6296
ALL,2022-03-31,2022,1,2.58,2.9266,-0.3466,-11.8431
ALL,2021-12-31,2021,4,2.75,2.7828,-0.0328,-1.1787
ALL,2021-09-30,2021,3,0.73,1.6894,-0.9594,-56.7894
ALL,2021-06-30,2021,2,3.79,3.203,0.587,18.3266
ALL,2021-03-31,2021,1,6.11,3.9141,2.1959,56.1023
ALL,2020-12-31,2020,4,5.87,3.8506,2.0194,52.4438
ALL,2020-09-30,2020,3,2.94,1.6798,1.2602,75.0208
ALL,2020-06-30,2020,2,2.46,1.5648,0.8952,57.2086
ALL,2020-03-31,2020,1,3.54,3.5307,0.0093,0.2634
ALL,2019-12-31,2019,4,3.13,3.2696,-0.1396,-4.2696
ALL,2019-09-30,2019,3,2.84,2.6631,0.1769,6.6426
ALL,2019-06-30,2019,2,2.18,1.5506,0.6294,40.5907
ALL,2019-03-31,2019,1,2.3,2.3024,-0.0024,-0.1042
ALL,2018-12-31,2018,4,1.24,1.1062,0.1338,12.0955
ALL,2018-09-30,2018,3,1.93,2.2329,-0.3029,-13.5653
ALL,2018-06-30,2018,2,1.9,1.506,0.394,26.162
ALL,2018-03-31,2018,1,2.96,2.6313,0.3287,12.4919
ALL,2017-12-31,2017,4,2.09,1.5473,0.5427,35.074
ALL,2017-09-30,2017,3,1.6,0.875,0.725,82.8571
ALL,2017-06-30,2017,2,1.38,0.8912,0.4888,54.8474
ALL,2017-03-31,2017,1,1.64,1.111,0.529,47.6148
ALL,2016-12-31,2016,4,2.17,1.6437,0.5263,32.0192
ALL,2016-09-30,2016,3,1.26,1.2662,-0.0062,-0.4897
ALL,2016-06-30,2016,2,0.62,0.5816,0.0384,6.6025
ALL,2016-03-31,2016,1,0.84,0.6903,0.1497,21.6862
ALL,2015-12-31,2015,4,1.6,1.3487,0.2513,18.6328
ALL,2015-09-30,2015,3,1.52,1.3285,0.1915,14.4148
AMZN,2024-12-31,2024,4,1.86,1.5242,0.3358,22.0312
AMZN,2024-09-30,2024,3,1.43,1.1653,0.2647,22.7152
AMZN,2024-06-30,2024,2,1.26,1.0484,0.2116,20.1831
AMZN,2024-03-31,2024,1,0.98,0.8478,0.1322,15.5933
AMZN,2023-12-31,2023,4,1,0.8189,0.1811,22.115
AMZN,2023-09-30,2023,3,0.94,0.5961,0.3439,57.6917
AMZN,2023-06-30,2023,2,0.65,0.357,0.293,82.0728
AMZN,2023-03-31,2023,1,0.31,0.216,0.094,43.5185
AMZN,2022-12-31,2022,4,0.25,0.1789,0.0711,39.7429
AMZN,2022-09-30,2022,3,0.17,0.2197,-0.0497,-22.6218
AMZN,2022-06-30,2022,2,0.18,0.147,0.033,22.449
AMZN,2022-03-31,2022,1,0.369,0.4262,-0.0572,-13.4209
AMZN,2021-12-31,2021,4,0.29,0.182,0.108,59.3407
AMZN,2021-09-30,2021,3,0.306,0.4549,-0.1489,-32.7325
AMZN,2021-06-30,2021,2,0.7559999999999999,0.6274,0.1286,20.4973
AMZN,2021-03-31,2021,1,0.7895,0.4866,0.3029,62.2483
AMZN,2020-12-31,2020,4,0.7045,0.3688,0.3357,91.0249
AMZN,2020-09-30,2020,3,0.6185,0.3779,0.2406,63.6676
AMZN,2020-06-30,2020,2,0.515,0.0745,0.4405,591.2752
AMZN,2020-03-31,2020,1,0.2505,0.3187,-0.0682,-21.3994
AMZN,2019-12-31,2019,4,0.3235,0.2054,0.1181,57.4976
AMZN,2019-09-30,2019,3,0.2115,0.2356,-0.0241,-10.2292
AMZN,2019-06-30,2019,2,0.261,0.284,-0.023,-8.0986
AMZN,2019-03-31,2019,1,0.3545,0.2409,0.1136,47.1565
AMZN,2018-12-31,2018,4,0.302,0.2897,0.0123,4.2458
AMZN,2018-09-30,2018,3,0.2875,0.1603,0.1272,79.3512
AMZN,2018-06-30,2018,2,0.2535,0.1294,0.1241,95.9042
AMZN,2018-03-31,2018,1,0.1635,0.0642,0.0993,154.6729
AMZN,2017-12-31,2017,4,0.10800000000000001,0.0939,0.0141,15.016
AMZN,2017-09-30,2017,3,0.026000000000000002,0.0015,0.0245,1633.3333
AMZN,2017-06-30,2017,2,0.02,0.0724,-0.0524,-72.3757
AMZN,2017-03-31,2017,1,0.07400000000000001,0.0553,0.0187,33.8156
AMZN,2016-12-31,2016,4,0.077,0.0687,0.0083,12.0815
AMZN,2016-09-30,2016,3,0.026000000000000002,0.0397,-0.0137,-34.5088
AMZN,2016-06-30,2016,2,0.08900000000000001,0.0565,0.0325,57.5221
AMZN,2016-03-31,2016,1,0.0535,0.0301,0.0234,77.7409
AMZN,2015-12-31,2015,4,0.05,0.0801,-0.0301,-37.578
AMZN,2015-09-30,2015,3,0.0085,-0.0069,0.0154,223.1884
AXP,2024-12-31,2024,4,3.04,3.0691,-0.0291,-0.9482
AXP,2024-09-30,2024,3,3.49,3.3159,0.1741,5.2505
AXP,2024-06-30,2024,2,3.49,3.2764,0.2136,6.5194
AXP,2024-03-31,2024,1,3.33,2.9848,0.3452,11.5653
AXP,2023-12-31,2023,4,2.62,2.665,-0.045,-1.6886
AXP,2023-09-30,2023,3,3.3,2.9712,0.3288,11.0662
AXP,2023-06-30,2023,2,2.89,2.8352,0.0548,1.9328
AXP,2023-03-31,2023,1,2.4,2.6818,-0.2818,-10.5079
AXP,2022-12-31,2022,4,2.07,2.2468,-0.1768,-7.869
AXP,2022-09-30,2022,3,2.47,2.4362,0.0338,1.3874
AXP,2022-06-30,2022,2,2.57,2.4364,0.1336,5.4835
AXP,2022-03-31,2022,1,2.73,2.4627,0.2673,10.8539
AXP,2021-12-31,2021,4,2.18,1.8861,0.2939,15.5824
AXP,2021-09-30,2021,3,2.27,1.8198,0.4502,24.739
AXP,2021-06-30,2021,2,2.8,1.6845,1.1155,66.2214
AXP,2021-03-31,2021,1,2.74,1.6269,1.1131,68.4185
AXP,2020-12-31,2020,4,1.76,1.3189,0.4411,33.4445
AXP,2020-09-30,2020,3,1.3,1.3684,-0.0684,-4.9985
AXP,2020-06-30,2020,2,0.29,-0.1148,0.4048,352.6132
AXP,2020-03-31,2020,1,0.41,1.4398,-1.0298,-71.5238
AXP,2019-12-31,2019,4,2.03,2.0327,-0.0027,-0.1328
AXP,2019-09-30,2019,3,2.08,2.0527,0.0273,1.33
AXP,2019-06-30,2019,2,2.07,2.0568,0.0132,0.6418
AXP,2019-03-31,2019,1,2.01,2.0049,0.0051,0.2544
AXP,2018-12-31,2018,4,1.74,1.816,-0.076,-4.185
AXP,2018-09-30,2018,3,1.88,1.784,0.096,5.3812
AXP,2018-06-30,2018,2,1.84,1.8415,-0.0015,-0.0815
AXP,2018-03-31,2018,1,1.86,1.7236,0.1364,7.9137
AXP,2017-12-31,2017,4,1.58,1.5546,0.0254,1.6339
AXP,2017-09-30,2017,3,1.5,1.4911,0.0089,0.5969
AXP,2017-06-30,2017,2,1.47,1.4492,0.0208,1.4353
AXP,2017-03-31,2017,1,1.34,1.2893,0.0507,3.9324
AXP,2016-12-31,2016,4,0.88,0.9874,-0.1074,-10.8771
AXP,2016-09-30,2016,3,1.2,0.9765,0.2235,22.8879
AXP,2016-06-30,2016,2,2.1,1.9674,0.1326,6.7399
AXP,2016-03-31,2016,1,1.43,1.3608,0.0692,5.0852
AXP,2015-12-31,2015,4,1.23,1.1339,0.0961,8.4752
AXP,2015-09-30,2015,3,1.24,1.3241,-0.0841,-6.3515
AIG,2024-12-31,2024,4,1.3,1.2418,0.0582,4.6867
AIG,2024-09-30,2024,3,1.23,1.1131,0.1169,10.5022
AIG,2024-06-30,2024,2,1.16,1.3118,-0.1518,-11.5719
AIG,2024-03-31,2024,1,1.77,1.6646,0.1054,6.3319
AIG,2023-12-31,2023,4,1.79,1.655,0.135,8.1571
AIG,2023-09-30,2023,3,1.61,1.5132,0.0968,6.397
AIG,2023-06-30,2023,2,1.75,1.6015,0.1485,9.2726
AIG,2023-03-31,2023,1,1.63,1.4323,0.1977,13.803
AIG,2022-12-31,2022,4,1.36,1.305,0.055,4.2146
AIG,2022-09-30,2022,3,0.66,0.5375,0.1225,22.7907
AIG,2022-06-30,2022,2,1.19,1.1075,0.0825,7.4492
AIG,2022-03-31,2022,1,1.3,1.1932,0.1068,8.9507
AIG,2021-12-31,2021,4,1.58,1.2011,0.3789,31.5461
AIG,2021-09-30,2021,3,0.97,0.8913,0.0787,8.8298
AIG,2021-06-30,2021,2,1.52,1.215,0.305,25.1029
AIG,2021-03-31,2021,1,1.05,0.9754,0.0746,7.6481
AIG,2020-12-31,2020,4,0.94,0.9408,-0.0008,-0.085
AIG,2020-09-30,2020,3,0.81,0.5479,0.2621,47.8372
AIG,2020-06-30,2020,2,0.66,0.5006,0.1594,31.8418
AIG,2020-03-31,2020,1,0.11,0.7228,-0.6128,-84.7814
AIG,2019-12-31,2019,4,1.03,1.0102,0.0198,1.96
AIG,2019-09-30,2019,3,0.56,1.0068,-0.4468,-44.3782
AIG,2019-06-30,2019,2,1.43,1.164,0.266,22.8522
AIG,2019-03-31,2019,1,1.58,1.0679,0.5121,47.9539
AIG,2018-12-31,2018,4,-0.63,0.4272,-1.0572,-247.4719
AIG,2018-09-30,2018,3,-0.34,0.1195,-0.4595,-384.5188
AIG,2018-06-30,2018,2,1.05,1.2232,-0.1732,-14.1596
AIG,2018-03-31,2018,1,1.04,1.2844,-0.2444,-19.0283
AIG,2017-12-31,2017,4,0.57,0.755,-0.185,-24.5033
AIG,2017-09-30,2017,3,-1.22,-0.7947,-0.4253,-53.5171
AIG,2017-06-30,2017,2,1.53,1.2112,0.3188,26.321
AIG,2017-03-31,2017,1,1.36,1.0911,0.2689,24.6449
AIG,2016-12-31,2016,4,0.84,1.1871,-0.3471,-29.2393
AIG,2016-09-30,2016,3,1.23,1.2201,0.0099,0.8114
AIG,2016-06-30,2016,2,0.98,0.9348,0.0452,4.8353
AIG,2016-03-31,2016,1,0.65,1.0142,-0.3642,-35.9101
AIG,2015-12-31,2015,4,-1.1,-0.937,-0.163,-17.3959
AIG,2015-09-30,2015,3,0.52,1.0418,-0.5218,-50.0864
AMP,2024-12-31,2024,4,9.36,9.1364,0.2236,2.4474
AMP,2024-09-30,2024,3,8.1,9.0062,-0.9062,-10.062
AMP,2024-06-30,2024,2,8.72,8.6141,0.1059,1.2294
AMP,2024-03-31,2024,1,8.39,8.2817,0.1083,1.3077
AMP,2023-12-31,2023,4,7.2,7.7758,-0.5758,-7.405
AMP,2023-09-30,2023,3,6.96,7.6403,-0.6803,-8.9041
AMP,2023-06-30,2023,2,7.44,7.4514,-0.0114,-0.153
AMP,2023-03-31,2023,1,7.25,7.2784,-0.0284,-0.3902
AMP,2022-12-31,2022,4,6.94,6.543,0.397,6.0676
AMP,2022-09-30,2022,3,6.43,5.9045,0.5255,8.9
AMP,2022-06-30,2022,2,5.81,5.6139,0.1961,3.4931
AMP,2022-03-31,2022,1,5.98,5.9215,0.0585,0.9879
AMP,2021-12-31,2021,4,6.15,5.7608,0.3892,6.756
AMP,2021-09-30,2021,3,5.91,5.5394,0.3706,6.6903
AMP,2021-06-30,2021,2,5.27,5.266,0.004,0.076
AMP,2021-03-31,2021,1,5.43,4.7415,0.6885,14.5207
AMP,2020-12-31,2020,4,4.53,4.5696,-0.0396,-0.8666
AMP,2020-09-30,2020,3,4.27,1.4804,2.7896,188.4356
AMP,2020-06-30,2020,2,2.64,2.4859,0.1541,6.199
AMP,2020-03-31,2020,1,5.41,3.9823,1.4277,35.8511
AMP,2019-12-31,2019,4,4.2,4.3176,-0.1176,-2.7237
AMP,2019-09-30,2019,3,4.24,4.1361,0.1039,2.512
AMP,2019-06-30,2019,2,4.06,4.084,-0.024,-0.5877
AMP,2019-03-31,2019,1,3.75,3.6896,0.0604,1.637
AMP,2018-12-31,2018,4,3.8,3.614,0.186,5.1467
AMP,2018-09-30,2018,3,4.05,3.7236,0.3264,8.7657
AMP,2018-06-30,2018,2,3.6,3.5183,0.0817,2.3221
AMP,2018-03-31,2018,1,3.7,3.4904,0.2096,6.005
AMP,2017-12-31,2017,4,3.26,0.9545,2.3055,241.5401
AMP,2017-09-30,2017,3,3.53,2.8177,0.7123,25.2795
AMP,2017-06-30,2017,2,2.8,2.6485,0.1515,5.7202
AMP,2017-03-31,2017,1,2.7,2.5476,0.1524,5.9821
AMP,2016-12-31,2016,4,2.73,2.458,0.272,11.0659
AMP,2016-09-30,2016,3,2.29,2.4408,-0.1508,-6.1783
AMP,2016-06-30,2016,2,2.23,2.2826,-0.0526,-2.3044
AMP,2016-03-31,2016,1,2.17,2.1981,-0.0281,-1.2784
AMP,2015-12-31,2015,4,2.47,2.3741,0.0959,4.0394
AMP,2015-09-30,2015,3,2.35,2.3493,0.0007,0.0298
APH,2024-12-31,2024,4,0.55,0.5064,0.0436,8.6098
APH,2024-09-30,2024,3,0.5,0.4546,0.0454,9.9868
APH,2024-06-30,2024,2,0.44,0.4109,0.0291,7.082
APH,2024-03-31,2024,1,0.4,0.3699,0.0301,8.1373
APH,2023-12-31,2023,4,0.41,0.3869,0.0231,5.9705
APH,2023-09-30,2023,3,0.39,0.3724,0.0176,4.7261
APH,2023-06-30,2023,2,0.36,0.3438,0.0162,4.712
APH,2023-03-31,2023,1,0.345,0.3386,0.0064,1.8901
APH,2022-12-31,2022,4,0.39,0.3781,0.0119,3.1473
APH,2022-09-30,2022,3,0.4,0.3783,0.0217,5.7362
APH,2022-06-30,2022,2,0.375,0.3411,0.0339,9.9384
APH,2022-03-31,2022,1,0.335,0.3095,0.0255,8.2391
APH,2021-12-31,2021,4,0.35,0.3204,0.0296,9.2385
