cluster_id,positive_samples,negative_samples,total_samples,positive_percentage,negative_percentage,enrichment_ratio
30,10,2,12,11.904761904761903,1.8867924528301887,6.309523809523808
5,26,12,38,30.952380952380953,11.320754716981133,2.7341269841269837
54,9,5,14,10.714285714285714,4.716981132075472,2.271428571428571
39,32,25,57,38.095238095238095,23.58490566037736,1.6152380952380951
28,35,28,63,41.66666666666667,26.41509433962264,1.5773809523809526
35,5,4,9,5.952380952380952,3.7735849056603774,1.577380952380952
43,18,15,33,21.428571428571427,14.150943396226415,1.5142857142857142
13,29,25,54,34.523809523809526,23.58490566037736,1.463809523809524
12,9,8,17,10.714285714285714,7.547169811320755,1.419642857142857
25,43,39,82,51.19047619047619,36.79245283018868,1.3913308913308913
46,34,31,65,40.476190476190474,29.245283018867923,1.3840245775729647
22,46,42,88,54.761904761904766,39.62264150943396,1.3820861678004537
24,28,26,54,33.33333333333333,24.528301886792452,1.3589743589743588
8,16,15,31,19.047619047619047,14.150943396226415,1.346031746031746
7,22,21,43,26.190476190476193,19.81132075471698,1.3219954648526078
38,50,49,99,59.523809523809526,46.22641509433962,1.2876579203109817
23,53,52,105,63.095238095238095,49.056603773584904,1.2861721611721613
20,34,34,68,40.476190476190474,32.075471698113205,1.2619047619047619
47,50,50,100,59.523809523809526,47.16981132075472,1.2619047619047619
10,71,72,143,84.52380952380952,67.9245283018868,1.2443783068783068
0,56,58,114,66.66666666666666,54.71698113207547,1.218390804597701
40,52,54,106,61.904761904761905,50.943396226415096,1.2151675485008817
34,72,76,148,85.71428571428571,71.69811320754717,1.1954887218045112
49,17,18,35,20.238095238095237,16.9811320754717,1.1917989417989416
37,61,65,126,72.61904761904762,61.32075471698113,1.1842490842490843
21,25,27,52,29.761904761904763,25.471698113207548,1.1684303350970018
55,39,43,82,46.42857142857143,40.56603773584906,1.1445182724252492
9,76,84,160,90.47619047619048,79.24528301886792,1.1417233560090705
1,61,68,129,72.61904761904762,64.15094339622641,1.1320028011204484
36,42,48,90,50.0,45.28301886792453,1.1041666666666665
32,76,88,164,90.47619047619048,83.01886792452831,1.0898268398268398
31,42,49,91,50.0,46.22641509433962,1.0816326530612246
53,80,94,174,95.23809523809523,88.67924528301887,1.0739614994934141
59,54,64,118,64.28571428571429,60.37735849056604,1.064732142857143
42,31,37,68,36.904761904761905,34.90566037735849,1.0572715572715574
19,18,22,40,21.428571428571427,20.754716981132077,1.0324675324675323
17,83,105,188,98.80952380952381,99.05660377358491,0.9975056689342403
33,46,59,105,54.761904761904766,55.660377358490564,0.983857949959645
14,21,27,48,25.0,25.471698113207548,0.9814814814814814
57,28,36,64,33.33333333333333,33.9622641509434,0.9814814814814813
4,66,85,151,78.57142857142857,80.18867924528303,0.9798319327731091
29,48,62,110,57.14285714285714,58.490566037735846,0.9769585253456221
45,9,12,21,10.714285714285714,11.320754716981133,0.9464285714285713
16,22,30,52,26.190476190476193,28.30188679245283,0.9253968253968256
51,48,66,114,57.14285714285714,62.264150943396224,0.9177489177489178
2,63,87,150,75.0,82.0754716981132,0.9137931034482759
50,27,38,65,32.142857142857146,35.84905660377358,0.8966165413533835
15,47,67,114,55.952380952380956,63.20754716981132,0.8852167732764749
48,16,23,39,19.047619047619047,21.69811320754717,0.8778467908902692
3,23,34,57,27.380952380952383,32.075471698113205,0.8536414565826332
18,23,34,57,27.380952380952383,32.075471698113205,0.8536414565826332
26,17,26,43,20.238095238095237,24.528301886792452,0.825091575091575
6,49,75,124,58.333333333333336,70.75471698113208,0.8244444444444444
44,32,51,83,38.095238095238095,48.113207547169814,0.7917833800186741
11,15,26,41,17.857142857142858,24.528301886792452,0.7280219780219781
56,4,7,11,4.761904761904762,6.60377358490566,0.7210884353741497
58,18,32,50,21.428571428571427,30.18867924528302,0.7098214285714285
52,12,23,35,14.285714285714285,21.69811320754717,0.6583850931677018
41,4,8,12,4.761904761904762,7.547169811320755,0.6309523809523809
27,7,14,21,8.333333333333332,13.20754716981132,0.6309523809523808
