cluster_id,positive_samples,negative_samples,total_samples,positive_percentage,negative_percentage,enrichment_ratio
30,9,3,12,11.39240506329114,2.7027027027027026,4.215189873417722
54,9,5,14,11.39240506329114,4.504504504504505,2.529113924050633
12,10,7,17,12.658227848101266,6.306306306306306,2.007233273056058
5,22,16,38,27.848101265822784,14.414414414414415,1.9319620253164556
24,28,26,54,35.44303797468354,23.423423423423422,1.5131450827653359
8,16,15,31,20.253164556962027,13.513513513513514,1.4987341772151899
43,17,16,33,21.518987341772153,14.414414414414415,1.4928797468354431
28,32,31,63,40.50632911392405,27.927927927927925,1.450387913434055
46,33,32,65,41.77215189873418,28.82882882882883,1.4489715189873418
25,41,41,82,51.89873417721519,36.93693693693694,1.4050632911392404
23,52,53,105,65.82278481012658,47.74774774774775,1.3785526630045377
38,48,51,99,60.75949367088608,45.94594594594595,1.3224125093075205
13,26,28,54,32.91139240506329,25.225225225225223,1.3047016274864376
39,27,30,57,34.177215189873415,27.027027027027028,1.2645569620253163
22,41,47,88,51.89873417721519,42.34234234234234,1.2256935092916779
7,20,23,43,25.31645569620253,20.72072072072072,1.2217941662080352
55,38,44,82,48.10126582278481,39.63963963963964,1.213463751438435
34,68,80,148,86.07594936708861,72.07207207207207,1.1943037974683544
10,65,78,143,82.27848101265823,70.27027027027027,1.1708860759493671
40,48,58,106,60.75949367088608,52.25225225225225,1.1628109995635096
9,72,88,160,91.13924050632912,79.27927927927928,1.1495972382048332
19,18,22,40,22.78481012658228,19.81981981981982,1.1495972382048332
1,58,71,129,73.41772151898735,63.96396396396396,1.1477981814940277
35,4,5,9,5.063291139240507,4.504504504504505,1.1240506329113924
16,23,29,52,29.11392405063291,26.126126126126124,1.1143605412483633
53,76,98,174,96.20253164556962,88.28828828828829,1.089640919659003
37,55,71,126,69.62025316455697,63.96396396396396,1.08842931003744
59,51,67,118,64.55696202531645,60.36036036036037,1.0695257887776306
47,43,57,100,54.43037974683544,51.35135135135135,1.0599600266489009
45,9,12,21,11.39240506329114,10.81081081081081,1.0537974683544304
49,15,20,35,18.9873417721519,18.01801801801802,1.0537974683544304
32,70,94,164,88.60759493670885,84.68468468468468,1.046323727444115
20,29,39,68,36.708860759493675,35.13513513513514,1.0447906523855892
42,29,39,68,36.708860759493675,35.13513513513514,1.0447906523855892
0,48,66,114,60.75949367088608,59.45945945945946,1.0218642117376295
31,38,53,91,48.10126582278481,47.74774774774775,1.0074038691187006
4,63,88,151,79.74683544303798,79.27927927927928,1.005897583429229
41,5,7,12,6.329113924050633,6.306306306306306,1.003616636528029
17,78,110,188,98.73417721518987,99.09909909909909,0.9963176064441888
36,37,53,90,46.835443037974684,47.74774774774775,0.980893240983998
48,16,23,39,20.253164556962027,20.72072072072072,0.9774353329664283
21,21,31,52,26.582278481012654,27.927927927927925,0.9518170681910983
29,44,66,110,55.69620253164557,59.45945945945946,0.9367088607594937
50,26,39,65,32.91139240506329,35.13513513513514,0.9367088607594936
14,19,29,48,24.050632911392405,26.126126126126124,0.9205587079877784
2,58,92,150,73.41772151898735,82.88288288288288,0.8858007705008256
18,22,35,57,27.848101265822784,31.53153153153153,0.8831826401446654
27,8,13,21,10.126582278481013,11.711711711711711,0.8646543330087635
33,40,65,105,50.63291139240506,58.55855855855856,0.8646543330087634
58,19,31,50,24.050632911392405,27.927927927927925,0.86116782360147
51,43,71,114,54.43037974683544,63.96396396396396,0.8509538242110893
57,24,40,64,30.37974683544304,36.03603603603604,0.8430379746835444
44,31,52,83,39.24050632911392,46.846846846846844,0.8376338851022395
6,46,78,124,58.22784810126582,70.27027027027027,0.8286270691333981
11,15,26,41,18.9873417721519,23.423423423423422,0.8106134371957158
56,4,7,11,5.063291139240507,6.306306306306306,0.8028933092224233
15,41,73,114,51.89873417721519,65.76576576576578,0.7891451361192993
26,15,28,43,18.9873417721519,25.225225225225223,0.7527124773960219
3,19,38,57,24.050632911392405,34.234234234234236,0.7025316455696202
52,11,24,35,13.924050632911392,21.62162162162162,0.6439873417721519
