ticker,fact_count,avg_attention_score,std_attention_score,avg_sentiment,std_sentiment,total_attention_impact,attention_efficiency
PTC,2,1.000000,0.000000,0.600000,0.100000,2.000000,0.999508
ROST,2,1.000000,0.000000,0.550000,0.050000,2.000000,0.999508
ULTA,1,1.000000,0.000000,0.700000,0.000000,1.000000,0.999754
WTW,3,0.862016,0.195139,0.200000,0.326599,2.586048,0.861379
APH,2,0.822832,0.177168,0.400000,0.300000,1.645663,0.822426
TROW,8,0.821376,0.244193,0.400000,0.287228,6.571010,0.819758
GL,5,0.800000,0.244957,0.340000,0.162481,4.000000,0.799015
VRSN,4,0.797494,0.206070,0.425000,0.129904,3.189975,0.796708
ROP,2,0.769577,0.230423,0.200000,0.700000,1.539153,0.769198
ZBRA,3,0.765627,0.166567,0.733333,0.047140,2.296881,0.765061
AZO,3,0.762739,0.168626,0.000000,0.355903,2.288216,0.762175
MKTX,7,0.754662,0.226244,0.257143,0.159079,5.282633,0.753361
LOW,6,0.750373,0.213819,0.200000,0.374166,4.502240,0.749265
AKAM,17,0.739303,0.249290,0.276471,0.338734,12.568149,0.736208
MSI,2,0.715384,0.047122,-0.050000,0.650000,1.430768,0.715031
KMX,3,0.702694,0.210228,-0.433333,0.659966,2.108083,0.702175
PRU,13,0.699661,0.202614,0.415385,0.367625,9.095587,0.697421
INTU,19,0.687660,0.230726,0.207895,0.478557,13.065544,0.684443
IT,15,0.667056,0.279126,0.073333,0.490533,10.005835,0.664592
ORLY,2,0.642048,0.073855,0.300000,0.200000,1.284097,0.641732
TJX,6,0.619317,0.301840,0.333333,0.402768,3.715903,0.618402
TPR,4,0.619094,0.120654,0.550000,0.229129,2.476377,0.618484
ADSK,18,0.599022,0.263736,0.338889,0.521897,10.782396,0.596367
FI,3,0.592377,0.289962,0.066667,0.188562,1.777130,0.591939
STX,4,0.583309,0.258500,0.450000,0.229129,2.333237,0.582735
BKNG,32,0.567058,0.336329,0.315625,0.481605,18.145865,0.562590
MCO,17,0.566701,0.265151,0.405882,0.363756,9.633921,0.564329
NTAP,11,0.554924,0.277937,0.490909,0.435795,6.104159,0.553420
POOL,2,0.542103,0.007681,0.800000,0.000000,1.084206,0.541836
ANSS,16,0.532795,0.347197,0.593750,0.349050,8.524722,0.530696
SPGI,7,0.515745,0.219015,0.471429,0.376883,3.610218,0.514856
