test_case,Ticker,Reported_Date,Actual_Label,Aggregated_Predicted_Label,Num_Models,Vote_Count_0,Vote_Count_1
AMD_2023-06-30,AMD,2023-06-30,0,0,28,28,0
AMD_2023-09-30,AMD,2023-09-30,1,1,28,0,28
AMZN_2016-03-31,AMZN,2016-03-31,1,0,28,28,0
AMZN_2019-12-31,AMZN,2019-12-31,1,0,28,28,0
AMZN_2023-06-30,AMZN,2023-06-30,1,0,28,28,0
AON_2017-09-30,AON,2017-09-30,0,0,28,28,0
AON_2023-09-30,AON,2023-09-30,0,0,28,28,0
APTV_2023-09-30,APTV,2023-09-30,0,0,28,27,1
AXP_2016-06-30,AXP,2016-06-30,0,0,28,28,0
BAC_2017-06-30,BAC,2017-06-30,0,0,28,28,0
BAC_2019-09-30,BAC,2019-09-30,0,0,28,28,0
BAC_2021-12-31,BAC,2021-12-31,0,0,28,28,0
BAC_2023-03-31,BAC,2023-03-31,0,0,28,28,0
BEN_2023-06-30,BEN,2023-06-30,0,0,28,28,0
BEN_2023-12-31,BEN,2023-12-31,0,0,28,28,0
BK_2020-09-30,BK,2020-09-30,0,1,28,0,28
BRO_2023-06-30,BRO,2023-06-30,1,0,28,28,0
BRO_2023-12-31,BRO,2023-12-31,1,0,28,28,0
BX_2018-03-31,BX,2018-03-31,0,0,28,28,0
BX_2021-12-31,BX,2021-12-31,1,0,28,28,0
BX_2022-12-31,BX,2022-12-31,0,0,28,28,0
CBOE_2022-03-31,CBOE,2022-03-31,0,0,28,28,0
CCL_2020-09-30,CCL,2020-09-30,1,1,28,0,28
CCL_2023-09-30,CCL,2023-09-30,1,1,28,0,28
CDNS_2023-03-31,CDNS,2023-03-31,0,0,28,28,0
CINF_2022-09-30,CINF,2022-09-30,0,0,28,28,0
CME_2016-12-31,CME,2016-12-31,0,0,28,28,0
CME_2017-03-31,CME,2017-03-31,0,0,28,28,0
CME_2019-03-31,CME,2019-03-31,1,0,28,28,0
CMG_2015-12-31,CMG,2015-12-31,1,0,28,28,0
CMG_2019-12-31,CMG,2019-12-31,0,0,28,28,0
CMG_2023-12-31,CMG,2023-12-31,1,0,28,28,0
CRM_2016-12-31,CRM,2016-12-31,0,0,28,28,0
CSCO_2015-09-30,CSCO,2015-09-30,0,0,28,28,0
CSCO_2016-03-31,CSCO,2016-03-31,0,0,28,28,0
CSCO_2019-12-31,CSCO,2019-12-31,0,0,28,28,0
CSCO_2023-12-31,CSCO,2023-12-31,0,0,28,28,0
CTSH_2017-09-30,CTSH,2017-09-30,0,0,28,28,0
CTSH_2023-03-31,CTSH,2023-03-31,1,0,28,28,0
C_2018-06-30,C,2018-06-30,0,0,28,28,0
C_2018-09-30,C,2018-09-30,0,0,28,28,0
C_2019-09-30,C,2019-09-30,0,0,28,28,0
C_2021-12-31,C,2021-12-31,0,0,28,28,0
C_2023-09-30,C,2023-09-30,1,0,28,28,0
DHI_2020-12-31,DHI,2020-12-31,0,1,28,9,19
DPZ_2017-06-30,DPZ,2017-06-30,0,0,28,28,0
DPZ_2021-06-30,DPZ,2021-06-30,0,0,28,28,0
DPZ_2023-09-30,DPZ,2023-09-30,0,1,28,7,21
DRI_2016-03-31,DRI,2016-03-31,0,0,28,28,0
DRI_2020-06-30,DRI,2020-06-30,0,0,28,28,0
EBAY_2018-09-30,EBAY,2018-09-30,0,0,28,28,0
EBAY_2018-12-31,EBAY,2018-12-31,1,0,28,28,0
EBAY_2019-09-30,EBAY,2019-09-30,0,0,28,28,0
EBAY_2019-12-31,EBAY,2019-12-31,1,0,28,28,0
EBAY_2020-12-31,EBAY,2020-12-31,0,0,28,19,9
EBAY_2022-09-30,EBAY,2022-09-30,1,0,28,21,7
EXPE_2021-12-31,EXPE,2021-12-31,1,0,28,28,0
FIS_2023-03-31,FIS,2023-03-31,0,0,28,26,2
FITB_2017-03-31,FITB,2017-03-31,0,0,28,28,0
FITB_2023-12-31,FITB,2023-12-31,0,0,28,28,0
FSLR_2016-03-31,FSLR,2016-03-31,0,0,28,28,0
FSLR_2016-06-30,FSLR,2016-06-30,0,0,28,28,0
FTNT_2018-06-30,FTNT,2018-06-30,1,0,28,28,0
F_2017-09-30,F,2017-09-30,0,0,28,28,0
F_2022-09-30,F,2022-09-30,1,1,28,3,25
GLW_2017-06-30,GLW,2017-06-30,0,0,28,28,0
GLW_2017-09-30,GLW,2017-09-30,0,0,28,28,0
GM_2017-12-31,GM,2017-12-31,0,0,28,28,0
GM_2022-09-30,GM,2022-09-30,0,1,28,6,22
GM_2023-09-30,GM,2023-09-30,0,0,28,26,2
GRMN_2023-12-31,GRMN,2023-12-31,0,0,28,28,0
GS_2017-12-31,GS,2017-12-31,0,0,28,28,0
HAS_2017-09-30,HAS,2017-09-30,0,0,28,28,0
HAS_2019-03-31,HAS,2019-03-31,0,0,28,28,0
HAS_2019-12-31,HAS,2019-12-31,0,0,28,28,0
HAS_2022-12-31,HAS,2022-12-31,0,0,28,28,0
HPQ_2017-03-31,HPQ,2017-03-31,0,0,28,28,0
HPQ_2020-06-30,HPQ,2020-06-30,0,0,28,28,0
HPQ_2020-09-30,HPQ,2020-09-30,1,1,28,2,26
HPQ_2022-06-30,HPQ,2022-06-30,0,0,28,28,0
HPQ_2022-12-31,HPQ,2022-12-31,0,0,28,28,0
IBM_2016-06-30,IBM,2016-06-30,0,0,28,28,0
IBM_2017-06-30,IBM,2017-06-30,0,0,28,28,0
IBM_2021-03-31,IBM,2021-03-31,0,0,28,28,0
IBM_2021-12-31,IBM,2021-12-31,0,0,28,28,0
INTC_2022-09-30,INTC,2022-09-30,1,0,28,25,3
INTC_2023-03-31,INTC,2023-03-31,0,0,28,28,0
JPM_2017-03-31,JPM,2017-03-31,0,0,28,28,0
JPM_2020-09-30,JPM,2020-09-30,1,1,28,0,28
JPM_2021-03-31,JPM,2021-03-31,1,0,28,18,10
JPM_2021-06-30,JPM,2021-06-30,0,1,28,10,18
KEY_2016-09-30,KEY,2016-09-30,1,0,28,18,10
KEY_2023-09-30,KEY,2023-09-30,1,1,28,0,28
KKR_2018-12-31,KKR,2018-12-31,0,0,28,28,0
KKR_2020-06-30,KKR,2020-06-30,0,0,28,28,0
KKR_2021-12-31,KKR,2021-12-31,0,0,28,28,0
LEN_2023-09-30,LEN,2023-09-30,1,1,28,0,28
LRCX_2017-12-31,LRCX,2017-12-31,0,0,28,16,12
LULU_2023-12-31,LULU,2023-12-31,0,0,28,28,0
MAR_2023-12-31,MAR,2023-12-31,0,0,28,28,0
MA_2021-03-31,MA,2021-03-31,0,0,28,28,0
MA_2022-06-30,MA,2022-06-30,0,0,28,28,0
MA_2022-09-30,MA,2022-09-30,1,0,28,28,0
MCD_2016-06-30,MCD,2016-06-30,0,0,28,28,0
MCD_2016-09-30,MCD,2016-09-30,0,0,28,28,0
MCD_2017-06-30,MCD,2017-06-30,0,0,28,28,0
MCD_2017-12-31,MCD,2017-12-31,0,0,28,28,0
MET_2022-09-30,MET,2022-09-30,0,0,28,28,0
MET_2023-06-30,MET,2023-06-30,0,0,28,28,0
MET_2023-12-31,MET,2023-12-31,0,0,28,28,0
MGM_2022-03-31,MGM,2022-03-31,0,0,28,28,0
MGM_2023-12-31,MGM,2023-12-31,0,0,28,28,0
MSCI_2022-03-31,MSCI,2022-03-31,0,0,28,28,0
MSCI_2023-12-31,MSCI,2023-12-31,0,0,28,28,0
MSFT_2016-06-30,MSFT,2016-06-30,0,0,28,28,0
MSFT_2016-12-31,MSFT,2016-12-31,0,0,28,28,0
MSFT_2017-12-31,MSFT,2017-12-31,1,0,28,28,0
MSFT_2019-03-31,MSFT,2019-03-31,0,0,28,28,0
MSFT_2019-12-31,MSFT,2019-12-31,1,0,28,28,0
MSFT_2021-03-31,MSFT,2021-03-31,0,0,28,28,0
MSFT_2023-09-30,MSFT,2023-09-30,1,0,28,16,12
MS_2016-12-31,MS,2016-12-31,0,0,28,28,0
MS_2017-06-30,MS,2017-06-30,0,0,28,28,0
MS_2020-12-31,MS,2020-12-31,1,1,28,0,28
NKE_2023-09-30,NKE,2023-09-30,0,0,28,28,0
NVDA_2017-12-31,NVDA,2017-12-31,1,0,28,16,12
NVDA_2023-03-31,NVDA,2023-03-31,1,0,28,25,3
NVDA_2023-06-30,NVDA,2023-06-30,0,0,28,28,0
ORCL_2017-03-31,ORCL,2017-03-31,0,0,28,28,0
ORCL_2017-09-30,ORCL,2017-09-30,0,0,28,28,0
ORCL_2019-03-31,ORCL,2019-03-31,0,0,28,28,0
ORCL_2022-06-30,ORCL,2022-06-30,0,0,28,28,0
PGR_2017-09-30,PGR,2017-09-30,1,0,28,28,0
PNC_2017-06-30,PNC,2017-06-30,0,0,28,28,0
QCOM_2018-12-31,QCOM,2018-12-31,0,0,28,28,0
QCOM_2020-03-31,QCOM,2020-03-31,0,1,28,11,17
QCOM_2020-12-31,QCOM,2020-12-31,0,0,28,20,8
SBUX_2018-06-30,SBUX,2018-06-30,0,0,28,28,0
SBUX_2020-09-30,SBUX,2020-09-30,1,0,28,25,3
SBUX_2023-03-31,SBUX,2023-03-31,0,0,28,28,0
SCHW_2023-12-31,SCHW,2023-12-31,0,0,28,28,0
SNPS_2023-12-31,SNPS,2023-12-31,0,0,28,28,0
TSLA_2017-12-31,TSLA,2017-12-31,0,0,28,28,0
TSLA_2018-06-30,TSLA,2018-06-30,0,0,28,28,0
TSLA_2018-09-30,TSLA,2018-09-30,1,0,28,28,0
TSLA_2022-12-31,TSLA,2022-12-31,1,0,28,28,0
TXN_2022-03-31,TXN,2022-03-31,1,0,28,28,0
V_2021-09-30,V,2021-09-30,0,0,28,28,0
V_2022-03-31,V,2022-03-31,0,0,28,28,0
V_2022-09-30,V,2022-09-30,0,0,28,28,0
V_2023-09-30,V,2023-09-30,0,0,28,26,2
WFC_2020-12-31,WFC,2020-12-31,1,1,28,0,28
WFC_2022-09-30,WFC,2022-09-30,0,0,28,27,1
WFC_2023-06-30,WFC,2023-06-30,0,0,28,28,0
WFC_2023-09-30,WFC,2023-09-30,0,0,28,19,9
