cluster_id,positive_samples,negative_samples,total_samples,positive_percentage,negative_percentage,enrichment_ratio
30,10,2,12,12.5,1.8181818181818181,6.875
54,9,5,14,11.25,4.545454545454546,2.4749999999999996
5,24,14,38,30.0,12.727272727272727,2.357142857142857
39,33,24,57,41.25,21.818181818181817,1.8906250000000002
43,18,15,33,22.5,13.636363636363635,1.6500000000000001
28,34,29,63,42.5,26.36363636363636,1.6120689655172415
24,29,25,54,36.25,22.727272727272727,1.595
12,9,8,17,11.25,7.2727272727272725,1.546875
46,34,31,65,42.5,28.18181818181818,1.5080645161290323
22,46,42,88,57.49999999999999,38.18181818181819,1.5059523809523805
13,28,26,54,35.0,23.636363636363637,1.4807692307692308
8,16,15,31,20.0,13.636363636363635,1.4666666666666668
20,35,33,68,43.75,30.0,1.4583333333333333
55,42,40,82,52.5,36.36363636363637,1.4437499999999999
19,20,20,40,25.0,18.181818181818183,1.3749999999999998
25,41,41,82,51.24999999999999,37.27272727272727,1.3749999999999998
40,52,54,106,65.0,49.09090909090909,1.324074074074074
48,19,20,39,23.75,18.181818181818183,1.30625
38,48,51,99,60.0,46.36363636363636,1.2941176470588236
23,50,55,105,62.5,50.0,1.25
10,68,75,143,85.0,68.18181818181817,1.2466666666666668
47,47,53,100,58.75,48.18181818181818,1.2193396226415094
7,20,23,43,25.0,20.909090909090907,1.1956521739130437
34,68,80,148,85.0,72.72727272727273,1.16875
59,54,64,118,67.5,58.18181818181818,1.16015625
49,16,19,35,20.0,17.272727272727273,1.1578947368421053
9,73,87,160,91.25,79.0909090909091,1.153735632183908
0,52,62,114,65.0,56.36363636363636,1.153225806451613
37,57,69,126,71.25,62.727272727272734,1.1358695652173911
1,58,71,129,72.5,64.54545454545455,1.1232394366197183
53,78,96,174,97.5,87.27272727272727,1.1171875
36,40,50,90,50.0,45.45454545454545,1.1
16,23,29,52,28.749999999999996,26.36363636363636,1.0905172413793103
32,71,93,164,88.75,84.54545454545455,1.049731182795699
50,28,37,65,35.0,33.63636363636363,1.0405405405405406
4,65,86,151,81.25,78.18181818181819,1.0392441860465116
31,39,52,91,48.75,47.27272727272727,1.03125
29,47,63,110,58.75,57.27272727272727,1.0257936507936507
21,22,30,52,27.500000000000004,27.27272727272727,1.0083333333333335
57,27,37,64,33.75,33.63636363636363,1.0033783783783785
18,24,33,57,30.0,30.0,1.0
17,79,109,188,98.75,99.0909090909091,0.9965596330275229
33,44,61,105,55.00000000000001,55.45454545454545,0.9918032786885247
41,5,7,12,6.25,6.363636363636363,0.9821428571428572
14,20,28,48,25.0,25.454545454545453,0.9821428571428572
11,17,24,41,21.25,21.818181818181817,0.9739583333333334
44,34,49,83,42.5,44.54545454545455,0.9540816326530612
2,61,89,150,76.25,80.9090909090909,0.9424157303370787
51,46,68,114,57.49999999999999,61.81818181818181,0.9301470588235293
58,20,30,50,25.0,27.27272727272727,0.9166666666666667
42,27,41,68,33.75,37.27272727272727,0.9054878048780488
26,17,26,43,21.25,23.636363636363637,0.8990384615384616
15,45,69,114,56.25,62.727272727272734,0.8967391304347825
27,8,13,21,10.0,11.818181818181818,0.8461538461538461
45,8,13,21,10.0,11.818181818181818,0.8461538461538461
6,46,78,124,57.49999999999999,70.9090909090909,0.8108974358974358
3,21,36,57,26.25,32.72727272727273,0.8020833333333334
56,4,7,11,5.0,6.363636363636363,0.7857142857142858
35,3,6,9,3.75,5.454545454545454,0.6875
52,11,24,35,13.750000000000002,21.818181818181817,0.6302083333333335
