ticker,fact_count,avg_attention_score,std_attention_score,avg_sentiment,std_sentiment,total_attention_impact,attention_efficiency
TYL,6,0.510780,0.263099,0.600000,0.223607,3.064681,0.510026
WDC,11,0.509506,0.194088,0.145455,0.336732,5.604569,0.508126
FFIV,16,0.497591,0.290271,0.425000,0.408503,7.961452,0.495630
MPWR,9,0.490037,0.283530,0.311111,0.331476,4.410332,0.488951
RJF,7,0.479735,0.075631,0.671429,0.218529,3.358143,0.478908
TER,5,0.478519,0.280381,0.580000,0.097980,2.392594,0.477930
FICO,3,0.474644,0.038131,0.633333,0.094281,1.423931,0.474293
AJG,10,0.471534,0.355093,0.520000,0.354401,4.715345,0.470373
STT,19,0.446806,0.228110,0.410526,0.451774,8.489315,0.444716
EG,2,0.444381,0.000156,0.500000,0.000000,0.888762,0.444162
TRV,23,0.442574,0.317679,0.139130,0.514772,10.179205,0.440068
ERIE,5,0.437305,0.282016,0.740000,0.120000,2.186525,0.436767
RF,8,0.429648,0.274794,-0.237500,0.705226,3.437186,0.428802
MTB,25,0.429475,0.229185,-0.092000,0.639950,10.736865,0.426831
HD,35,0.428906,0.250159,0.542857,0.269694,15.011721,0.425210
NTRS,13,0.425892,0.329605,0.138462,0.587745,5.536600,0.424529
COF,46,0.425120,0.271017,0.180435,0.463737,19.555498,0.420304
MMC,20,0.421104,0.233767,0.520000,0.224944,8.422080,0.419030
HBAN,22,0.420716,0.329857,0.050000,0.558203,9.255748,0.418437
HIG,11,0.412796,0.115900,0.627273,0.200413,4.540753,0.411678
IVZ,8,0.409673,0.263985,0.450000,0.234521,3.277381,0.408866
L,2,0.387080,0.100633,0.350000,0.150000,0.774160,0.386889
SWKS,22,0.380036,0.331312,0.018182,0.520172,8.360791,0.377977
JNPR,16,0.368662,0.291725,0.262500,0.404467,5.898588,0.367209
ON,41,0.358641,0.251667,0.270732,0.516670,14.704272,0.355020
PFG,15,0.349632,0.372051,-0.053333,0.230555,5.244474,0.348340
AXP,92,0.344448,0.310401,0.193478,0.507724,31.689191,0.336644
AIZ,17,0.335772,0.212546,0.594118,0.215490,5.708130,0.334367
CB,49,0.279423,0.295265,0.259184,0.350462,13.691714,0.276051
FDS,11,0.272727,0.037783,0.236364,0.290056,3.000000,0.271989
JBL,15,0.265894,0.367058,0.566667,0.257337,3.988405,0.264912
WRB,9,0.260481,0.079920,0.744444,0.068493,2.344332,0.259904
MCHP,30,0.257791,0.272376,0.283333,0.481721,7.733738,0.255887
LULU,60,0.249835,0.337768,0.649167,0.340281,14.990097,0.246144
SCHW,84,0.249468,0.298743,0.340476,0.412056,20.955299,0.244308
PNC,85,0.246891,0.270859,0.276471,0.502616,20.985739,0.241723
YUM,47,0.242645,0.170718,0.217021,0.411184,11.404338,0.239837
BK,128,0.235766,0.278087,-0.063281,0.605814,30.178085,0.228335
TFC,25,0.232898,0.139515,-0.020000,0.573411,5.822452,0.231464
TXN,89,0.228058,0.227889,0.524719,0.373950,20.297147,0.223060
CTSH,117,0.218373,0.283459,0.248120,0.433688,25.549626,0.212081
KLAC,52,0.214161,0.243543,0.380769,0.525517,11.136383,0.211419
EXPE,67,0.212490,0.331069,0.481343,0.477856,14.236841,0.208984
SBUX,197,0.211947,0.257130,0.302284,0.444318,41.753531,0.201665
ALL,107,0.210481,0.325552,0.365421,0.386961,22.521440,0.204935
V,382,0.208578,0.274584,0.422513,0.430105,79.676861,0.188958
CINF,43,0.206228,0.321978,0.118605,0.593866,8.867786,0.204044
SNPS,105,0.206137,0.270505,0.613333,0.250358,21.644410,0.200807
MA,238,0.203463,0.246051,0.450000,0.388571,48.424170,0.191539
MSCI,157,0.198889,0.329685,0.238854,0.444736,31.225639,0.191200
NKE,160,0.186805,0.296219,0.421250,0.497165,29.888865,0.179445
FITB,142,0.180856,0.284361,0.384859,0.439029,25.681514,0.174532
MAR,50,0.174865,0.290386,0.540000,0.402989,8.743238,0.172712
AIG,241,0.174465,0.284789,0.343983,0.412028,42.046042,0.164111
PHM,21,0.173672,0.263523,0.057143,0.636637,3.647122,0.172774
LRCX,126,0.173356,0.223901,0.417063,0.538780,21.842815,0.167977
ADI,172,0.172579,0.251322,0.402907,0.418389,29.683621,0.165270
AON,91,0.172452,0.285577,0.295604,0.429646,15.693128,0.168588
GRMN,64,0.170624,0.237496,0.503906,0.459475,10.919954,0.167935
AMP,17,0.167116,0.150294,0.264706,0.237490,2.840978,0.166417
CDNS,122,0.167010,0.243731,0.640164,0.255965,20.375161,0.161992
MU,127,0.165503,0.194166,0.169685,0.567810,21.018914,0.160327
MET,218,0.156401,0.259098,0.304128,0.501494,34.095357,0.148005
CSCO,438,0.149966,0.227525,0.230799,0.419863,65.684958,0.133791
FTNT,82,0.149387,0.241251,0.521951,0.350618,12.249769,0.146371
ORCL,439,0.148974,0.217973,0.313098,0.439966,65.399510,0.132870
WYNN,37,0.148648,0.187895,0.297297,0.617531,5.499974,0.147294
LVS,21,0.144318,0.108946,0.430952,0.596114,3.030686,0.143572
CBOE,107,0.144123,0.278188,0.122430,0.533251,15.421127,0.140325
KEY,215,0.140253,0.264117,-0.032093,0.589791,30.154369,0.132828
IBM,658,0.137587,0.193505,0.173009,0.469716,90.532069,0.115294
ACN,624,0.132820,0.253825,0.401042,0.437837,82.879404,0.112411
CME,164,0.131515,0.256281,0.364634,0.361525,21.568471,0.126204
FIS,67,0.125343,0.229603,0.086567,0.551496,8.397951,0.123275
HPQ,528,0.123045,0.234446,0.253409,0.520442,64.967992,0.107047
DPZ,362,0.120245,0.239643,0.418508,0.410400,43.528856,0.109527
CRM,526,0.119603,0.177479,0.313593,0.460751,62.910971,0.104111
GLW,116,0.118520,0.249277,0.491379,0.407752,13.748329,0.115135
AFL,117,0.118198,0.237877,0.359402,0.396455,13.829174,0.114793
QCOM,451,0.117447,0.156922,0.243459,0.511483,52.968738,0.104404
AMAT,414,0.116906,0.225425,0.509058,0.425369,48.399064,0.104988
MS,651,0.113860,0.209996,0.213978,0.472074,74.123076,0.095608
BX,310,0.113243,0.221905,0.372258,0.407911,35.105324,0.104598
CCL,111,0.111659,0.233191,0.296396,0.641216,12.394144,0.108607
GS,1136,0.108011,0.197055,0.277685,0.476463,122.699972,0.077796
MCD,378,0.105913,0.165064,0.251058,0.431806,40.035168,0.096055
DHI,104,0.105788,0.231583,0.449038,0.480984,11.002003,0.103079
PGR,64,0.105268,0.152652,-0.062500,0.580275,6.737126,0.103609
CMG,456,0.104297,0.215036,0.261491,0.518852,47.559231,0.092585
BRO,129,0.098651,0.206736,0.664729,0.231393,12.725997,0.095517
ADBE,1067,0.096988,0.203170,0.482259,0.418943,103.486145,0.071505
WFC,1217,0.096681,0.217675,0.143632,0.492034,117.661190,0.067708
FSLR,209,0.094356,0.225859,0.509091,0.430604,19.720484,0.089500
ACGL,264,0.093956,0.231932,0.667992,0.248572,24.804283,0.087848
F,406,0.092475,0.207331,-0.034483,0.512629,37.544846,0.083230
BEN,88,0.089601,0.210013,0.211364,0.420884,7.884850,0.087659
DRI,172,0.089460,0.195448,0.400581,0.442837,15.387194,0.085671
NVR,36,0.086704,0.223820,0.536111,0.354458,3.121342,0.085935
APTV,113,0.086447,0.200555,0.565487,0.344558,9.768470,0.084041
JPM,1830,0.082939,0.183135,0.210137,0.493280,151.778208,0.045564
TSLA,1022,0.082772,0.173242,0.176370,0.541386,84.592759,0.061941
BAC,1490,0.081710,0.179213,0.223087,0.476055,121.748625,0.051731
MGM,217,0.080848,0.193491,0.338018,0.525299,17.543994,0.076528
LEN,128,0.078700,0.209558,0.416406,0.487464,10.073641,0.076220
HAS,242,0.078557,0.209367,0.021074,0.576117,19.010689,0.073875
KKR,290,0.078146,0.194271,0.335172,0.417304,22.662392,0.072566
EBAY,628,0.074590,0.177023,0.211290,0.471169,46.842360,0.063055
GM,596,0.070812,0.167872,0.036661,0.549522,42.203930,0.060419
RCL,46,0.069090,0.112960,0.397826,0.585509,3.178130,0.068307
C,1560,0.068830,0.169305,0.179936,0.476272,107.375091,0.042390
MSFT,3688,0.065681,0.153467,0.399902,0.415837,242.231301,0.006033
INTC,2035,0.062798,0.157461,0.143317,0.521020,127.794779,0.031330
AAPL,4061,0.060709,0.151628,0.372051,0.450511,246.539511,0.000000
AMZN,3242,0.055758,0.143702,0.380783,0.436098,180.766952,0.011245
NVDA,3130,0.052065,0.134598,0.420990,0.452939,162.962550,0.011936
AMD,3202,0.043421,0.128275,0.331621,0.478792,139.034396,0.009185
