test_case,Ticker,Reported_Date,Actual_Label,Aggregated_Predicted_Label,Num_Models,Vote_Count_0,Vote_Count_1
IBM_2018-03-31,IBM,2018-03-31,0,0,3,3,0
IBM_2018-06-30,IBM,2018-06-30,0,0,3,3,0
IBM_2018-12-31,IBM,2018-12-31,0,1,2,1,1
IBM_2019-03-31,IBM,2019-03-31,0,0,3,3,0
IBM_2020-03-31,IBM,2020-03-31,0,0,1,1,0
IBM_2021-12-31,IBM,2021-12-31,0,0,1,1,0
IBM_2022-06-30,IBM,2022-06-30,0,0,3,2,1
IBM_2022-09-30,IBM,2022-09-30,1,0,2,2,0
IBM_2023-03-31,IBM,2023-03-31,0,0,4,3,1
IBM_2023-06-30,IBM,2023-06-30,1,0,3,3,0
IBM_2023-09-30,IBM,2023-09-30,0,0,1,1,0
INTC_2016-09-30,INTC,2016-09-30,0,0,1,1,0
INTC_2016-12-31,INTC,2016-12-31,0,0,2,2,0
INTC_2017-06-30,INTC,2017-06-30,0,0,2,2,0
INTC_2017-09-30,INTC,2017-09-30,0,0,1,1,0
INTC_2017-12-31,INTC,2017-12-31,1,0,3,3,0
INTC_2018-03-31,INTC,2018-03-31,0,1,1,0,1
INTC_2018-06-30,INTC,2018-06-30,0,1,4,1,3
INTC_2018-09-30,INTC,2018-09-30,1,0,2,2,0
INTC_2019-03-31,INTC,2019-03-31,0,0,2,2,0
INTC_2019-09-30,INTC,2019-09-30,1,0,2,2,0
INTC_2020-03-31,INTC,2020-03-31,0,1,3,0,3
INTC_2020-06-30,INTC,2020-06-30,0,0,1,1,0
INTC_2020-12-31,INTC,2020-12-31,1,0,6,5,1
INTC_2021-03-31,INTC,2021-03-31,0,0,1,1,0
INTC_2021-06-30,INTC,2021-06-30,0,0,2,2,0
INTC_2021-09-30,INTC,2021-09-30,0,0,5,5,0
INTC_2021-12-31,INTC,2021-12-31,0,0,1,1,0
INTC_2022-03-31,INTC,2022-03-31,0,1,1,0,1
INTC_2022-09-30,INTC,2022-09-30,1,0,3,2,1
INTC_2023-03-31,INTC,2023-03-31,0,1,4,1,3
INTC_2023-06-30,INTC,2023-06-30,0,0,2,1,1
INTC_2023-09-30,INTC,2023-09-30,1,1,2,0,2
INTU_2022-09-30,INTU,2022-09-30,0,0,1,1,0
INTU_2023-09-30,INTU,2023-09-30,1,1,2,1,1
IT_2022-06-30,IT,2022-06-30,1,0,3,3,0
IVZ_2023-12-31,IVZ,2023-12-31,0,0,2,2,0
JPM_2015-09-30,JPM,2015-09-30,1,0,2,2,0
JPM_2016-03-31,JPM,2016-03-31,0,0,2,2,0
JPM_2016-06-30,JPM,2016-06-30,0,0,1,1,0
JPM_2016-09-30,JPM,2016-09-30,1,0,2,2,0
JPM_2016-12-31,JPM,2016-12-31,0,0,1,1,0
JPM_2017-03-31,JPM,2017-03-31,0,0,2,2,0
JPM_2017-09-30,JPM,2017-09-30,0,0,4,4,0
JPM_2017-12-31,JPM,2017-12-31,1,0,3,3,0
JPM_2018-06-30,JPM,2018-06-30,0,0,1,1,0
JPM_2018-09-30,JPM,2018-09-30,1,0,2,2,0
JPM_2019-03-31,JPM,2019-03-31,0,0,4,4,0
JPM_2019-09-30,JPM,2019-09-30,0,0,2,2,0
JPM_2019-12-31,JPM,2019-12-31,0,0,1,1,0
JPM_2020-06-30,JPM,2020-06-30,0,0,2,2,0
JPM_2020-09-30,JPM,2020-09-30,1,0,2,1,1
JPM_2020-12-31,JPM,2020-12-31,1,1,2,0,2
JPM_2021-03-31,JPM,2021-03-31,1,1,3,1,2
JPM_2021-06-30,JPM,2021-06-30,0,1,1,0,1
JPM_2021-09-30,JPM,2021-09-30,0,0,3,3,0
JPM_2021-12-31,JPM,2021-12-31,0,0,3,3,0
JPM_2022-03-31,JPM,2022-03-31,1,0,3,3,0
JPM_2022-09-30,JPM,2022-09-30,0,0,1,1,0
JPM_2022-12-31,JPM,2022-12-31,0,0,2,2,0
JPM_2023-03-31,JPM,2023-03-31,0,0,5,4,1
JPM_2023-06-30,JPM,2023-06-30,0,0,1,1,0
JPM_2023-09-30,JPM,2023-09-30,0,0,1,1,0
KEY_2023-09-30,KEY,2023-09-30,1,1,2,0,2
KLAC_2017-06-30,KLAC,2017-06-30,0,0,2,2,0
KLAC_2023-09-30,KLAC,2023-09-30,1,1,2,0,2
LEN_2015-09-30,LEN,2015-09-30,0,0,4,4,0
LEN_2015-12-31,LEN,2015-12-31,0,0,2,2,0
LEN_2017-03-31,LEN,2017-03-31,0,0,1,1,0
LEN_2018-03-31,LEN,2018-03-31,0,0,4,4,0
LEN_2018-06-30,LEN,2018-06-30,0,0,2,2,0
LEN_2022-06-30,LEN,2022-06-30,0,0,3,3,0
LEN_2023-09-30,LEN,2023-09-30,1,0,3,3,0
LRCX_2017-06-30,LRCX,2017-06-30,0,0,2,2,0
LRCX_2017-12-31,LRCX,2017-12-31,0,0,2,2,0
LRCX_2022-12-31,LRCX,2022-12-31,0,1,3,1,2
LRCX_2023-06-30,LRCX,2023-06-30,0,0,1,1,0
LULU_2023-12-31,LULU,2023-12-31,0,0,4,4,0
MA_2021-03-31,MA,2021-03-31,0,0,1,1,0
MA_2022-06-30,MA,2022-06-30,0,0,1,1,0
MA_2022-09-30,MA,2022-09-30,1,0,1,1,0
MA_2023-03-31,MA,2023-03-31,0,0,2,2,0
MA_2023-12-31,MA,2023-12-31,0,0,2,2,0
MCD_2015-09-30,MCD,2015-09-30,0,0,1,1,0
MCD_2015-12-31,MCD,2015-12-31,0,0,2,2,0
MCD_2016-03-31,MCD,2016-03-31,0,0,4,4,0
MCD_2016-06-30,MCD,2016-06-30,0,0,3,3,0
MCD_2016-09-30,MCD,2016-09-30,0,0,2,2,0
MCD_2016-12-31,MCD,2016-12-31,0,0,4,4,0
MCD_2017-03-31,MCD,2017-03-31,1,0,2,2,0
MCD_2017-06-30,MCD,2017-06-30,0,0,2,2,0
MCD_2017-12-31,MCD,2017-12-31,0,0,1,1,0
MCD_2018-06-30,MCD,2018-06-30,0,0,1,1,0
MCD_2018-09-30,MCD,2018-09-30,1,0,1,1,0
MCD_2018-12-31,MCD,2018-12-31,0,0,2,2,0
MCD_2019-03-31,MCD,2019-03-31,1,0,1,1,0
MCD_2022-06-30,MCD,2022-06-30,0,0,1,1,0
MCD_2022-09-30,MCD,2022-09-30,0,0,1,1,0
MCD_2022-12-31,MCD,2022-12-31,0,0,2,2,0
MCD_2023-03-31,MCD,2023-03-31,0,0,4,4,0
MCD_2023-06-30,MCD,2023-06-30,0,0,2,2,0
MCD_2023-12-31,MCD,2023-12-31,0,0,1,1,0
MET_2022-09-30,MET,2022-09-30,0,0,1,1,0
MET_2023-12-31,MET,2023-12-31,0,0,2,2,0
MSCI_2020-09-30,MSCI,2020-09-30,1,0,4,4,0
MSCI_2022-03-31,MSCI,2022-03-31,0,0,2,2,0
MSCI_2022-09-30,MSCI,2022-09-30,1,0,1,1,0
MSCI_2022-12-31,MSCI,2022-12-31,0,0,2,2,0
MSCI_2023-03-31,MSCI,2023-03-31,0,0,2,2,0
MSCI_2023-06-30,MSCI,2023-06-30,0,0,3,3,0
MSCI_2023-09-30,MSCI,2023-09-30,0,0,1,1,0
MSFT_2015-09-30,MSFT,2015-09-30,1,0,1,1,0
MSFT_2015-12-31,MSFT,2015-12-31,0,0,2,2,0
MSFT_2016-06-30,MSFT,2016-06-30,0,0,1,1,0
MSFT_2016-09-30,MSFT,2016-09-30,0,0,1,1,0
MSFT_2016-12-31,MSFT,2016-12-31,0,0,4,4,0
MSFT_2017-03-31,MSFT,2017-03-31,0,1,2,1,1
MSFT_2017-06-30,MSFT,2017-06-30,0,0,1,1,0
MSFT_2017-09-30,MSFT,2017-09-30,0,0,5,5,0
MSFT_2017-12-31,MSFT,2017-12-31,1,0,3,3,0
MSFT_2018-03-31,MSFT,2018-03-31,0,0,2,2,0
MSFT_2018-06-30,MSFT,2018-06-30,0,0,3,3,0
MSFT_2018-09-30,MSFT,2018-09-30,0,0,3,3,0
MSFT_2019-03-31,MSFT,2019-03-31,0,0,2,2,0
MSFT_2019-06-30,MSFT,2019-06-30,0,0,4,4,0
MSFT_2019-09-30,MSFT,2019-09-30,0,0,1,1,0
MSFT_2019-12-31,MSFT,2019-12-31,1,0,2,2,0
MSFT_2020-03-31,MSFT,2020-03-31,0,1,1,0,1
MSFT_2020-06-30,MSFT,2020-06-30,0,0,2,2,0
MSFT_2020-09-30,MSFT,2020-09-30,0,0,2,2,0
MSFT_2020-12-31,MSFT,2020-12-31,0,0,1,1,0
MSFT_2021-03-31,MSFT,2021-03-31,0,0,4,4,0
MSFT_2021-06-30,MSFT,2021-06-30,0,0,2,2,0
MSFT_2021-09-30,MSFT,2021-09-30,1,0,2,2,0
MSFT_2021-12-31,MSFT,2021-12-31,0,0,3,3,0
MSFT_2022-09-30,MSFT,2022-09-30,0,0,1,1,0
MSFT_2023-03-31,MSFT,2023-03-31,1,0,1,1,0
MSFT_2023-06-30,MSFT,2023-06-30,0,0,2,2,0
MSFT_2023-09-30,MSFT,2023-09-30,1,0,4,3,1
MSFT_2023-12-31,MSFT,2023-12-31,0,0,2,1,1
MS_2016-03-31,MS,2016-03-31,0,0,2,2,0
MS_2016-06-30,MS,2016-06-30,1,0,1,1,0
MS_2016-09-30,MS,2016-09-30,1,1,4,2,2
MS_2016-12-31,MS,2016-12-31,0,0,4,3,1
MS_2017-03-31,MS,2017-03-31,0,0,3,3,0
MS_2017-06-30,MS,2017-06-30,0,0,1,1,0
MS_2017-09-30,MS,2017-09-30,0,0,3,3,0
MS_2017-12-31,MS,2017-12-31,0,0,1,1,0
MS_2018-03-31,MS,2018-03-31,0,0,2,2,0
MS_2018-06-30,MS,2018-06-30,0,0,1,1,0
MS_2018-09-30,MS,2018-09-30,0,0,2,2,0
MS_2019-03-31,MS,2019-03-31,0,0,2,2,0
MS_2020-06-30,MS,2020-06-30,0,0,3,3,0
MS_2020-09-30,MS,2020-09-30,1,1,1,0,1
MS_2020-12-31,MS,2020-12-31,1,1,1,0,1
MS_2021-03-31,MS,2021-03-31,1,1,1,0,1
MS_2021-06-30,MS,2021-06-30,1,0,3,2,1
MS_2021-09-30,MS,2021-09-30,0,0,2,2,0
MS_2021-12-31,MS,2021-12-31,0,0,3,3,0
MS_2022-03-31,MS,2022-03-31,1,0,1,1,0
MS_2022-12-31,MS,2022-12-31,0,0,1,1,0
MS_2023-03-31,MS,2023-03-31,0,0,2,2,0
MS_2023-06-30,MS,2023-06-30,0,0,2,2,0
MS_2023-09-30,MS,2023-09-30,0,0,1,1,0
MU_2017-06-30,MU,2017-06-30,0,0,2,1,1
MU_2017-09-30,MU,2017-09-30,1,0,4,4,0
MU_2017-12-31,MU,2017-12-31,1,0,1,1,0
MU_2018-03-31,MU,2018-03-31,1,0,2,1,1
MU_2018-09-30,MU,2018-09-30,0,1,1,0,1
MU_2019-06-30,MU,2019-06-30,0,0,3,2,1
MU_2022-06-30,MU,2022-06-30,0,0,2,2,0
MU_2022-09-30,MU,2022-09-30,0,1,2,1,1
MU_2023-06-30,MU,2023-06-30,0,0,4,2,2
MU_2023-09-30,MU,2023-09-30,1,1,1,0,1
NKE_2017-12-31,NKE,2017-12-31,0,0,1,1,0
NKE_2022-06-30,NKE,2022-06-30,0,0,1,1,0
NKE_2022-09-30,NKE,2022-09-30,1,0,1,1,0
NKE_2022-12-31,NKE,2022-12-31,0,0,3,3,0
NKE_2023-03-31,NKE,2023-03-31,0,0,2,2,0
NKE_2023-09-30,NKE,2023-09-30,0,0,1,1,0
NKE_2023-12-31,NKE,2023-12-31,0,0,2,2,0
NVDA_2016-12-31,NVDA,2016-12-31,0,1,1,0,1
NVDA_2017-03-31,NVDA,2017-03-31,1,0,1,1,0
NVDA_2017-06-30,NVDA,2017-06-30,0,1,5,2,3
NVDA_2017-09-30,NVDA,2017-09-30,1,0,3,3,0
NVDA_2017-12-31,NVDA,2017-12-31,1,1,4,2,2
NVDA_2018-03-31,NVDA,2018-03-31,1,1,1,0,1
NVDA_2018-06-30,NVDA,2018-06-30,1,0,3,3,0
NVDA_2018-09-30,NVDA,2018-09-30,0,0,1,1,0
NVDA_2019-03-31,NVDA,2019-03-31,0,0,1,1,0
NVDA_2019-06-30,NVDA,2019-06-30,0,0,3,3,0
NVDA_2019-09-30,NVDA,2019-09-30,0,0,5,4,1
NVDA_2019-12-31,NVDA,2019-12-31,1,0,3,3,0
NVDA_2020-03-31,NVDA,2020-03-31,1,1,2,1,1
NVDA_2020-06-30,NVDA,2020-06-30,1,0,2,1,1
NVDA_2020-09-30,NVDA,2020-09-30,0,1,2,0,2
NVDA_2020-12-31,NVDA,2020-12-31,0,0,3,3,0
NVDA_2021-03-31,NVDA,2021-03-31,0,0,2,2,0
NVDA_2021-06-30,NVDA,2021-06-30,1,0,1,1,0
NVDA_2021-09-30,NVDA,2021-09-30,1,1,3,0,3
NVDA_2021-12-31,NVDA,2021-12-31,0,0,1,1,0
NVDA_2022-03-31,NVDA,2022-03-31,0,0,3,3,0
NVDA_2023-06-30,NVDA,2023-06-30,0,0,5,3,2
NVDA_2023-09-30,NVDA,2023-09-30,1,1,2,0,2
NVDA_2023-12-31,NVDA,2023-12-31,1,0,4,3,1
NVDA_2024-03-31,NVDA,2024-03-31,1,1,2,1,1
NVR_2023-09-30,NVR,2023-09-30,0,1,2,0,2
ON_2022-06-30,ON,2022-06-30,1,0,1,1,0
ON_2023-06-30,ON,2023-06-30,0,0,3,3,0
ON_2023-09-30,ON,2023-09-30,0,0,1,1,0
ORCL_2017-03-31,ORCL,2017-03-31,0,0,2,2,0
ORCL_2017-06-30,ORCL,2017-06-30,0,0,2,2,0
ORCL_2017-09-30,ORCL,2017-09-30,0,0,2,2,0
ORCL_2017-12-31,ORCL,2017-12-31,0,1,1,0,1
ORCL_2018-03-31,ORCL,2018-03-31,0,0,4,4,0
ORCL_2018-06-30,ORCL,2018-06-30,0,0,1,1,0
ORCL_2019-03-31,ORCL,2019-03-31,0,0,1,1,0
ORCL_2022-06-30,ORCL,2022-06-30,0,0,1,1,0
ORCL_2023-06-30,ORCL,2023-06-30,0,0,1,1,0
ORCL_2023-09-30,ORCL,2023-09-30,1,0,2,1,1
PGR_2017-09-30,PGR,2017-09-30,1,0,2,2,0
PGR_2023-12-31,PGR,2023-12-31,0,0,1,1,0
PHM_2017-03-31,PHM,2017-03-31,0,0,2,2,0
PHM_2018-09-30,PHM,2018-09-30,1,0,2,2,0
PHM_2023-06-30,PHM,2023-06-30,0,0,2,2,0
PNC_2017-03-31,PNC,2017-03-31,0,0,5,5,0
PNC_2017-09-30,PNC,2017-09-30,0,0,3,3,0
QCOM_2017-03-31,QCOM,2017-03-31,1,0,2,2,0
QCOM_2017-06-30,QCOM,2017-06-30,0,0,3,2,1
QCOM_2017-09-30,QCOM,2017-09-30,1,0,1,1,0
QCOM_2018-03-31,QCOM,2018-03-31,1,0,3,3,0
QCOM_2018-06-30,QCOM,2018-06-30,1,0,2,2,0
QCOM_2021-03-31,QCOM,2021-03-31,0,0,3,3,0
QCOM_2021-12-31,QCOM,2021-12-31,0,0,1,1,0
QCOM_2022-03-31,QCOM,2022-03-31,0,0,1,1,0
QCOM_2022-06-30,QCOM,2022-06-30,0,1,2,1,1
QCOM_2023-06-30,QCOM,2023-06-30,0,0,4,3,1
QCOM_2023-12-31,QCOM,2023-12-31,0,0,3,2,1
RCL_2020-12-31,RCL,2020-12-31,1,1,4,2,2
SBUX_2016-09-30,SBUX,2016-09-30,0,0,2,1,1
SBUX_2018-06-30,SBUX,2018-06-30,0,0,2,2,0
SBUX_2019-03-31,SBUX,2019-03-31,0,0,1,1,0
SBUX_2020-09-30,SBUX,2020-09-30,1,0,3,3,0
SBUX_2021-06-30,SBUX,2021-06-30,0,0,2,2,0
SBUX_2022-06-30,SBUX,2022-06-30,0,1,4,2,2
SBUX_2022-09-30,SBUX,2022-09-30,1,0,2,2,0
SBUX_2023-03-31,SBUX,2023-03-31,0,0,3,3,0
SBUX_2023-06-30,SBUX,2023-06-30,0,0,1,1,0
SCHW_2023-06-30,SCHW,2023-06-30,0,0,2,2,0
SCHW_2023-09-30,SCHW,2023-09-30,0,0,1,1,0
SCHW_2023-12-31,SCHW,2023-12-31,0,0,1,1,0
SNPS_2019-03-31,SNPS,2019-03-31,0,0,3,3,0
SNPS_2022-09-30,SNPS,2022-09-30,0,0,3,3,0
SNPS_2023-12-31,SNPS,2023-12-31,0,0,2,2,0
STT_2023-09-30,STT,2023-09-30,0,0,2,2,0
STX_2017-03-31,STX,2017-03-31,0,0,3,3,0
TFC_2023-09-30,TFC,2023-09-30,1,0,1,1,0
TRV_2017-09-30,TRV,2017-09-30,0,0,4,3,1
TRV_2017-12-31,TRV,2017-12-31,0,0,5,5,0
TSLA_2017-06-30,TSLA,2017-06-30,1,0,1,1,0
TSLA_2017-12-31,TSLA,2017-12-31,0,0,1,1,0
TSLA_2018-03-31,TSLA,2018-03-31,0,0,2,2,0
TSLA_2018-06-30,TSLA,2018-06-30,0,1,2,1,1
TSLA_2018-09-30,TSLA,2018-09-30,1,0,3,3,0
TSLA_2020-06-30,TSLA,2020-06-30,1,0,4,2,2
TSLA_2020-09-30,TSLA,2020-09-30,1,0,2,2,0
TSLA_2021-03-31,TSLA,2021-03-31,0,0,5,5,0
TSLA_2021-06-30,TSLA,2021-06-30,0,0,3,3,0
TSLA_2021-09-30,TSLA,2021-09-30,1,0,4,3,1
TSLA_2021-12-31,TSLA,2021-12-31,0,0,1,1,0
TSLA_2022-03-31,TSLA,2022-03-31,0,0,2,2,0
TSLA_2022-06-30,TSLA,2022-06-30,0,0,3,3,0
TSLA_2022-09-30,TSLA,2022-09-30,0,1,1,0,1
TSLA_2023-06-30,TSLA,2023-06-30,0,0,2,1,1
TXN_2022-09-30,TXN,2022-09-30,1,0,2,1,1
TXN_2023-09-30,TXN,2023-09-30,0,1,4,1,3
V_2016-06-30,V,2016-06-30,0,0,2,2,0
V_2016-09-30,V,2016-09-30,0,0,3,3,0
V_2017-03-31,V,2017-03-31,0,0,1,1,0
V_2017-06-30,V,2017-06-30,1,0,3,3,0
V_2017-09-30,V,2017-09-30,0,0,2,2,0
V_2017-12-31,V,2017-12-31,0,0,3,3,0
V_2018-03-31,V,2018-03-31,0,0,1,1,0
V_2018-06-30,V,2018-06-30,0,0,2,2,0
V_2021-03-31,V,2021-03-31,0,0,3,3,0
V_2022-09-30,V,2022-09-30,0,0,3,3,0
V_2023-06-30,V,2023-06-30,1,0,2,2,0
V_2023-09-30,V,2023-09-30,0,0,4,4,0
V_2023-12-31,V,2023-12-31,0,0,2,2,0
WDC_2018-06-30,WDC,2018-06-30,0,0,2,2,0
WFC_2016-03-31,WFC,2016-03-31,0,0,1,1,0
WFC_2016-09-30,WFC,2016-09-30,1,1,1,0,1
WFC_2016-12-31,WFC,2016-12-31,0,0,1,1,0
WFC_2017-03-31,WFC,2017-03-31,0,0,1,1,0
WFC_2017-06-30,WFC,2017-06-30,0,0,2,2,0
WFC_2017-09-30,WFC,2017-09-30,0,0,1,1,0
WFC_2018-03-31,WFC,2018-03-31,0,0,2,2,0
WFC_2019-06-30,WFC,2019-06-30,0,0,2,2,0
WFC_2020-12-31,WFC,2020-12-31,1,1,1,0,1
WFC_2021-03-31,WFC,2021-03-31,1,1,3,0,3
WFC_2021-06-30,WFC,2021-06-30,1,1,2,1,1
WFC_2021-12-31,WFC,2021-12-31,0,0,2,2,0
WFC_2022-03-31,WFC,2022-03-31,0,0,4,3,1
WFC_2022-09-30,WFC,2022-09-30,0,1,1,0,1
WFC_2023-03-31,WFC,2023-03-31,0,0,2,2,0
WFC_2023-06-30,WFC,2023-06-30,0,0,3,3,0
WFC_2023-12-31,WFC,2023-12-31,1,0,2,2,0
YUM_2018-03-31,YUM,2018-03-31,0,0,4,4,0
