ticker,fact_count,avg_attention_score,std_attention_score,avg_sentiment,std_sentiment,total_attention_impact,attention_efficiency
WDC,11,0.513505,0.193869,0.145455,0.336732,5.648558,0.512114
TYL,6,0.508875,0.263696,0.600000,0.223607,3.053251,0.508123
FFIV,16,0.495562,0.295096,0.425000,0.408503,7.928998,0.493610
MPWR,9,0.488383,0.282359,0.311111,0.331476,4.395445,0.487300
FICO,3,0.485987,0.040028,0.633333,0.094281,1.457961,0.485628
RJF,7,0.482358,0.076777,0.671429,0.218529,3.376503,0.481526
TER,5,0.480070,0.280502,0.580000,0.097980,2.400352,0.479479
AJG,10,0.469753,0.357914,0.520000,0.354401,4.697529,0.468596
STT,19,0.455040,0.229516,0.410526,0.451774,8.645761,0.452911
EG,2,0.450184,0.000287,0.500000,0.000000,0.900369,0.449963
ERIE,5,0.443597,0.279110,0.740000,0.120000,2.217983,0.443050
TRV,23,0.442617,0.315537,0.139130,0.514772,10.180194,0.440110
MTB,25,0.429100,0.229895,-0.092000,0.639950,10.727511,0.426459
RF,8,0.427857,0.272632,-0.237500,0.705226,3.422859,0.427015
COF,46,0.424766,0.272173,0.180435,0.463737,19.539257,0.419955
NTRS,13,0.424413,0.330052,0.138462,0.587745,5.517368,0.423054
HD,35,0.424135,0.246185,0.542857,0.269694,14.844717,0.420479
MMC,20,0.421964,0.234480,0.520000,0.224944,8.439285,0.419886
HBAN,22,0.420415,0.328075,0.050000,0.558203,9.249119,0.418137
HIG,11,0.417427,0.122519,0.627273,0.200413,4.591696,0.416296
IVZ,8,0.408478,0.264096,0.450000,0.234521,3.267823,0.407673
L,2,0.399247,0.126162,0.350000,0.150000,0.798494,0.399050
SWKS,22,0.383236,0.331042,0.018182,0.520172,8.431198,0.381160
JNPR,16,0.370223,0.292499,0.262500,0.404467,5.923576,0.368765
ON,41,0.359079,0.250413,0.270732,0.516670,14.722234,0.355454
PFG,15,0.350136,0.371899,-0.053333,0.230555,5.252047,0.348843
AXP,92,0.343718,0.310637,0.193478,0.507724,31.622062,0.335931
AIZ,17,0.331424,0.211699,0.594118,0.215490,5.634207,0.330037
CB,49,0.273964,0.293097,0.259184,0.350462,13.424230,0.270658
FDS,11,0.272727,0.037515,0.236364,0.290056,3.000000,0.271989
JBL,15,0.265882,0.367064,0.566667,0.257337,3.988231,0.264900
WRB,9,0.257787,0.085390,0.744444,0.068493,2.320082,0.257216
MCHP,30,0.255006,0.269311,0.283333,0.481721,7.650173,0.253122
SCHW,84,0.249550,0.298950,0.340476,0.412056,20.962178,0.244388
LULU,60,0.249423,0.338185,0.649167,0.340281,14.965401,0.245738
PNC,85,0.246625,0.270200,0.276471,0.502616,20.963137,0.241463
YUM,47,0.238815,0.171455,0.217021,0.411184,11.224296,0.236051
TFC,25,0.237607,0.145811,-0.020000,0.573411,5.940185,0.236145
BK,128,0.234600,0.278359,-0.063281,0.605814,30.028800,0.227206
TXN,89,0.225715,0.227887,0.524719,0.373950,20.088650,0.220768
CTSH,117,0.218837,0.282857,0.248120,0.433688,25.603877,0.212532
KLAC,52,0.214286,0.242866,0.380769,0.525517,11.142860,0.211542
EXPE,67,0.212250,0.330187,0.481343,0.477856,14.220741,0.208748
SBUX,197,0.212118,0.257745,0.302284,0.444318,41.787202,0.201828
ALL,107,0.210154,0.325968,0.365421,0.386961,22.486459,0.204617
CINF,43,0.207553,0.322573,0.118605,0.593866,8.924771,0.205355
V,382,0.207287,0.274311,0.422513,0.430105,79.183454,0.187788
SNPS,105,0.205173,0.271041,0.613333,0.250358,21.543172,0.199868
MA,238,0.203029,0.247110,0.450000,0.388571,48.320799,0.191130
MSCI,157,0.199010,0.329983,0.238854,0.444736,31.244530,0.191316
NKE,160,0.185282,0.294764,0.421250,0.497165,29.645180,0.177982
FITB,142,0.180824,0.284491,0.384859,0.439029,25.676963,0.174501
MAR,50,0.174303,0.289903,0.540000,0.402989,8.715159,0.172157
AIG,241,0.174282,0.284718,0.343983,0.412028,42.001909,0.163939
PHM,21,0.172984,0.263248,0.057143,0.636637,3.632657,0.172089
LRCX,126,0.172898,0.224145,0.417063,0.538780,21.785163,0.167534
AON,91,0.172614,0.285748,0.295604,0.429646,15.707889,0.168746
ADI,172,0.172513,0.249692,0.402907,0.418389,29.672241,0.165206
GRMN,64,0.170696,0.237652,0.503906,0.459475,10.924535,0.168006
CDNS,122,0.167220,0.244618,0.640164,0.255965,20.400791,0.162196
AMP,17,0.167024,0.149870,0.264706,0.237490,2.839416,0.166325
MU,127,0.165867,0.195409,0.169685,0.567810,21.065053,0.160679
MET,218,0.155735,0.259415,0.304128,0.501494,33.950311,0.147375
FTNT,82,0.151678,0.244359,0.521951,0.350618,12.437602,0.148615
ORCL,439,0.149635,0.218354,0.313098,0.439966,65.689854,0.133459
CSCO,438,0.148528,0.226749,0.230799,0.419863,65.055058,0.132508
WYNN,37,0.147344,0.186389,0.297297,0.617531,5.451740,0.146002
LVS,21,0.143727,0.109984,0.430952,0.596114,3.018268,0.142984
CBOE,107,0.142537,0.275898,0.122430,0.533251,15.251479,0.138782
KEY,215,0.140699,0.264368,-0.032093,0.589791,30.250201,0.133250
IBM,658,0.135707,0.192603,0.173009,0.469716,89.295076,0.113718
ACN,624,0.132479,0.253362,0.401042,0.437837,82.666854,0.112123
CME,164,0.131126,0.255536,0.364634,0.361525,21.504648,0.125830
FIS,67,0.125622,0.229866,0.086567,0.551496,8.416655,0.123549
HPQ,528,0.123819,0.235107,0.253409,0.520442,65.376595,0.107721
DPZ,362,0.120881,0.239827,0.418508,0.410400,43.758756,0.110105
CRM,526,0.119818,0.177429,0.313593,0.460751,63.024498,0.104299
GLW,116,0.119060,0.249883,0.491379,0.407752,13.811001,0.115659
AFL,117,0.118218,0.237664,0.359402,0.396455,13.831460,0.114812
QCOM,451,0.116970,0.157247,0.243459,0.511483,52.753607,0.103980
AMAT,414,0.116506,0.225753,0.509058,0.425369,48.233689,0.104629
BX,310,0.113247,0.222548,0.372258,0.407911,35.106659,0.104602
MS,651,0.113007,0.209392,0.213978,0.472074,73.567627,0.094891
CCL,111,0.112369,0.232465,0.296396,0.641216,12.472975,0.109298
GS,1136,0.107367,0.196460,0.277685,0.476463,121.969454,0.077333
CMG,456,0.105576,0.215194,0.261491,0.518852,48.142482,0.093721
DHI,104,0.105545,0.231582,0.449038,0.480984,10.976709,0.102842
PGR,64,0.104794,0.150128,-0.062500,0.580275,6.706808,0.103142
MCD,378,0.104639,0.163466,0.251058,0.431806,39.553445,0.094899
BRO,129,0.098605,0.207182,0.664729,0.231393,12.720023,0.095473
ADBE,1067,0.097373,0.203195,0.482259,0.418943,103.897065,0.071789
WFC,1217,0.096683,0.217795,0.143632,0.492034,117.663358,0.067709
FSLR,209,0.094296,0.225948,0.509091,0.430604,19.707763,0.089443
ACGL,264,0.093924,0.231658,0.667992,0.248572,24.795934,0.087818
F,406,0.092516,0.207361,-0.034483,0.512629,37.561662,0.083267
BEN,88,0.089872,0.211583,0.211364,0.420884,7.908700,0.087924
DRI,172,0.088175,0.194814,0.400581,0.442837,15.166037,0.084440
APTV,113,0.087392,0.201239,0.565487,0.344558,9.875250,0.084960
NVR,36,0.087354,0.223758,0.536111,0.354458,3.144748,0.086580
TSLA,1022,0.084243,0.174006,0.176370,0.541386,86.096810,0.063043
JPM,1830,0.082436,0.182625,0.210137,0.493280,150.857688,0.045288
BAC,1490,0.081817,0.179484,0.223087,0.476055,121.907795,0.051798
MGM,217,0.081254,0.193843,0.338018,0.525299,17.632193,0.076913
LEN,128,0.078780,0.209434,0.416406,0.487464,10.083787,0.076297
HAS,242,0.078443,0.209115,0.021074,0.576117,18.983283,0.073769
KKR,290,0.077979,0.194505,0.335172,0.417304,22.613858,0.072410
EBAY,628,0.074739,0.176951,0.211290,0.471169,46.935986,0.063181
GM,596,0.070912,0.167445,0.036661,0.549522,42.263374,0.060505
RCL,46,0.069209,0.110079,0.397826,0.585509,3.183608,0.068425
C,1560,0.068903,0.169391,0.179936,0.476272,107.488665,0.042434
MSFT,3688,0.065400,0.153074,0.399902,0.415837,241.194458,0.006007
INTC,2035,0.063125,0.157323,0.143317,0.521020,128.458635,0.031492
AAPL,4061,0.060772,0.151582,0.372051,0.450511,246.795204,0.000000
AMZN,3242,0.055919,0.143762,0.380783,0.436098,181.289982,0.011277
NVDA,3130,0.051551,0.134328,0.420990,0.452939,161.353136,0.011818
AMD,3202,0.043796,0.128471,0.331621,0.478792,140.234035,0.009264
