cluster_id,positive_samples,negative_samples,total_samples,positive_percentage,negative_percentage,enrichment_ratio
30,10,2,12,13.333333333333334,1.7391304347826086,7.666666666666667
54,9,5,14,12.0,4.3478260869565215,2.7600000000000002
5,24,14,38,32.0,12.173913043478262,2.6285714285714286
39,31,26,57,41.333333333333336,22.608695652173914,1.8282051282051281
46,35,30,65,46.666666666666664,26.08695652173913,1.788888888888889
13,29,25,54,38.666666666666664,21.73913043478261,1.7786666666666666
12,9,8,17,12.0,6.956521739130435,1.725
28,33,30,63,44.0,26.08695652173913,1.6866666666666668
8,16,15,31,21.333333333333336,13.043478260869565,1.6355555555555559
25,41,41,82,54.666666666666664,35.65217391304348,1.5333333333333334
19,20,20,40,26.666666666666668,17.391304347826086,1.5333333333333334
24,27,27,54,36.0,23.47826086956522,1.5333333333333332
22,44,44,88,58.666666666666664,38.26086956521739,1.5333333333333332
43,16,17,33,21.333333333333336,14.782608695652174,1.443137254901961
23,50,55,105,66.66666666666666,47.82608695652174,1.3939393939393936
7,20,23,43,26.666666666666668,20.0,1.3333333333333335
38,46,53,99,61.33333333333333,46.08695652173913,1.330817610062893
55,38,44,82,50.66666666666667,38.26086956521739,1.3242424242424244
48,18,21,39,24.0,18.26086956521739,1.3142857142857143
14,22,26,48,29.333333333333332,22.608695652173914,1.2974358974358973
49,16,19,35,21.333333333333336,16.52173913043478,1.2912280701754388
20,31,37,68,41.333333333333336,32.17391304347826,1.2846846846846849
35,4,5,9,5.333333333333334,4.3478260869565215,1.2266666666666668
31,40,51,91,53.333333333333336,44.34782608695652,1.2026143790849673
40,46,60,106,61.33333333333333,52.17391304347826,1.1755555555555555
10,62,81,143,82.66666666666667,70.43478260869566,1.1736625514403292
45,9,12,21,12.0,10.434782608695652,1.15
34,63,85,148,84.0,73.91304347826086,1.1364705882352943
9,68,92,160,90.66666666666666,80.0,1.1333333333333333
16,22,30,52,29.333333333333332,26.08695652173913,1.1244444444444444
37,53,73,126,70.66666666666667,63.47826086956522,1.1132420091324202
47,42,58,100,56.00000000000001,50.43478260869565,1.1103448275862071
58,21,29,50,28.000000000000004,25.217391304347824,1.1103448275862071
1,54,75,129,72.0,65.21739130434783,1.1039999999999999
41,5,7,12,6.666666666666667,6.086956521739131,1.0952380952380951
59,49,69,118,65.33333333333333,60.0,1.0888888888888888
32,68,96,164,90.66666666666666,83.47826086956522,1.086111111111111
53,72,102,174,96.0,88.69565217391305,1.0823529411764705
36,37,53,90,49.333333333333336,46.08695652173913,1.070440251572327
57,26,38,64,34.66666666666667,33.04347826086956,1.049122807017544
18,23,34,57,30.666666666666664,29.565217391304348,1.0372549019607842
0,46,68,114,61.33333333333333,59.130434782608695,1.0372549019607842
29,44,66,110,58.666666666666664,57.391304347826086,1.0222222222222221
26,17,26,43,22.666666666666664,22.608695652173914,1.0025641025641023
17,74,114,188,98.66666666666667,99.1304347826087,0.9953216374269006
4,59,92,151,78.66666666666666,80.0,0.9833333333333332
2,58,92,150,77.33333333333333,80.0,0.9666666666666666
44,32,51,83,42.66666666666667,44.34782608695652,0.9620915032679739
21,20,32,52,26.666666666666668,27.82608695652174,0.9583333333333334
50,25,40,65,33.33333333333333,34.78260869565217,0.9583333333333333
42,26,42,68,34.66666666666667,36.52173913043478,0.9492063492063494
33,40,65,105,53.333333333333336,56.52173913043478,0.9435897435897437
51,43,71,114,57.333333333333336,61.73913043478261,0.9286384976525822
15,42,72,114,56.00000000000001,62.60869565217392,0.8944444444444445
11,15,26,41,20.0,22.608695652173914,0.8846153846153846
56,4,7,11,5.333333333333334,6.086956521739131,0.8761904761904762
3,20,37,57,26.666666666666668,32.17391304347826,0.8288288288288289
27,7,14,21,9.333333333333334,12.173913043478262,0.7666666666666667
6,41,83,124,54.666666666666664,72.17391304347827,0.7574297188755019
52,10,25,35,13.333333333333334,21.73913043478261,0.6133333333333334
