ticker,fact_count,avg_attention_score,std_attention_score,avg_sentiment,std_sentiment,total_attention_impact,attention_efficiency
TYL,6,0.509634,0.264296,0.600000,0.223607,3.057802,0.508881
WDC,11,0.505445,0.189829,0.145455,0.336732,5.559894,0.504076
FFIV,16,0.495280,0.292525,0.425000,0.408503,7.924478,0.493328
MPWR,9,0.487663,0.282076,0.311111,0.331476,4.388967,0.486582
FICO,3,0.482958,0.061784,0.633333,0.094281,1.448875,0.482602
RJF,7,0.480836,0.074167,0.671429,0.218529,3.365849,0.480007
TER,5,0.478930,0.281441,0.580000,0.097980,2.394651,0.478341
AJG,10,0.471325,0.356727,0.520000,0.354401,4.713254,0.470165
ERIE,5,0.450261,0.275297,0.740000,0.120000,2.251307,0.449707
STT,19,0.446508,0.229254,0.410526,0.451774,8.483658,0.444419
EG,2,0.443758,0.000376,0.500000,0.000000,0.887515,0.443539
TRV,23,0.443278,0.315893,0.139130,0.514772,10.195389,0.440767
RF,8,0.429095,0.269337,-0.237500,0.705226,3.432760,0.428250
MTB,25,0.427948,0.228452,-0.092000,0.639950,10.698701,0.425314
NTRS,13,0.426147,0.328969,0.138462,0.587745,5.539909,0.424783
COF,46,0.424506,0.270351,0.180435,0.463737,19.527295,0.419698
HD,35,0.423910,0.247005,0.542857,0.269694,14.836850,0.420257
MMC,20,0.419904,0.232767,0.520000,0.224944,8.398090,0.417837
HBAN,22,0.418876,0.327105,0.050000,0.558203,9.215263,0.416606
HIG,11,0.411213,0.124429,0.627273,0.200413,4.523343,0.410099
IVZ,8,0.407895,0.264566,0.450000,0.234521,3.263162,0.407092
L,2,0.398823,0.111559,0.350000,0.150000,0.797646,0.398627
SWKS,22,0.381554,0.331253,0.018182,0.520172,8.394190,0.379487
JNPR,16,0.369558,0.291159,0.262500,0.404467,5.912930,0.368102
ON,41,0.355018,0.248406,0.270732,0.516670,14.555730,0.351434
PFG,15,0.350828,0.371781,-0.053333,0.230555,5.262416,0.349532
AXP,92,0.343489,0.310029,0.193478,0.507724,31.600994,0.335707
AIZ,17,0.328598,0.207777,0.594118,0.215490,5.586163,0.327222
CB,49,0.275549,0.294817,0.259184,0.350462,13.501889,0.272224
FDS,11,0.272727,0.038024,0.236364,0.290056,3.000000,0.271989
JBL,15,0.265494,0.367267,0.566667,0.257337,3.982410,0.264513
WRB,9,0.258374,0.085329,0.744444,0.068493,2.325368,0.257802
MCHP,30,0.258099,0.268965,0.283333,0.481721,7.742955,0.256192
LULU,60,0.251377,0.338203,0.649167,0.340281,15.082633,0.247663
SCHW,84,0.248425,0.297901,0.340476,0.412056,20.867712,0.243287
PNC,85,0.246629,0.269128,0.276471,0.502616,20.963500,0.241467
YUM,47,0.242278,0.170245,0.217021,0.411184,11.387050,0.239474
BK,128,0.235415,0.277651,-0.063281,0.605814,30.133094,0.227995
TFC,25,0.235217,0.145215,-0.020000,0.573411,5.880413,0.233769
TXN,89,0.231277,0.228575,0.524719,0.373950,20.583693,0.226209
CTSH,117,0.218241,0.283183,0.248120,0.433688,25.534187,0.211953
KLAC,52,0.214504,0.243018,0.380769,0.525517,11.154205,0.211757
EXPE,67,0.212904,0.329627,0.481343,0.477856,14.264581,0.209392
SBUX,197,0.211176,0.256578,0.302284,0.444318,41.601595,0.200931
ALL,107,0.210734,0.325923,0.365421,0.386961,22.548570,0.205182
V,382,0.209124,0.273904,0.422513,0.430105,79.885454,0.189453
CINF,43,0.207185,0.321496,0.118605,0.593866,8.908948,0.204991
SNPS,105,0.205373,0.270558,0.613333,0.250358,21.564167,0.200063
MA,238,0.203719,0.246105,0.450000,0.388571,48.485205,0.191780
MSCI,157,0.199661,0.330489,0.238854,0.444736,31.346810,0.191942
NKE,160,0.186467,0.296376,0.421250,0.497165,29.834724,0.179120
FITB,142,0.181027,0.284451,0.384859,0.439029,25.705833,0.174697
MAR,50,0.174232,0.289346,0.540000,0.402989,8.711600,0.172087
ADI,172,0.174066,0.250423,0.402907,0.418389,29.939325,0.166693
AIG,241,0.173938,0.285343,0.343983,0.412028,41.919075,0.163616
PHM,21,0.173578,0.261762,0.057143,0.636637,3.645147,0.172681
AON,91,0.172273,0.285977,0.295604,0.429646,15.676846,0.168413
LRCX,126,0.171873,0.223853,0.417063,0.538780,21.656024,0.166541
GRMN,64,0.170897,0.237207,0.503906,0.459475,10.937387,0.168203
CDNS,122,0.166566,0.243373,0.640164,0.255965,20.321070,0.161562
AMP,17,0.166553,0.151081,0.264706,0.237490,2.831407,0.165856
MU,127,0.165111,0.194296,0.169685,0.567810,20.969124,0.159948
MET,218,0.157445,0.259052,0.304128,0.501494,34.322914,0.148993
FTNT,82,0.151190,0.243483,0.521951,0.350618,12.397598,0.148137
ORCL,439,0.149688,0.217938,0.313098,0.439966,65.712904,0.133506
CSCO,438,0.149269,0.227003,0.230799,0.419863,65.380004,0.133170
WYNN,37,0.148607,0.186836,0.297297,0.617531,5.498466,0.147253
CBOE,107,0.143172,0.276545,0.122430,0.533251,15.319397,0.139400
LVS,21,0.140256,0.108990,0.430952,0.596114,2.945380,0.139531
KEY,215,0.140220,0.263715,-0.032093,0.589791,30.147218,0.132796
IBM,658,0.136477,0.192388,0.173009,0.469716,89.801731,0.114364
ACN,624,0.132994,0.253688,0.401042,0.437837,82.988006,0.112558
CME,164,0.130987,0.255532,0.364634,0.361525,21.481892,0.125697
FIS,67,0.125594,0.229898,0.086567,0.551496,8.414823,0.123522
HPQ,528,0.123616,0.234650,0.253409,0.520442,65.269369,0.107544
DPZ,362,0.121346,0.239724,0.418508,0.410400,43.927333,0.110529
CRM,526,0.119671,0.177218,0.313593,0.460751,62.946709,0.104170
GLW,116,0.119195,0.249780,0.491379,0.407752,13.826567,0.115790
AFL,117,0.118349,0.237766,0.359402,0.396455,13.846878,0.114940
QCOM,451,0.117469,0.156749,0.243459,0.511483,52.978596,0.104423
AMAT,414,0.116364,0.225524,0.509058,0.425369,48.174656,0.104501
MS,651,0.113572,0.209404,0.213978,0.472074,73.935171,0.095366
BX,310,0.113418,0.221935,0.372258,0.407911,35.159601,0.104760
CCL,111,0.112407,0.232440,0.296396,0.641216,12.477231,0.109335
GS,1136,0.107897,0.196666,0.277685,0.476463,122.571342,0.077715
PGR,64,0.106547,0.154841,-0.062500,0.580275,6.819021,0.104868
MCD,378,0.105491,0.164973,0.251058,0.431806,39.875640,0.095672
DHI,104,0.105450,0.231045,0.449038,0.480984,10.966783,0.102749
CMG,456,0.104856,0.215102,0.261491,0.518852,47.814194,0.093082
BRO,129,0.098957,0.207719,0.664729,0.231393,12.765399,0.095813
ADBE,1067,0.097392,0.203031,0.482259,0.418943,103.916955,0.071803
WFC,1217,0.096789,0.217667,0.143632,0.492034,117.791712,0.067783
FSLR,209,0.094259,0.225804,0.509091,0.430604,19.700170,0.089408
ACGL,264,0.093646,0.231368,0.667992,0.248572,24.722660,0.087559
F,406,0.092858,0.207310,-0.034483,0.512629,37.700182,0.083574
BEN,88,0.089511,0.210330,0.211364,0.420884,7.877010,0.087572
DRI,172,0.088946,0.195163,0.400581,0.442837,15.298767,0.085179
NVR,36,0.088003,0.223707,0.536111,0.354458,3.168113,0.087223
APTV,113,0.087918,0.201104,0.565487,0.344558,9.934714,0.085471
JPM,1830,0.083090,0.183130,0.210137,0.493280,152.055235,0.045647
TSLA,1022,0.082677,0.172933,0.176370,0.541386,84.496364,0.061871
BAC,1490,0.081691,0.179076,0.223087,0.476055,121.719712,0.051718
MGM,217,0.081346,0.193426,0.338018,0.525299,17.652147,0.077000
LEN,128,0.078954,0.210082,0.416406,0.487464,10.106161,0.076466
HAS,242,0.078341,0.209406,0.021074,0.576117,18.958460,0.073672
KKR,290,0.078107,0.194125,0.335172,0.417304,22.651097,0.072530
EBAY,628,0.074524,0.176579,0.211290,0.471169,46.801384,0.063000
GM,596,0.071547,0.167896,0.036661,0.549522,42.642130,0.061047
C,1560,0.068989,0.169092,0.179936,0.476272,107.622096,0.042487
RCL,46,0.068683,0.109669,0.397826,0.585509,3.159411,0.067905
MSFT,3688,0.065990,0.153217,0.399902,0.415837,243.371757,0.006061
INTC,2035,0.063520,0.157514,0.143317,0.521020,129.263851,0.031690
AAPL,4061,0.061335,0.151894,0.372051,0.450511,249.080972,0.000000
AMZN,3242,0.055774,0.143337,0.380783,0.436098,180.817862,0.011248
NVDA,3130,0.050454,0.132673,0.420990,0.452939,157.921628,0.011567
AMD,3202,0.043333,0.127670,0.331621,0.478792,138.752175,0.009166
