cluster_id,positive_samples,negative_samples,total_samples,positive_percentage,negative_percentage,enrichment_ratio
30,10,2,12,13.698630136986301,1.7094017094017095,8.013698630136986
5,22,16,38,30.136986301369863,13.675213675213676,2.203767123287671
54,8,6,14,10.95890410958904,5.128205128205128,2.136986301369863
12,9,8,17,12.32876712328767,6.837606837606838,1.8030821917808217
39,30,27,57,41.0958904109589,23.076923076923077,1.7808219178082192
8,16,15,31,21.91780821917808,12.82051282051282,1.7095890410958905
41,6,6,12,8.21917808219178,5.128205128205128,1.6027397260273972
13,27,27,54,36.986301369863014,23.076923076923077,1.6027397260273972
28,31,32,63,42.465753424657535,27.350427350427353,1.552654109589041
25,40,42,82,54.794520547945204,35.8974358974359,1.5264187866927592
43,16,17,33,21.91780821917808,14.529914529914532,1.5084609186140208
22,42,46,88,57.534246575342465,39.31623931623932,1.4633710541989278
46,31,34,65,42.465753424657535,29.059829059829063,1.4613215149073326
55,39,43,82,53.42465753424658,36.75213675213676,1.453647658489965
19,19,21,40,26.027397260273972,17.94871794871795,1.4500978473581212
24,25,29,54,34.24657534246575,24.786324786324787,1.381672177609825
48,18,21,39,24.65753424657534,17.94871794871795,1.3737769080234834
14,22,26,48,30.136986301369863,22.22222222222222,1.356164383561644
23,48,57,105,65.75342465753424,48.717948717948715,1.3496755587599134
20,31,37,68,42.465753424657535,31.62393162393162,1.3428359866716033
38,45,54,99,61.64383561643836,46.15384615384615,1.3356164383561644
16,23,29,52,31.506849315068493,24.786324786324787,1.2711384034010391
7,19,24,43,26.027397260273972,20.51282051282051,1.2688356164383563
10,63,80,143,86.3013698630137,68.37606837606837,1.2621575342465754
37,55,71,126,75.34246575342466,60.68376068376068,1.2415589426972797
40,46,60,106,63.013698630136986,51.28205128205128,1.2287671232876713
49,15,20,35,20.54794520547945,17.094017094017094,1.202054794520548
47,42,58,100,57.534246575342465,49.572649572649574,1.1606046291922532
9,66,94,160,90.41095890410958,80.34188034188034,1.1253278927426404
0,47,67,114,64.38356164383562,57.26495726495726,1.1243099570639952
53,71,103,174,97.26027397260275,88.03418803418803,1.1048011703684002
34,60,88,148,82.1917808219178,75.21367521367522,1.0927770859277708
1,52,77,129,71.23287671232876,65.8119658119658,1.0823696851094111
36,36,54,90,49.31506849315068,46.15384615384615,1.0684931506849316
58,20,30,50,27.397260273972602,25.64102564102564,1.0684931506849316
59,47,71,118,64.38356164383562,60.68376068376068,1.0609685510322209
32,65,99,164,89.04109589041096,84.61538461538461,1.0523038605230386
31,36,55,91,49.31506849315068,47.008547008547005,1.04906600249066
11,16,25,41,21.91780821917808,21.367521367521366,1.0257534246575342
18,22,35,57,30.136986301369863,29.914529914529915,1.007436399217221
50,25,40,65,34.24657534246575,34.18803418803419,1.0017123287671232
4,58,93,151,79.45205479452055,79.48717948717949,0.9995581087052585
17,72,116,188,98.63013698630137,99.14529914529915,0.9948039678790741
42,26,42,68,35.61643835616438,35.8974358974359,0.9921722113502934
29,42,68,110,57.534246575342465,58.119658119658126,0.9899274778404511
45,8,13,21,10.95890410958904,11.11111111111111,0.9863013698630136
2,57,93,150,78.08219178082192,79.48717948717949,0.9823243482103402
44,31,52,83,42.465753424657535,44.44444444444444,0.9554794520547946
33,39,66,105,53.42465753424658,56.41025641025641,0.9470734744707348
15,42,72,114,57.534246575342465,61.53846153846154,0.934931506849315
51,42,72,114,57.534246575342465,61.53846153846154,0.934931506849315
21,19,33,52,26.027397260273972,28.205128205128204,0.9227895392278954
56,4,7,11,5.47945205479452,5.982905982905983,0.9158512720156555
57,23,41,64,31.506849315068493,35.04273504273504,0.89909789508854
35,3,6,9,4.10958904109589,5.128205128205128,0.8013698630136986
27,7,14,21,9.58904109589041,11.965811965811966,0.8013698630136986
26,14,29,43,19.17808219178082,24.786324786324787,0.7737364194615021
6,40,84,124,54.794520547945204,71.7948717948718,0.7632093933463796
3,17,40,57,23.28767123287671,34.18803418803419,0.6811643835616438
52,10,25,35,13.698630136986301,21.367521367521366,0.6410958904109589
