ticker,fact_count,avg_attention_score,std_attention_score,avg_sentiment,std_sentiment,total_attention_impact,attention_efficiency
WDC,11,0.511146,0.194987,0.145455,0.336732,5.622611,0.509762
TYL,6,0.509484,0.263399,0.600000,0.223607,3.056903,0.508731
FFIV,16,0.492333,0.299888,0.425000,0.408503,7.877321,0.490393
FICO,3,0.488511,0.095684,0.633333,0.094281,1.465532,0.488150
MPWR,9,0.486592,0.283849,0.311111,0.331476,4.379329,0.485514
TER,5,0.479351,0.281224,0.580000,0.097980,2.396757,0.478761
RJF,7,0.476186,0.073107,0.671429,0.218529,3.333303,0.475365
AJG,10,0.467640,0.361656,0.520000,0.354401,4.676397,0.466488
ERIE,5,0.461759,0.270095,0.740000,0.120000,2.308797,0.461191
STT,19,0.448313,0.230923,0.410526,0.451774,8.517938,0.446215
EG,2,0.445877,0.000226,0.500000,0.000000,0.891753,0.445657
TRV,23,0.442667,0.315577,0.139130,0.514772,10.181336,0.440160
HD,35,0.431381,0.247585,0.542857,0.269694,15.098349,0.427663
RF,8,0.430672,0.269909,-0.237500,0.705226,3.445380,0.429824
MTB,25,0.430453,0.226884,-0.092000,0.639950,10.761313,0.427803
NTRS,13,0.424642,0.330381,0.138462,0.587745,5.520345,0.423283
COF,46,0.423319,0.272240,0.180435,0.463737,19.472662,0.418524
MMC,20,0.420772,0.226029,0.520000,0.224944,8.415449,0.418700
HBAN,22,0.418231,0.327729,0.050000,0.558203,9.201079,0.415965
HIG,11,0.411896,0.114032,0.627273,0.200413,4.530858,0.410780
IVZ,8,0.408567,0.264246,0.450000,0.234521,3.268532,0.407762
L,2,0.383364,0.088660,0.350000,0.150000,0.766728,0.383175
SWKS,22,0.381638,0.330928,0.018182,0.520172,8.396031,0.379570
JNPR,16,0.369824,0.296270,0.262500,0.404467,5.917187,0.368367
ON,41,0.356671,0.247554,0.270732,0.516670,14.623503,0.353070
PFG,15,0.349309,0.372172,-0.053333,0.230555,5.239641,0.348019
AXP,92,0.342587,0.311291,0.193478,0.507724,31.517969,0.334825
AIZ,17,0.332117,0.212521,0.594118,0.215490,5.645981,0.330726
CB,49,0.277504,0.294753,0.259184,0.350462,13.597703,0.274156
FDS,11,0.272727,0.037632,0.236364,0.290056,3.000000,0.271989
JBL,15,0.265800,0.367108,0.566667,0.257337,3.987006,0.264819
WRB,9,0.260530,0.081740,0.744444,0.068493,2.344768,0.259952
MCHP,30,0.256429,0.272786,0.283333,0.481721,7.692872,0.254535
LULU,60,0.250854,0.338320,0.649167,0.340281,15.051218,0.247147
SCHW,84,0.250096,0.298462,0.340476,0.412056,21.008033,0.244923
PNC,85,0.246555,0.270445,0.276471,0.502616,20.957213,0.241395
YUM,47,0.238425,0.169024,0.217021,0.411184,11.205968,0.235665
TFC,25,0.237903,0.147102,-0.020000,0.573411,5.947573,0.236438
BK,128,0.234732,0.276892,-0.063281,0.605814,30.045664,0.227333
TXN,89,0.228499,0.226078,0.524719,0.373950,20.336418,0.223491
CTSH,117,0.217820,0.283873,0.248120,0.433688,25.484915,0.211544
KLAC,52,0.214937,0.244251,0.380769,0.525517,11.176707,0.212184
EXPE,67,0.213329,0.330213,0.481343,0.477856,14.293066,0.209810
ALL,107,0.210136,0.325825,0.365421,0.386961,22.484587,0.204600
SBUX,197,0.209609,0.258532,0.302284,0.444318,41.292885,0.199440
V,382,0.207967,0.275047,0.422513,0.430105,79.443253,0.188404
CINF,43,0.207086,0.321483,0.118605,0.593866,8.904712,0.204894
SNPS,105,0.205154,0.270862,0.613333,0.250358,21.541172,0.199850
MA,238,0.202907,0.245802,0.450000,0.388571,48.291861,0.191015
MSCI,157,0.199149,0.330654,0.238854,0.444736,31.266456,0.191450
NKE,160,0.187166,0.297263,0.421250,0.497165,29.946547,0.179792
FITB,142,0.181389,0.284745,0.384859,0.439029,25.757216,0.175046
AIG,241,0.174510,0.284635,0.343983,0.412028,42.056790,0.164153
MAR,50,0.174176,0.289545,0.540000,0.402989,8.708784,0.172031
ADI,172,0.172813,0.251049,0.402907,0.418389,29.723867,0.165494
LRCX,126,0.172811,0.224756,0.417063,0.538780,21.774231,0.167450
PHM,21,0.172762,0.262475,0.057143,0.636637,3.628009,0.171869
AON,91,0.171888,0.285426,0.295604,0.429646,15.641804,0.168036
GRMN,64,0.170742,0.237553,0.503906,0.459475,10.927457,0.168051
CDNS,122,0.167264,0.243683,0.640164,0.255965,20.406241,0.162239
AMP,17,0.166908,0.149171,0.264706,0.237490,2.837430,0.166209
MU,127,0.166210,0.195403,0.169685,0.567810,21.108611,0.161012
MET,218,0.155852,0.258518,0.304128,0.501494,33.975634,0.147485
FTNT,82,0.150952,0.241871,0.521951,0.350618,12.378082,0.147904
ORCL,439,0.150400,0.219314,0.313098,0.439966,66.025690,0.134142
CSCO,438,0.148468,0.226812,0.230799,0.419863,65.028798,0.132455
WYNN,37,0.147566,0.187113,0.297297,0.617531,5.459932,0.146221
CBOE,107,0.143710,0.278629,0.122430,0.533251,15.376936,0.139923
LVS,21,0.143590,0.111027,0.430952,0.596114,3.015384,0.142847
KEY,215,0.140465,0.263620,-0.032093,0.589791,30.200016,0.133029
IBM,658,0.137614,0.194208,0.173009,0.469716,90.549781,0.115316
ACN,624,0.132414,0.253486,0.401042,0.437837,82.626484,0.112068
CME,164,0.130627,0.255104,0.364634,0.361525,21.422755,0.125351
FIS,67,0.125865,0.230424,0.086567,0.551496,8.432946,0.123788
HPQ,528,0.123927,0.235459,0.253409,0.520442,65.433430,0.107814
DPZ,362,0.121163,0.239900,0.418508,0.410400,43.860915,0.110362
CRM,526,0.118261,0.177729,0.313593,0.460751,62.205101,0.102943
AFL,117,0.118209,0.237787,0.359402,0.396455,13.830444,0.114803
GLW,116,0.117819,0.249542,0.491379,0.407752,13.667039,0.114454
QCOM,451,0.117509,0.157280,0.243459,0.511483,52.996621,0.104459
AMAT,414,0.116411,0.225640,0.509058,0.425369,48.194057,0.104543
BX,310,0.113417,0.221818,0.372258,0.407911,35.159375,0.104760
MS,651,0.113016,0.209649,0.213978,0.472074,73.573272,0.094899
CCL,111,0.112444,0.232334,0.296396,0.641216,12.481324,0.109371
PGR,64,0.107837,0.154808,-0.062500,0.580275,6.901597,0.106138
GS,1136,0.107648,0.197165,0.277685,0.476463,122.288616,0.077535
DHI,104,0.105409,0.231702,0.449038,0.480984,10.962484,0.102709
CMG,456,0.105075,0.215406,0.261491,0.518852,47.914209,0.093276
MCD,378,0.104705,0.165350,0.251058,0.431806,39.578433,0.094959
BRO,129,0.098753,0.208018,0.664729,0.231393,12.739096,0.095616
WFC,1217,0.097004,0.217801,0.143632,0.492034,118.054025,0.067934
ADBE,1067,0.096768,0.202874,0.482259,0.418943,103.251555,0.071343
FSLR,209,0.094704,0.226673,0.509091,0.430604,19.793078,0.089830
ACGL,264,0.094009,0.231647,0.667992,0.248572,24.818400,0.087898
F,406,0.092905,0.207781,-0.034483,0.512629,37.719506,0.083617
DRI,172,0.089985,0.197056,0.400581,0.442837,15.477406,0.086174
BEN,88,0.089800,0.210747,0.211364,0.420884,7.902419,0.087854
APTV,113,0.087019,0.200669,0.565487,0.344558,9.833159,0.084598
NVR,36,0.085437,0.223943,0.536111,0.354458,3.075720,0.084679
TSLA,1022,0.084052,0.173961,0.176370,0.541386,85.900704,0.062899
JPM,1830,0.082684,0.182998,0.210137,0.493280,151.311003,0.045424
BAC,1490,0.081660,0.179428,0.223087,0.476055,121.673158,0.051698
MGM,217,0.081080,0.193676,0.338018,0.525299,17.594301,0.076747
LEN,128,0.079081,0.209245,0.416406,0.487464,10.122401,0.076589
HAS,242,0.078341,0.209693,0.021074,0.576117,18.958510,0.073673
KKR,290,0.078133,0.194126,0.335172,0.417304,22.658475,0.072553
EBAY,628,0.074399,0.176390,0.211290,0.471169,46.722491,0.062894
GM,596,0.071104,0.168052,0.036661,0.549522,42.377865,0.060668
RCL,46,0.069589,0.109572,0.397826,0.585509,3.201089,0.068801
C,1560,0.068757,0.169318,0.179936,0.476272,107.261447,0.042345
MSFT,3688,0.065530,0.153273,0.399902,0.415837,241.675647,0.006019
INTC,2035,0.063660,0.158137,0.143317,0.521020,129.547432,0.031759
AAPL,4061,0.060854,0.151686,0.372051,0.450511,247.126620,0.000000
AMZN,3242,0.055929,0.143731,0.380783,0.436098,181.322644,0.011280
NVDA,3130,0.051184,0.133744,0.420990,0.452939,160.206760,0.011734
AMD,3202,0.043591,0.128213,0.331621,0.478792,139.579155,0.009221
