model_name,graph_batch,g_index,logit,prob,rank,fact_index,influence
20250818_180036,23,0,0.3816363215446472,0.594267725944519,8,7,1.0
20250818_180036,23,0,0.3816363215446472,0.594267725944519,9,8,1.0
20250818_180036,23,0,0.3816363215446472,0.594267725944519,10,9,1.0
20250818_180036,23,0,0.3816363215446472,0.594267725944519,11,10,1.0
20250818_180036,23,0,0.3816363215446472,0.594267725944519,12,11,1.0
20250818_180036,23,0,0.3816363215446472,0.594267725944519,13,12,1.0
20250818_180036,23,0,0.3816363215446472,0.594267725944519,14,13,1.0
20250818_180036,23,0,0.3816363215446472,0.594267725944519,15,14,1.0
20250818_180036,24,0,0.3364088237285614,0.5833179354667664,1,0,1.0
20250818_180036,24,0,0.3364088237285614,0.5833179354667664,2,1,1.0
20250818_180036,24,0,0.3364088237285614,0.5833179354667664,3,2,1.0
20250818_180036,24,0,0.3364088237285614,0.5833179354667664,4,3,1.0
20250818_180036,24,0,0.3364088237285614,0.5833179354667664,5,4,1.0
20250818_180036,24,0,0.3364088237285614,0.5833179354667664,6,5,1.0
20250818_180036,24,0,0.3364088237285614,0.5833179354667664,7,6,1.0
20250818_180036,24,0,0.3364088237285614,0.5833179354667664,8,7,1.0
20250818_180036,24,0,0.3364088237285614,0.5833179354667664,9,8,1.0
20250818_180036,24,0,0.3364088237285614,0.5833179354667664,10,9,1.0
20250818_180036,24,0,0.3364088237285614,0.5833179354667664,11,10,1.0
20250818_180036,24,0,0.3364088237285614,0.5833179354667664,12,11,1.0
20250818_180036,24,0,0.3364088237285614,0.5833179354667664,13,12,1.0
20250818_180036,24,0,0.3364088237285614,0.5833179354667664,14,13,1.0
20250818_180036,24,0,0.3364088237285614,0.5833179354667664,15,14,1.0
20250818_180036,25,0,0.35122931003570557,0.5869156122207642,1,0,1.0
