cluster_id,positive_samples,negative_samples,total_samples,positive_percentage,negative_percentage,enrichment_ratio
30,10,2,12,13.513513513513514,1.7241379310344827,7.837837837837839
5,22,16,38,29.72972972972973,13.793103448275861,2.1554054054054057
54,8,6,14,10.81081081081081,5.172413793103448,2.09009009009009
39,30,27,57,40.54054054054054,23.275862068965516,1.7417417417417418
43,17,16,33,22.972972972972975,13.793103448275861,1.6655405405405408
25,41,41,82,55.4054054054054,35.3448275862069,1.5675675675675675
13,27,27,54,36.486486486486484,23.275862068965516,1.5675675675675675
22,43,45,88,58.108108108108105,38.793103448275865,1.4978978978978976
8,15,16,31,20.27027027027027,13.793103448275861,1.4695945945945947
24,26,28,54,35.13513513513514,24.137931034482758,1.4555984555984558
46,31,34,65,41.891891891891895,29.310344827586203,1.429252782193959
45,10,11,21,13.513513513513514,9.482758620689655,1.425061425061425
28,30,33,63,40.54054054054054,28.448275862068968,1.4250614250614249
12,8,9,17,10.81081081081081,7.758620689655173,1.3933933933933933
20,32,36,68,43.24324324324324,31.03448275862069,1.3933933933933933
7,20,23,43,27.027027027027028,19.82758620689655,1.3631022326674502
38,45,54,99,60.810810810810814,46.55172413793103,1.3063063063063065
40,48,58,106,64.86486486486487,50.0,1.2972972972972974
55,37,45,82,50.0,38.793103448275865,1.2888888888888888
19,18,22,40,24.324324324324326,18.96551724137931,1.2825552825552826
37,56,70,126,75.67567567567568,60.3448275862069,1.2540540540540541
16,23,29,52,31.08108108108108,25.0,1.2432432432432432
10,62,81,143,83.78378378378379,69.82758620689656,1.1998665331998666
34,64,84,148,86.48648648648648,72.41379310344827,1.1943371943371943
47,43,57,100,58.108108108108105,49.137931034482754,1.1825509720246563
23,45,60,105,60.810810810810814,51.724137931034484,1.1756756756756757
49,15,20,35,20.27027027027027,17.24137931034483,1.1756756756756757
9,67,93,160,90.54054054054053,80.17241379310344,1.1293228712583552
59,49,69,118,66.21621621621621,59.48275862068966,1.1132001566784173
0,47,67,114,63.51351351351351,57.758620689655174,1.0996369503832188
48,16,23,39,21.62162162162162,19.82758620689655,1.09048178613396
29,45,65,110,60.810810810810814,56.03448275862068,1.0852390852390854
53,71,103,174,95.94594594594594,88.79310344827587,1.0805562844397794
21,21,31,52,28.37837837837838,26.72413793103448,1.061900610287707
1,52,77,129,70.27027027027027,66.37931034482759,1.0586170586170587
32,66,98,164,89.1891891891892,84.48275862068965,1.0557087699944843
36,36,54,90,48.64864864864865,46.55172413793103,1.0450450450450453
14,19,29,48,25.675675675675674,25.0,1.027027027027027
31,36,55,91,48.64864864864865,47.41379310344828,1.0260442260442262
2,59,91,150,79.72972972972973,78.44827586206897,1.0163350163350162
33,41,64,105,55.4054054054054,55.172413793103445,1.004222972972973
17,73,115,188,98.64864864864865,99.13793103448276,0.9950646298472385
18,22,35,57,29.72972972972973,30.17241379310345,0.9853281853281853
50,25,40,65,33.78378378378378,34.48275862068966,0.9797297297297296
27,8,13,21,10.81081081081081,11.206896551724139,0.9646569646569646
4,57,94,151,77.02702702702703,81.03448275862068,0.950546290971823
3,21,36,57,28.37837837837838,31.03448275862069,0.9144144144144144
51,42,72,114,56.75675675675676,62.06896551724138,0.9144144144144144
42,25,43,68,33.78378378378378,37.06896551724138,0.9113764927718415
11,15,26,41,20.27027027027027,22.413793103448278,0.9043659043659042
56,4,7,11,5.405405405405405,6.0344827586206895,0.8957528957528957
15,40,74,114,54.054054054054056,63.793103448275865,0.8473338203067933
44,29,54,83,39.189189189189186,46.55172413793103,0.8418418418418419
6,43,81,124,58.108108108108105,69.82758620689656,0.8321654988321654
57,22,42,64,29.72972972972973,36.206896551724135,0.8211068211068212
58,17,33,50,22.972972972972975,28.448275862068968,0.8075348075348076
35,3,6,9,4.054054054054054,5.172413793103448,0.7837837837837839
41,4,8,12,5.405405405405405,6.896551724137931,0.7837837837837838
26,14,29,43,18.91891891891892,25.0,0.7567567567567568
52,10,25,35,13.513513513513514,21.551724137931032,0.6270270270270272
