ticker,fact_count,avg_attention_score,std_attention_score,avg_sentiment,std_sentiment,total_attention_impact,attention_efficiency
PTC,2,1.000000,0.000000,0.600000,0.100000,2.000000,0.999508
ROST,2,1.000000,0.000000,0.550000,0.050000,2.000000,0.999508
ULTA,1,1.000000,0.000000,0.700000,0.000000,1.000000,0.999754
WTW,3,0.863547,0.192974,0.200000,0.326599,2.590640,0.862909
APH,2,0.828587,0.171413,0.400000,0.300000,1.657174,0.828179
TROW,8,0.822206,0.244104,0.400000,0.287228,6.577648,0.820586
GL,5,0.800000,0.244973,0.340000,0.162481,4.000000,0.799015
VRSN,4,0.774854,0.227513,0.425000,0.129904,3.099414,0.774090
ZBRA,3,0.765398,0.169558,0.733333,0.047140,2.296195,0.764833
ROP,2,0.764945,0.235055,0.200000,0.700000,1.529891,0.764569
MKTX,7,0.754815,0.226692,0.257143,0.159079,5.283705,0.753514
LOW,6,0.748098,0.220255,0.200000,0.374166,4.488590,0.746993
AKAM,17,0.737562,0.251086,0.276471,0.338734,12.538552,0.734474
AZO,3,0.723378,0.195627,0.000000,0.355903,2.170135,0.722844
MSI,2,0.710194,0.049819,-0.050000,0.650000,1.420388,0.709844
KMX,3,0.701708,0.210925,-0.433333,0.659966,2.105123,0.701189
PRU,13,0.700357,0.201561,0.415385,0.367625,9.104642,0.698115
INTU,19,0.686385,0.231897,0.207895,0.478557,13.041307,0.683173
IT,15,0.666278,0.279571,0.073333,0.490533,9.994174,0.663817
TJX,6,0.626621,0.304226,0.333333,0.402768,3.759724,0.625695
ORLY,2,0.620138,0.139586,0.300000,0.200000,1.240276,0.619832
TPR,4,0.616022,0.118282,0.550000,0.229129,2.464088,0.615415
FI,3,0.607768,0.283296,0.066667,0.188562,1.823303,0.607319
ADSK,18,0.601284,0.263178,0.338889,0.521897,10.823114,0.598619
STX,4,0.575076,0.264891,0.450000,0.229129,2.300305,0.574510
MCO,17,0.566968,0.259676,0.405882,0.363756,9.638463,0.564595
BKNG,32,0.563637,0.335972,0.315625,0.481605,18.036377,0.559195
NTAP,11,0.549040,0.274462,0.490909,0.435795,6.039435,0.547552
POOL,2,0.534697,0.003010,0.800000,0.000000,1.069394,0.534433
ANSS,16,0.529674,0.349903,0.593750,0.349050,8.474778,0.527587
SPGI,7,0.514335,0.218890,0.471429,0.376883,3.600346,0.513449
