cluster_id,fact_count_TP,fact_count_TN,fact_count_FP,fact_count_FN,average_attention_rank_positive,average_attention_rank_negative
0,2,62,2,13,14.0,24
1,7,470,5,45,4.0,36
2,359,1137,14,54,48.0,42
3,2,12,1,9,15.0,28
4,179,1783,6,1381,45.0,57
5,1,10,1,2,32.0,6
6,6,360,51,140,29.0,43
7,2,8,0,3,8.0,30
8,0,11,1,1,39.0,16
9,128,106,6,46,50.0,29
10,19,805,165,811,44.0,52
11,0,8,0,2,,22
12,1,2,0,2,17.0,18
13,2,15,13,1,19.0,10
14,3,23,1,10,38.0,13
15,6,474,2,32,24.0,47
16,1,54,2,33,21.0,33
17,27,1134,33,292,20.0,50
18,0,16,0,1,,27
19,3,8,0,9,36.0,19
20,4,23,0,9,18.0,20
21,1,6,0,6,43.0,7
22,3,263,3,13,6.0,51
23,1,90,1,26,33.0,40
24,3,91,1,7,30.0,35
25,4,23,2,3,25.0,2
26,3,8,4,1,9.0,14
27,0,38,0,1,,31
28,0,31,0,5,,17
29,5,147,7,28,7.0,23
30,5,4,0,5,37.0,26
31,1,15,3,1,31.0,12
32,215,380,6,269,46.0,46
33,3,142,0,6,27.0,32
34,111,2298,19,124,26.0,53
35,0,1,1,0,2.0,60
36,2,18,3,3,5.0,8
37,1,362,39,10,47.0,49
38,39,39,3,8,35.0,5
39,711,12,1,0,53.0,25
40,7,294,3,4,16.0,48
41,0,4,0,0,,1
42,1,31,2,65,28.0,34
43,4,3,6,3,12.0,4
44,0,10,0,3,,56
45,2,8,1,0,3.0,11
46,2,59,2,1,1.0,45
47,5,83,4,13,10.0,37
48,104,53,171,1,52.0,38
49,3,10,0,4,22.0,3
50,72,1541,0,1,49.0,59
51,2,649,4,31,11.0,39
52,0,7,0,448,,58
53,106,1796,20,2249,23.0,54
54,3,85,1,0,13.0,55
55,12,41,56,8,40.0,9
56,0,4,1,0,34.0,21
57,3,22,0,3,41.0,15
58,1,28,0,2,42.0,44
59,372,921,77,231,51.0,41
