ticker,fact_count,avg_attention_score,std_attention_score,avg_sentiment,std_sentiment,total_attention_impact,attention_efficiency
PTC,2,1.000000,0.000000,0.600000,0.100000,2.000000,0.999508
ROST,2,1.000000,0.000000,0.550000,0.050000,2.000000,0.999508
ULTA,1,1.000000,0.000000,0.700000,0.000000,1.000000,0.999754
WTW,3,0.860885,0.196739,0.200000,0.326599,2.582654,0.860249
APH,2,0.826223,0.173777,0.400000,0.300000,1.652447,0.825817
TROW,8,0.824943,0.236396,0.400000,0.287228,6.599547,0.823318
GL,5,0.800000,0.244964,0.340000,0.162481,4.000000,0.799015
VRSN,4,0.776082,0.225606,0.425000,0.129904,3.104326,0.775317
ROP,2,0.766066,0.233934,0.200000,0.700000,1.532132,0.765689
ZBRA,3,0.756478,0.175236,0.733333,0.047140,2.269434,0.755919
MKTX,7,0.749927,0.226953,0.257143,0.159079,5.249491,0.748635
LOW,6,0.748946,0.215484,0.200000,0.374166,4.493674,0.747839
AKAM,17,0.736587,0.251493,0.276471,0.338734,12.521986,0.733504
AZO,3,0.731639,0.189787,0.000000,0.355903,2.194916,0.731098
MSI,2,0.704517,0.034055,-0.050000,0.650000,1.409034,0.704170
KMX,3,0.701238,0.211257,-0.433333,0.659966,2.103714,0.700720
PRU,13,0.700804,0.202926,0.415385,0.367625,9.110456,0.698561
INTU,19,0.688625,0.230485,0.207895,0.478557,13.083876,0.685403
IT,15,0.665735,0.279946,0.073333,0.490533,9.986020,0.663276
TJX,6,0.627246,0.304305,0.333333,0.402768,3.763473,0.626319
TPR,4,0.619949,0.124039,0.550000,0.229129,2.479797,0.619338
ORLY,2,0.618263,0.145210,0.300000,0.200000,1.236527,0.617959
FI,3,0.604208,0.292673,0.066667,0.188562,1.812625,0.603762
ADSK,18,0.600884,0.263147,0.338889,0.521897,10.815917,0.598221
STX,4,0.571491,0.276682,0.450000,0.229129,2.285963,0.570928
MCO,17,0.568227,0.257401,0.405882,0.363756,9.659860,0.565848
BKNG,32,0.565538,0.337324,0.315625,0.481605,18.097227,0.561082
NTAP,11,0.545052,0.280950,0.490909,0.435795,5.995572,0.543576
POOL,2,0.534539,0.006553,0.800000,0.000000,1.069078,0.534276
ANSS,16,0.527364,0.352091,0.593750,0.349050,8.437824,0.525286
SPGI,7,0.514250,0.218887,0.471429,0.376883,3.599748,0.513363
