ticker,fact_count,avg_attention_score,std_attention_score,avg_sentiment,std_sentiment,total_attention_impact,attention_efficiency
TYL,6,0.509018,0.263714,0.600000,0.223607,3.054111,0.508266
WDC,11,0.508502,0.194922,0.145455,0.336732,5.593520,0.507124
FFIV,16,0.500277,0.294210,0.425000,0.408503,8.004429,0.498306
MPWR,9,0.488623,0.283524,0.311111,0.331476,4.397608,0.487540
TER,5,0.481060,0.279819,0.580000,0.097980,2.405299,0.480467
FICO,3,0.479905,0.050370,0.633333,0.094281,1.439714,0.479550
RJF,7,0.478309,0.077825,0.671429,0.218529,3.348161,0.477484
AJG,10,0.473408,0.353753,0.520000,0.354401,4.734077,0.472242
EG,2,0.458352,0.000519,0.500000,0.000000,0.916704,0.458126
STT,19,0.450870,0.227774,0.410526,0.451774,8.566521,0.448760
ERIE,5,0.445583,0.277407,0.740000,0.120000,2.227914,0.445034
TRV,23,0.443025,0.315912,0.139130,0.514772,10.189577,0.440516
HD,35,0.429262,0.251816,0.542857,0.269694,15.024186,0.425563
RF,8,0.428960,0.274606,-0.237500,0.705226,3.431683,0.428115
MTB,25,0.428482,0.229012,-0.092000,0.639950,10.712061,0.425845
COF,46,0.424787,0.270548,0.180435,0.463737,19.540206,0.419975
NTRS,13,0.424489,0.330858,0.138462,0.587745,5.518360,0.423130
MMC,20,0.418468,0.230448,0.520000,0.224944,8.369369,0.416408
HIG,11,0.417488,0.117715,0.627273,0.200413,4.592364,0.416357
HBAN,22,0.417258,0.330163,0.050000,0.558203,9.179683,0.414998
IVZ,8,0.408632,0.263884,0.450000,0.234521,3.269058,0.407827
L,2,0.390763,0.109567,0.350000,0.150000,0.781526,0.390570
SWKS,22,0.383087,0.331040,0.018182,0.520172,8.427907,0.381011
JNPR,16,0.371315,0.294558,0.262500,0.404467,5.941043,0.369852
ON,41,0.354341,0.252367,0.270732,0.516670,14.527991,0.350764
PFG,15,0.349991,0.371946,-0.053333,0.230555,5.249871,0.348699
AXP,92,0.343251,0.310556,0.193478,0.507724,31.579114,0.335475
AIZ,17,0.333529,0.212329,0.594118,0.215490,5.670000,0.332133
CB,49,0.277711,0.295333,0.259184,0.350462,13.607862,0.274361
FDS,11,0.272727,0.037373,0.236364,0.290056,3.000000,0.271989
JBL,15,0.265994,0.367006,0.566667,0.257337,3.989910,0.265012
WRB,9,0.261061,0.079786,0.744444,0.068493,2.349550,0.260483
MCHP,30,0.257941,0.268782,0.283333,0.481721,7.738238,0.256036
SCHW,84,0.249413,0.298357,0.340476,0.412056,20.950729,0.244254
LULU,60,0.249345,0.337000,0.649167,0.340281,14.960683,0.245661
PNC,85,0.247111,0.270017,0.276471,0.502616,21.004402,0.241938
YUM,47,0.242714,0.173371,0.217021,0.411184,11.407548,0.239905
TFC,25,0.237890,0.150653,-0.020000,0.573411,5.947254,0.236426
BK,128,0.234818,0.278062,-0.063281,0.605814,30.056685,0.227417
TXN,89,0.226383,0.227446,0.524719,0.373950,20.148093,0.221422
CTSH,117,0.218004,0.282938,0.248120,0.433688,25.506427,0.211723
KLAC,52,0.216239,0.243081,0.380769,0.525517,11.244427,0.213470
EXPE,67,0.212925,0.329844,0.481343,0.477856,14.265993,0.209412
SBUX,197,0.212791,0.258283,0.302284,0.444318,41.919882,0.202469
ALL,107,0.209737,0.325440,0.365421,0.386961,22.441841,0.204211
V,382,0.208593,0.274266,0.422513,0.430105,79.682627,0.188972
CINF,43,0.207093,0.321117,0.118605,0.593866,8.905006,0.204900
SNPS,105,0.204789,0.271356,0.613333,0.250358,21.502844,0.199494
MA,238,0.202343,0.246555,0.450000,0.388571,48.157738,0.190485
MSCI,157,0.198145,0.329712,0.238854,0.444736,31.108809,0.190485
NKE,160,0.185256,0.294874,0.421250,0.497165,29.640954,0.177957
FITB,142,0.180313,0.284173,0.384859,0.439029,25.604433,0.174008
AIG,241,0.174807,0.284959,0.343983,0.412028,42.128403,0.164433
LRCX,126,0.174390,0.224734,0.417063,0.538780,21.973092,0.168979
MAR,50,0.174115,0.289150,0.540000,0.402989,8.705753,0.171971
PHM,21,0.173213,0.263456,0.057143,0.636637,3.637477,0.172317
AON,91,0.172372,0.285258,0.295604,0.429646,15.685828,0.168509
ADI,172,0.172347,0.251172,0.402907,0.418389,29.643711,0.165048
GRMN,64,0.170796,0.237851,0.503906,0.459475,10.930948,0.168104
AMP,17,0.166767,0.149552,0.264706,0.237490,2.835035,0.166069
CDNS,122,0.166720,0.244553,0.640164,0.255965,20.339785,0.161711
MU,127,0.164672,0.193454,0.169685,0.567810,20.913364,0.159522
MET,218,0.155631,0.260042,0.304128,0.501494,33.927604,0.147277
FTNT,82,0.151703,0.244683,0.521951,0.350618,12.439607,0.148639
ORCL,439,0.150493,0.218578,0.313098,0.439966,66.066609,0.134225
CSCO,438,0.148365,0.226665,0.230799,0.419863,64.984008,0.132363
WYNN,37,0.147152,0.186798,0.297297,0.617531,5.444633,0.145812
CBOE,107,0.143406,0.276978,0.122430,0.533251,15.344491,0.139628
LVS,21,0.142792,0.110591,0.430952,0.596114,2.998642,0.142054
KEY,215,0.139873,0.263549,-0.032093,0.589791,30.072774,0.132468
IBM,658,0.136469,0.193210,0.173009,0.469716,89.796369,0.114357
ACN,624,0.132561,0.253496,0.401042,0.437837,82.718095,0.112192
CME,164,0.131063,0.255637,0.364634,0.361525,21.494263,0.125770
FIS,67,0.125593,0.230371,0.086567,0.551496,8.414708,0.123521
HPQ,528,0.123363,0.234434,0.253409,0.520442,65.135680,0.107324
DPZ,362,0.120061,0.239291,0.418508,0.410400,43.461921,0.109358
CRM,526,0.119320,0.177336,0.313593,0.460751,62.762316,0.103865
GLW,116,0.118350,0.249043,0.491379,0.407752,13.728641,0.114970
AFL,117,0.118036,0.237545,0.359402,0.396455,13.810173,0.114635
QCOM,451,0.118024,0.157663,0.243459,0.511483,53.228743,0.104917
AMAT,414,0.117001,0.225972,0.509058,0.425369,48.438572,0.105074
MS,651,0.113501,0.209862,0.213978,0.472074,73.888828,0.095306
BX,310,0.113456,0.222036,0.372258,0.407911,35.171502,0.104796
CCL,111,0.112898,0.232724,0.296396,0.641216,12.531644,0.109812
GS,1136,0.107717,0.197005,0.277685,0.476463,122.367071,0.077585
PGR,64,0.106805,0.155223,-0.062500,0.580275,6.835504,0.105122
DHI,104,0.105807,0.231448,0.449038,0.480984,11.003952,0.103098
MCD,378,0.105401,0.164553,0.251058,0.431806,39.841583,0.095590
CMG,456,0.104676,0.215050,0.261491,0.518852,47.732063,0.092922
BRO,129,0.099170,0.207415,0.664729,0.231393,12.792904,0.096020
WFC,1217,0.096665,0.217777,0.143632,0.492034,117.641432,0.067697
ADBE,1067,0.096479,0.202766,0.482259,0.418943,102.943035,0.071130
FSLR,209,0.094461,0.226227,0.509091,0.430604,19.742298,0.089599
ACGL,264,0.093936,0.231766,0.667992,0.248572,24.799183,0.087830
F,406,0.093142,0.208277,-0.034483,0.512629,37.815685,0.083830
BEN,88,0.089652,0.210285,0.211364,0.420884,7.889369,0.087709
DRI,172,0.089469,0.195399,0.400581,0.442837,15.388709,0.085680
NVR,36,0.088245,0.223687,0.536111,0.354458,3.176831,0.087463
APTV,113,0.086937,0.200669,0.565487,0.344558,9.823916,0.084518
TSLA,1022,0.083959,0.173918,0.176370,0.541386,85.806156,0.062830
JPM,1830,0.082717,0.182830,0.210137,0.493280,151.372254,0.045442
BAC,1490,0.081783,0.179132,0.223087,0.476055,121.857089,0.051777
MGM,217,0.081323,0.193390,0.338018,0.525299,17.647106,0.076978
HAS,242,0.078536,0.209242,0.021074,0.576117,19.005686,0.073856
LEN,128,0.078345,0.209328,0.416406,0.487464,10.028162,0.075876
KKR,290,0.077921,0.194154,0.335172,0.417304,22.597121,0.072357
EBAY,628,0.074616,0.176277,0.211290,0.471169,46.859064,0.063078
GM,596,0.070953,0.167625,0.036661,0.549522,42.287778,0.060540
RCL,46,0.068835,0.108825,0.397826,0.585509,3.166413,0.068055
C,1560,0.068748,0.169280,0.179936,0.476272,107.247145,0.042339
MSFT,3688,0.065255,0.152851,0.399902,0.415837,240.658919,0.005994
INTC,2035,0.062917,0.157515,0.143317,0.521020,128.035992,0.031389
AAPL,4061,0.060749,0.151724,0.372051,0.450511,246.703510,0.000000
AMZN,3242,0.055923,0.143752,0.380783,0.436098,181.302715,0.011278
NVDA,3130,0.052092,0.134492,0.420990,0.452939,163.047755,0.011942
AMD,3202,0.043742,0.128294,0.331621,0.478792,140.063077,0.009253
