ticker,fact_count,avg_attention_score,std_attention_score,avg_sentiment,std_sentiment,total_attention_impact,attention_efficiency
PTC,2,1.000000,0.000000,0.600000,0.100000,2.000000,0.999508
ROST,2,1.000000,0.000000,0.550000,0.050000,2.000000,0.999508
ULTA,1,1.000000,0.000000,0.700000,0.000000,1.000000,0.999754
WTW,3,0.861883,0.195326,0.200000,0.326599,2.585650,0.861247
TROW,8,0.819247,0.243569,0.400000,0.287228,6.553976,0.817633
APH,2,0.817687,0.182313,0.400000,0.300000,1.635374,0.817284
GL,5,0.800000,0.244959,0.340000,0.162481,4.000000,0.799015
VRSN,4,0.783843,0.218554,0.425000,0.129904,3.135371,0.783071
ZBRA,3,0.775569,0.161350,0.733333,0.047140,2.326708,0.774996
ROP,2,0.767450,0.232550,0.200000,0.700000,1.534900,0.767072
AZO,3,0.755218,0.173090,0.000000,0.355903,2.265653,0.754660
LOW,6,0.751625,0.214706,0.200000,0.374166,4.509749,0.750514
MKTX,7,0.750771,0.226997,0.257143,0.159079,5.255399,0.749477
AKAM,17,0.734909,0.252889,0.276471,0.338734,12.493446,0.731832
MSI,2,0.701880,0.050729,-0.050000,0.650000,1.403760,0.701535
PRU,13,0.700879,0.202572,0.415385,0.367625,9.111432,0.698636
KMX,3,0.699578,0.212431,-0.433333,0.659966,2.098735,0.699061
INTU,19,0.686510,0.231545,0.207895,0.478557,13.043683,0.683298
IT,15,0.664391,0.280746,0.073333,0.490533,9.965870,0.661937
TJX,6,0.629871,0.305559,0.333333,0.402768,3.779226,0.628940
TPR,4,0.620120,0.122146,0.550000,0.229129,2.480480,0.619509
FI,3,0.611698,0.288307,0.066667,0.188562,1.835093,0.611246
ORLY,2,0.610387,0.168839,0.300000,0.200000,1.220774,0.610086
ADSK,18,0.600112,0.262500,0.338889,0.521897,10.802021,0.597452
STX,4,0.575020,0.262733,0.450000,0.229129,2.300079,0.574453
BKNG,32,0.568385,0.336396,0.315625,0.481605,18.188311,0.563906
MCO,17,0.567665,0.260658,0.405882,0.363756,9.650305,0.565289
NTAP,11,0.545509,0.278184,0.490909,0.435795,6.000601,0.544032
POOL,2,0.533127,0.010105,0.800000,0.000000,1.066254,0.532864
ANSS,16,0.531725,0.348566,0.593750,0.349050,8.507598,0.529630
SPGI,7,0.515048,0.219009,0.471429,0.376883,3.605338,0.514160
