ticker,fact_count,avg_attention_score,std_attention_score,avg_sentiment,std_sentiment,total_attention_impact,attention_efficiency
TYL,6,0.511279,0.263347,0.600000,0.223607,3.067675,0.510524
WDC,11,0.508279,0.189847,0.145455,0.336732,5.591070,0.506902
FFIV,16,0.493428,0.294818,0.425000,0.408503,7.894853,0.491484
FICO,3,0.492240,0.056382,0.633333,0.094281,1.476719,0.491876
MPWR,9,0.485243,0.283770,0.311111,0.331476,4.367189,0.484168
TER,5,0.482203,0.281297,0.580000,0.097980,2.411017,0.481610
RJF,7,0.480957,0.079224,0.671429,0.218529,3.366697,0.480128
AJG,10,0.470450,0.355680,0.520000,0.354401,4.704496,0.469291
STT,19,0.446641,0.230241,0.410526,0.451774,8.486171,0.444551
EG,2,0.444200,0.000627,0.500000,0.000000,0.888400,0.443981
TRV,23,0.442333,0.316565,0.139130,0.514772,10.173660,0.439828
ERIE,5,0.432494,0.284721,0.740000,0.120000,2.162468,0.431961
MTB,25,0.429660,0.229033,-0.092000,0.639950,10.741499,0.427015
RF,8,0.428061,0.271654,-0.237500,0.705226,3.424486,0.427218
HD,35,0.425501,0.247217,0.542857,0.269694,14.892541,0.421834
COF,46,0.425383,0.269959,0.180435,0.463737,19.567636,0.420565
MMC,20,0.421984,0.232858,0.520000,0.224944,8.439671,0.419905
NTRS,13,0.421814,0.331273,0.138462,0.587745,5.483576,0.420463
HBAN,22,0.417884,0.328604,0.050000,0.558203,9.193450,0.415620
HIG,11,0.413611,0.114292,0.627273,0.200413,4.549717,0.412490
IVZ,8,0.409355,0.264293,0.450000,0.234521,3.274843,0.408549
L,2,0.385230,0.086925,0.350000,0.150000,0.770461,0.385041
SWKS,22,0.380911,0.331332,0.018182,0.520172,8.380038,0.378847
JNPR,16,0.368034,0.294317,0.262500,0.404467,5.888550,0.366584
ON,41,0.355968,0.252119,0.270732,0.516670,14.594688,0.352374
PFG,15,0.350022,0.371938,-0.053333,0.230555,5.250337,0.348730
AXP,92,0.343222,0.309629,0.193478,0.507724,31.576457,0.335447
AIZ,17,0.337645,0.206065,0.594118,0.215490,5.739957,0.336231
CB,49,0.277671,0.295193,0.259184,0.350462,13.605856,0.274320
FDS,11,0.272727,0.037527,0.236364,0.290056,3.000000,0.271989
JBL,15,0.266020,0.366995,0.566667,0.257337,3.990302,0.265038
WRB,9,0.261010,0.080210,0.744444,0.068493,2.349088,0.260431
MCHP,30,0.258400,0.268918,0.283333,0.481721,7.751993,0.256491
LULU,60,0.250711,0.337917,0.649167,0.340281,15.042670,0.247007
SCHW,84,0.250288,0.299719,0.340476,0.412056,21.024169,0.245111
PNC,85,0.246251,0.270426,0.276471,0.502616,20.931332,0.241097
YUM,47,0.238038,0.166977,0.217021,0.411184,11.187763,0.235283
BK,128,0.235446,0.277916,-0.063281,0.605814,30.137067,0.228025
TFC,25,0.233341,0.142404,-0.020000,0.573411,5.833515,0.231904
TXN,89,0.226729,0.226902,0.524719,0.373950,20.178901,0.221760
CTSH,117,0.218637,0.283108,0.248120,0.433688,25.580509,0.212338
EXPE,67,0.213180,0.329994,0.481343,0.477856,14.283092,0.209663
KLAC,52,0.212109,0.243340,0.380769,0.525517,11.029679,0.209393
SBUX,197,0.211454,0.257641,0.302284,0.444318,41.656448,0.201196
ALL,107,0.210123,0.325566,0.365421,0.386961,22.483186,0.204587
V,382,0.208294,0.274175,0.422513,0.430105,79.568425,0.188701
CINF,43,0.207137,0.322052,0.118605,0.593866,8.906882,0.204944
SNPS,105,0.206001,0.270993,0.613333,0.250358,21.630101,0.200675
MA,238,0.203189,0.246117,0.450000,0.388571,48.359003,0.191281
MSCI,157,0.198438,0.330312,0.238854,0.444736,31.154758,0.190766
NKE,160,0.184929,0.295368,0.421250,0.497165,29.588611,0.177643
FITB,142,0.180997,0.284412,0.384859,0.439029,25.701594,0.174668
AIG,241,0.174624,0.284672,0.343983,0.412028,42.084357,0.164261
MAR,50,0.174561,0.290036,0.540000,0.402989,8.728073,0.172412
PHM,21,0.172924,0.263465,0.057143,0.636637,3.631410,0.172030
ADI,172,0.172831,0.250036,0.402907,0.418389,29.726892,0.165511
AON,91,0.172561,0.285581,0.295604,0.429646,15.703073,0.168694
LRCX,126,0.172297,0.224994,0.417063,0.538780,21.709425,0.166951
GRMN,64,0.171041,0.238092,0.503906,0.459475,10.946619,0.168345
CDNS,122,0.167279,0.244639,0.640164,0.255965,20.407997,0.162253
MU,127,0.166226,0.194633,0.169685,0.567810,21.110658,0.161027
AMP,17,0.166011,0.153047,0.264706,0.237490,2.822182,0.165316
MET,218,0.155444,0.259350,0.304128,0.501494,33.886796,0.147100
FTNT,82,0.150329,0.242886,0.521951,0.350618,12.326987,0.147294
ORCL,439,0.148927,0.218557,0.313098,0.439966,65.378781,0.132827
CSCO,438,0.148464,0.226787,0.230799,0.419863,65.027399,0.132452
WYNN,37,0.148292,0.187439,0.297297,0.617531,5.486788,0.146940
CBOE,107,0.142404,0.276947,0.122430,0.533251,15.237187,0.138652
KEY,215,0.140650,0.264582,-0.032093,0.589791,30.239686,0.133203
LVS,21,0.139947,0.109273,0.430952,0.596114,2.938886,0.139223
IBM,658,0.137512,0.193124,0.173009,0.469716,90.482911,0.115231
ACN,624,0.132800,0.253622,0.401042,0.437837,82.867395,0.112395
CME,164,0.131171,0.255732,0.364634,0.361525,21.512095,0.125874
FIS,67,0.125877,0.230308,0.086567,0.551496,8.433732,0.123800
HPQ,528,0.123706,0.234502,0.253409,0.520442,65.316626,0.107622
DPZ,362,0.121355,0.239821,0.418508,0.410400,43.930571,0.110537
CRM,526,0.119187,0.177242,0.313593,0.460751,62.692490,0.103750
AFL,117,0.118144,0.237958,0.359402,0.396455,13.822905,0.114741
GLW,116,0.118137,0.250117,0.491379,0.407752,13.703842,0.114762
QCOM,451,0.117568,0.156794,0.243459,0.511483,53.023282,0.104512
AMAT,414,0.116188,0.225448,0.509058,0.425369,48.101892,0.104343
MS,651,0.113475,0.209828,0.213978,0.472074,73.872336,0.095284
BX,310,0.113366,0.221962,0.372258,0.407911,35.143416,0.104712
CCL,111,0.111584,0.232702,0.296396,0.641216,12.385799,0.108534
GS,1136,0.107755,0.196808,0.277685,0.476463,122.409490,0.077612
PGR,64,0.105655,0.152025,-0.062500,0.580275,6.761920,0.103990
DHI,104,0.105334,0.231819,0.449038,0.480984,10.954711,0.102636
CMG,456,0.105059,0.215604,0.261491,0.518852,47.907101,0.093263
MCD,378,0.104610,0.163926,0.251058,0.431806,39.542760,0.094873
BRO,129,0.099335,0.207019,0.664729,0.231393,12.814200,0.096179
ADBE,1067,0.097298,0.203167,0.482259,0.418943,103.816487,0.071733
WFC,1217,0.096904,0.217713,0.143632,0.492034,117.932216,0.067864
FSLR,209,0.094302,0.225858,0.509091,0.430604,19.709105,0.089449
ACGL,264,0.093876,0.231637,0.667992,0.248572,24.783221,0.087773
F,406,0.092571,0.207612,-0.034483,0.512629,37.583681,0.083316
BEN,88,0.089918,0.211508,0.211364,0.420884,7.912782,0.087969
DRI,172,0.089519,0.195854,0.400581,0.442837,15.397227,0.085727
APTV,113,0.086995,0.200735,0.565487,0.344558,9.830491,0.084575
NVR,36,0.086333,0.223850,0.536111,0.354458,3.107978,0.085567
TSLA,1022,0.083574,0.174039,0.176370,0.541386,85.412309,0.062541
JPM,1830,0.082746,0.182862,0.210137,0.493280,151.424921,0.045458
BAC,1490,0.082014,0.179534,0.223087,0.476055,122.200810,0.051923
MGM,217,0.081345,0.193606,0.338018,0.525299,17.651925,0.076999
LEN,128,0.078810,0.209240,0.416406,0.487464,10.087641,0.076326
HAS,242,0.078437,0.208863,0.021074,0.576117,18.981833,0.073763
KKR,290,0.078249,0.194060,0.335172,0.417304,22.692141,0.072661
EBAY,628,0.074711,0.176471,0.211290,0.471169,46.918707,0.063158
GM,596,0.071154,0.168317,0.036661,0.549522,42.407951,0.060712
RCL,46,0.069582,0.111724,0.397826,0.585509,3.200781,0.068794
C,1560,0.068829,0.169309,0.179936,0.476272,107.373572,0.042389
MSFT,3688,0.065493,0.153088,0.399902,0.415837,241.536878,0.006015
INTC,2035,0.063407,0.157624,0.143317,0.521020,129.033259,0.031633
AAPL,4061,0.060774,0.151575,0.372051,0.450511,246.804103,0.000000
AMZN,3242,0.055930,0.143816,0.380783,0.436098,181.324651,0.011280
NVDA,3130,0.051740,0.134090,0.420990,0.452939,161.944729,0.011861
AMD,3202,0.043458,0.128097,0.331621,0.478792,139.151937,0.009192
