ticker,fact_count,avg_attention_score,std_attention_score,avg_sentiment,std_sentiment,total_attention_impact,attention_efficiency
PTC,2,1.000000,0.000000,0.600000,0.100000,2.000000,0.999508
ROST,2,1.000000,0.000000,0.550000,0.050000,2.000000,0.999508
ULTA,1,1.000000,0.000000,0.700000,0.000000,1.000000,0.999754
WTW,3,0.860502,0.197280,0.200000,0.326599,2.581506,0.859866
TROW,8,0.823419,0.240907,0.400000,0.287228,6.587352,0.821797
APH,2,0.809829,0.190171,0.400000,0.300000,1.619658,0.809430
GL,5,0.800000,0.245160,0.340000,0.162481,4.000000,0.799015
VRSN,4,0.774155,0.228012,0.425000,0.129904,3.096620,0.773392
ROP,2,0.767651,0.232349,0.200000,0.700000,1.535302,0.767273
MKTX,7,0.762787,0.226982,0.257143,0.159079,5.339512,0.761473
ZBRA,3,0.759550,0.170095,0.733333,0.047140,2.278650,0.758989
AZO,3,0.740689,0.183424,0.000000,0.355903,2.222068,0.740142
LOW,6,0.739616,0.218159,0.200000,0.374166,4.437694,0.738523
AKAM,17,0.739051,0.249764,0.276471,0.338734,12.563866,0.735957
MSI,2,0.709877,0.042194,-0.050000,0.650000,1.419754,0.709527
PRU,13,0.701826,0.200462,0.415385,0.367625,9.123741,0.699580
KMX,3,0.701132,0.211332,-0.433333,0.659966,2.103395,0.700614
INTU,19,0.685434,0.234034,0.207895,0.478557,13.023242,0.682227
IT,15,0.666095,0.279698,0.073333,0.490533,9.991422,0.663634
TJX,6,0.627523,0.304892,0.333333,0.402768,3.765140,0.626596
TPR,4,0.624122,0.128166,0.550000,0.229129,2.496489,0.623507
ORLY,2,0.617430,0.147710,0.300000,0.200000,1.234860,0.617126
FI,3,0.602206,0.290962,0.066667,0.188562,1.806618,0.601761
ADSK,18,0.598606,0.263494,0.338889,0.521897,10.774916,0.595953
STX,4,0.577350,0.265665,0.450000,0.229129,2.309401,0.576782
BKNG,32,0.565917,0.336188,0.315625,0.481605,18.109346,0.561458
MCO,17,0.565047,0.260195,0.405882,0.363756,9.605804,0.562682
NTAP,11,0.544413,0.282025,0.490909,0.435795,5.988538,0.542938
ANSS,16,0.533673,0.346575,0.593750,0.349050,8.538763,0.531570
POOL,2,0.531639,0.001141,0.800000,0.000000,1.063277,0.531377
SPGI,7,0.515171,0.218955,0.471429,0.376883,3.606196,0.514283
