ticker,fact_count,avg_attention_score,std_attention_score,avg_sentiment,std_sentiment,total_attention_impact,attention_efficiency
PTC,2,1.000000,0.000000,0.600000,0.100000,2.000000,0.999508
ROST,2,1.000000,0.000000,0.550000,0.050000,2.000000,0.999508
ULTA,1,1.000000,0.000000,0.700000,0.000000,1.000000,0.999754
WTW,3,0.860191,0.197720,0.200000,0.326599,2.580573,0.859555
TROW,8,0.821787,0.239247,0.400000,0.287228,6.574296,0.820168
APH,2,0.805902,0.194098,0.400000,0.300000,1.611804,0.805505
GL,5,0.800000,0.245389,0.340000,0.162481,4.000000,0.799015
ZBRA,3,0.771018,0.162292,0.733333,0.047140,2.313054,0.770449
VRSN,4,0.770911,0.230654,0.425000,0.129904,3.083644,0.770152
ROP,2,0.765009,0.234991,0.200000,0.700000,1.530018,0.764632
MKTX,7,0.756346,0.226879,0.257143,0.159079,5.294423,0.755042
LOW,6,0.748760,0.221863,0.200000,0.374166,4.492562,0.747654
AKAM,17,0.734978,0.252855,0.276471,0.338734,12.494627,0.731901
AZO,3,0.734007,0.191133,0.000000,0.355903,2.202021,0.733465
MSI,2,0.717916,0.056049,-0.050000,0.650000,1.435831,0.717562
PRU,13,0.700682,0.201903,0.415385,0.367625,9.108862,0.698439
KMX,3,0.699057,0.212801,-0.433333,0.659966,2.097171,0.698541
INTU,19,0.685859,0.232122,0.207895,0.478557,13.031314,0.682650
IT,15,0.665364,0.280018,0.073333,0.490533,9.980453,0.662906
ORLY,2,0.632579,0.102263,0.300000,0.200000,1.265158,0.632268
TJX,6,0.622474,0.302373,0.333333,0.402768,3.734842,0.621554
TPR,4,0.620589,0.121910,0.550000,0.229129,2.482355,0.619977
FI,3,0.620386,0.294161,0.066667,0.188562,1.861158,0.619928
ADSK,18,0.597196,0.264543,0.338889,0.521897,10.749535,0.594549
STX,4,0.574399,0.265866,0.450000,0.229129,2.297595,0.573833
BKNG,32,0.565387,0.334453,0.315625,0.481605,18.092386,0.560932
MCO,17,0.565300,0.260124,0.405882,0.363756,9.610107,0.562934
NTAP,11,0.551970,0.275519,0.490909,0.435795,6.071675,0.550475
POOL,2,0.535738,0.005335,0.800000,0.000000,1.071475,0.535474
ANSS,16,0.529498,0.349948,0.593750,0.349050,8.471973,0.527412
SPGI,7,0.514496,0.218924,0.471429,0.376883,3.601474,0.513609
